"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,8600,46.5697674418605,40.05,"Michael Pineda","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,7.66666666666667,0,0,1,2,0,0
2,1,3600,94.4444444444444,34,"Jay Bruce","NYM",NA,"OF",4,3,2,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,5300,64.1509433962264,34,"Wil Myers","SD",NA,"1B",3,2,1,2,0,4,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,8400,38.2738095238095,32.15,"James Paxton","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,0,4,2,0
5,3,12400,23.9112903225806,29.65,"Chris Sale","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7.66666666666667,0,0,2,5,1,0
6,4,7700,37.3376623376623,28.75,"Jharel Cotton","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,0,2,3,0
7,5,8000,34.5,27.6,"Matt Moore","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,8,0,0,1,3,0,1
8,3,3300,81.8181818181818,27,"Eugenio Suarez","CIN",NA,"3B",5,1,1,2,1,2,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,5000,52,26,"Bryce Harper","WAS",NA,"OF",3,2,0,3,0,4,4,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,2800,89.2857142857143,25,"Stephen Drew","WAS",NA,"SS/3B",7,3,0,4,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,6,3800,60.5263157894737,23,"Billy Hamilton","CIN",NA,"OF",1,2,0,0,2,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,7,4200,54.7619047619048,23,"Adam Eaton","WAS",NA,"OF",1,2,0,3,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,6,11300,19.9115044247788,22.5,"Jon Lester","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,1,4,1,0
14,8,3500,62.8571428571429,22,"Ryan Zimmerman","WAS",NA,"1B",5,2,0,0,1,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,7,8100,26.6049382716049,21.55,"Jerad Eickhoff","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,0,0,2,3,4,0
16,9,4800,43.75,21,"DJ LeMahieu","COL",NA,"2B",2,1,1,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,10,3200,65.625,21,"Chase Headley","NYY",NA,"3B",6,2,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,8,10500,19.7619047619048,20.75,"Justin Verlander","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,0,0,0,3,2,0
19,11,4400,43.1818181818182,19,"Hunter Renfroe","SD",NA,"OF",6,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,9,7400,24.7297297297297,18.3,"Alex Cobb","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7.33333333333333,0,0,4,6,1,0
21,12,5000,36,18,"Mark Reynolds","COL",NA,"1B",7,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,13,3800,44.7368421052632,17,"Aaron Judge","NYY",NA,"OF",7,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,14,3900,43.5897435897436,17,"Brett Gardner","NYY",NA,"OF",1,2,0,0,2,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,10,4200,39.8809523809524,16.75,"Michael Lorenzen","CIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,0,0,0,0,0,0
25,15,3900,41.025641025641,16,"Adam Duvall","CIN",NA,"OF",4,1,0,2,1,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,16,3400,47.0588235294118,16,"Scooter Gennett","CIN",NA,"2B/OF",7,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,17,3500,45.7142857142857,16,"Starlin Castro","NYY",NA,"2B",5,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,18,4500,35.5555555555556,16,"Ian Kinsler","DET",NA,"2B",1,1,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,19,3800,42.1052631578947,16,"Khris Davis","OAK",NA,"OF",4,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,20,4400,34.0909090909091,15,"Nelson Cruz","SEA",NA,"OF",4,1,0,2,0,4,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,21,3100,48.3870967741936,15,"Mitch Moreland","BOS",NA,"1B",4,1,0,0,0,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,11,7100,20.7746478873239,14.75,"Cody Reed","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,0,0,0,0,0,0
33,22,3300,42.4242424242424,14,"Matt Wieters","WAS",NA,"C",8,2,0,1,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,23,3400,41.1764705882353,14,"Jedd Gyorko","STL",NA,"3B",9,1,1,1,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,24,3500,40,14,"Logan Morrison","TB",NA,"1B",6,1,1,1,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,25,3300,42.4242424242424,14,"Yasmany Tomas","ARI",NA,"OF",5,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,26,2700,51.8518518518518,14,"Brock Stassi","PHI",NA,"1B/OF",7,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,27,3500,37.1428571428571,13,"Jose Peraza","CIN",NA,"2B/SS",2,1,0,0,1,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,12,8500,14.9411764705882,12.7,"Ian Kennedy","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,6,0,0,2,6,2,0
40,28,2200,54.5454545454545,12,"Andrew Romine","DET",NA,"2B/OF",9,1,0,0,0,3,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,29,3500,34.2857142857143,12,"Mitch Haniger","SEA",NA,"OF",2,1,0,1,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,30,4000,30,12,"Matt Holliday","NYY",NA,"1B",3,1,0,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,31,3700,32.4324324324324,12,"Jayson Werth","WAS",NA,"OF",6,2,0,0,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,32,3900,30.7692307692308,12,"Lorenzo Cain","KC",NA,"OF",3,0,0,0,1,2,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,13,5400,22.2222222222222,12,"Tyler Chatwood","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5.33333333333333,0,0,4,7,3,0
46,33,4200,28.5714285714286,12,"Chris Carter","NYY",NA,"1B",4,1,0,1,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,14,6600,17.0454545454546,11.25,"Charlie Morton","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5,0,0,3,7,2,1
48,15,8200,13.4756097560976,11.05,"Tanner Roark","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,0,0,3,7,0,0
49,34,3300,33.3333333333333,11,"Adam Lind","WAS",NA,"1B",9,1,0,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,35,4300,25.5813953488372,11,"Robinson Cano","SEA",NA,"2B",3,1,0,0,0,2,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,16,9300,11.505376344086,10.7,"Jacob deGrom","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,6,0,0,2,6,2,0
52,36,3300,30.3030303030303,10,"Yadier Molina","STL",NA,"C",5,1,0,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,37,3100,32.258064516129,10,"Jon Jay","CHC",NA,"OF",9,1,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,38,3700,27.027027027027,10,"Hunter Pence","SF",NA,"OF",3,1,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,39,4600,21.7391304347826,10,"Manuel Margot","SD",NA,"OF",1,1,0,0,0,3,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,40,3100,32.258064516129,10,"Stephen Vogt","MIL",NA,"C",5,0,0,0,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,41,4000,25,10,"Kyle Seager","SEA",NA,"3B",5,0,0,1,0,3,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,42,3900,25.6410256410256,10,"Stephen Piscotty","STL",NA,"OF",4,0,0,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,17,7400,12.7702702702703,9.45,"Alex Wood","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3.66666666666667,0,0,1,3,5,0
60,18,4000,23.5,9.4,"Jarred Cosart","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,0,0,0,5,1,0
61,19,5600,16.7857142857143,9.4,"Wade LeBlanc","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.33333333333333,0,0,1,1,0,0
62,43,4300,20.9302325581395,9,"Carlos Correa","HOU",NA,"SS",4,0,0,0,0,4,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
