"Name","Completions.Rolling","Targets.Rolling","TDs.Rolling","Team","Pos","Target.Ptcg.Rolling","Rank.Completions","Rank.Targets","Rank.TDs"
"Salas, Greg",4,6,1,"BUF","WR",0.0125260960334029,13,13,5
"Benjamin, Kelvin",63,118,7,"CAR","WR",0.208849557522124,2,2,1
"Olsen, Greg",81,133,3,"CAR","TE",0.235398230088496,1,1,4
"Funchess, Devin",23,63,4,"CAR","WR",0.111504424778761,6,4,3
"Stewart, Jonathan",10,25,0,"CAR","RB",0.0442477876106195,9,7,9
"Brown, Corey",27,52,1,"CAR","WR",0.0920353982300885,4,5,5
"Whittaker, Fozzy",25,33,1,"CAR","RB",0.0584070796460177,5,6,5
"Tolbert, Mike",11,15,1,"CAR","FB",0.0265486725663717,7,9,5
"Ginn, Ted",55,94,5,"CAR","WR",0.166371681415929,3,3,2
"Jeffery, Alshon",53,92,2,"CHI","WR",0.162257495590829,2,2,3
"Royal, Eddie",35,45,2,"CHI","WR",0.0793650793650794,4,5,3
"White, Kevin",20,37,0,"CHI","WR",0.0652557319223986,7,8,11
"Langford, Jeremy",20,28,0,"CHI","RB",0.0493827160493827,7,9,11
"Miller, Zach",48,64,4,"CHI","TE",0.112874779541446,3,3,1
"Paulsen, Logan",4,10,0,"CHI","TE",0.017636684303351,13,12,11
"Green, A.J.",68,108,4,"CIN","WR",0.191489361702128,1,2,3
"Uzomah, C.J.",25,38,1,"CIN","TE",0.0673758865248227,6,6,4
"LaFell, Brandon",64,113,6,"CIN","WR",0.200354609929078,2,1,1
"Bernard, Giovani",45,57,1,"CIN","RB",0.101063829787234,4,4,4
"Boyd, Tyler",55,80,1,"CIN","WR",0.141843971631206,3,3,4
"Wright, James",14,21,0,"CIN","WR",0.0372340425531915,10,9,7
"Pryor, Terrelle",80,144,4,"CLE","WR",0.253075571177504,1,1,1
"Johnson, Duke",55,77,1,"CLE","RB",0.135325131810193,3,3,6
"Coleman, Corey",33,75,3,"CLE","WR",0.131810193321617,5,4,2
"Hawkins, Andrew",33,57,3,"CLE","WR",0.100175746924429,5,5,2
"Crowell, Isaiah",42,55,0,"CLE","RB",0.0966608084358524,4,6,8
"Barnidge, Gary",57,85,2,"CLE","TE",0.149384885764499,2,2,4
"Witten, Jason",70,98,3,"DAL","TE",0.19758064516129,2,3,5
"Beasley, Cole",76,104,5,"DAL","WR",0.209677419354839,1,1,2
"Bryant, Dez",52,100,9,"DAL","WR",0.201612903225806,3,2,1
"Williams, Terrance",44,65,4,"DAL","WR",0.131048387096774,4,4,3
"Butler, Brice",17,32,4,"DAL","WR",0.0645161290322581,6,6,3
"Dunbar, Lance",17,25,1,"DAL","RB",0.0504032258064516,6,7,6
"Elliott, Ezekiel",32,40,1,"DAL","RB",0.0806451612903226,5,5,6
"Swaim, Geoff",6,9,0,"DAL","TE",0.0181451612903226,8,8,9
"Morris, Alfred",3,5,0,"DAL","RB",0.0100806451612903,11,10,9
"Thomas, Demaryius",93,159,5,"DEN","WR",0.278947368421053,1,1,1
"Sanders, Emmanuel",80,141,5,"DEN","WR",0.247368421052632,2,2,1
"Green, Virgil",22,37,1,"DEN","TE",0.0649122807017544,4,4,6
"Anderson, C.J.",17,25,2,"DEN","RB",0.043859649122807,6,7,3
"Bibbs, Kapri",2,4,1,"DEN","RB",0.00701754385964912,14,14,6
"Norwood, Jordan",22,34,1,"DEN","WR",0.0596491228070175,4,5,6
"Jones, Marvin",55,116,4,"DET","WR",0.192371475953566,4,2,4
"Tate, Golden",92,141,5,"DET","WR",0.233830845771144,1,1,2
"Riddick, Theo",55,69,5,"DET","RB",0.114427860696517,4,5,2
"Ebron, Eric",63,87,2,"DET","TE",0.144278606965174,3,4,5
"Abdullah, Ameer",5,5,1,"DET","RB",0.00829187396351575,9,10,6
"Boldin, Anquan",70,99,9,"DET","WR",0.164179104477612,2,3,1
"Roberts, Andre",14,26,1,"DET","WR",0.0431177446102819,7,6,6
"Wick, Cole",2,3,0,"DET","TE",0.00497512437810945,12,11,8
"Cobb, Randall",62,89,5,"GB","WR",0.140378548895899,3,3,3
"Nelson, Jordy",100,160,14,"GB","WR",0.252365930599369,1,1,1
"Adams, Davante",77,127,12,"GB","WR",0.200315457413249,2,2,2
"Rodgers, Richard",31,48,2,"GB","TE",0.0757097791798107,5,6,4
"Cook, Jared",30,53,1,"GB","TE",0.083596214511041,6,5,7
"Lacy, Eddie",4,7,0,"GB","RB",0.0110410094637224,11,12,12
"Abbrederis, Jared",1,2,0,"GB","WR",0.00315457413249211,14,14,12
"Starks, James",19,25,2,"GB","RB",0.0394321766561514,7,7,4
"Montgomery, Ty",46,58,1,"GB","RB",0.0914826498422713,4,4,7
"Fuller, Will",47,93,2,"HOU","WR",0.156040268456376,4,2,3
"Hopkins, DeAndre",79,160,4,"HOU","WR",0.268456375838926,1,1,1
"Miller, Lamar",32,40,1,"HOU","RB",0.0671140939597315,5,5,5
"Anderson, Stephen",11,18,1,"HOU","TE",0.0302013422818792,10,9,5
"Miller, Braxton",16,28,1,"HOU","WR",0.0469798657718121,6,6,5
"Griffin, Ryan",53,77,2,"HOU","TE",0.129194630872483,3,4,3
"Ervin, Tyler",3,5,0,"HOU","RB",0.00838926174496644,13,13,8
"Fiedorowicz, C.J.",55,89,4,"HOU","TE",0.149328859060403,2,3,1
"Hilton, T.Y.",95,163,7,"IND","WR",0.27257525083612,1,1,2
"Moncrief, Donte",31,56,8,"IND","WR",0.0936454849498328,6,4,1
"Gore, Frank",40,52,4,"IND","RB",0.0869565217391304,3,6,5
"Dorsett, Phillip",33,60,2,"IND","WR",0.100334448160535,5,3,6
"Allen, Dwayne",36,55,6,"IND","TE",0.0919732441471572,4,5,3
"Doyle, Jack",62,77,5,"IND","TE",0.12876254180602,2,2,4
"Ferguson, Josh",20,26,0,"IND","RB",0.0434782608695652,9,9,9
"Turbin, Robert",26,35,1,"IND","RB",0.0585284280936455,7,8,7
"Robinson, Allen",73,159,6,"JAX","WR",0.246130030959752,1,1,1
"Yeldon, T.J.",52,71,1,"JAX","RB",0.109907120743034,3,4,6
"Thomas, Julius",32,54,4,"JAX","TE",0.0835913312693498,5,5,2
"Hurns, Allen",35,78,3,"JAX","WR",0.120743034055728,4,3,3
"Lee, Marqise",66,111,3,"JAX","WR",0.171826625386997,2,2,3
"Lewis, Marcedes",20,30,1,"JAX","TE",0.0464396284829721,7,7,6
"Greene, Rashad",5,7,0,"JAX","WR",0.0108359133126935,11,12,12
"Ware, Spencer",34,43,2,"KC","RB",0.0791896869244936,5,6,3
"Kelce, Travis",85,121,4,"KC","TE",0.222836095764273,1,1,2
"Conley, Chris",44,73,0,"KC","WR",0.134438305709024,3,4,8
"West, Charcandrick",29,36,2,"KC","RB",0.0662983425414365,7,7,3
"Maclin, Jeremy",44,74,2,"KC","WR",0.136279926335175,3,3,3
"Wilson, Albert",31,51,2,"KC","WR",0.0939226519337017,6,5,3
"Harris, Demetrius",17,31,1,"KC","TE",0.0570902394106814,8,8,7
"Hill, Tyreek",62,84,6,"KC","WR",0.154696132596685,2,2,1
"Travis, Ross",3,6,0,"KC","TE",0.0110497237569061,11,10,8
"Smith, Alex",1,2,0,"KC","QB",0.00368324125230203,14,14,8
"Landry, Jarvis",99,134,4,"MIA","WR",0.283898305084746,1,1,3
"Foster, Arian",6,10,0,"MIA","RB",0.0211864406779661,11,10,10
"Stills, Kenny",44,79,9,"MIA","WR",0.167372881355932,3,3,1
"Cameron, Jordan",8,11,1,"MIA","TE",0.0233050847457627,9,9,7
"Carroo, Leonte",3,5,1,"MIA","WR",0.0105932203389831,12,12,7
"Williams, Damien",24,32,3,"MIA","RB",0.0677966101694915,6,6,5
"Diggs, Stefon",86,114,3,"MIN","WR",0.190954773869347,1,2,3
"Rudolph, Kyle",84,139,8,"MIN","TE",0.232830820770519,2,1,1
"Johnson, Charles",20,38,0,"MIN","WR",0.0636515912897822,7,7,7
"Thielen, Adam",70,94,5,"MIN","WR",0.157453936348409,3,3,2
"McKinnon, Jerick",45,55,2,"MIN","RB",0.0921273031825796,5,5,4
"Peterson, Adrian",3,6,0,"MIN","RB",0.0100502512562814,10,10,7
"Patterson, Cordarrelle",53,72,2,"MIN","WR",0.120603015075377,4,4,4
"Edelman, Julian",102,165,3,"NE","WR",0.283505154639175,1,1,6
"White, James",65,94,5,"NE","RB",0.161512027491409,2,2,2
"Bennett, Martellus",56,79,7,"NE","TE",0.13573883161512,3,3,1
"Hogan, Chris",39,64,4,"NE","WR",0.109965635738832,4,4,3
"Amendola, Danny",23,30,4,"NE","WR",0.0515463917525773,7,7,3
"Mitchell, Malcolm",33,53,4,"NE","WR",0.0910652920962199,5,5,3
"Garoppolo, Jimmy",1,1,0,"NE","QB",0.00171821305841924,14,15,10
"Cooks, Brandin",80,119,9,"NO","WR",0.176296296296296,2,2,1
"Snead, Willie",75,105,4,"NO","WR",0.155555555555556,3,3,3
"Cadet, Travaris",43,58,4,"NO","RB",0.0859259259259259,6,5,3
"Thomas, Michael",94,125,9,"NO","WR",0.185185185185185,1,1,1
"Fleener, Coby",50,84,4,"NO","TE",0.124444444444444,4,4,3
"Ingram, Mark",46,58,4,"NO","RB",0.0859259259259259,5,5,3
"Hightower, Tim",22,26,1,"NO","RB",0.0385185185185185,8,8,8
"Kuhn, John",16,20,1,"NO","FB",0.0296296296296296,9,10,8
"Beckham, Odell",104,180,10,"NYG","WR",0.293637846655791,1,1,1
"Vereen, Shane",13,21,1,"NYG","RB",0.034257748776509,10,8,4
"Cruz, Victor",39,73,1,"NYG","WR",0.119086460032626,4,3,4
"Tye, Will",49,67,1,"NYG","TE",0.109298531810767,3,4,4
"Shepard, Sterling",69,107,8,"NYG","WR",0.174551386623165,2,2,2
"Donnell, Larry",15,21,1,"NYG","TE",0.034257748776509,9,8,4
"Jennings, Rashad",35,43,1,"NYG","RB",0.0701468189233279,5,5,4
"Marshall, Brandon",62,132,4,"NYJ","WR",0.240437158469945,1,1,1
"Enunwa, Quincy",57,106,4,"NYJ","WR",0.193078324225865,3,2,1
"Forte, Matt",31,43,1,"NYJ","RB",0.0783242258652095,5,5,6
"Decker, Eric",10,21,2,"NYJ","WR",0.0382513661202186,8,8,5
"Powell, Bilal",60,76,1,"NYJ","RB",0.138433515482696,2,3,6
"Marshall, Jalin",14,24,3,"NYJ","WR",0.0437158469945355,7,7,3
"Cooper, Amari",86,146,5,"OAK","WR",0.234349919743178,2,2,2
"Crabtree, Michael",92,156,9,"OAK","WR",0.250401284109149,1,1,1
"Walford, Clive",34,54,4,"OAK","TE",0.086677367576244,4,4,3
"Roberts, Seth",39,80,4,"OAK","WR",0.128410914927769,3,3,3
"Richard, Jalen",29,40,2,"OAK","RB",0.0642054574638844,6,6,6
"Jones, Taiwan",4,4,0,"OAK","RB",0.00642054574638844,12,12,11
"Murray, Latavius",34,46,1,"OAK","RB",0.0738362760834671,4,5,7
"Washington, DeAndre",17,23,0,"OAK","RB",0.0369181380417336,8,9,11
"Holmes, Andre",14,26,3,"OAK","WR",0.0417335473515249,9,7,5
"Matthews, Jordan",73,119,3,"PHI","WR",0.198664440734558,2,1,2
"Ertz, Zach",82,109,5,"PHI","TE",0.181969949916528,1,2,1
"Agholor, Nelson",35,73,2,"PHI","WR",0.121869782971619,6,4,3
"Sproles, Darren",53,72,2,"PHI","RB",0.120200333889816,3,5,3
"Green-Beckham, Dorial",38,77,2,"PHI","WR",0.128547579298831,4,3,3
"Celek, Brent",16,21,0,"PHI","TE",0.0350584307178631,7,7,8
"Brown, Antonio",110,164,13,"PIT","WR",0.268852459016393,1,1,1
"Williams, DeAngelo",18,27,2,"PIT","RB",0.0442622950819672,6,8,5
"James, Jesse",42,60,3,"PIT","TE",0.0983606557377049,4,4,2
"Rogers, Eli",49,67,3,"PIT","WR",0.10983606557377,3,3,2
"Coates, Sammie",21,48,2,"PIT","WR",0.0786885245901639,5,5,5
"Benjamin, Travis",47,77,4,"SD","WR",0.136042402826855,4,4,4
"Allen, Keenan",6,8,0,"SD","WR",0.0141342756183746,10,10,8
"Woodhead, Danny",7,9,1,"SD","RB",0.0159010600706714,9,9,7
"Williams, Tyrell",71,113,7,"SD","WR",0.199646643109541,1,1,2
"Gates, Antonio",53,93,7,"SD","TE",0.164310954063604,3,3,2
"Inman, Dontrelle",61,104,4,"SD","WR",0.183745583038869,2,2,4
"Henry, Hunter",36,54,8,"SD","TE",0.0954063604240283,6,6,1
"Baldwin, Doug",96,133,7,"SEA","WR",0.24953095684803,1,1,1
"Lockett, Tyler",46,74,2,"SEA","WR",0.138836772983114,3,4,3
"Kearse, Jermaine",44,90,1,"SEA","WR",0.168855534709193,4,3,6
"Rawls, Thomas",13,17,0,"SEA","RB",0.0318949343339587,8,8,9
"Willson, Luke",15,21,2,"SEA","TE",0.0393996247654784,7,6,3
"Richardson, Paul",21,37,1,"SEA","WR",0.0694183864915572,5,5,6
"Graham, Jimmy",66,97,6,"SEA","TE",0.181988742964353,2,2,2
"Prosise, C.J.",18,20,0,"SEA","RB",0.0375234521575985,6,7,9
"Kerley, Jeremy",64,116,3,"SF","WR",0.234817813765182,1,1,2
"Smith, Torrey",21,52,3,"SF","WR",0.105263157894737,7,3,2
"Patton, Quinton",38,64,0,"SF","WR",0.129554655870445,2,2,9
"Celek, Garrett",29,49,3,"SF","TE",0.0991902834008097,4,4,2
"McDonald, Vance",24,44,4,"SF","TE",0.0890688259109312,6,5,1
"Hyde, Carlos",26,33,3,"SF","RB",0.0668016194331984,5,7,2
"Draughn, Shaun",30,40,2,"SF","RB",0.0809716599190283,3,6,6
"Gabbert, Blaine",1,1,0,"SF","QB",0.00202429149797571,15,15,9
"Austin, Tavon",59,107,3,"LA","WR",0.198884758364312,2,2,2
"Britt, Kenny",69,114,5,"LA","WR",0.211895910780669,1,1,1
"Quick, Brian",42,79,3,"LA","WR",0.146840148698885,5,4,2
"Higbee, Tyler",11,28,1,"LA","TE",0.0520446096654275,8,6,5
"Kendricks, Lance",54,90,2,"LA","TE",0.16728624535316,3,3,4
"Gurley, Todd",45,60,0,"LA","RB",0.111524163568773,4,5,6
"Brown, Malcolm",3,3,0,"LA","RB",0.00557620817843866,10,11,6
"Cunningham, Benny",16,21,0,"LA","RB",0.0390334572490706,6,7,6
"Evans, Mike",100,176,12,"TB","WR",0.304498269896194,1,1,1
"Jackson, Vincent",17,34,0,"TB","WR",0.0588235294117647,6,5,9
"Martin, Doug",14,16,0,"TB","RB",0.027681660899654,7,10,9
"Humphries, Adam",60,89,2,"TB","WR",0.153979238754325,2,2,3
"Brate, Cameron",59,86,10,"TB","TE",0.14878892733564,3,3,2
"Sims, Charles",25,32,1,"TB","RB",0.055363321799308,4,6,5
"Myers, Brandon",8,17,1,"TB","TE",0.0294117647058824,10,8,5
"Sharpe, Tajae",42,92,2,"TEN","WR",0.179337231968811,4,3,6
"Murray, DeMarco",53,67,3,"TEN","RB",0.130604288499025,3,4,3
"Johnson, Andre",11,29,3,"TEN","WR",0.0565302144249513,8,6,3
"Walker, Delanie",68,104,7,"TEN","TE",0.202729044834308,1,2,2
"Matthews, Rishard",67,109,10,"TEN","WR",0.212475633528265,2,1,1
"Douglas, Harry",16,24,0,"TEN","WR",0.0467836257309941,6,7,10
"Henry, Derrick",13,15,0,"TEN","RB",0.0292397660818713,7,9,10
"Jackson, DeSean",54,107,4,"WAS","WR",0.174551386623165,4,2,3
"Reed, Jordan",68,91,7,"WAS","TE",0.148450244698206,2,4,1
"Crowder, Jamison",66,99,7,"WAS","WR",0.161500815660685,3,3,1
"Garcon, Pierre",80,117,3,"WAS","WR",0.190864600326264,1,1,4
"Thompson, Chris",49,62,2,"WAS","RB",0.101141924959217,5,5,5
"Doctson, Josh",2,6,0,"WAS","WR",0.00978792822185971,11,11,8
"Davis, Vernon",46,61,2,"WAS","TE",0.099510603588907,6,6,5
"Jones, Matt",9,11,0,"WAS","RB",0.0179445350734095,9,9,8
"Grant, Ryan",11,22,0,"WAS","WR",0.0358890701468189,8,7,8
"Fells, Darren",15,22,1,"ARI","TE",0.0373514431239389,6,6,6
"Niklas, Troy",1,2,0,"ARI","TE",0.0033955857385399,12,13,10
"Robinson, Aldrick",21,34,2,"ATL","WR",0.0619307832422587,8,6,8
"Toilolo, Levine",14,20,2,"ATL","TE",0.0364298724954463,10,10,8
"Gabriel, Taylor",35,51,6,"ATL","WR",0.092896174863388,4,4,1
"Goodwin, Marquise",31,68,3,"BUF","WR",0.1419624217119,4,3,3
"Dickson, Ed",11,19,1,"CAR","TE",0.0336283185840708,7,8,5
"Howard, Jordan",33,55,1,"CHI","RB",0.0970017636684303,5,4,6
"Carey, KaDeem",5,7,0,"CHI","RB",0.0123456790123457,12,13,11
"Hill, Jeremy",22,28,0,"CIN","RB",0.049645390070922,7,7,7
"Kroft, Tyler",10,11,0,"CIN","TE",0.0195035460992908,11,11,7
"Erickson, Alex",6,8,0,"CIN","WR",0.0141843971631206,12,12,7
"Higgins, Rashard",7,13,0,"CLE","WR",0.0228471001757469,9,8,8
"Smith, Keith",3,3,0,"DAL","FB",0.00604838709677419,11,13,9
"Latimer, Cody",8,15,0,"DEN","WR",0.0263157894736842,11,11,10
"Janovich, Andy",5,7,0,"DEN","FB",0.012280701754386,13,13,10
"Booker, Devontae",31,46,1,"DEN","RB",0.0807017543859649,3,3,6
"Taylor, Jordan",15,26,2,"DEN","WR",0.0456140350877193,8,6,3
"Davis, Trevor",3,8,1,"GB","WR",0.0126182965299685,12,11,7
"Grimes, Jonathan",14,19,0,"HOU","RB",0.0318791946308725,7,8,8
"Strong, Jaelen",14,24,0,"HOU","WR",0.0402684563758389,7,7,8
"Rogers, Chester",21,38,0,"IND","WR",0.0635451505016722,8,7,9
"Bray, Quan",3,5,0,"IND","WR",0.00836120401337793,11,12,9
"Robinson, Denard",3,5,0,"JAX","RB",0.00773993808049536,14,14,12
"Benn, Arrelious",5,10,1,"JAX","WR",0.0154798761609907,11,11,6
"Grant, Corey",4,7,1,"JAX","RB",0.0108359133126935,13,12,6
"Parker, DeVante",57,87,5,"MIA","WR",0.184322033898305,2,2,2
"Ajayi, Jay",29,38,1,"MIA","RB",0.0805084745762712,4,4,7
"Drake, Kenyan",9,10,0,"MIA","RB",0.0211864406779661,8,10,10
"Sims, Dion",25,34,4,"MIA","TE",0.0720338983050847,5,5,3
"Asiata, Matt",34,40,0,"MIN","RB",0.067001675041876,6,6,7
"Foster, D.J.",1,2,0,"NE","RB",0.00343642611683849,14,14,10
"Slater, Matthew",0,1,0,"NE","WR",0.00171821305841924,16,15,10
"Coleman, Brandon",26,37,3,"NO","WR",0.0548148148148148,7,7,7
"Lewis, Tommylee",7,11,0,"NO","WR",0.0162962962962963,11,11,11
"Darkwa, Orleans",2,4,0,"NYG","RB",0.0065252854812398,12,12,11
"Davis, Kellen",0,1,0,"NYJ","TE",0.00182149362477231,14,14,8
"Bostick, Brandon",8,11,0,"NYJ","TE",0.0200364298724954,10,10,8
"Smith, Lee",6,6,0,"OAK","TE",0.00963081861958266,11,11,11
"Olawale, Jamize",12,13,1,"OAK","FB",0.0208667736757624,10,10,7
"Holton, Johnny",2,4,0,"OAK","WR",0.00642054574638844,13,12,11
"Burton, Trey",38,60,1,"PHI","TE",0.10016694490818,4,6,6
"Mathews, Ryan",13,14,1,"PHI","RB",0.0233722871452421,8,8,6
"Smallwood, Wendell",6,12,0,"PHI","RB",0.0200333889816361,10,10,8
"Grimble, Xavier",12,22,2,"PIT","TE",0.0360655737704918,9,9,5
"Heyward-Bey, Darrius",7,20,3,"PIT","WR",0.0327868852459016,10,10,2
"Toussaint, Fitzgerald",3,3,0,"PIT","RB",0.00491803278688525,14,14,13
"Johnson, David",7,11,0,"PIT","TE",0.0180327868852459,10,12,13
"Gordon, Melvin",42,58,2,"SD","RB",0.102473498233216,5,5,6
"Farrow, Kenneth",13,16,0,"SD","RB",0.0282685512367491,7,7,8
"Tukuafu, Will",0,1,0,"SEA","FB",0.00187617260787992,18,17,9
"Streater, Rod",19,29,2,"SF","WR",0.0587044534412955,8,8,6
"Bell, Blake",4,9,0,"SF","TE",0.0182186234817814,12,12,9
"Davis, Mike",3,5,0,"SF","RB",0.0101214574898785,13,13,9
"Burbridge, Aaron",7,16,0,"SF","WR",0.0323886639676113,11,10,9
"Shepard, Russell",24,41,2,"TB","WR",0.0709342560553633,5,4,3
"Shorts, Cecil",11,28,0,"TB","WR",0.0484429065743945,9,7,9
"Rodgers, Jacquizz",14,17,0,"TB","RB",0.0294117647058824,7,8,9
"Fasano, Anthony",8,17,2,"TEN","TE",0.0331384015594542,9,8,6
"Supernaw, Phillip",4,6,1,"TEN","TE",0.0116959064327485,10,10,8
"Paul, Niles",2,3,0,"WAS","TE",0.00489396411092985,11,12,8
"Powell, Walt",15,27,0,"BUF","WR",0.0563674321503132,6,6,9
"Artis-Payne, Cameron",1,1,0,"CAR","RB",0.00176991150442478,11,12,9
"Meredith, Cameron",69,104,4,"CHI","WR",0.18342151675485,1,1,1
"Louis, Ricardo",18,34,0,"CLE","WR",0.0597539543057996,7,7,8
"Fowler, Bennie",11,24,2,"DEN","WR",0.0421052631578947,9,8,3
"Heuerman, Jeff",9,17,0,"DEN","TE",0.0298245614035088,10,10,10
"Washington, Dwayne",10,15,0,"DET","RB",0.0248756218905473,8,8,8
"Ripkowski, Aaron",10,11,1,"GB","FB",0.0173501577287066,10,10,7
"Swoope, Erik",15,23,1,"IND","TE",0.0384615384615385,10,10,7
"Ivory, Chris",20,28,0,"JAX","RB",0.043343653250774,7,8,12
"Sherman, Anthony",4,6,0,"KC","FB",0.0110497237569061,10,10,8
"Ellison, Rhett",10,15,0,"MIN","TE",0.0251256281407035,9,8,7
"Gronkowski, Rob",25,41,3,"NE","TE",0.070446735395189,6,6,6
"Rainey, Bobby",20,26,0,"NYG","RB",0.0424143556280587,6,6,11
"Anderson, Robby",44,75,3,"NYJ","WR",0.136612021857924,4,4,3
"Wheaton, Markus",4,10,1,"PIT","WR",0.0163934426229508,13,13,10
"McCluster, Dexter",8,11,0,"SD","WR",0.019434628975265,8,8,8
"Watt, Derek",4,4,0,"SD","FB",0.00706713780918728,11,12,8
"McGrath, Sean",2,2,0,"SD","TE",0.00353356890459364,13,14,8
"Collins, Alex",11,11,0,"SEA","RB",0.0206378986866792,9,9,9
"Marquez, Bradley",4,8,0,"LA","WR",0.0148698884758364,9,10,6
"Thomas, Mike",3,9,0,"LA","WR",0.016728624535316,10,9,6
"Cross, Alan",6,10,1,"TB","RB",0.0173010380622837,12,12,5
"Amaro, Jace",3,4,0,"TEN","TE",0.00779727095516569,11,11,10
"Fowler, Jalston",1,2,0,"TEN","FB",0.00389863547758285,12,12,10
"Dunbar, Quinton",1,1,0,"WAS","CB",0.00163132137030995,14,14,8
"Johnson, Chris",0,1,0,"ARI","RB",0.00169779286926995,14,15,10
"Allen, Javorius",4,6,0,"BAL","RB",0.00892857142857143,13,12,10
"Felton, Jerome",6,9,0,"BUF","FB",0.0187891440501044,12,12,9
"Webb, Joe",1,3,0,"CAR","QB",0.00530973451327434,11,11,9
"Telfer, Randall",2,7,0,"CLE","TE",0.0123022847100176,11,10,8
"Zenner, Zach",18,23,0,"DET","FB",0.0381426202321725,6,7,8
"Lee, Khari",0,1,0,"DET","TE",0.00165837479270315,15,13,8
"Prosch, Jay",1,1,0,"HOU","FB",0.00167785234899329,15,15,8
"Blue, Alfred",12,17,0,"HOU","RB",0.0285234899328859,9,10,8
"Sterling, Neal",12,17,0,"JAX","TE",0.0263157894736842,10,10,12
"Walters, Bryan",24,35,2,"JAX","WR",0.0541795665634675,6,6,5
"Charles, Jamaal",2,3,0,"KC","RB",0.00552486187845304,12,13,8
"Pead, Isaiah",1,1,0,"MIA","RB",0.00211864406779661,13,13,10
"Gray, MarQueis",14,18,0,"MIA","TE",0.038135593220339,7,7,10
"Blount, LeGarrette",7,8,0,"NE","RB",0.013745704467354,9,9,10
"Bolden, Brandon",2,4,0,"NE","RB",0.00687285223367698,12,12,10
"Lasco, Daniel",2,4,0,"NO","RB",0.00592592592592593,13,13,11
"Perkins, Paul",16,25,0,"NYG","RB",0.0407830342577488,7,7,11
"Peake, Charone",20,34,0,"NYJ","WR",0.0619307832422587,6,6,8
"Bowman, Braedon",0,1,0,"NYJ","TE",0.00182149362477231,14,14,8
"Rivera, Mychal",18,24,1,"OAK","TE",0.0385232744783307,7,8,7
"Bell, LeVeon",76,97,2,"PIT","RB",0.159016393442623,2,2,5
"McEvoy, Tanner",9,10,2,"SEA","WR",0.0187617260787993,10,10,3
"Martino, Freddie",8,11,1,"TB","WR",0.0190311418685121,10,11,5
"Wright, Kendall",29,42,3,"TEN","WR",0.0818713450292398,5,5,3
"Valles, Hakeem",0,3,0,"ARI","TE",0.00509337860780985,14,12,10
"Dixon, Kenneth",30,40,1,"BAL","RB",0.0595238095238095,8,8,6
"Hunter, Justin",10,24,4,"BUF","WR",0.0501043841336117,7,7,1
"Bellamy, Josh",20,39,1,"CHI","WR",0.0687830687830688,7,7,6
"Hamlett, Connor",1,2,1,"CLE","TE",0.00351493848857645,12,13,6
"Jones, Dominique",8,12,2,"MIA","TE",0.0254237288135593,9,8,6
