"Place_lo","Place_hi","Payout"
1st	$15,000.00
2nd	$10,000.00
3rd	$7,500.00
4th	$5,000.00
5th	$3,000.00
6th	$2,000.00
7th	$1,500.00
8th	$1,000.00
9th - 10th	$750.00
11th - 15th	$500.00
16th - 20th	$400.00
21st - 30th	$300.00
31st - 50th	$250.00
51st - 90th	$200.00
91st - 160th	$150.00
161st - 260th	$120.00
261st - 400th	$100.00
401st - 640th	$80.00
641st - 1095th	$60.00
