Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,13870,Marvin Jones,WR,3,DET,GB,0,0,0,0,0,6,205,2,0,0,0,0,41.50
2,11063,Emmanuel Sanders,WR,3,DEN,CIN,0,0,0,0,0,9,117,2,0,0,0,0,35.70
3,55,Kansas City Chiefs,DST,3,KC,NYJ,0,0,0,0,0,0,0,0,0,6,3,2,35
4,13693,Terrelle Pryor,WR,3,CLE,MIA,35,0,0,21,1,8,144,0,0,0,0,0,34.90
5,16524,Devonta Freeman,RB,3,ATL,NO,0,0,0,152,0,5,55,1,0,0,0,0,34.70
6,14005,TY Hilton,WR,3,IND,SD,0,0,0,0,0,8,174,1,0,0,0,0,34.40
7,13460,Doug Baldwin,WR,3,SEA,SF,0,0,0,-4,0,8,164,1,0,0,0,0,33
8,16597,Mike Evans,WR,3,TB,LA,0,0,0,0,0,10,132,1,0,0,0,0,32.20
9,17009,Trevor Siemian,QB,3,DEN,CIN,312,4,0,5,0,0,0,0,0,0,0,0,31.98
10,4556,Jordy Nelson,WR,3,GB,DET,0,0,0,0,0,6,101,2,0,0,0,0,31.10
11,9038,Matthew Stafford,QB,3,DET,GB,385,3,1,11,0,0,0,0,0,0,0,0,30.50
12,16762,Jameis Winston,QB,3,TB,LA,405,3,1,13,0,0,0,0,0,0,0,0,30.50
13,7242,Drew Brees,QB,3,NO,ATL,376,3,1,9,0,0,0,0,0,0,0,0,29.94
14,16834,Tevin Coleman,RB,3,ATL,NO,0,0,0,42,3,3,47,0,0,0,0,0,29.90
15,11932,LeSean McCoy,RB,3,BUF,ARI,0,0,0,110,2,3,6,0,0,0,0,0,29.60
16,16020,Jarvis Landry,WR,3,MIA,CLE,0,0,0,16,0,7,120,1,0,0,0,0,29.60
17,13124,DeMarco Murray,RB,3,TEN,OAK,0,0,0,114,1,5,41,0,0,0,0,0,29.50
18,11056,Antonio Brown,WR,3,PIT,PHI,0,0,0,0,0,12,140,0,0,0,0,0,29
19,16668,Carlos Hyde,RB,3,SF,SEA,0,0,0,103,2,1,2,0,0,0,0,0,28.50
20,15256,Christine Michael,RB,3,SEA,SF,0,0,0,106,2,2,5,0,0,0,0,0,28.10
21,12415,Zach Miller,TE,3,CHI,DAL,0,0,0,0,0,8,78,2,0,0,0,0,27.80
22,6198,Darren Sproles,RB,3,PHI,PIT,0,0,0,-1,0,6,128,1,0,0,0,0,27.70
23,13997,Coby Fleener,TE,3,NO,ATL,0,0,0,0,0,7,109,1,0,0,0,0,26.90
24,2593,Aaron Rodgers,QB,3,GB,DET,205,4,0,22,0,0,0,0,0,0,0,0,26.40
25,16847,David Johnson,RB,3,ARI,BUF,0,0,0,83,2,3,28,0,0,0,0,0,26.10
26,67,Minnesota Vikings,DST,3,MIN,CAR,0,0,0,0,0,0,0,0,8,3,0,0,26
27,12296,LeGarrette Blount,RB,3,NE,HOU,0,0,0,105,2,0,0,0,0,0,0,0,25.50
28,13799,Ryan Tannehill,QB,3,MIA,CLE,319,3,2,2,0,0,0,0,0,0,0,0,24.96
29,16263,Allen Robinson,WR,3,JAX,BAL,0,0,0,0,0,7,57,2,0,0,0,0,24.70
30,16609,Charles Sims,RB,3,TB,LA,0,0,0,55,1,6,69,0,0,0,0,0,24.40
31,17920,Carson Wentz,QB,3,PHI,PIT,301,2,0,10,0,0,0,0,0,0,0,0,24.04
32,11197,Demaryius Thomas,WR,3,DEN,CIN,0,0,0,0,0,6,100,1,0,0,0,0,24
33,11488,Jimmy Graham,TE,3,SEA,SF,0,0,0,0,0,6,100,1,0,0,0,0,24
34,18055,Dak Prescott,QB,3,DAL,CHI,248,1,0,36,1,0,0,0,0,0,0,0,23.52
35,8358,Brian Hoyer,QB,3,CHI,DAL,317,2,0,2,0,0,0,0,0,0,0,0,22.88
36,13337,Mark Ingram,RB,3,NO,ATL,0,0,0,77,0,4,30,1,0,0,0,0,22.70
