Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,16568,Brandin Cooks,WR,15,NO,ARI,0,0,0,0,0,7,186,2,0,0,0,0,40.60
2,16524,Devonta Freeman,RB,15,ATL,SF,0,0,0,139,3,2,16,0,0,0,0,0,37.50
3,11932,LeSean McCoy,RB,15,BUF,CLE,0,0,0,153,2,3,16,0,0,0,0,0,34.90
4,7242,Drew Brees,QB,15,NO,ARI,389,4,0,-2,0,0,0,0,0,0,0,0,33.36
5,16855,Ty Montgomery,WR,15,GB,CHI,0,0,0,162,2,2,1,0,0,0,0,0,33.30
6,17923,Ezekiel Elliott,RB,15,DAL,TB,0,0,0,159,1,3,29,0,0,0,0,0,30.80
7,16830,Tyler Lockett,WR,15,SEA,LA,0,0,0,0,0,7,130,1,0,0,0,0,29
8,12800,Bilal Powell,RB,15,NYJ,MIA,0,0,0,84,0,11,78,0,0,0,0,0,27.20
9,16847,David Johnson,RB,15,ARI,NO,0,0,0,53,2,4,55,0,0,0,0,0,26.80
10,11256,Ryan Mathews,RB,15,PHI,BAL,0,0,0,128,1,1,5,0,0,0,0,0,25.30
11,5834,Matt Moore,QB,15,MIA,NYJ,236,4,1,0,0,0,0,0,0,0,0,0,24.44
12,2428,Carson Palmer,QB,15,ARI,NO,318,2,0,0,0,0,0,0,0,0,0,0,23.72
13,11611,Golden Tate,WR,15,DET,NYG,0,0,0,0,0,8,122,0,0,0,0,0,23.20
14,64,Miami Dolphins,DST,15,MIA,NYJ,0,0,0,0,0,0,0,0,3,3,1,1,23
15,13320,Cam Newton,QB,15,CAR,WAS,300,2,0,0,0,0,0,0,0,0,0,0,23
16,16020,Jarvis Landry,WR,15,MIA,NYJ,0,0,0,0,0,3,108,1,0,0,0,0,22.80
17,4556,Jordy Nelson,WR,15,GB,CHI,0,0,0,0,0,7,124,0,0,0,0,0,22.40
18,17167,Cameron Meredith,WR,15,CHI,GB,0,0,0,0,0,9,104,0,0,0,0,0,22.40
19,13856,Deonte Thompson,WR,15,CHI,GB,0,0,0,0,0,8,110,0,0,0,0,0,22
20,14855,Matt Barkley,QB,15,CHI,GB,362,2,3,0,0,0,0,0,0,0,0,0,21.48
21,14536,Russell Wilson,QB,15,SEA,LA,229,3,1,12,0,0,0,0,0,0,0,0,21.36
22,18067,Jordan Howard,RB,15,CHI,GB,0,0,0,90,1,4,23,0,0,0,0,0,21.30
23,3943,DeSean Jackson,WR,15,WAS,CAR,0,0,0,0,0,7,111,0,0,0,0,0,21.10
24,14187,Alshon Jeffery,WR,15,CHI,GB,0,0,0,0,0,6,89,1,0,0,0,0,20.90
25,12751,Charles Clay,TE,15,BUF,CLE,0,0,0,0,0,7,72,1,0,0,0,0,20.20
26,2262,Tim Hightower,RB,15,NO,ARI,0,0,0,37,2,3,11,0,0,0,0,0,19.80
27,14533,Robert Turbin,RB,15,IND,MIN,0,0,0,32,2,2,22,0,0,0,0,0,19.40
28,732,Matt Ryan,QB,15,ATL,SF,286,2,0,-1,0,0,0,0,0,0,0,0,19.34
29,16389,Odell Beckham Jr,WR,15,NYG,DET,0,0,0,9,0,6,64,1,0,0,0,0,19.30
30,18055,Dak Prescott,QB,15,DAL,TB,279,0,0,20,1,0,0,0,0,0,0,0,19.16
31,14876,Dion Sims,TE,15,MIA,NYJ,0,0,0,0,0,4,31,2,0,0,0,0,19.10
32,13124,DeMarco Murray,RB,15,TEN,KC,0,0,0,89,0,5,52,0,0,0,0,0,19.10
33,16640,John Brown,WR,15,ARI,NO,0,0,0,0,0,5,81,1,0,0,0,0,19.10
34,14008,Andrew Luck,QB,15,IND,MIN,250,2,0,8,0,0,0,0,0,0,0,0,18.80
35,14257,Robert Griffin III,QB,15,CLE,BUF,196,0,0,48,1,0,0,0,0,0,0,0,18.64
36,17480,Eli Rogers,WR,15,PIT,CIN,0,0,0,0,0,5,75,1,0,0,0,0,18.50
37,5820,Frank Gore,RB,15,IND,MIN,0,0,0,101,0,4,14,0,0,0,0,0,18.50
38,16593,Cameron Brate,TE,15,TB,DAL,0,0,0,0,0,5,73,1,0,0,0,0,18.30
39,17960,Michael Thomas,WR,15,NO,ARI,0,0,0,0,0,7,52,1,0,0,0,0,18.20
40,14967,Le'Veon Bell,RB,15,PIT,CIN,0,0,0,93,0,5,38,0,0,0,0,0,18.10
41,13171,Aldrick Robinson,WR,15,ATL,SF,0,0,0,0,0,4,111,0,0,0,0,0,18.10
42,14,Indianapolis Colts,DST,15,IND,MIN,0,0,0,0,0,0,0,0,5,1,2,2,18
43,18187,Robby Anderson,WR,15,NYJ,MIA,0,0,0,0,0,4,80,1,0,0,0,0,18
44,5451,Jonathan Stewart,RB,15,CAR,WAS,0,0,0,132,0,1,8,0,0,0,0,0,18
45,9331,Michael Crabtree,WR,15,OAK,SD,0,0,0,0,0,6,60,1,0,0,0,0,18
46,17959,Derrick Henry,RB,15,TEN,KC,0,0,0,58,2,0,0,0,0,0,0,0,17.80
47,13275,Kyle Rudolph,TE,15,MIN,IND,0,0,0,0,0,8,97,0,0,0,0,0,17.70
48,13443,Colin Kaepernick,QB,15,SF,ATL,183,2,0,21,0,0,0,0,0,0,0,0,17.42
49,21,New England Patriots,DST,15,NE,DEN,0,0,0,0,0,0,0,0,4,1,1,2,17
50,13791,Lamar Miller,RB,15,HOU,JAX,0,0,0,63,1,2,26,0,0,0,0,0,16.90
51,14986,DeAndre Hopkins,WR,15,HOU,JAX,0,0,0,0,0,8,87,0,0,0,0,0,16.70
52,14985,Ryan Griffin,TE,15,HOU,JAX,0,0,0,0,0,8,85,0,0,0,0,0,16.50
53,13788,Rishard Matthews,WR,15,TEN,KC,0,0,0,0,0,4,105,0,0,0,0,0,16.50
54,12109,Ted Ginn,WR,15,CAR,WAS,0,0,0,0,0,4,64,1,0,0,0,0,16.40
55,16142,Terrance West,RB,15,BAL,PHI,0,0,0,77,0,4,45,0,0,0,0,0,16.20
56,11270,Dez Bryant,WR,15,DAL,TB,0,0,0,0,0,8,82,0,0,0,0,0,16.20
57,11463,Brandon LaFell,WR,15,CIN,PIT,0,0,0,0,0,7,91,0,0,0,0,0,16.10
