Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,16847,David Johnson,RB,13,ARI,WAS,0,0,0,84,1,9,91,1,0,0,0,0,38.50
2,611,Joe Flacco,QB,13,BAL,MIA,381,4,1,0,0,0,0,0,0,0,0,0,33.24
3,18067,Jordan Howard,RB,13,CHI,SF,0,0,0,117,3,0,0,0,0,0,0,0,32.70
4,11611,Golden Tate,WR,13,DET,NO,0,0,0,0,0,8,145,1,0,0,0,0,31.50
5,14008,Andrew Luck,QB,13,IND,NYJ,278,4,0,26,0,0,0,0,0,0,0,0,29.72
6,13987,Dwayne Allen,TE,13,IND,NYJ,0,0,0,0,0,4,72,3,0,0,0,0,29.20
7,11932,LeSean McCoy,RB,13,BUF,OAK,0,0,0,130,0,7,61,0,0,0,0,0,29.10
8,11017,Dennis Pitta,TE,13,BAL,MIA,0,0,0,0,0,9,90,2,0,0,0,0,29
9,4556,Jordy Nelson,WR,13,GB,HOU,0,0,0,0,0,8,118,1,0,0,0,0,28.80
10,17050,Thomas Rawls,RB,13,SEA,CAR,0,0,0,106,2,1,12,0,0,0,0,0,27.80
11,2428,Carson Palmer,QB,13,ARI,WAS,300,3,0,-1,0,0,0,0,0,0,0,0,26.90
12,9038,Matthew Stafford,QB,13,DET,NO,341,2,0,22,0,0,0,0,0,0,0,0,26.84
13,14005,TY Hilton,WR,13,IND,NYJ,0,0,0,0,0,9,146,0,0,0,0,0,26.60
14,16524,Devonta Freeman,RB,13,ATL,KC,0,0,0,56,2,4,49,0,0,0,0,0,26.50
15,14967,Le'Veon Bell,RB,13,PIT,NYG,0,0,0,118,0,6,64,0,0,0,0,0,26.20
16,14122,Ladarius Green,TE,13,PIT,NYG,0,0,0,0,0,6,110,1,0,0,0,0,26
17,15071,Latavius Murray,RB,13,OAK,BUF,0,0,0,82,2,3,23,0,0,0,0,0,25.50
18,12841,Andy Dalton,QB,13,CIN,PHI,332,2,0,9,0,0,0,0,0,0,0,0,25.18
