"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,761384113,"scout326 (10/13)",0,184.9,"P Jesse Chávez OF Adam Jones OF Seth Smith OF Mark Trumbo P Max Scherzer 1B Chris Davis 2B Daniel Murphy C Caleb Joseph 3B Anthony Rendon SS Trea Turner",NA,"Jacob deGrom","66.12%",-0.8
2,761829501,"LUKWARM (5/5)",0,177.55,"SS Alcides Escobar P Max Scherzer OF Steven Souza Jr. 2B Eric Sogard C Alex Avila OF Keon Broxton OF Hernán Pérez 1B Jesús Aguilar P Carlos Martínez 3B Travis Shaw",NA,"Salvador Perez","43.70%",7
3,761631206,"papagates (11/18)",0,173.95,"P Max Scherzer 2B Eric Sogard C Derek Norris SS Tim Beckham 1B Eric Thames OF Keon Broxton P James Paxton OF Corey Dickerson 3B Hernán Pérez OF Kevin Kiermaier",NA,"James Paxton","30.93%",26.2
4,761653897,"Bales (4/5)",0,167.95,"OF Adam Jones OF Seth Smith OF Mark Trumbo SS Elvis Andrus P Max Scherzer 1B Chris Davis C Jonathan Lucroy 3B Manny Machado P Kevin Gausman 2B Rougned Odor",NA,"Mookie Betts","29.46%",2
5,761736075,"ilikepie123 (1/3)",0,164.55,"C Yadier Molina OF Seth Smith P Max Scherzer 1B Chris Davis 2B Eric Sogard OF Avisaíl García 3B Kyle Seager OF Hernán Pérez P Carlos Martínez SS Tim Anderson",NA,"Lorenzo Cain","28.64%",7
6,761631205,"papagates (10/18)",0,158.95,"OF Adam Jones OF Seth Smith P Max Scherzer 1B Chris Davis C Matt Wieters P James Paxton OF Brian Goodwin 2B Jonathan Schoop 3B Manny Machado SS Trea Turner",NA,"Max Scherzer","27.50%",43.75
7,761622667,"ChipotleAddict (15/18)",0,158.3,"OF Adam Jones SS Alcides Escobar OF Mark Trumbo P Max Scherzer P Drew Pomeranz C Salvador Perez 1B Eric Hosmer 2B Jonathan Schoop OF Jorge Bonifacio 3B Manny Machado",NA,"Andrew Benintendi","26.19%",0
8,761767011,"fantasyfever (4/5)",0,157.95,"OF Nelson Cruz C Manny Piña P Max Scherzer 2B Eric Sogard 1B Eric Thames SS Jean Segura P James Paxton OF Hernán Pérez OF Ben Gamel 3B Travis Shaw",NA,"Alcides Escobar","26.02%",8
9,761829498,"LUKWARM (2/5)",0,157,"2B Brandon Phillips OF Seth Smith SS Elvis Andrus 1B Chris Davis OF Steven Souza Jr. C Alex Avila P James Paxton OF Corey Dickerson P Carlos Martínez 3B Daniel Robertson",NA,"Whit Merrifield","20.62%",5
10,761635183,"purpnurp19",0,155.7,"P Jaime García P Max Scherzer OF Alex Presley 2B Daniel Murphy C Alex Avila 1B Eric Thames OF Avisaíl García OF Corey Dickerson SS Ronald Torreyes 3B Travis Shaw",NA,"Alex Avila","19.80%",14
11,761782264,"Rescued",0,151.95,"OF Eric Young Jr. 3B Chase Headley 1B Logan Morrison P Max Scherzer SS Tim Beckham OF Aaron Hicks C Alex Avila P James Paxton OF Jackie Bradley Jr. 2B Josh Rutledge",NA,"Mitch Moreland","18.99%",7
12,761829497,"LUKWARM (1/5)",0,151.05,"2B Brandon Phillips P Júnior Guerra SS Alcides Escobar OF Seth Smith 1B Logan Morrison P Max Scherzer 3B Todd Frazier OF Steven Souza Jr. C Alex Avila OF Corey Dickerson",NA,"Corey Dickerson","18.99%",7
13,761653894,"Bales (1/5)",0,150.95,"OF Adam Jones SS Alcides Escobar OF Seth Smith OF Mark Trumbo P Max Scherzer 1B Chris Davis 3B Logan Forsythe C Caleb Joseph P Jacob deGrom 2B Daniel Robertson",NA,"Josh Rutledge","18.49%",4
14,761732664,"mcampb05 (3/3)",0,150.35,"OF Adam Jones OF Seth Smith 1B Chris Davis P Drew Pomeranz C Christian Vázquez 2B Jonathan Schoop P Carlos Martínez 3B Manny Machado SS Xander Bogaerts OF Andrew Benintendi",NA,"Trea Turner","16.37%",13
15,761631210,"papagates (15/18)",0,149.95,"OF Jayson Werth P Max Scherzer 2B Daniel Murphy C Matt Wieters 1B Eric Thames OF Keon Broxton P James Paxton OF Michael A. Taylor 3B Hernán Pérez SS Trea Turner",NA,"Masahiro Tanaka","15.06%",0.15
16,761622669,"ChipotleAddict (17/18)",0,148.55,"SS Alcides Escobar OF Mark Trumbo OF Lorenzo Cain OF Alex Gordon P Max Scherzer 1B Chris Davis C Salvador Perez 2B Whit Merrifield P Carlos Martínez 3B Manny Machado",NA,"Kevin Kiermaier","14.89%",14
17,761857866,"bigbrownbass (1/2)",0,147.55,"SS Alcides Escobar OF Seth Smith P Max Scherzer C Salvador Perez 1B Eric Hosmer OF Hernán Pérez P Carlos Martínez OF Jorge Bonifacio 3B Travis Shaw 2B Rougned Odor",NA,"Todd Frazier","14.89%",3
18,761389165,"SlimTheSecond",0,146.05,"P Júnior Guerra SS Alcides Escobar 1B Logan Morrison P Max Scherzer 3B Todd Frazier OF Steven Souza Jr. C Salvador Perez OF Corey Dickerson OF Kevin Kiermaier 2B Daniel Robertson",NA,"Xander Bogaerts","14.57%",5
19,761829500,"LUKWARM (4/5)",0,145.05,"P Júnior Guerra OF Seth Smith 1B Ryan Zimmerman OF Colby Rasmus P Max Scherzer 2B Daniel Murphy C Alex Avila 3B Anthony Rendon OF Brian Goodwin SS Trea Turner",NA,"Daniel Murphy","14.40%",7
20,761718124,"mcampb05 (2/3)",0,144.35,"OF Adam Jones OF Mark Trumbo 1B Mitch Moreland P Drew Pomeranz C Caleb Joseph 2B Jonathan Schoop OF Jackie Bradley Jr. P Carlos Martínez 3B Manny Machado SS Xander Bogaerts",NA,"Jackie Bradley Jr.","14.08%",5
21,761622665,"ChipotleAddict (13/18)",0,143.3,"1B Miguel Cabrera SS Alcides Escobar OF Lorenzo Cain OF Justin Upton P Max Scherzer 2B Andrew Romine P Drew Pomeranz C Salvador Perez OF J.D. Martinez 3B Nicholas Castellanos",NA,"Kyle Seager","12.11%",8
22,761879666,"loumister35 (5/5)",0,142.75,"OF Adam Jones OF Seth Smith OF Mark Trumbo 1B Chris Davis P Drew Pomeranz C Salvador Perez 2B Starlin Castro 3B Manny Machado P Jacob deGrom SS Trea Turner",NA,"Logan Morrison","11.62%",23
23,761829827,"Savan1986",0,142.35,"1B Albert Pujols SS Alcides Escobar OF Dexter Fowler OF Brett Gardner 3B Evan Longoria P Drew Pomeranz C Alex Avila 2B Whit Merrifield P Carlos Martínez OF Kevin Kiermaier",NA,"Manny Machado","10.15%",0
24,761702771,"getchia",0,142.05,"P Júnior Guerra OF Brett Gardner SS Elvis Andrus P Max Scherzer OF Alex Presley C Alex Avila 2B Starlin Castro OF J.D. Martinez 1B Jesús Aguilar 3B Joey Gallo",NA,"Andrew Romine","9.98%",4
25,761636309,"rikkidee (4/8)",0,140.3,"OF Jayson Werth OF Adam Jones OF Mark Trumbo P Max Scherzer P Ian Kennedy 1B Chris Davis 2B Daniel Murphy C Matt Wieters 3B Manny Machado SS Trea Turner",NA,"Chris Davis","9.66%",21
25,761882712,"rikkidee (8/8)",0,140.3,"OF Jayson Werth OF Adam Jones OF Mark Trumbo P Max Scherzer P Ian Kennedy 1B Chris Davis 2B Daniel Murphy C Matt Wieters 3B Manny Machado SS Trea Turner",NA,"Robinson Canó","9.49%",0
27,761829499,"LUKWARM (3/5)",0,140,"OF Seth Smith 1B Ryan Zimmerman OF Colby Rasmus 2B Daniel Murphy C Alex Avila 3B Anthony Rendon P James Paxton OF Brian Goodwin P Carlos Martínez SS Trea Turner",NA,"José Abreu","9.49%",0
28,761672181,"hskr54",0,138.95,"P Jesse Chávez OF Brett Gardner 1B Logan Morrison OF Steven Souza Jr. 2B Danny Espinosa C Alex Avila 3B Kyle Seager OF Corey Dickerson SS Ronald Torreyes P Carlos Martínez",NA,"Jorge Bonifacio","9.33%",5
28,761842173,"jmwhsc",0,138.95,"OF Adam Jones SS Alcides Escobar OF Seth Smith OF Mark Trumbo 2B Cliff Pennington C Drew Butera P Max Scherzer 1B Chris Davis 3B Manny Machado P Jacob deGrom",NA,"Aaron Judge","9.33%",12
30,761584778,"AAnicete (1/2)",0,138.05,"OF Matt Kemp P Júnior Guerra 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy C Matt Wieters SS Tim Beckham OF Aaron Hicks 3B Kyle Seager OF Ben Gamel",NA,"Avisaíl García","9.00%",13
31,761631213,"papagates (18/18)",0,137.95,"OF Shin-soo Choo P Max Scherzer C Jonathan Lucroy 1B Eric Thames OF Keon Broxton P James Paxton OF Hernán Pérez SS Orlando Arcia 2B Rougned Odor 3B Joey Gallo",NA,"Eric Hosmer","8.84%",8
32,761443174,"dummy1",0,136.95,"1B Matt Holliday 3B Chase Headley P Max Scherzer OF Alex Presley C Derek Norris SS Tim Beckham OF Aaron Hicks 2B Starlin Castro P James Paxton OF Kevin Kiermaier",NA,"Jedd Gyorko","8.84%",0
33,761631211,"papagates (16/18)",0,135.95,"OF Matt Kemp OF Mark Trumbo C Tyler Flowers P Max Scherzer 1B Chris Davis P James Paxton 2B Jonathan Schoop 3B Manny Machado SS Dansby Swanson OF Trey Mancini",NA,"Brett Gardner","8.84%",9
33,761743593,"KKHS_Maz (4/5)",0,135.95,"SS Alcides Escobar 1B Logan Morrison 3B Evan Longoria P Max Scherzer C Salvador Perez OF Corey Dickerson 2B Josh Rutledge OF Jorge Bonifacio P Kevin Gausman OF Kevin Kiermaier",NA,"Drew Pomeranz","8.18%",29.55
35,761679105,"stlcardinals84 (3/9)",0,135.7,"1B Victor Martinez SS Asdrúbal Cabrera OF Justin Upton P Jaime García P Max Scherzer 2B Andrew Romine C Salvador Perez OF J.D. Martinez OF Jorge Bonifacio 3B Nicholas Castellanos",NA,"Júnior Guerra","8.18%",21.3
36,761777215,"mavngoose",0,135,"2B Robinson Canó OF Adam Jones SS Alcides Escobar OF Seth Smith OF Lorenzo Cain 1B Chris Davis 3B Todd Frazier C Derek Norris P Carlos Martínez P Jacob deGrom",NA,"Evan Longoria","7.69%",12
37,761890589,"bigbrownbass (2/2)",0,134.75,"OF Seth Smith OF Brett Gardner 3B Chase Headley P Jaime García 1B Chris Davis C Alex Avila 2B Starlin Castro P Carlos Martínez OF Aaron Judge SS Xander Bogaerts",NA,"Tim Beckham","7.69%",4
38,761781651,"BrandonAdams (6/18)",0,134.55,"SS Alcides Escobar OF Lorenzo Cain OF Justin Upton P Max Scherzer 3B Todd Frazier C Salvador Perez 1B Eric Hosmer 2B Danny Espinosa P Carlos Martínez OF Jorge Bonifacio",NA,"Carlos Martínez","7.69%",33.8
39,761622668,"ChipotleAddict (16/18)",0,134.3,"OF Nelson Cruz OF Lorenzo Cain P Max Scherzer 1B Danny Valencia OF Jarrod Dyson P Drew Pomeranz C Salvador Perez SS Jean Segura 2B Whit Merrifield 3B Cheslor Cuthbert",NA,"Starlin Castro","7.36%",6
40,761724252,"Jquave76",0,134.15,"SS Asdrúbal Cabrera OF Lorenzo Cain P Chris Archer OF Alex Presley C Salvador Perez 1B Eric Thames 2B Whit Merrifield P Carlos Martínez 3B Travis Shaw OF Michael Conforto",NA,"Steven Souza Jr.","7.36%",16
41,761612246,"drdenturedds (1/2)",0,133.35,"P Jesse Chávez 1B Logan Morrison 3B Evan Longoria OF Steven Souza Jr. C Alex Avila P James Paxton OF Corey Dickerson 2B Whit Merrifield OF Mookie Betts SS Tim Anderson",NA,"Jean Segura","7.20%",5
42,761680440,"dwilliamsmma",0,132.95,"1B Matt Holliday SS Alcides Escobar OF Lorenzo Cain OF Brett Gardner P Max Scherzer C Salvador Perez 2B Starlin Castro P James Paxton OF Jorge Bonifacio 3B Cheslor Cuthbert",NA,"Miguel Cabrera","7.20%",9
43,761631212,"papagates (17/18)",0,132.4,"SS J.J. Hardy OF Mark Trumbo OF Justin Upton 1B Chris Davis C Alex Avila P James Paxton OF J.D. Martinez 2B Jonathan Schoop 3B Nicholas Castellanos P Jacob deGrom",NA,"Jayson Werth","7.04%",0
44,761671157,"DarkHorseMoney",0,132,"1B Ryan Zimmerman C Drew Butera OF Alex Presley 2B Daniel Murphy 3B Anthony Rendon P James Paxton OF Michael A. Taylor P Carlos Martínez OF Aaron Judge SS Trea Turner",NA,"Seth Smith","7.04%",15
45,761899008,"petteytheft89",0,131.75,"OF Adam Jones SS Asdrúbal Cabrera OF Seth Smith OF Mark Trumbo 1B Chris Davis P Drew Pomeranz C Salvador Perez 3B Manny Machado P Jacob deGrom 2B Rougned Odor",NA,"Mark Trumbo","6.87%",20
46,761592051,"mcampb05 (1/3)",0,131.35,"C René Rivera OF Curtis Granderson OF Adam Jones SS Asdrúbal Cabrera 1B Jay Bruce P Drew Pomeranz 2B Jonathan Schoop P Carlos Martínez 3B Manny Machado OF Michael Conforto",NA,"Jesse Chávez","6.87%",18.15
47,761745330,"Tommyg1979 (3/4)",0,130.05,"OF Jayson Werth P Júnior Guerra 1B Ryan Zimmerman C Drew Butera P Max Scherzer OF Alex Presley 2B Daniel Murphy 3B Anthony Rendon OF Aaron Judge SS Trea Turner",NA,"Asdrúbal Cabrera","6.71%",5
48,761693106,"1Ti34",0,129.7,"OF Matt Kemp P Jaime García P Max Scherzer 2B Eric Sogard C Salvador Perez SS Tim Beckham 1B Alex Avila OF Corey Dickerson 3B Rio Ruiz OF Michael Conforto",NA,"Jaime García","6.71%",14.95
49,761827476,"aaronaround",0,129.1,"OF Jayson Werth OF Matt Kemp SS Alcides Escobar OF Lorenzo Cain P Max Scherzer 1B Chris Davis P Chris Archer C Salvador Perez 3B Josh Rutledge 2B Whit Merrifield",NA,"Chris Archer","6.55%",16.35
50,761713147,"BeepImaJeep (1/2)",0,128.95,"1B Matt Holliday OF Brett Gardner P Max Scherzer OF Aaron Hicks C Alex Avila 2B Starlin Castro P James Paxton 3B Josh Rutledge SS Ronald Torreyes OF Kole Calhoun",NA,"Ian Kennedy","6.38%",0.55
51,761873305,"fitch123",0,127.95,"OF Lorenzo Cain P Max Scherzer C Salvador Perez 1B Eric Hosmer 3B Anthony Rendon P James Paxton 2B Whit Merrifield OF Kole Calhoun OF Jorge Bonifacio SS Trea Turner",NA,"Aaron Hicks","6.38%",9
52,761344319,"ubrcuilnsa",0,127.7,"SS Alcides Escobar 2B Cliff Pennington OF Colby Rasmus P Jaime García 1B Logan Morrison P Max Scherzer OF Steven Souza Jr. C Salvador Perez OF Corey Dickerson 3B Daniel Robertson",NA,"Kole Calhoun","6.38%",5
53,761812666,"BrandonAdams (11/18)",0,126.95,"1B Victor Martinez OF Curtis Granderson SS Alcides Escobar OF Seth Smith OF Lorenzo Cain P Max Scherzer 2B Andrew Romine C Salvador Perez P Jacob deGrom 3B Cheslor Cuthbert",NA,"Drew Butera","6.22%",0
54,761856782,"bobbyc0cktails",0,126.55,"SS Alcides Escobar OF Lorenzo Cain P Max Scherzer 2B Andrew Romine C Salvador Perez 1B Alex Avila OF Jackie Bradley Jr. 3B Josh Rutledge P Carlos Martínez OF Andrew Benintendi",NA,"Colby Rasmus","6.22%",5
