"Mike Trout_LAA","Paul Goldschmidt_ARI","Miguel Cabrera_DET","AJ Pollock_ARI","Jake Lamb_ARI","Andrew McCutchen_PIT","Gregory Polanco_PIT","Joey Votto_CIN","Ian Kinsler_DET","JD Martinez_DET","Billy Hamilton_CIN","Justin Upton_DET","Starling Marte_PIT","Yasmany Tomas_ARI","Adam Duvall_CIN","Josh Harrison_PIT","Chris Owings_ARI","Hunter Pence_SF","Josh Bell_PIT","Buster Posey_SF","Eugenio Suarez_CIN","Nicholas Castellanos_DET","Eduardo Nunez_SF","Brandon Belt_SF","Zack Cozart_CIN","Albert Pujols_LAA","David Peralta_ARI","Brandon Drury_ARI","Denard Span_SF","Joe Panik_SF","Kole Calhoun_LAA","Francisco Cervelli_PIT","Christian Arroyo_SF","Victor Martinez_DET","Cameron Maybin_LAA","Brandon Crawford_SF","Alex Avila_DET","CJ Cron_LAA","Alen Hanson_PIT","Luis Valbuena_LAA","Yunel Escobar_LAA","Jefry Marte_LAA","Tyler Collins_DET","Jeremy Hazelbaker_ARI","Jose Peraza_CIN","Chris Herrmann_ARI","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Jim Adduci_DET","Ben Revere_LAA","David Freese_PIT","Jordy Mercer_PIT","Socrates Brito_ARI","Adam Frazier_PIT","Nick Hundley_SF","Andrelton Simmons_LAA","Gregor Blanco_ARI","John Jaso_PIT","Chris Iannetta_ARI","Danny Ortiz_PIT","Kevin Newman_PIT","Arismendy Alcantara_CIN","Mac Williamson_SF","Danny Espinosa_LAA","Jose Osuna_PIT","Aaron Hill_SF","Gorkys Hernandez_SF","Kelby Tomlinson_SF","JaCoby Jones_DET","James McCann_DET","Nick Ahmed_ARI","Jesse Winker_CIN","Phillip Ervin_CIN","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Elias Diaz_PIT","Phil Gosselin_PIT","Jose Iglesias_DET","Daniel Descalso_ARI","Conor Gillaspie_SF","Gift Ngoepe_PIT","Justin Ruggiano_SF","Drew Stubbs_SF","Devin Mesoraco_CIN","Chris Bostick_PIT","Max Moroff_PIT","Michael Morse_SF","Tucker Barnhart_CIN","Martin Maldonado_LAA","Juan Graterol_LAA","Jeff Mathis_ARI","Chris Stewart_PIT","John Bormann_PIT","Tim Federowicz_SF","Patrick Kivlehan_CIN","Andrew Romine_DET","Carlos Perez_LAA","Cliff Pennington_LAA","Chris Marrero_SF","Stuart Turner_CIN"
28.951566951567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76.2348484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,53.2426470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,59.9729064039409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,51.9784946236559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,38.616091954023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36.0446153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,63.7290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,48.9619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
