P,P,C,1B,2B,3B,SS,OF,OF,OF
Corey Kluber,Madison Bumgarner,Willson Contreras,Eric Thames,Ty Kelly,Maikel Franco,Freddy Galvis,Daniel Nava,Odubel Herrera,Matt Kemp
Max Scherzer,Madison Bumgarner,Stephen Vogt,Lucas Duda,Ty Kelly,Kyle Seager,Freddy Galvis,Daniel Nava,Nick Williams,Odubel Herrera
Madison Bumgarner,Aaron Nola,Cameron Rupp,Lucas Duda,Robinson Cano,Maikel Franco,Freddy Galvis,Bryce Harper,Daniel Nava,Odubel Herrera
Max Scherzer,Aaron Nola,Jonathan Lucroy,Anthony Rizzo,Ty Kelly,Maikel Franco,Freddy Galvis,Giancarlo Stanton,Daniel Nava,Odubel Herrera
Madison Bumgarner,Aaron Nola,Willson Contreras,Anthony Rizzo,Javier Baez,Kris Bryant,Addison Russell,Daniel Nava,Odubel Herrera,Matt Kemp
Madison Bumgarner,Aaron Nola,Matt Wieters,Luke Voit,Daniel Murphy,Stephen Drew,Freddy Galvis,Bryce Harper,Brian Goodwin,Daniel Nava
Max Scherzer,Madison Bumgarner,Jason Castro,Tommy Joseph,Jonathan Villar,Maikel Franco,Freddy Galvis,Daniel Nava,Odubel Herrera,Shane Peterson
Corey Kluber,Madison Bumgarner,Jason Castro,Joe Mauer,Brian Dozier,Stephen Drew,Jorge Polanco,Giancarlo Stanton,Eddie Rosario,Matt Kemp
Corey Kluber,Madison Bumgarner,Stephen Vogt,Eric Thames,Jonathan Villar,Hernan Perez,Orlando Arcia,Adam Frazier,Odubel Herrera,Matt Kemp
Madison Bumgarner,Aaron Nola,Jonathan Lucroy,Mike Napoli,Asdrubal Cabrera,Adrian Beltre,Elvis Andrus,Carlos Gomez,Daniel Nava,Matt Kemp
Corey Kluber,Madison Bumgarner,Travis d'Arnaud,Lucas Duda,Asdrubal Cabrera,Stephen Drew,Freddy Galvis,Michael Conforto,Yoenis Cespedes,Matt Kemp
