"George Springer_HOU","Aaron Judge_NYY","Jose Altuve_HOU","Carlos Correa_HOU","Michael Conforto_NYM","Neil Walker_NYM","Jay Bruce_NYM","Freddie Freeman_ATL","Ender Inciarte_ATL","Brett Gardner_NYY","Manny Machado_BAL","Gary Sanchez_NYY","Marwin Gonzalez_HOU","Chris Davis_BAL","Aaron Hicks_NYY","Starlin Castro_NYY","Mike Trout_LAA","Lucas Duda_NYM","Yoenis Cespedes_NYM","Matt Holliday_NYY","Carlos Beltran_HOU","Dexter Fowler_STL","Matt Carpenter_STL","Mark Trumbo_BAL","Jonathan Schoop_BAL","Tommy Pham_STL","Adam Jones_BAL","Matt Adams_ATL","Odubel Herrera_PHI","Didi Gregorius_NYY","Matt Kemp_ATL","Stephen Piscotty_STL","Jedd Gyorko_STL","Kole Calhoun_LAA","Albert Pujols_LAA","Evan Gattis_HOU","Yuli Gurriel_HOU","Randal Grichuk_STL","Seth Smith_BAL","Josh Reddick_HOU","David Wright_NYM","Chris Carter_NYY","Andrelton Simmons_LAA","Adonis Garcia_ATL","Freddy Galvis_PHI","Aaron Altherr_PHI","Cesar Hernandez_PHI","Aledmys Diaz_STL","Jacoby Ellsbury_NYY","Welington Castillo_BAL","Cameron Maybin_LAA","Brandon Phillips_ATL","Nick Markakis_ATL","Tyler Flowers_ATL","Wilmer Flores_NYM","Yadier Molina_STL","Tommy Joseph_PHI","Brian McCann_HOU","Howie Kendrick_PHI","Yunel Escobar_LAA","CJ Cron_LAA","Alex Bregman_HOU","Asdrubal Cabrera_NYM","Dansby Swanson_ATL","Greg Bird_NYY","Joey Rickard_BAL","Trey Mancini_BAL","Jefry Marte_LAA","Curtis Granderson_NYM","Jose Martinez_STL","Maikel Franco_PHI","Craig Gentry_BAL","Hyun Soo Kim_BAL","Derek Fisher_HOU","Travis d'Arnaud_NYM","Jace Peterson_ATL","Magneuris Sierra_STL","Paul DeJong_STL","Rob Refsnyder_NYY","Jose Reyes_NYM","Daniel Nava_PHI","Andrew Knapp_PHI","Rhys Hoskins_PHI","Juan Lagares_NYM","Danny Santana_ATL","TJ Rivera_NYM","Jhonny Peralta_STL","Kolten Wong_STL","Greg Garcia_STL","Harrison Bader_STL","Chase Headley_NYY","Luis Valbuena_LAA","Norichika Aoki_HOU","Ben Revere_LAA","Danny Espinosa_LAA","Jake Marisnick_HOU","Brandon Nimmo_NYM","Michael Saunders_PHI","Kurt Suzuki_ATL","Micah Johnson_ATL","Rio Ruiz_ATL","Gleyber Torres_NYY","Gavin Cecchini_NYM","Brock Stassi_PHI","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Luis Sardinas_BAL","Martin Maldonado_LAA","Nolan Fontana_LAA","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carson Kelly_STL","Caleb Joseph_BAL","Ronald Torreyes_NYY","Eric Young_LAA","Andres Blanco_PHI","Eric Fryer_STL","Cameron Rupp_PHI","Austin Romine_NYY","Shane Robinson_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Rene Rivera_NYM","JJ Hardy_BAL","Ruben Tejada_BAL","Kyle Higashioka_NYY","Chad Huffman_STL","Ty Kelly_PHI","Juan Centeno_HOU","Tony Kemp_HOU","Anthony Recker_ATL","Cliff Pennington_LAA","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
51,0,51,45,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0,44,0,27,0,0,33,52,0,0,0,46,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
51,0,55,49,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
45,0,49,51,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,43,39,41,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,26,0,0,0,0,0,37,0,0,0,0,0,16,0,0,0,0,34,0,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,39,52,49,0,0,0,0,0,0,0,0,0,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,34,0,0,0,0,0,47,0,0,0,0,0,24,0,0,0,0,41,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,41,49,53,0,0,0,0,0,0,0,0,0,0,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,36,0,0,0,0,0,47,0,0,0,0,0,25,0,0,0,0,42,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,29,35,20,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,35,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,45,55,34,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
0,44,0,0,0,0,0,0,0,47,0,27,0,0,28,46,0,0,0,41,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
