"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,741349101,"TheMish (10/15)",0,153.7,"P Eduardo Rodríguez P Hyun-Jin Ryu C Yasmani Grandal 1B Adrián González 2B Daniel Descalso 3B Justin Turner SS Trevor Story OF Charlie Blackmon OF Andrew Toles OF Hanley Ramírez",NA,"Hyun-Jin Ryu","46.15%",28.4
2,740601661,"centyerrob (1/2)",0,153.15,"P Eduardo Rodríguez P Patrick Corbin C Buster Posey 1B Wil Myers 2B Dustin Pedroia 3B Justin Turner SS Trevor Story OF Andrew Benintendi OF Andrew Toles OF Hanley Ramírez",NA,"David Peralta","43.03%",5
3,741326580,"bp032002",0,148.7,"P Eduardo Rodríguez P Hyun-Jin Ryu C Yasmani Grandal 1B Wil Myers 2B Brandon Drury 3B Justin Turner SS Chris Taylor OF Carlos González OF Hunter Pence OF Hanley Ramírez",NA,"Paul Goldschmidt","40.59%",8
4,741313598,"atleast31 (2/2)",0,147.25,"P Patrick Corbin P Hyun-Jin Ryu C Yasmani Grandal 1B Paul Goldschmidt 2B Yangervis Solarte 3B Kris Bryant SS Erick Aybar OF David Peralta OF Andrew Toles OF Hanley Ramírez",NA,"Patrick Corbin","36.68%",23.85
5,741334213,"Olimoo (2/4)",0,146.25,"P Patrick Corbin P Hyun-Jin Ryu C Yasmani Grandal 1B Wil Myers 2B Brandon Drury 3B Kris Bryant SS Erick Aybar OF Kyle Schwarber OF David Peralta OF Andrew Toles",NA,"Eduardo Rodríguez","35.94%",25.3
6,741273318,"rlabo11 (2/5)",0,144.25,"P Patrick Corbin P Hyun-Jin Ryu C Yasmani Grandal 1B Paul Goldschmidt 2B Yangervis Solarte 3B Justin Turner SS Eduardo Núñez OF David Peralta OF Andrew Toles OF Hanley Ramírez",NA,"Jake Lamb","31.75%",3
7,741333088,"Boccie68 (2/2)",0,143.15,"P Eduardo Rodríguez P Patrick Corbin C Yasmani Grandal 1B Hanley Ramírez 2B Dustin Pedroia 3B Kris Bryant SS Freddy Galvis OF Andrew Benintendi OF Charlie Blackmon OF Andrew Toles",NA,"Buster Posey","30.27%",9
8,741350703,"har12den",0,142.7,"P Eduardo Rodríguez P Hyun-Jin Ryu C Buster Posey 1B Wil Myers 2B Brandon Drury 3B Jake Lamb SS Xander Bogaerts OF Andrew Benintendi OF David Peralta OF Andrew Toles",NA,"Charlie Blackmon","27.10%",0
9,741325120,"DFresh121 (1/5)",0,141.7,"P Eduardo Rodríguez P Hyun-Jin Ryu C Yasmani Grandal 1B Paul Goldschmidt 2B Brandon Drury 3B Justin Turner SS Chris Taylor OF David Peralta OF Charlie Blackmon OF Andrew Toles",NA,"Clayton Richard","26.47%",9.2
10,741274721,"Violet21",0,140.25,"P Patrick Corbin P Hyun-Jin Ryu C Yasmani Grandal 1B Paul Goldschmidt 2B Brandon Drury 3B Kris Bryant SS Eduardo Núñez OF Andrew Toles OF Manuel Margot OF Kiké Hernández",NA,"Andrew Benintendi","25.23%",10
10,741324003,"louis72",0,140.25,"P Patrick Corbin P Hyun-Jin Ryu C Buster Posey 1B Paul Goldschmidt 2B Joe Panik 3B Kris Bryant SS Freddy Galvis OF Andrew Benintendi OF Andrew Toles OF Manuel Margot",NA,"Yasiel Puig","20.69%",0
12,741334734,"Olimoo (3/4)",0,138.25,"P Patrick Corbin P Hyun-Jin Ryu C Yasmani Grandal 1B Anthony Rizzo 2B Brandon Drury 3B Kris Bryant SS Erick Aybar OF Andrew Benintendi OF David Peralta OF Andrew Toles",NA,"Brandon Drury","20.69%",10
13,741323919,"AK257",0,138.15,"P Hyun-Jin Ryu P Ty Blach C Buster Posey 1B Paul Goldschmidt 2B Brandon Drury 3B Kris Bryant SS Kiké Hernández OF Mookie Betts OF Andrew Toles OF Daniel Descalso",NA,"Yasmani Grandal","20.63%",13
