"Anthony Rizzo_CHC","Kris Bryant_CHC","Ryan Braun_MIL","Kyle Schwarber_CHC","Nelson Cruz_SEA","Andrew McCutchen_PIT","Dexter Fowler_STL","Gregory Polanco_PIT","Robinson Cano_SEA","Jean Segura_SEA","Ben Zobrist_CHC","Matt Carpenter_STL","Eric Thames_MIL","Rougned Odor_TEX","Giancarlo Stanton_MIA","Jonathan Villar_MIL","Aledmys Diaz_STL","Stephen Piscotty_STL","Shin-Soo Choo_TEX","Kyle Seager_SEA","Adrian Beltre_TEX","Khris Davis_OAK","Javier Baez_CHC","Starling Marte_PIT","Jonathan Lucroy_TEX","Christian Yelich_MIA","Willson Contreras_CHC","Addison Russell_CHC","Randal Grichuk_STL","Mike Napoli_TEX","Rajai Davis_OAK","Carlos Gomez_TEX","Dee Gordon_MIA","Adam Frazier_PIT","Elvis Andrus_TEX","Keon Broxton_MIL","Josh Harrison_PIT","Trevor Plouffe_OAK","Nomar Mazara_TEX","Mitch Haniger_SEA","Jason Heyward_CHC","Domingo Santana_MIL","Yadier Molina_STL","Jedd Gyorko_STL","Ryon Healy_OAK","Joey Gallo_TEX","Marcus Semien_OAK","Miguel Montero_CHC","Albert Almora_CHC","Alen Hanson_PIT","Delino DeShields_TEX","Danny Valencia_SEA","Travis Shaw_MIL","Hernan Perez_MIL","Jon Jay_CHC","Jhonny Peralta_STL","Stephen Vogt_OAK","Yonder Alonso_OAK","Taylor Motter_SEA","Leonys Martin_SEA","Marcell Ozuna_MIA","Orlando Arcia_MIL","Josh Bell_PIT","Matt Adams_STL","Jurickson Profar_TEX","JT Realmuto_MIA","Matt Szczur_CHC","Kolten Wong_STL","David Freese_PIT","Jordy Mercer_PIT","Josh Phegley_OAK","Mark Canha_OAK","Martin Prado_MIA","Jarrod Dyson_SEA","Ian Happ_CHC","Nick Franklin_MIL","Francisco Cervelli_PIT","Jesus Aguilar_MIL","Tommy La Stella_CHC","John Jaso_PIT","Kevin Newman_PIT","Harrison Bader_STL","Robinson Chirinos_TEX","Mike Zunino_SEA","Ben Gamel_SEA","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Jose Martinez_STL","Jose Osuna_PIT","Brett Nicholas_TEX","Jed Lowrie_OAK","Justin Bour_MIA","Greg Garcia_STL","Ryan Rua_TEX","Jake Smolinski_OAK","Derek Dietrich_MIA","Guillermo Heredia_SEA","Manny Pina_MIL","Phil Gosselin_PIT","Shawn O'Malley_SEA","Jett Bandy_MIL","Carson Kelly_STL","Hanser Alberto_TEX","Matt Joyce_OAK","Carlos Ruiz_SEA","Destin Hood_MIA","Eric Fryer_STL","Adam Rosales_OAK","Tyler Moore_MIA","Ichiro Suzuki_MIA","Adeiny Hechavarria_MIA","Eloy Jimenez_CHC","Chris Stewart_PIT","AJ Ellis_MIA","Chad Pinder_OAK","Drew Robinson_TEX","Jaff Decker_OAK","Mike Freeman_SEA","JT Riddle_MIA","Miguel Rojas_MIA"
26.4469696969697,2.15163213615376,0,-4.34791734917364,0,0,0,0,0,0,-14.3172575570372,0,0,0,0,0,0,0,0,0,0,0,9.403010532044,0,0,0,-6.68268745732337,2.60844619361403,0,0,0,0,0,0,0,0,0,0,0,0,-12.4333154042291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.15163213615376,100.75,0,21.1356725694659,0,0,0,0,0,0,27.2729846868256,0,0,0,0,0,0,0,0,0,0,0,36.0412537443241,0,0,0,-19.4828714201159,65.1153646535714,0,0,0,0,0,0,0,0,0,0,0,0,12.1806698593567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,75.4102564102564,0,0,0,0,0,0,0,0,0,19.1671182778353,0,0,-27.98357238575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.2745691632965,0,0,0,0,0,9.08347110463536,0,0,0,0,0,0,0,0,0,0,-14.4008022684281,0,0,0,0,0,0,0,0,-3.27830008924461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94523775646197,0,0,74.8048769483569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.34791734917364,21.1356725694659,0,32.0833333333333,0,0,0,0,0,0,-4.05639030074596,0,0,0,0,0,0,0,0,0,0,0,9.08774293035576,0,0,0,2.95519594503118,17.441567222984,0,0,0,0,0,0,0,0,0,0,0,0,16.374009240486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,30.8791208791209,0,0,0,2.9702257090709,-46.8997891228848,0,0,0,0,0,0,0,0,0,6.71626275537852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86313735872926,0,0,0,0,0,0,0,0,0,0,0,-1.38075924202653,0,0,0,0,0,0,-11.7887580433319,18.8562619882733,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4133624236876,0,0,0,0,0,0,0,0,0,-12.0244333436585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,37.5151515151515,0,2.10628207793433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54647934054806,0,0,0,0,0,0,0,0,0,2.07944783532314,0,0,1.25369443453067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.364400207991,0,0,0,0,0,3.3251791438816,6.82912373914699,0,0,0,0,0,0,6.66979902016265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19.0641025641026,0,0,0,0,-8.23779908692409,0,0,0,0,21.7264290644351,6.17019264219743,0,0,0,0,0,0,0,0,0,0,-6.01853539311566,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32577700938513,11.6126536634395,0,0,0,0,0,0,0,0,0,0,0,6.66103219525349,0,0,0,0,0,0,0,0,0,0,0,-5.29684232368054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.10628207793433,0,71.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.47966114818722,0,0,0,0,0,0,0,0,0,16.8745661618647,0,0,-1.56111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49564291171636,0,0,0,0,0,15.8684380977506,22.6035267677527,0,0,0,0,0,0,-0.101329656579056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.9702257090709,0,0,0,64.2197802197802,30.4212803636627,0,0,0,0,0,0,0,0,0,-7.13366681213158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778471922123809,0,0,0,0,0,0,0,0,0,0,0,-6.19770784521098,0,0,0,0,0,0,23.923059475403,15.222484618377,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9580944140108,0,0,0,0,0,0,0,0,0,-4.23265370623587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-46.8997891228848,0,0,0,30.4212803636627,57.2380952380952,0,0,0,0,0,0,0,0,0,-3.71078447391943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1760621765155,0,0,0,0,0,0,0,0,0,0,0,-9.88645917434476,0,0,0,0,0,0,0,-2.14210677541936,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.66352492608531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
