"Place_lo","Place_hi","Payout"
"1","1","40"
"2","2","20"
"3","3","15"
"4","4","10"
"5","5","7"
"6","6","4"
"7","7","3"
"8","8","2.5"
"9","9","2"
"10",NA,"1.5"
"11","20","1"
"21","30","0.8"
"31","50","0.6"
"51","100","0.5"
"101","200","0.4"
