"Aaron Judge_NYY","Jose Altuve_HOU","George Springer_HOU","Carlos Correa_HOU","Robinson Cano_SEA","Nelson Cruz_SEA","Brian Dozier_MIN","Marwin Gonzalez_HOU","Gary Sanchez_NYY","Brett Gardner_NYY","Jean Segura_SEA","Evan Gattis_HOU","Miguel Sano_MIN","Max Kepler_MIN","Clint Frazier_NYY","Kyle Seager_SEA","Yuli Gurriel_HOU","Josh Reddick_HOU","Jarrod Dyson_SEA","Kennys Vargas_MIN","Carlos Beltran_HOU","Jake Marisnick_HOU","Alex Bregman_HOU","Joe Mauer_MIN","Chase Headley_NYY","Robbie Grossman_MIN","Matt Holliday_NYY","Eduardo Escobar_MIN","Eddie Rosario_MIN","Brian McCann_HOU","Jacoby Ellsbury_NYY","Aaron Hicks_NYY","Mason Williams_NYY","Byron Buxton_MIN","Miguel Andujar_NYY","Ben Gamel_SEA","Didi Gregorius_NYY","Jorge Mateo_NYY","Danny Valencia_SEA","Starlin Castro_NYY","Daniel Palka_MIN","Greg Bird_NYY","Tyler Wade_NYY","Dustin Fowler_NYY","Ji-Man Choi_NYY","Leonys Martin_SEA","Mike Zunino_SEA","Derek Fisher_HOU","Rob Refsnyder_NYY","Mitch Haniger_SEA","Chris Carter_NYY","Jorge Polanco_MIN","Tyler Austin_NYY","Garrett Cooper_NYY","Zack Granite_MIN","Chris Gimenez_MIN","Jason Castro_MIN","Ehire Adrianza_MIN","Norichika Aoki_HOU","JD Davis_HOU","Gleyber Torres_NYY","Shawn O'Malley_SEA","Carlos Ruiz_SEA","DJ Peterson_SEA","Tyler Smith_SEA","Tuffy Gosewisch_SEA","Taylor Motter_SEA","Boog Powell_SEA","Ronald Torreyes_NYY","Guillermo Heredia_SEA","Austin Romine_NYY","Kyle Higashioka_NYY","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Kyle Tucker_HOU","Juan Centeno_HOU","Teoscar Hernandez_HOU","Colin Moran_HOU","Tony Kemp_HOU"
96.2095210108728,0,0,0,0,0,0,0,19.9747360482655,14.0012072434608,0,0,0,0,-18.9464285714286,0,0,0,0,0,0,0,0,0,-0.752112676056338,0,22.2401433691756,0,0,0,-0.261324041811847,-2.30434782608696,21.6666666666667,0,0,0,3.93333333333333,0,0,25.7780684104628,0,0,-14.5,0,0,0,0,0,0,0,8.16521739130435,0,-23,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9430894308943,0,3.29054054054054,11.6666666666667,0,0,0,0,0,0,0
0,63.4966206288569,6.85281385281385,-5.43761569788967,0,0,0,6.1827393431167,0,0,0,3.62705314009662,0,0,0,0,-7.28622631848438,4.02267759562841,0,0,11.3089099954772,-2.58412698412698,10.6753054424287,0,0,0,0,0,0,-7.58862745098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.91666666666667,0,0,0,0,0,0,0,0,0,0,6.93604651162791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0
0,6.85281385281385,89.6361111111111,18.6987480438185,0,0,0,8.01712089447939,0,0,0,32.4531400966184,0,0,0,0,16.0542041248017,8.87843366452367,0,0,1.8625,6.71370967741935,12.1754185692542,0,0,0,0,0,0,-2.49468085106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4166666666667,0,0,0,0,0,0,0,0,0,0,7.39799154334038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5.43761569788967,18.6987480438185,59.0496592015579,0,0,0,7.04326530612245,0,0,0,21.0204872646733,0,0,0,0,15.427527761543,18.6591046581972,0,0,6.29960317460317,0.0625,3.0935817805383,0,0,0,0,0,0,-5.5732946298984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0833333333333,0,0,0,0,0,0,0,0,0,0,-0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,81.6336996336996,-2.18923395445135,0,0,0,0,3.43877551020408,0,0,0,0,10.0802891933029,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9517416545718,0,0,5.00955710955711,0,0,0,0,0,0,3.03205128205128,-20.3353896103896,0,0,4.96881606765328,0,0,0,0,0,0,0,0,0,0,0,0,23.0714285714286,0,-3.5,0,12.7444831591173,0,0,12.8734299516908,0,0,0,0,0,0,0,0,0
0,0,0,0,-2.18923395445135,61.2094936708861,0,0,0,0,14.0566037735849,0,0,0,0,8.59855855855856,0,0,-0.48236092265943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60606060606061,0,0,13.9517120280948,0,0,0,0,0,0,17.3653846153846,9.48408163265306,0,0,5.83101045296167,0,0,0,0,0,0,0,0,0,0,0,0,-2.02173913043478,0,43,-1.9,20.6156462585034,0,0,-0.805735430157262,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,47.0728370221328,0,0,0,0,0,-0.992063492063492,17.9457627118644,0,0,0,0,0,8.42610837438424,0,0,0,6.29135338345865,0,1.0188679245283,0,1.84495021337127,13.1491228070175,0,0,0,0,8.14348334307422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98427672955975,0,0,2,5.5452380952381,7.89969834087481,-2.82727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.1827393431167,8.01712089447939,7.04326530612245,0,0,0,62.7013442431327,0,0,0,14.3285714285714,0,0,0,0,-0.632404181184669,11.4036585365854,0,0,22.3323232323232,-6.16798418972332,7.62122448979592,0,0,0,0,0,0,1.72857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,2.21034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.5,0,0,0
19.9747360482655,0,0,0,0,0,0,0,85.2323232323232,7.00377073906486,0,0,0,0,-46.4761904761905,0,0,0,0,0,0,0,0,0,6.527289546716,0,25.5230769230769,0,0,0,-11.4083333333333,19.9857954545455,50,0,0,0,2.27659574468085,0,0,35.8455284552846,0,0,10.6666666666667,0,0,0,0,0,0,0,10.1022727272727,0,-40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.975,0,6.42727272727273,0,0,0,0,0,0,0,0
14.0012072434608,0,0,0,0,0,0,0,7.00377073906486,71.7809009009009,0,0,0,0,-21.4761904761905,0,0,0,0,0,0,0,0,0,-9.3640873015873,0,13.6962962962963,0,0,0,-5.08571428571429,17.0280487804878,-37.5,0,0,0,12.2454545454545,0,0,6.24405076679006,0,0,8.8,0,0,0,0,0,0,0,8.1335656213705,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9532051282051,0,14.3238916256158,3.66666666666667,0,0,0,0,0,0,0
