"Bryce Harper_WAS","Mookie Betts_BOS","Daniel Murphy_WAS","Andrew Benintendi_BOS","Logan Morrison_TB","Steven Souza_TB","Trea Turner_WAS","Tommy Pham_STL","Michael Conforto_NYM","Dexter Fowler_STL","Michael Taylor_WAS","Curtis Granderson_NYM","Xander Bogaerts_BOS","Mallex Smith_TB","Aaron Altherr_PHI","Anthony Rendon_WAS","Lucas Duda_NYM","Ryan Zimmerman_WAS","Adam Eaton_WAS","Jedd Gyorko_STL","Hanley Ramirez_BOS","Dustin Pedroia_BOS","Corey Dickerson_TB","Matt Carpenter_STL","Aledmys Diaz_STL","Jackie Bradley_BOS","Maikel Franco_PHI","Brian Goodwin_WAS","Jay Bruce_NYM","Evan Longoria_TB","Cesar Hernandez_PHI","Freddie Freeman_ATL","Yoenis Cespedes_NYM","Deven Marrero_BOS","Brad Miller_TB","Wil Myers_SD","Manuel Margot_SD","Adam Lind_WAS","Asdrubal Cabrera_NYM","Freddy Galvis_PHI","Daniel Nava_PHI","Hunter Renfroe_SD","Nick Williams_PHI","Jayson Werth_WAS","David Wright_NYM","Travis d'Arnaud_NYM","Stephen Piscotty_STL","TJ Rivera_NYM","Wilson Ramos_TB","Kevin Kiermaier_TB","Tommy Joseph_PHI","Ryan Schimpf_SD","Cameron Perkins_PHI","Andrew Knapp_PHI","Matt Adams_ATL","Ender Inciarte_ATL","Neil Walker_NYM","Wilmer Flores_NYM","Trevor Plouffe_TB","Colby Rasmus_TB","Tim Beckham_TB","Howie Kendrick_PHI","Jose Pirela_SD","Cory Spangenberg_SD","Matt Kemp_ATL","Jose Reyes_NYM","Randal Grichuk_STL","Chris Young_BOS","Pablo Sandoval_BOS","Matt Duffy_TB","Odubel Herrera_PHI","Franchy Cordero_SD","Rhys Hoskins_PHI","Yadier Molina_STL","Paul DeJong_STL","Mitch Moreland_BOS","Nick Markakis_ATL","Jesus Sucre_TB","Erick Aybar_SD","Yangervis Solarte_SD","Chad Huffman_STL","Jose Martinez_STL","Kolten Wong_STL","Jhonny Peralta_BOS","Sandy Leon_BOS","Brock Holt_BOS","Jake Bauers_TB","Tyler Flowers_ATL","Danny Santana_ATL","Wilmer Difo_WAS","Rene Rivera_NYM","Greg Garcia_STL","Amed Rosario_NYM","Harrison Bader_STL","Peter Bourjos_TB","Christian Vazquez_BOS","Alex Dickerson_SD","Cameron Rupp_PHI","Jose Rondon_SD","Scott Kingery_PHI","Ryan Raburn_WAS","Kurt Suzuki_ATL","Stephen Drew_WAS","Matt Wieters_WAS","Brandon Nimmo_NYM","Derek Norris_TB","Matt Szczur_SD","Chase d'Arnaud_SD","Ty Kelly_PHI","Brandon Phillips_ATL","Jace Peterson_ATL","Adonis Garcia_ATL","Dansby Swanson_ATL","Rickie Weeks_TB","Steve Selsky_BOS","Marco Hernandez_BOS","Andres Blanco_PHI","Christian Bethancourt_SD","Brock Stassi_PHI","Travis Jankowski_SD","Luis Urias_SD","Juan Lagares_NYM","Luke Voit_STL","Gavin Cecchini_NYM","Magneuris Sierra_STL","Adeiny Hechavarria_TB","Curt Casali_TB","Sam Travis_BOS","Jorge Alfaro_PHI","Roman Quinn_PHI","Chris Heisey_WAS","Micah Johnson_ATL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carson Kelly_STL","Alex Mejia_STL","Josh Rutledge_BOS","Daniel Robertson_TB","Allen Cordoba_SD","Pedro Severino_WAS","Johan Camargo_ATL","Rio Ruiz_ATL","Travis Demeritte_ATL","Eric Fryer_STL","Shane Peterson_TB","Tzu-Wei Lin_BOS","Jabari Blash_SD","Carlos Asuaje_SD","Rafael Bautista_WAS","Hector Sanchez_SD","Jose Lobaton_WAS","Austin Hedges_SD","Taylor Featherston_TB","Willy Adames_TB","Luis Torrens_SD","Emilio Bonifacio_ATL","Anthony Recker_ATL","Lane Adams_ATL","Adrian Sanchez_WAS","Ronald Acuna_ATL"
96.4582267689685,0,9.90860215053763,0,0,0,19.065233785822,0,0,0,16.7470238095238,0,0,0,0,20.5038402457757,0,25.31328320802,53.8235294117647,0,0,0,0,0,0,0,0,7.77857142857143,0,0,0,0,0,0,0,0,0,-13.8333333333333,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0294117647059,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,61.6636363636364,21.4196832579186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9191176470588,0,0,0,0,0,0,0,0,0
0,109.32164881532,0,19.787936913896,0,0,0,0,0,0,0,0,11.0516431924883,0,0,0,0,0,0,0,23.9511408730159,27.5786885245902,0,0,0,9.51364087301587,0,0,0,0,0,0,0,22.6212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.5459677419355,10.9387351778656,0,0,0,0,0,0,0.36883763003166,0,0,0,0,0,0,0,0,15.9359886201991,-5,0,0,0,0,0,0,0,0,0,-4.4890243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,7.85714285714286,0,0,0,0,0,0,0,0,-0.152173913043478,0,0,0,0,0,0,0,0,48.8055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.90860215053763,0,65.650042625746,0,0,0,18.4858490566038,0,0,0,22.2775510204082,0,0,0,0,11.8481822836662,0,13.2118644067797,8.59803921568627,0,0,0,0,0,0,0,0,35.034632034632,0,0,0,0,0,0,0,0,0,31.7095238095238,0,0,0,0,0,16.502024291498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1025641025641,0,0,0,0,0,0,0,0,0,0,27.7857142857143,0,-0.533333333333333,19.7044897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11111111111111,0,0,0,0,0,0,0,0,0
0,19.787936913896,0,89.1951710261569,0,0,0,0,0,0,0,0,10.6587301587302,0,0,0,0,0,0,0,8.4979797979798,11.8421052631579,0,0,0,16.8363636363636,0,0,0,0,0,0,0,-6.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445652173913043,10.5036231884058,0,0,0,0,0,0,18.6923076923077,0,0,0,0,0,0,0,0,15.7424242424242,-1.66666666666667,0,0,0,0,0,0,0,0,0,16.7297297297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69590643274854,0,0,0,0,0,0,0,0,69.3214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,70.2535211267606,17.4725961538462,0,0,0,0,0,0,0,2.58730158730159,0,0,0,0,0,0,0,0,13.7677521483492,0,0,0,0,0,0,20.5209109730849,0,0,0,0,22.2167487684729,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2,2.69946808510638,0,0,0,0,0,0,0,0,-0.119047619047619,-11.2008547008547,-13.0892316999395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6166007905138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.19871794871795,0,0,0,0,0,0,0,0,0,0,19.1589147286822,0,0,0,0,0,0,0,22.7692307692308,0,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,0,0,0,0,0,0,0,-6.44462901439646,0,0,0,0,0,0,20.2884615384615,0,0,0,0,0,0,0,-6.17857142857143,0,0,0,0,0,0,0
0,0,0,0,17.4725961538462,70.8617543859649,0,0,0,0,0,0,0,17.4444444444444,0,0,0,0,0,0,0,0,3.43086040386304,0,0,0,0,0,0,8.20509893455099,0,0,0,0,24.783908045977,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2619047619048,13.6734693877551,0,0,0,0,0,0,0,0,5.32142857142857,-7.97402597402597,8.00640040962622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3876923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03333333333333,0,0,0,0,0,0,0,0,0,0,-6.62236987818383,0,0,0,0,0,0,0,5.05263157894737,0,0,0,0,0,0,0,0,0,0,0,28.5952380952381,0,0,0,0,0,0,0,0,0,0,0,3.93579931972789,0,0,0,0,0,0,3.11363636363636,0,0,0,0,0,0,0,6.16071428571429,0,0,0,0,0,0,0
19.065233785822,0,18.4858490566038,0,0,0,99.2565751022794,0,0,0,30.2686170212766,0,0,0,0,-5.84506531204644,0,9.74941176470588,28.9444444444444,0,0,0,0,0,0,0,0,20.9912280701754,0,0,0,0,0,0,0,0,0,-15.7692307692308,0,0,0,0,0,-0.524064171122995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46428571428571,0,0,0,0,0,0,0,0,0,0,-17.6428571428571,0,104.5,-2.95296167247387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88602941176471,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,85.9842738205365,0,6.04761904761905,0,0,0,0,0,0,0,0,0,29.7512820512821,0,0,0,5.51052048726467,-9.24789915966386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779202279202279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.23571428571429,0,0,0,0,0,0,-0.0768136557610242,10.2606837606838,0,0,0,0,0,0,5.07142857142857,6.28571428571429,0,0,0,0,0,0,0,0,-0.389705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,0,-2.6,0,0,0,0,0,0,0,0,0,0,-171,0,0,0,0,0,0,0,2.41071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,97.0362844702467,0,0,-14.4918699186992,0,0,0,0,11.0285204991087,0,0,0,0,0,0,0,0,0,0,0,-11.7257142857143,0,0,0,23.6363636363636,0,0,0,0,0,3.16206896551724,0,0,0,0,0,0,-7.92857142857143,0,31.4433333333333,0,0,0,0,0,0,0,0,3.3,5.33128078817734,0,0,0,0,0,0,0,-1.12369337979094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.00997150997151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.31818181818182,0,-26,0,0,0,0,0,0,0,0,2.83333333333333,-19.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6.04761904761905,0,64.2524839275278,0,0,0,0,0,0,0,0,0,-3.35753931544866,0,0,0,-7.45283018867925,-4.43450980392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4390919158361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.620265151515151,0,0,0,0,0,0,5.65469387755102,30.8104575163399,0,0,0,0,0,0,0.39047619047619,3.01290322580645,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.52777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
