Paul Goldschmidt_ARI,Jake Lamb_ARI,David Peralta_ARI,Chris Owings_ARI,Joey Votto_CIN,Gregor Blanco_ARI,Dexter Fowler_STL,Brandon Drury_ARI,Adam Duvall_CIN,AJ Pollock_ARI,Scott Schebler_CIN,Tommy Pham_STL,Scooter Gennett_CIN,Stephen Piscotty_STL,Jedd Gyorko_STL,Yasmany Tomas_ARI,Matt Carpenter_STL,Nick Ahmed_ARI,Yadier Molina_STL,Chris Herrmann_ARI,Billy Hamilton_CIN,Randal Grichuk_STL,Paul DeJong_STL,Daniel Descalso_ARI,Zack Cozart_CIN,Eugenio Suarez_CIN,Aledmys Diaz_STL,Chris Iannetta_ARI,Tommy Joseph_PHI,Jeremy Hazelbaker_ARI,Howie Kendrick_PHI,Cesar Hernandez_PHI,Odubel Herrera_PHI,Rey Fuentes_ARI,Aaron Altherr_PHI,Devin Mesoraco_CIN,Phillip Ervin_CIN,Socrates Brito_ARI,Maikel Franco_PHI,Jose Martinez_STL,Jack Reinheimer_ARI,Dawel Lugo_ARI,Domingo Leyba_ARI,Kolten Wong_STL,Arismendy Alcantara_CIN,Daniel Nava_PHI,Cameron Perkins_PHI,Cameron Rupp_PHI,Andrew Knapp_PHI,Jose Peraza_CIN,Harrison Bader_STL,Chad Huffman_STL,Jesse Winker_CIN,Freddy Galvis_PHI,Jorge Alfaro_PHI,Nick Williams_PHI,Michael Saunders_PHI,Brock Stassi_PHI,Tucker Barnhart_CIN,Magneuris Sierra_STL,Andres Blanco_PHI,Christian Walker_ARI,Roman Quinn_PHI,Rhys Hoskins_PHI,Carson Kelly_STL,Scott Kingery_PHI,Greg Garcia_STL,Patrick Kivlehan_CIN,Ty Kelly_PHI,Eric Fryer_STL,Jeff Mathis_ARI,Stuart Turner_CIN,Nick Senzel_CIN
98.46283391405342,0.0,0.0,0.0,0.0,39.45351473922903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.937467294610144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.47916666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,42.93163944343619,0.0,0.0,0.0,0.0,14.63183668582375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.113300492610836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,58.00987224157956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.256410256410255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.91269841269842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,71.12354312354313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.350940988835726,0.0,21.938349007314525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,51.46547314578004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.438461538461535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13464083175803285,0.0,0.0,6.388914861565637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.516916785617838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.519522591645352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.28260869565217,0.0,0.0,0.0,0.0
39.45351473922903,0.0,0.0,0.0,0.0,12.904761904761903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.63183668582375,0.0,0.0,0.0,0.0,45.698164682539684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.329799107142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.876319758672686,0.0,0.0,0.0,0.0,0.0,0.0,25.11926169069026,0.0,12.727194418123867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.56090336912254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.265711794744053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01091091091091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
