"Paul Goldschmidt_ARI","Bryce Harper_WAS","Jake Lamb_ARI","Ryan Zimmerman_WAS","Nelson Cruz_SEA","Trea Turner_WAS","Daniel Murphy_WAS","Josh Donaldson_TOR","Miguel Sano_MIN","AJ Pollock_ARI","Yonder Alonso_OAK","Jean Segura_SEA","Justin Smoak_TOR","Robinson Cano_SEA","Anthony Rendon_WAS","Cody Bellinger_LAD","Max Kepler_MIN","Michael Taylor_WAS","Chris Taylor_LAD","Jose Bautista_TOR","David Peralta_ARI","Chris Owings_ARI","Ryon Healy_OAK","Nick Ahmed_ARI","Russell Martin_TOR","Kendrys Morales_TOR","Khris Davis_OAK","Joe Mauer_MIN","Wil Myers_SD","Adam Eaton_WAS","Jed Lowrie_OAK","Danny Valencia_SEA","Ryan Schimpf_SD","Yasiel Puig_LAD","Jarrod Dyson_SEA","Kyle Seager_SEA","Mitch Haniger_SEA","Matt Joyce_OAK","Robbie Grossman_MIN","Brian Dozier_MIN","Ben Gamel_SEA","Taylor Motter_SEA","Brandon Drury_ARI","Jayson Werth_WAS","Mike Zunino_SEA","Jeremy Hazelbaker_ARI","Hunter Renfroe_SD","Austin Hedges_SD","Manuel Margot_SD","Yasmany Tomas_ARI","Matt Wieters_WAS","Corey Seager_LAD","Devon Travis_TOR","Leonys Martin_SEA","Yangervis Solarte_SD","Rey Fuentes_ARI","Alex Dickerson_SD","Joc Pederson_LAD","Troy Tulowitzki_TOR","Steve Pearce_TOR","Marcus Semien_OAK","Jason Castro_MIN","Kennys Vargas_MIN","Guillermo Heredia_SEA","Gregor Blanco_ARI","Chris Iannetta_ARI","Chris Herrmann_ARI","Socrates Brito_ARI","Chase Utley_LAD","Adam Lind_WAS","Justin Turner_LAD","Logan Forsythe_LAD","Kevin Pillar_TOR","Eddie Rosario_MIN","Daniel Descalso_ARI","Ezequiel Carrera_TOR","Jorge Polanco_MIN","Travis Jankowski_SD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Byron Buxton_MIN","Matt Szczur_SD","Chase d'Arnaud_SD","Rajai Davis_OAK","Dalton Pompey_TOR","Chad Pinder_OAK","Rowdy Tellez_TOR","Adrian Gonzalez_LAD","Trayce Thompson_LAD","Kike Hernandez_LAD","Brian Goodwin_WAS","Austin Barnes_LAD","Josh Phegley_OAK","Ryan Goins_TOR","Shawn O'Malley_SEA","Christian Bethancourt_SD","Allen Cordoba_SD","Andrew Toles_LAD","Jarrod Saltalamacchia_TOR","Stephen Vogt_OAK","Mark Canha_OAK","Carlos Ruiz_SEA","Eduardo Escobar_MIN","Boog Powell_SEA","Cory Spangenberg_SD","Stephen Drew_WAS","Rob Segedin_LAD","Wilmer Difo_WAS","Jake Smolinski_OAK","Darrell Ceciliani_TOR","Ryan LaMarre_OAK","Chris Gimenez_MIN","Tuffy Gosewisch_SEA","Andre Ethier_LAD","Bruce Maxwell_OAK","Anthony Alford_TOR","Tyler Smith_SEA","Jabari Blash_SD","Franchy Cordero_SD","Scott Van Slyke_LAD","Chris Heisey_WAS","Trevor Plouffe_OAK","Chris Coghlan_TOR","Dwight Smith_TOR","Daniel Vogelbach_SEA","Erick Aybar_SD","Hector Sanchez_SD","Luke Maile_TOR","Ehire Adrianza_MIN","Rafael Bautista_WAS","Adam Rosales_OAK","Jose Lobaton_WAS","Mike Freeman_LAD","Darwin Barney_TOR","Jaff Decker_OAK","Mike Ohlman_TOR","Matt Olson_OAK","Jeff Mathis_ARI","Luis Torrens_SD","Grant Green_WAS","Brett Eibner_LAD"
54,0,50,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,39,46,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
0,43,0,38,0,32,39,0,0,0,0,0,0,0,39,0,0,26,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
50,0,52,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,40,43,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,19,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
0,38,0,44,0,36,40,0,0,0,0,0,0,0,40,0,0,31,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
0,0,0,0,51,0,0,0,0,0,0,36,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,44,47,20,0,0,0,28,35,0,0,29,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0,36,0,39,35,0,0,0,0,0,0,0,35,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
0,39,0,40,0,35,45,0,0,0,0,0,0,0,40,0,0,28,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,17,0,0,0,0,14,0,0,0,0,0,0,17,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,0,0,0,0,0,0,0,0,0,0,35,0,0,36,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
31,0,29,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,23,30,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
