"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B/OF","Cody Bellinger",5400,"MIN@LAD 10:10PM ET",10.171,"LAD","MIN",10.27,9.4,10.22,NA,"4","4",0
"OF","Bryce Harper",5400,"MIL@WAS 07:05PM ET",11.333,"WAS","MIL",9.62,11.8,10.56,NA,"3","3",3
"3B","Kris Bryant",5300,"CHC@CWS 08:08PM ET",9.021,"CHC","CWS",10.17,10.4,10.86,NA,"2","2",9
"1B","Justin Smoak",5300,"OAK@TOR 07:07PM ET",8.677,"TOR","OAK",9.31,9,8.88,NA,"4","3",18
"OF","Charlie Blackmon",5300,"COL@STL 08:15PM ET",10.931,"COL","STL",8.81,9.6,7.89,NA,"1","1",10
"2B","Jose Altuve",5300,"HOU@PHI 07:05PM ET",10.856,"HOU","PHI",7.93,9.4,8.81,NA,"2","1",8
"OF","George Springer",5300,"HOU@PHI 07:05PM ET",10.57,"HOU","PHI",NA,NA,NA,NA,"1","x",NA
"OF","Michael Conforto",5300,"NYM@SD 10:10PM ET",9.012,"NYM","SD",7.61,10,9.44,NA,"x","1",0
"OF","Mike Trout",5200,"LAA@CLE 07:10PM ET",11.845,"LAA","CLE",7.59,11.8,11.95,NA,"3","2",9
"2B/3B","Jose Ramirez",5200,"LAA@CLE 07:10PM ET",9.474,"CLE","LAA",9.48,9.5,10.25,NA,"5","5",5
"1B","Anthony Rizzo",5200,"CHC@CWS 08:08PM ET",9.01,"CHC","CWS",10.92,11.9,11.21,NA,"3","3",23
"OF","Giancarlo Stanton",5200,"MIA@TEX 08:05PM ET",9.753,"MIA","TEX",7.06,10,9.51,NA,"2","2",28
"3B","Nolan Arenado",5100,"COL@STL 08:15PM ET",9.85,"COL","STL",7.55,7.3,7.2,NA,"3","3",25
"SS","Carlos Correa",5000,"HOU@PHI 07:05PM ET",10.143,"HOU","PHI",NA,0,NA,NA,"x","x",NA
"2B/OF","Chris Taylor",5000,"MIN@LAD 10:10PM ET",8.881,"LAD","MIN",NA,7.5,8.96,NA,"1","1",5
"1B","Edwin Encarnacion",4900,"LAA@CLE 07:10PM ET",8.646,"CLE","LAA",10.4,10,10.14,NA,"4","4",4
"1B","Carlos Santana",4800,"LAA@CLE 07:10PM ET",7.83,"CLE","LAA",8.49,9.2,8.6,NA,"6","6",13
"OF","Michael Brantley",4700,"LAA@CLE 07:10PM ET",8.403,"CLE","LAA",9.12,9.7,10.36,NA,"3","3",10
"SS","Francisco Lindor",4700,"LAA@CLE 07:10PM ET",8.115,"CLE","LAA",8.87,9.6,9.72,NA,"2","2",10
"2B/OF","Ian Happ",4700,"CHC@CWS 08:08PM ET",7.919,"CHC","CWS",8.26,8.9,8.7,NA,"6","6",0
"1B","Justin Bour",4700,"MIA@TEX 08:05PM ET",8.287,"MIA","TEX",NA,0,NA,NA,"x","x",NA
"OF","Josh Reddick",4700,"HOU@PHI 07:05PM ET",8.198,"HOU","PHI",6.42,9.8,7.83,NA,"3","3",5
"1B","Yuli Gurriel",4700,"HOU@PHI 07:05PM ET",7.897,"HOU","PHI",6.83,8.3,6.44,NA,"6","4",0
"SS","Corey Seager",4700,"MIN@LAD 10:10PM ET",8.763,"LAD","MIN",8.11,8.9,9.84,NA,"2","2",3
"C","Willson Contreras",4600,"CHC@CWS 08:08PM ET",7.27,"CHC","CWS",NA,NA,NA,NA,"4","x",NA
"OF","Gerardo Parra",4600,"COL@STL 08:15PM ET",7.452,"COL","STL",6.87,7.7,1.39,NA,"4","4",12
"SS","Elvis Andrus",4600,"MIA@TEX 08:05PM ET",9.01,"TEX","MIA",7.91,8.6,10.85,NA,"2","2",5
"3B/OF","Marwin Gonzalez",4600,"HOU@PHI 07:05PM ET",8.723,"HOU","PHI",7.27,8,6.26,NA,"5","5",5
"OF","Yoenis Cespedes",4600,"NYM@SD 10:10PM ET",7.755,"NYM","SD",6.18,8.3,9.63,NA,"3","3",3
"2B","Daniel Murphy",4600,"MIL@WAS 07:05PM ET",9.728,"WAS","MIL",8.21,9.7,9.62,NA,"5","5",18
"2B","Jason Kipnis",4500,"LAA@CLE 07:10PM ET",6.836,"CLE","LAA",NA,0,NA,NA,"x","x",NA
"OF","Tommy Pham",4500,"COL@STL 08:15PM ET",9.648,"STL","COL",NA,9.3,NA,NA,"2","2",16
"OF","Jay Bruce",4500,"NYM@SD 10:10PM ET",8.913,"NYM","SD",8.23,9.2,9.56,NA,"4","4",4
"3B","Anthony Rendon",4500,"MIL@WAS 07:05PM ET",9.582,"WAS","MIL",7.31,7.8,8.47,NA,"6","6",7
"SS","Trea Turner",4500,"MIL@WAS 07:05PM ET",10.559,"WAS","MIL",NA,0,NA,NA,"x","x",NA
"OF","Justin Upton",4400,"KC@DET 07:10PM ET",8.695,"DET","KC",8.58,8.8,10.08,NA,"3","3",4
"2B/OF","Ben Zobrist",4400,"CHC@CWS 08:08PM ET",6.394,"CHC","CWS",7.88,9.5,8.54,NA,"1","4",9
"2B/SS","Javier Baez",4400,"CHC@CWS 08:08PM ET",6.191,"CHC","CWS",NA,NA,NA,NA,"8","x",NA
"OF","Khris Davis",4400,"OAK@TOR 07:07PM ET",8.908,"OAK","TOR",9.02,9.6,8.7,NA,"4","4",0
"3B","Josh Donaldson",4400,"OAK@TOR 07:07PM ET",7.169,"TOR","OAK",7.33,9.2,9.79,NA,"3","2",9
"1B","Mark Reynolds",4400,"COL@STL 08:15PM ET",8.792,"COL","STL",6.41,6.9,6.25,NA,"5","5",5
"3B","Adrian Beltre",4400,"MIA@TEX 08:05PM ET",8.489,"TEX","MIA",8.29,8.4,10.36,NA,"4","4",30
"OF","Ryan Braun",4400,"MIL@WAS 07:05PM ET",9.22,"MIL","WAS",7.67,10.3,10.19,NA,"3","3",0
"1B","Eric Hosmer",4300,"KC@DET 07:10PM ET",8.111,"KC","DET",7.86,8.1,8.77,NA,"4","4",49
"2B","Whit Merrifield",4300,"KC@DET 07:10PM ET",8.622,"KC","DET",7.67,9.1,9.06,NA,"1","1",15
"OF","Shin-Soo Choo",4300,"MIA@TEX 08:05PM ET",8.253,"TEX","MIA",8.79,10.4,10.26,NA,"1","1",8
"2B","Dee Gordon",4300,"MIA@TEX 08:05PM ET",8.188,"MIA","TEX",6.52,9.1,8.93,NA,"1","1",19
"3B","Alex Bregman",4300,"HOU@PHI 07:05PM ET",7.179,"HOU","PHI",NA,NA,NA,NA,"7","x",NA
"3B","Justin Turner",4300,"MIN@LAD 10:10PM ET",9.171,"LAD","MIN",7.62,8.6,9.97,NA,"3","3",9
"3B","Mike Moustakas",4200,"KC@DET 07:10PM ET",8.811,"KC","DET",8.51,7.8,8.51,NA,"6","5",17
"C","Salvador Perez",4200,"KC@DET 07:10PM ET",7.826,"KC","DET",NA,NA,NA,NA,"5","x",NA
"OF","Bradley Zimmer",4200,"LAA@CLE 07:10PM ET",7.283,"CLE","LAA",7.93,9.5,10.45,NA,"1","1",25
"SS","Trevor Story",4200,"COL@STL 08:15PM ET",6.92,"COL","STL",5.39,5.6,5.56,NA,"7","7",0
"1B","Lucas Duda",4200,"NYM@SD 10:10PM ET",7.387,"NYM","SD",7.52,8.7,8.74,NA,"x","6",5
"OF","Randal Grichuk",4100,"COL@STL 08:15PM ET",7.409,"STL","COL",6.32,8.2,7.44,NA,"8","6",14
"OF","Carlos Gomez",4100,"MIA@TEX 08:05PM ET",7.857,"TEX","MIA",NA,NA,NA,NA,"6","x",NA
"OF","Carlos Beltran",4100,"HOU@PHI 07:05PM ET",6.783,"HOU","PHI",6.5,7.7,6.43,NA,"x","6",6
"C","Brian McCann",4100,"HOU@PHI 07:05PM ET",8.031,"HOU","PHI",6.11,8,5.67,NA,"4","7",3
"C","Yasmani Grandal",4100,"MIN@LAD 10:10PM ET",6.831,"LAD","MIN",6.59,7.9,7.65,NA,"6","7",8
"2B/SS","Asdrubal Cabrera",4100,"NYM@SD 10:10PM ET",7.067,"NYM","SD",6.08,8.4,9.06,NA,"2","2",5
"OF","Domingo Santana",4100,"MIL@WAS 07:05PM ET",8.49,"MIL","WAS",6.61,9.3,9.38,NA,"4","2",17
"2B","Ian Kinsler",4000,"KC@DET 07:10PM ET",7.805,"DET","KC",7.56,8.3,9.81,NA,"1","1",2
"OF","Jorge Bonifacio",4000,"KC@DET 07:10PM ET",7.234,"KC","DET",7.41,8.8,8.18,NA,"2","2",12
"OF","Jason Heyward",4000,"CHC@CWS 08:08PM ET",6.786,"CHC","CWS",7.52,8.9,7,NA,"7","1",8
"1B","Jose Abreu",4000,"CHC@CWS 08:08PM ET",8.594,"CWS","CHC",7.82,7.4,8.3,NA,"3","3",3
"OF","Christian Yelich",4000,"MIA@TEX 08:05PM ET",8.211,"MIA","TEX",6.58,9.5,8.35,NA,"3","3",37
"C","Evan Gattis",4000,"HOU@PHI 07:05PM ET",7.787,"HOU","PHI",5.64,0,1.61,NA,"x","x",NA
"3B","Miguel Sano",4000,"MIN@LAD 10:10PM ET",8.904,"MIN","LAD",NA,NA,NA,NA,"3","x",NA
"1B/3B","Wilmer Flores",4000,"NYM@SD 10:10PM ET",5.753,"NYM","SD",4.78,6.9,1.78,NA,"5","5",16
"3B","Travis Shaw",4000,"MIL@WAS 07:05PM ET",10,"MIL","WAS",5.89,6.2,9.22,NA,"x","4",12
"OF","Brandon Moss",3900,"KC@DET 07:10PM ET",5.809,"KC","DET",6.01,6.4,7.09,NA,"8","6",9
"OF","Cameron Maybin",3900,"LAA@CLE 07:10PM ET",8.474,"LAA","CLE",NA,0,NA,NA,"x","x",NA
"SS","Addison Russell",3900,"CHC@CWS 08:08PM ET",6.022,"CHC","CWS",6.52,7.3,6.99,NA,"9","8",17
"OF","Jose Bautista",3900,"OAK@TOR 07:07PM ET",7.43,"TOR","OAK",8.71,9.3,9.33,NA,"1","1",7
"OF","Rajai Davis",3900,"OAK@TOR 07:07PM ET",5.925,"OAK","TOR",5.83,6.5,6.25,NA,"9","9",0
"SS","Marcus Semien",3900,"OAK@TOR 07:07PM ET",7.538,"OAK","TOR",7.07,8,8.03,NA,"2","2",18
"2B","Devon Travis",3900,"OAK@TOR 07:07PM ET",6.9,"TOR","OAK",NA,0,NA,NA,"x","x",NA
"2B","DJ LeMahieu",3900,"COL@STL 08:15PM ET",7.49,"COL","STL",5.9,6.2,6.42,NA,"2","2",7
"OF","Stephen Piscotty",3900,"COL@STL 08:15PM ET",6.478,"STL","COL",NA,0,1.73,NA,"x","x",NA
"SS","Aledmys Diaz",3900,"COL@STL 08:15PM ET",6.028,"STL","COL",NA,0,NA,NA,"x","x",NA
"OF","Delino DeShields",3900,"MIA@TEX 08:05PM ET",6.233,"TEX","MIA",5.79,0,7.72,NA,"x","x",NA
"OF","Norichika Aoki",3900,"HOU@PHI 07:05PM ET",5.235,"HOU","PHI",NA,NA,NA,NA,"8","x",NA
"2B","Brian Dozier",3900,"MIN@LAD 10:10PM ET",8.398,"MIN","LAD",7.35,8.1,9.59,NA,"1","1",12
"OF","Yasiel Puig",3900,"MIN@LAD 10:10PM ET",7.594,"LAD","MIN",5.64,7.5,7.51,NA,"8","8",14
"1B","Adam Lind",3900,"MIL@WAS 07:05PM ET",5.308,"WAS","MIL",5.6,8.5,7.43,NA,"x","7",14
"OF","Brian Goodwin",3900,"MIL@WAS 07:05PM ET",6.526,"WAS","MIL",6.43,8.2,8.94,NA,"1","1",7
"OF","Melky Cabrera",3800,"CHC@CWS 08:08PM ET",7.723,"CWS","CHC",5.9,6.7,7.43,NA,"2","2",0
"1B","Yonder Alonso",3800,"OAK@TOR 07:07PM ET",7.678,"OAK","TOR",6.85,8.1,7.8,NA,"3","5",8
