"Carlos Correa_HOU","Kris Bryant_CHC","Jose Altuve_HOU","Manny Machado_BAL","Anthony Rizzo_CHC","Ryan Braun_MIL","Jay Bruce_NYM","Aaron Judge_NYY","Eric Thames_MIL","George Springer_HOU","Michael Conforto_NYM","Jose Abreu_CWS","Gary Sanchez_NYY","Wil Myers_SD","Matt Carpenter_STL","Brett Gardner_NYY","Todd Frazier_CWS","Starlin Castro_NYY","Asdrubal Cabrera_NYM","Jedd Gyorko_STL","Evan Gattis_HOU","Jonathan Villar_MIL","Mark Trumbo_BAL","Jacoby Ellsbury_NYY","Lucas Duda_NYM","Keon Broxton_MIL","Yoenis Cespedes_NYM","Lorenzo Cain_KC","Chris Davis_BAL","Dexter Fowler_STL","Matt Holliday_NYY","Josh Reddick_HOU","Curtis Granderson_NYM","Neil Walker_NYM","Travis Shaw_MIL","Adam Jones_BAL","Kolten Wong_STL","Kyle Schwarber_CHC","Aledmys Diaz_STL","Carlos Beltran_HOU","Alex Bregman_HOU","Eric Hosmer_KC","Jonathan Schoop_BAL","Melky Cabrera_CWS","Stephen Piscotty_STL","Javier Baez_CHC","Brian McCann_HOU","Chris Carter_NYY","Marwin Gonzalez_HOU","Aaron Hicks_NYY","Jose Reyes_NYM","Domingo Santana_MIL","Seth Smith_BAL","Avisail Garcia_CWS","Ben Zobrist_CHC","Didi Gregorius_NYY","Welington Castillo_BAL","Trey Mancini_BAL","Ryan Schimpf_SD","Randal Grichuk_STL","Jeimer Candelario_CHC","Chase Headley_NYY","Norichika Aoki_HOU","David Wright_NYM","Wilmer Flores_NYM","Hernan Perez_MIL","Mike Moustakas_KC","Salvador Perez_KC","Jorge Soler_KC","Tim Anderson_CWS","Tommy Pham_STL","Magneuris Sierra_STL","Greg Bird_NYY","TJ Rivera_NYM","Hyun Soo Kim_BAL","Matt Davidson_CWS","Tyler Saladino_CWS","Manuel Margot_SD","Jason Heyward_CHC","Addison Russell_CHC","Yuli Gurriel_HOU","Travis d'Arnaud_NYM","Brandon Moss_KC","Whit Merrifield_KC","Yangervis Solarte_SD","Alex Dickerson_SD","Cory Spangenberg_SD","Yadier Molina_STL","Jon Jay_CHC","Rob Refsnyder_NYY","Nick Franklin_MIL","Jett Bandy_MIL","Brandon Nimmo_NYM","Craig Gentry_BAL","Charlie Tilson_CWS","Willson Contreras_CHC","Jesus Aguilar_MIL","Paulo Orlando_KC","Billy Burns_KC","Cheslor Cuthbert_KC","Travis Jankowski_SD","Miguel Montero_CHC","Albert Almora_CHC","Juan Lagares_NYM","Orlando Arcia_MIL","Gavin Cecchini_NYM","Alex Gordon_KC","Jorge Bonifacio_KC","Peter O'Brien_KC","Joey Rickard_BAL","Matt Szczur_SD","Hunter Renfroe_SD","Jhonny Peralta_STL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Matt Reynolds_NYM","Kevin Plawecki_NYM","JJ Hardy_BAL","Erick Aybar_SD","Leury Garcia_CWS","Jacob May_CWS","Austin Hedges_SD","Matt Adams_STL","Jake Marisnick_HOU","Gleyber Torres_NYY","Manny Pina_MIL","Alcides Escobar_KC","Terrance Gore_KC","Ryan O'Hearn_KC","Christian Bethancourt_SD","Ian Happ_CHC","Harrison Bader_STL","Austin Romine_NYY","Ronald Torreyes_NYY","Derek Fisher_HOU","Rene Rivera_NYM","Francisco Pena_BAL","Christian Colon_KC","Ryan Flaherty_BAL","Geovany Soto_CWS","Omar Narvaez_CWS","Yolmer Sanchez_CWS","Cody Asche_CWS","Willy Garcia_CWS","Jose Martinez_STL","Tommy La Stella_CHC","Eric Sogard_MIL","Caleb Joseph_BAL","Luis Sardinas_SD","Allen Cordoba_SD","Greg Garcia_STL","Raul Mondesi_KC","Jabari Blash_SD","Kevan Smith_CWS","Kyle Higashioka_NYY","Hector Sanchez_SD","Carson Kelly_STL","Tony Kemp_HOU","Eric Fryer_STL","Drew Butera_KC","Zack Collins_CWS","Eloy Jimenez_CHC","Luis Torrens_SD"
0,0,0,0,0,0,-3.17748917748918,0,0,0,101.116883116883,0,0,0,0,0,0,0,-2.23333333333333,0,0,0,0,0,-26.4666666666667,0,18.6,0,0,0,0,0,7.73897058823529,-6.01666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56140350877193,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,0,9.54945054945055,0,0,0,0,0,0,0,-12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.3,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5681818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,61.8374384236453,0,0,0,0,15.1333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4876923076923,0,0,0,0,0,0,0,0,0,-0.392857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53260869565217,0,0,0,0,0,24.4375,5.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.20652173913044,1.98214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.8055555555556,9.65833333333333,0,16.8076923076923,-1,0,0,0,0,0,0,0,0,0,-1.33333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-8.43055555555556,0,0,0,0,58.0181818181818,0,0,42.6666666666667,0,5.4,0,0,0,0,0,-5.32222222222222,0,0,0,0,0,0,64.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,17.0666666666667,0,0,0,0,0,25.1,0,0,0,0,0,-26.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.1071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,68.727731092437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.03118279569892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0142045454545,0,0,0,0,0,0,4.86470588235294,0,-19.9727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,0,0,0,0,12.1666666666667,2.05971479500891,0,0,0,0,0,0,-2.14408602150538,0,0,11.3238916256158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17.375,0,0,-12.6428571428571,0,0,0,0,0,0,0,0,0,12.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8783068783069,0,0,0,0,13.6623376623377,0,0,0,0,0,0,0,0,0,-14.2251082251082,0,0,0,0,0,0,-3.05928853754941,0,20.6739130434783,0,0,0,0,0,-1.86928104575163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50333333333333,0,0,0,0,0,0,0,0,0,0,36.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.54166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52380952380952,0,0,0,0,0,0,0,0,0,-7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25,0,0,0,0,0,15.4761904761905,0,0,0,0,0,0,0,-10,0,0,0,0
0,0,0,0,0,0,0,54.3063241106719,0,0,0,0,42.6666666666667,0,0,97.3046153846154,0,-0.345,0,0,0,0,0,-16.0071428571429,0,0,0,0,0,0,25.3526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6111111111111,0,38.4,0,0,0,0,0,-9.6,0,0,0,0,0,-15.0770750988142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4487179487179,-3.25263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15.1333333333333,0,0,0,0,44.5367965367965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47368421052632,0,0,0,0,0,0,0,0,0,35.0214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8888888888889,0,0,0,0,0,-12.1090909090909,10.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36601307189542,6.56666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7083333333333,29.1727272727273,0,7.77777777777778,-7,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26.4027093596059,0,0,0,0,5.4,0,0,-0.345,0,39.1182795698925,0,0,0,0,0,4.00923076923077,0,0,0,0,0,0,22.3894927536232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42307692307692,0,2.59166666666667,0,0,0,0,0,6.44444444444444,0,0,0,0,0,13.8068783068783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.830882352941177,4.35930735930736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,17.31,0,0,0,-2.23333333333333,0,0,0,0,0,0,0,55.2015384615385,0,0,0,0,0,57.8560606060606,0,55.675,0,0,0,0,0,22.6103896103896,9.34333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86666666666667,0,0,0,0,0,0,0,0,31.8194444444444,0,0,0,0,0,0,0,46.4714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6623376623377,0,0,0,0,78.695652173913,0,0,0,0,0,0,0,0,0,-9.91176470588235,0,0,0,0,0,0,10.6209150326797,0,25.8642857142857,0,0,0,0,0,11.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.1428571428571,0,0,0,0,0,0,0,0,0,0,10.8666666666667,-7.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52371541501976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56666666666667,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0
-1.38562091503268,0,9.27450980392157,0,0,0,0,0,0,17.85,0,0,0,0,0,0,0,0,0,0,39.0815789473684,0,0,0,0,0,0,0,0,0,0,3.65714285714286,0,0,0,0,0,0,0,-3.34761904761905,-5.08479532163743,0,0,0,0,0,-1.42222222222222,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-21.9525691699605,0,0,-3.58497536945813,0,0,0,0,0,0,0,0,0,0,0,0,60.4886363636364,0,0,0,4.52307692307692,0,0,0,0,0,0,0,0,4.14712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3507692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8.2156862745098,0,0,0,0,-31.4285714285714,0,0,0,0,0,0,0,2.46428571428571,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21.1675579322638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5900178253119,0,0,0,0,0,0.112903225806452,0,0,0,0,0,0,3.40463458110517,0,0,0,0,0,0,-2.44318181818182,0,0,0,0,0,0,0,0,0,-5.44485294117647,0,0,0,29.2058823529412,23.3304093567251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0892857142857,0,0,0,0,0,0,0,7.53629032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,-11.9166666666667,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-2.59420289855072,0,0,0,0,-5.32222222222222,0,0,-16.0071428571429,0,4.00923076923077,0,0,0,0,0,48.6011396011396,0,0,0,0,0,0,19.902380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.318181818181818,0,0,0,0,0,-31.5714285714286,0,0,0,0,0,-0.902173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.9761904761905,-3.54285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-36.3461538461538,0,0,0,-26.4666666666667,0,0,0,0,0,0,0,57.8560606060606,0,0,0,0,0,106.730769230769,0,133.544444444444,0,0,0,0,0,35.8777777777778,13.1212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.5,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,103.857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
