"Place_lo","Place_hi","Payout"
"1","1","50.75"
"2","2","28"
"3","3","21"
"4","4","14"
"5","5","7"
"6","6","5.25"
"7","7","4.37"
"8","8","4.02"
"9","9","3.15"
"10",NA,"2.46"
"11","20","1.4"
"21","30","1.23"
"31","50","1.06"
"51","100","0.87"
"101","150","0.7"
"151","300","0.56"
