"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Clayton Kershaw","Erasmo Ramirez","Austin Hedges","Eric Hosmer","Yangervis Solarte","Mike Moustakas","Trea Turner","Bryce Harper","Manuel Margot","Jabari Blash"
"2","Clayton Kershaw","JC Ramirez","Austin Hedges","Wil Myers","Cory Spangenberg","Mike Moustakas","Trea Turner","AJ Pollock","Manuel Margot","Hunter Renfroe"
"3","Clayton Kershaw","Wade Miley","Salvador Perez","Eric Hosmer","Cory Spangenberg","Mike Moustakas","Trea Turner","Lorenzo Cain","Manuel Margot","Jaff Decker"
"4","Wade Miley","Scott Feldman","Austin Hedges","Wil Myers","Daniel Murphy","Mike Moustakas","Trea Turner","Bryce Harper","Adam Eaton","Manuel Margot"
"5","Clayton Kershaw","Michael Wacha","Salvador Perez","Wil Myers","Yangervis Solarte","Mike Moustakas","Trea Turner","Hunter Renfroe","Jabari Blash","Jaff Decker"
"6","Clayton Kershaw","Wade Miley","Austin Hedges","Wil Myers","Cory Spangenberg","Mike Moustakas","Chris Owings","Bryce Harper","Jabari Blash","Jaff Decker"
"7","Clayton Kershaw","JC Ramirez","Salvador Perez","Eric Hosmer","Yangervis Solarte","Mike Moustakas","Trea Turner","AJ Pollock","Max Kepler","Brandon Moss"
"8","Danny Duffy","Robert Gsellman","Salvador Perez","Wil Myers","Cory Spangenberg","Mike Moustakas","Trea Turner","Bryce Harper","Manuel Margot","Jabari Blash"
"9","Wade Miley","Michael Wacha","Salvador Perez","Eric Hosmer","Yangervis Solarte","Anthony Rendon","Trea Turner","Bryce Harper","Adam Eaton","Manuel Margot"
"10","Clayton Kershaw","Erasmo Ramirez","Salvador Perez","Eric Hosmer","Daniel Murphy","Mike Moustakas","Chris Owings","Bryce Harper","Brandon Moss","Jaff Decker"
"11","Wei-Yin Chen","Michael Wacha","Salvador Perez","Eric Hosmer","Daniel Murphy","Mike Moustakas","Trea Turner","Bryce Harper","AJ Pollock","Lorenzo Cain"
"12","Clayton Kershaw","Erasmo Ramirez","Salvador Perez","Paul Goldschmidt","Cory Spangenberg","Mike Moustakas","Erick Aybar","Bryce Harper","Manuel Margot","Hunter Renfroe"
"13","Clayton Kershaw","Erasmo Ramirez","Salvador Perez","Wil Myers","Jedd Gyorko","Mike Moustakas","Trea Turner","Alex Gordon","Manuel Margot","Brandon Moss"
"14","Clayton Kershaw","Scott Feldman","Austin Hedges","Eric Hosmer","Jedd Gyorko","Mike Moustakas","Trea Turner","Lorenzo Cain","Brandon Moss","Hunter Renfroe"
"15","Wei-Yin Chen","Michael Wacha","Austin Hedges","Wil Myers","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Max Kepler","Manuel Margot"
"16","Wade Miley","Erasmo Ramirez","Salvador Perez","Wil Myers","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","AJ Pollock","Max Kepler"
"17","Clayton Kershaw","Wade Miley","Austin Hedges","Wil Myers","Yangervis Solarte","Matt Davidson","Trea Turner","Manuel Margot","Mitch Haniger","Jaff Decker"
"18","Clayton Kershaw","JC Ramirez","Salvador Perez","Wil Myers","Cory Spangenberg","Mike Moustakas","Nick Ahmed","Bryce Harper","Lorenzo Cain","Brandon Moss"
"19","Clayton Kershaw","Erasmo Ramirez","Chris Iannetta","Paul Goldschmidt","Cory Spangenberg","Mike Moustakas","Trea Turner","AJ Pollock","Yasmany Tomas","Mitch Haniger"
"20","Clayton Kershaw","Erasmo Ramirez","Stephen Vogt","Wil Myers","Cory Spangenberg","Miguel Sano","Trea Turner","Lorenzo Cain","Manuel Margot","Jabari Blash"
"21","Clayton Kershaw","Wade Miley","Austin Hedges","Eric Thames","Daniel Murphy","Mike Moustakas","Taylor Motter","Manuel Margot","Hunter Renfroe","Jabari Blash"
