"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Clayton Kershaw","Erasmo Ramirez","Salvador Perez","Eric Hosmer","Yangervis Solarte","Mike Moustakas","Trea Turner","Lorenzo Cain","Alex Gordon","Manuel Margot"
"2","Clayton Kershaw","Michael Wacha","Austin Hedges","Eric Hosmer","Yangervis Solarte","Mike Moustakas","Erick Aybar","Bryce Harper","Hunter Renfroe","Jabari Blash"
"3","Clayton Kershaw","JC Ramirez","Austin Hedges","Eric Hosmer","Christian Colon","Mike Moustakas","Trea Turner","Bryce Harper","Lorenzo Cain","Brandon Moss"
"4","Wade Miley","Scott Feldman","Austin Hedges","Ryan Zimmerman","Daniel Murphy","Mike Moustakas","Trea Turner","Bryce Harper","Adam Eaton","Manuel Margot"
"5","Clayton Kershaw","Erasmo Ramirez","Salvador Perez","Paul Goldschmidt","Brandon Drury","Mike Moustakas","Chris Owings","AJ Pollock","Yasmany Tomas","Manuel Margot"
"6","Wade Miley","Michael Wacha","Salvador Perez","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Hunter Renfroe","Jabari Blash"
"7","Clayton Kershaw","Wade Miley","Salvador Perez","Eric Hosmer","Christian Colon","Mike Moustakas","Chris Owings","AJ Pollock","Lorenzo Cain","Hunter Renfroe"
"8","Clayton Kershaw","Wade Miley","Stephen Vogt","Ryon Healy","Jed Lowrie","Mike Moustakas","Trea Turner","Bryce Harper","Khris Davis","Jaff Decker"
"9","Clayton Kershaw","Erasmo Ramirez","Austin Hedges","Wil Myers","Yangervis Solarte","Anthony Rendon","Erick Aybar","AJ Pollock","Lorenzo Cain","Hunter Renfroe"
"10","Wei-Yin Chen","Erasmo Ramirez","Jason Castro","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","AJ Pollock","Manuel Margot"
"11","Danny Duffy","Wade Miley","Salvador Perez","Eric Hosmer","Cory Spangenberg","Mike Moustakas","Jean Segura","Bryce Harper","Lorenzo Cain","Alex Gordon"
"12","Michael Wacha","JC Ramirez","Chris Iannetta","Ryan Zimmerman","Daniel Murphy","Miguel Sano","Trea Turner","Bryce Harper","Adam Eaton","AJ Pollock"
"13","Gerrit Cole","JC Ramirez","Austin Hedges","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Max Kepler","Mitch Haniger"
"14","Danny Duffy","Wei-Yin Chen","Salvador Perez","Eric Hosmer","Christian Colon","Mike Moustakas","Trea Turner","Adam Eaton","Max Kepler","Lorenzo Cain"
"15","Clayton Kershaw","Wade Miley","Jason Castro","Wil Myers","Christian Colon","Mike Moustakas","Alcides Escobar","Lorenzo Cain","Manuel Margot","Brandon Moss"
"16","Clayton Kershaw","JC Ramirez","Jason Castro","Joe Mauer","Cory Spangenberg","Miguel Sano","Jorge Polanco","AJ Pollock","Max Kepler","Manuel Margot"
"17","Robert Gsellman","Erasmo Ramirez","Salvador Perez","Ryan Zimmerman","Daniel Murphy","Joey Gallo","Trea Turner","Bryce Harper","Adam Eaton","Max Kepler"
"18","Clayton Kershaw","Wade Miley","Mike Zunino","Eric Hosmer","Robinson Cano","Mike Moustakas","Jean Segura","Manuel Margot","Mitch Haniger","Jarrod Dyson"
"19","Danny Duffy","Wade Miley","Austin Hedges","Wil Myers","Yangervis Solarte","Miguel Sano","Erick Aybar","Bryce Harper","Yasmany Tomas","Hunter Renfroe"
"20","Clayton Kershaw","Erasmo Ramirez","Yasmani Grandal","Adrian Gonzalez","Chris Taylor","Justin Turner","Trea Turner","Bryce Harper","Manuel Margot","Yasiel Puig"
"21","Clayton Kershaw","Erasmo Ramirez","Salvador Perez","Joe Mauer","Brian Dozier","Miguel Sano","Jorge Polanco","Max Kepler","Hunter Renfroe","Jabari Blash"
"22","Clayton Kershaw","Scott Feldman","Stephen Vogt","Yonder Alonso","Yangervis Solarte","Trevor Plouffe","Trea Turner","Bryce Harper","Khris Davis","Matt Joyce"
"23","Clayton Kershaw","Wade Miley","Yadier Molina","Eric Hosmer","Jedd Gyorko","Mike Moustakas","Aledmys Diaz","Stephen Piscotty","Manuel Margot","Matt Adams"
"24","Clayton Kershaw","Erasmo Ramirez","Jason Castro","Kennys Vargas","Brian Dozier","Mike Moustakas","Trea Turner","Eddie Rosario","Byron Buxton","Jabari Blash"
"25","Robert Gsellman","Scott Feldman","Chris Iannetta","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Lorenzo Cain","Yasiel Puig"
"26","Wei-Yin Chen","Patrick Corbin","Stephen Vogt","Ryan Zimmerman","Daniel Murphy","Justin Turner","Trea Turner","Bryce Harper","Adam Eaton","Lorenzo Cain"
"27","Clayton Kershaw","Scott Feldman","Russell Martin","Kendrys Morales","Cory Spangenberg","Mike Moustakas","Trea Turner","Jose Bautista","Kevin Pillar","Ezequiel Carrera"
"28","Wade Miley","Michael Wacha","Austin Hedges","Joe Mauer","Brian Dozier","Miguel Sano","Trea Turner","Bryce Harper","Max Kepler","Byron Buxton"
"29","Clayton Kershaw","Erasmo Ramirez","Salvador Perez","Eric Hosmer","Cory Spangenberg","Todd Frazier","Alcides Escobar","Bryce Harper","Alex Gordon","Jorge Bonifacio"
"30","Clayton Kershaw","Erasmo Ramirez","Jonathan Lucroy","Ryan Rua","Yangervis Solarte","Mike Moustakas","Trea Turner","Shin-Soo Choo","Carlos Gomez","Nomar Mazara"
"31","Clayton Kershaw","JC Ramirez","Salvador Perez","Eric Hosmer","Daniel Murphy","Miguel Sano","Taylor Motter","Lorenzo Cain","Alex Gordon","Jorge Bonifacio"
"32","Marco Estrada","Gerrit Cole","Salvador Perez","Eric Hosmer","Daniel Murphy","Mike Moustakas","Chris Owings","Adam Eaton","Lorenzo Cain","Alex Gordon"
"33","Gerrit Cole","Wade Miley","Austin Hedges","Paul Goldschmidt","Brandon Drury","Anthony Rendon","Chris Owings","Bryce Harper","AJ Pollock","Yasmany Tomas"
"34","Clayton Kershaw","Danny Duffy","Salvador Perez","Yonder Alonso","Adam Rosales","Trevor Plouffe","Trea Turner","AJ Pollock","Matt Joyce","Jaff Decker"
"35","Ervin Santana","Joe Ross","Jason Castro","Ryan Zimmerman","Daniel Murphy","Manny Machado","Trea Turner","Bryce Harper","Adam Eaton","Jabari Blash"
"36","Danny Duffy","Patrick Corbin","Tucker Barnhart","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Matt Adams","Jaff Decker"
"37","Clayton Kershaw","JC Ramirez","Austin Hedges","Wil Myers","Robinson Cano","Miguel Sano","Jean Segura","Nelson Cruz","Mitch Haniger","Jarrod Dyson"
"38","Clayton Kershaw","Wade Miley","Austin Hedges","Mike Napoli","Rougned Odor","Mike Moustakas","Elvis Andrus","Carlos Gomez","Nomar Mazara","Jabari Blash"
"39","Danny Duffy","Michael Wacha","Salvador Perez","Eric Hosmer","Jonathan Villar","Anthony Rendon","Trea Turner","Lorenzo Cain","Alex Gordon","Jorge Bonifacio"
"40","Michael Wacha","Scott Feldman","Austin Hedges","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Chris Owings","Bryce Harper","Jayson Werth","AJ Pollock"
"41","Danny Duffy","Wade Miley","Jason Castro","Joe Mauer","Yangervis Solarte","Miguel Sano","Jorge Polanco","Bryce Harper","Max Kepler","Jabari Blash"
"42","Danny Duffy","Erasmo Ramirez","Salvador Perez","Wil Myers","Brian Dozier","Miguel Sano","Trea Turner","Max Kepler","Eddie Rosario","Byron Buxton"
"43","Clayton Kershaw","Wei-Yin Chen","Austin Hedges","Paul Goldschmidt","Christian Colon","Mike Moustakas","Alcides Escobar","AJ Pollock","Brandon Moss","Jorge Bonifacio"
"44","Clayton Kershaw","JC Ramirez","Austin Hedges","Eric Hosmer","Brian Dozier","Miguel Sano","Taylor Motter","Max Kepler","Eddie Rosario","Byron Buxton"
"45","Marco Estrada","Gerrit Cole","Austin Hedges","Wil Myers","Yangervis Solarte","Mike Moustakas","Erick Aybar","Adam Eaton","Charlie Blackmon","Hunter Renfroe"
"46","Marco Estrada","Joe Ross","Stephen Vogt","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Yasmany Tomas","Matt Joyce"
"47","Clayton Kershaw","Erasmo Ramirez","Austin Hedges","Eric Thames","Jonathan Villar","Travis Shaw","Trea Turner","Ryan Braun","Domingo Santana","Jaff Decker"
"48","Clayton Kershaw","Erasmo Ramirez","Salvador Perez","Mike Napoli","Rougned Odor","Joey Gallo","Elvis Andrus","AJ Pollock","Nomar Mazara","Manuel Margot"
"49","Clayton Kershaw","JC Ramirez","Martin Maldonado","Wil Myers","Danny Espinosa","Yunel Escobar","Trea Turner","Mike Trout","Kole Calhoun","Manuel Margot"
"50","Clayton Kershaw","Wade Miley","Salvador Perez","Wil Myers","Yangervis Solarte","Matt Davidson","Alcides Escobar","Alex Gordon","Brandon Moss","Jorge Bonifacio"
