"Paul Goldschmidt_ARI","Nolan Arenado_COL","Charlie Blackmon_COL","Jake Lamb_ARI","Trevor Story_COL","Carlos Gonzalez_COL","Wil Myers_SD","Corey Seager_LAD","Ian Desmond_COL","AJ Pollock_ARI","David Dahl_COL","DJ LeMahieu_COL","Yasmany Tomas_ARI","Mark Reynolds_COL","Hunter Pence_SF","David Peralta_ARI","Buster Posey_SF","Maikel Franco_PHI","Brandon Belt_SF","Eduardo Nunez_SF","Brandon Drury_ARI","Chris Owings_ARI","Gerardo Parra_COL","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Denard Span_SF","Logan Forsythe_LAD","Odubel Herrera_PHI","Joc Pederson_LAD","Joe Panik_SF","Jeremy Hazelbaker_ARI","Tommy Joseph_PHI","Justin Turner_LAD","Brandon Crawford_SF","Chris Herrmann_ARI","Stephen Cardullo_COL","Raimel Tapia_COL","Dustin Garneau_COL","Socrates Brito_ARI","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Michael Saunders_PHI","Tom Murphy_COL","Cody Bellinger_LAD","Chris Taylor_LAD","Aaron Altherr_PHI","Ryan Schimpf_SD","Christian Arroyo_SF","Jarrett Parker_SF","Cesar Hernandez_PHI","Freddy Galvis_PHI","Howie Kendrick_PHI","Trayce Thompson_LAD","Nick Hundley_SF","Yangervis Solarte_SD","Pat Valaika_COL","Austin Barnes_LAD","Rhys Hoskins_PHI","Andrew Toles_LAD","Mac Williamson_SF","Manuel Margot_SD","Tony Wolters_COL","Cameron Rupp_PHI","Rob Segedin_LAD","Daniel Nava_PHI","Cory Spangenberg_SD","Aaron Hill_SF","Kelby Tomlinson_SF","Alex Dickerson_SD","Hunter Renfroe_SD","Chris Iannetta_ARI","Andrew Knapp_PHI","Ty Kelly_PHI","Andre Ethier_LAD","Daniel Descalso_ARI","Cristhian Adames_COL","Scott Van Slyke_LAD","Kike Hernandez_LAD","Gorkys Hernandez_SF","Travis Jankowski_SD","Alexi Amarista_COL","Nick Ahmed_ARI","Brock Stassi_PHI","Conor Gillaspie_SF","Michael Morse_SF","Andres Blanco_PHI","Drew Stubbs_SF","Jeff Mathis_ARI","Christian Bethancourt_SD","Austin Hedges_SD","Tim Federowicz_SF","Luis Sardinas_SD","Erick Aybar_SD","Allen Cordoba_SD","Jabari Blash_SD","Brett Eibner_LAD","Hector Sanchez_SD","Luis Torrens_SD","Chris Marrero_SF"
65.6916996047431,0,0,14.85,0,0,0,0,0,39.5526315789474,0,0,1.94771241830065,0,0,21.1988304093567,0,0,0,0,25.1988304093567,11.3040935672515,0,0,0,0,0,0,0,0,-4.33333333333333,0,0,0,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.8928571428571,0,0,0,27.2857142857143,0,0,0,0,0,0,3.63888888888889,0,0,0,0,0,-5.74545454545455,0,0,0,0,0,0,0,0,0,0,0
0,68.647619047619,-3.80238095238095,0,4.89473684210526,-7.00584795321637,0,0,0,0,0,-10.5052631578947,0,2.06578947368421,0,0,0,0,0,0,0,0,3.4047619047619,0,0,0,0,0,0,0,0,0,0,0,0,14.05,0,9.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.26282051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3.80238095238095,60.347619047619,0,4.26315789473684,25.1169590643275,0,0,0,0,0,0.831578947368421,0,10.3657894736842,0,0,0,0,0,0,0,0,18.047619047619,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,16.9464285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.85,0,0,44.7272727272727,0,0,0,0,0,1.09356725146199,0,0,0.0220588235294118,0,0,19.2157894736842,0,0,0,0,4.58496732026144,-35.9607843137255,0,0,0,0,0,0,0,0,4.33333333333333,0,0,0,40.1904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3809523809524,0,0,0,-14.3,0,0,0,0,0,0,-6.95238095238095,0,0,0,0,0,-19.1636363636364,0,0,0,0,0,0,0,0,0,0,0
0,4.89473684210526,4.26315789473684,0,37.6210526315789,3.86601307189542,0,0,0,0,0,-2.14327485380117,0,14.9298245614035,0,0,0,0,0,0,0,0,12.1648351648352,0,0,0,0,0,0,0,0,0,0,0,0,-10.25,0,-0.321428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7.00584795321637,25.1169590643275,0,3.86601307189542,23.4795321637427,0,0,0,0,0,2.17647058823529,0,3.19607843137255,0,0,0,0,0,0,0,0,10.2564102564103,0,0,0,0,0,0,0,0,0,0,0,0,-7.66666666666667,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,67.7077922077922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.08823529411765,0,0,0,0,0,0,0,10.2597402597403,0,0,0,0,0,-2.64047619047619,0,0,0,0,-24.5,0,0,0,4.45454545454545,0,0,0,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,0,0,0,0,9.7843137254902,0,10.5,-15.8099415204678,-7.9,-22.3333333333333,0,0,19.3333333333333,0
0,0,0,0,0,0,0,68.1052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60294117647059,9.68421052631579,0,37.7909090909091,0,42.8,0,0,0,27.1111111111111,0,0,0,0,0,0,37.9083333333333,-2.71428571428571,27.5,0,0,-6.83333333333333,-17.3333333333333,0,0,0,0,0,0,0,0,0,0,0,46,0,0.355555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.5526315789474,0,0,1.09356725146199,0,0,0,0,0,73.1333333333333,0,0,-14.6078431372549,0,0,14.9522058823529,0,0,0,0,19.8933823529412,-10.1959064327485,0,0,0,0,0,0,0,0,0,0,0,0,15.4666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.1428571428571,0,0,0,26.1666666666667,0,0,0,0,0,0,19.8333333333333,0,0,0,0,0,13.9727272727273,0,0,0,0,0,0,0,0,0,0,0
