"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Clayton Kershaw",14100,"Phi@LAD 10:10PM ET",27.74,"LAD"
"SP","Madison Bumgarner",12400,"SD@SF 10:15PM ET",20.813,"SF"
"SP","Johnny Cueto",11500,"SD@SF 10:15PM ET",13.54,"SF"
"SP","Rich Hill",10400,"Phi@LAD 10:10PM ET",11.4,"LAD"
"SP","Vince Velasquez",9800,"Phi@LAD 10:10PM ET",11.4,"Phi"
"SP","Jeff Samardzija",9000,"SD@SF 10:15PM ET",10.39,"SF"
"SP","Kenta Maeda",8700,"Phi@LAD 10:10PM ET",8.338,"LAD"
"SP","Jerad Eickhoff",8600,"Phi@LAD 10:10PM ET",18.975,"Phi"
"SP","Aaron Nola",8500,"Phi@LAD 10:10PM ET",14.133,"Phi"
"SP","Hyun-Jin Ryu",8500,"Phi@LAD 10:10PM ET",11.85,"LAD"
"SP","Julio Urias",8400,"Phi@LAD 10:10PM ET",0,"LAD"
"SP","Robbie Ray",8200,"Col@Ari 09:40PM ET",20.863,"Ari"
"SP","Jeremy Hellickson",8200,"Phi@LAD 10:10PM ET",16.15,"Phi"
"SP","Zack Greinke",8100,"Col@Ari 09:40PM ET",19.98,"Ari"
"SP","Jon Gray",8100,"Col@Ari 09:40PM ET",7.65,"Col"
"SP","Matt Moore",8000,"SD@SF 10:15PM ET",9.388,"SF"
"SP","Taijuan Walker",7700,"Col@Ari 09:40PM ET",15.038,"Ari"
"SP","Alex Wood",7400,"Phi@LAD 10:10PM ET",12.97,"LAD"
"SP","Brandon McCarthy",7300,"Phi@LAD 10:10PM ET",17.63,"LAD"
"SP","Scott Kazmir",7200,"Phi@LAD 10:10PM ET",0,"LAD"
"SP","Archie Bradley",6800,"Col@Ari 09:40PM ET",9.742,"Ari"
"SP","Zach Eflin",6700,"Phi@LAD 10:10PM ET",14.5,"Phi"
"SP","Jered Weaver",6700,"SD@SF 10:15PM ET",10.838,"SD"
"SP","Ben Lively",6600,"Phi@LAD 10:10PM ET",0,"Phi"
"SP","Kyle Freeland",6500,"Col@Ari 09:40PM ET",12.088,"Col"
"SP","Mark Appel",6500,"Phi@LAD 10:10PM ET",0,"Phi"
"SP","Chad Bettis",6400,"Col@Ari 09:40PM ET",0,"Col"
"SP","Tyler Anderson",6300,"Col@Ari 09:40PM ET",8.44,"Col"
"SP","Tyler Chatwood",6200,"Col@Ari 09:40PM ET",13.66,"Col"
"SP","Clay Buchholz",6200,"Phi@LAD 10:10PM ET",-2.45,"Phi"
"SP","Anthony Banda",6100,"Col@Ari 09:40PM ET",0,"Ari"
"SP","Zach Lee",6100,"SD@SF 10:15PM ET",4.8,"SD"
"SP","Jhoulys Chacin",6000,"SD@SF 10:15PM ET",10.53,"SD"
"SP","Luis Perdomo",6000,"SD@SF 10:15PM ET",7.125,"SD"
"SP","Shelby Miller",5800,"Col@Ari 09:40PM ET",14.575,"Ari"
"SP","Jake Thompson",5700,"Phi@LAD 10:10PM ET",0,"Phi"
"SP","Clayton Richard",5700,"SD@SF 10:15PM ET",11.73,"SD"
"SP","Adam Morgan",5600,"Phi@LAD 10:10PM ET",3.85,"Phi"
"SP","Robbie Erlin",5400,"SD@SF 10:15PM ET",0,"SD"
"SP","Matt Cain",5300,"SD@SF 10:15PM ET",15.163,"SF"
"SP","Ty Blach",5300,"SD@SF 10:15PM ET",1.85,"SF"
"1B","Paul Goldschmidt",5100,"Col@Ari 09:40PM ET",11.043,"Ari"
"SP","Ross Stripling",5100,"Phi@LAD 10:10PM ET",4.1,"LAD"
"SP","Christian Friedrich",5100,"SD@SF 10:15PM ET",0,"SD"
"RP","Chris Stratton",5100,"SD@SF 10:15PM ET",12.15,"SF"
"3B","Nolan Arenado",5000,"Col@Ari 09:40PM ET",9.909,"Col"
"OF","Charlie Blackmon",5000,"Col@Ari 09:40PM ET",10.727,"Col"
"SP","Brock Stewart",5000,"Phi@LAD 10:10PM ET",0,"LAD"
"SP","Albert Suarez",5000,"SD@SF 10:15PM ET",0,"SF"
"SP","Patrick Corbin",4900,"Col@Ari 09:40PM ET",15.09,"Ari"
"SP","German Marquez",4900,"Col@Ari 09:40PM ET",-10.2,"Col"
"SP","Jarred Cosart",4900,"SD@SF 10:15PM ET",4.117,"SD"
"SP","Jake Esch",4900,"SD@SF 10:15PM ET",-1.2,"SD"
"3B","Jake Lamb",4500,"Col@Ari 09:40PM ET",10.048,"Ari"
"SS","Trevor Story",4500,"Col@Ari 09:40PM ET",6.682,"Col"
"OF","Carlos Gonzalez",4500,"Col@Ari 09:40PM ET",5.429,"Col"
"SP","Trevor Cahill",4500,"SD@SF 10:15PM ET",18.55,"SD"
"SP","Cesar Vargas",4500,"SD@SF 10:15PM ET",0,"SD"
"RP","Craig Stammen",4500,"SD@SF 10:15PM ET",0.572,"SD"
"RP","Ryan Buchter",4500,"SD@SF 10:15PM ET",3.056,"SD"
"RP","Brad Hand",4500,"SD@SF 10:15PM ET",3.77,"SD"
