"Place_lo","Place_hi","Payout"
"1","1","50000"
"2","2","20000"
"3","3","10000"
"4","4","7000"
"5","5","5000"
"6","6","4000"
"7","8","3000"
"9","10","2500"
"11","15","2000"
"16","20","1500"
"21","25","1000"
"26","35","750"
"36","50","600"
"51","75","500"
"76","100","400"
"101","150","300"
"151","225","250"
"226","365","200"
"366","620","150"
"621","1120","110"
"1121","2020","85"
