P,P,C,1B,2B,3B,SS,OF,OF,OF
Gerrit Cole,Jon Gray,Yan Gomes,Victor Martinez,Brock Holt,Eduardo Nunez,Marcus Semien,Mookie Betts,Andrew Benintendi,Jackie Bradley
Tyler Skaggs,Jon Gray,Jonathan Lucroy,Mark Reynolds,DJ LeMahieu,Nolan Arenado,Tim Anderson,Mookie Betts,Carlos Gonzalez,Jose Bautista
Drew Pomeranz,Tyler Skaggs,Robinson Chirinos,Miguel Cabrera,Brock Holt,Eduardo Nunez,Freddy Galvis,Mookie Betts,Andrew Benintendi,Jackie Bradley
Drew Pomeranz,Jon Gray,Jonathan Lucroy,Mark Reynolds,Brian Dozier,Nolan Arenado,Marcus Semien,Charlie Blackmon,Carlos Gonzalez,Denard Span
Gerrit Cole,Jon Gray,Jonathan Lucroy,Matt Carpenter,Brock Holt,Rafael Devers,Tim Anderson,Mookie Betts,Andrew Benintendi,Chris Young
Cole Hamels,Tyler Skaggs,Dustin Garneau,Mark Reynolds,Tyler Saladino,Nolan Arenado,Freddy Galvis,Charlie Blackmon,Carlos Gonzalez,Jose Bautista
Drew Pomeranz,Tyler Skaggs,Yan Gomes,Tommy Joseph,Cesar Hernandez,Maikel Franco,Freddy Galvis,Mookie Betts,Nick Williams,Jose Bautista
Tyler Skaggs,Jon Gray,Jonathan Lucroy,Mitch Moreland,Brock Holt,Eduardo Nunez,Tim Anderson,Mookie Betts,Mike Trout,Jackie Bradley
Cole Hamels,Tyler Skaggs,Jonathan Lucroy,Mark Reynolds,Brock Holt,Rafael Devers,Freddy Galvis,Mookie Betts,Jackie Bradley,Chris Young
Gerrit Cole,Jon Gray,Dustin Garneau,Mark Reynolds,Drew Robinson,Nolan Arenado,Tim Anderson,Charlie Blackmon,Carlos Gonzalez,David Peralta
Tyler Skaggs,Jon Gray,James McCann,Victor Martinez,Ian Kinsler,Nicholas Castellanos,Tim Anderson,Justin Upton,Mookie Betts,Mike Trout
Gerrit Cole,Tyler Skaggs,Brian McCann,Tommy Joseph,Brian Dozier,Maikel Franco,Freddy Galvis,Nick Williams,Daniel Nava,David Peralta
Gerrit Cole,Jon Gray,James McCann,Victor Martinez,Ian Kinsler,Matt Chapman,Jose Iglesias,Justin Upton,Andrew Benintendi,Jose Bautista
