"Mike Trout_LAA","Paul Goldschmidt_ARI","Wil Myers_SD","AJ Pollock_ARI","Jake Lamb_ARI","Yasmany Tomas_ARI","Albert Pujols_LAA","Ryan Schimpf_SD","Chris Owings_ARI","Yangervis Solarte_SD","David Peralta_ARI","Manuel Margot_SD","Khris Davis_OAK","Kole Calhoun_LAA","Cameron Maybin_LAA","Brandon Drury_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Stephen Vogt_OAK","CJ Cron_LAA","Rajai Davis_OAK","Cory Spangenberg_SD","Jefry Marte_LAA","Luis Valbuena_LAA","Trevor Plouffe_OAK","Jeremy Hazelbaker_ARI","Ryon Healy_OAK","Marcus Semien_OAK","Chris Herrmann_ARI","Travis Jankowski_SD","Yunel Escobar_LAA","Ben Revere_LAA","Socrates Brito_ARI","Andrelton Simmons_LAA","Jed Lowrie_OAK","Danny Espinosa_LAA","Christian Bethancourt_SD","Austin Hedges_SD","Josh Phegley_OAK","Mark Canha_OAK","Erick Aybar_SD","Yonder Alonso_OAK","Ryan LaMarre_OAK","Chris Iannetta_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Daniel Descalso_ARI","Jabari Blash_SD","Jake Smolinski_OAK","Hector Sanchez_SD","Nick Ahmed_ARI","Bruce Maxwell_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Matt Joyce_OAK","Carlos Perez_LAA","Adam Rosales_OAK","Jeff Mathis_ARI","Luis Torrens_SD","Chad Pinder_OAK","Cliff Pennington_LAA","Jaff Decker_OAK","Matt Olson_OAK"
20,0,0,0,0,0,19,0,0,0,0,0,0,19,15,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,19,6,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,2,0,0
0,22,0,19,20,17,0,0,18,0,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0
0,0,21,0,0,0,0,17,0,21,0,20,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,0,0,18,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,19,0,20,18,17,0,0,18,0,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0
0,20,0,18,21,16,0,0,17,0,19,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0
0,17,0,17,16,18,0,0,17,0,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0
19,0,0,0,0,0,19,0,0,0,0,0,0,18,15,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,18,5,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,2,0,0
0,0,17,0,0,0,0,17,0,17,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,0,18,17,17,0,0,19,0,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0
0,0,21,0,0,0,0,17,0,21,0,20,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,0,0,18,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
