"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4200,107.142857142857,45,"Jose Ramirez","CLE",NA,"2B/3B",3,2,2,4,0,10,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,4400,90.9090909090909,40,"Jonathan Schoop","BAL",NA,"2B",6,3,2,4,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,7600,44.3421052631579,33.7,"Alex Meyer","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,0,0,0,2,1,0
4,3,4000,80,32,"Matt Adams","ATL",NA,"1B",5,1,1,4,0,4,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,4100,78.0487804878049,32,"Yangervis Solarte","SD",NA,"2B",4,2,2,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,3800,84.2105263157895,32,"Lonnie Chisenhall","CLE",NA,"OF",8,2,2,4,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,4100,78.0487804878049,32,"Mike Napoli","TEX",NA,"1B",7,2,2,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,3600,86.1111111111111,31,"Ryon Healy","OAK",NA,"1B/3B",6,2,2,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,3500,85.7142857142857,30,"Yasiel Puig","LAD",NA,"OF",8,2,2,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2,5500,52.9090909090909,29.1,"Dinelson Lamet","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,6,0,0,3,4,0,0
11,9,3100,90.3225806451613,28,"Austin Jackson","CLE",NA,"OF",6,2,1,1,0,6,2,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,10,3300,84.8484848484849,28,"Matt Joyce","OAK",NA,"OF",1,2,1,1,0,3,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,11,5000,56,28,"Cody Bellinger","LAD",NA,"1B/OF",4,2,1,3,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
