Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
1408,770827549,SirHCee (3/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770827555,SirHCee (4/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770827570,SirHCee (5/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770827574,SirHCee (6/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770827585,SirHCee (7/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770827592,SirHCee (8/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770827653,SirHCee (9/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770827681,SirHCee (10/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770827704,SirHCee (11/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770827723,SirHCee (12/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837091,SirHCee (13/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837112,SirHCee (14/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837125,SirHCee (15/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837131,SirHCee (16/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837147,SirHCee (17/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837165,SirHCee (18/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837172,SirHCee (19/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837177,SirHCee (20/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837186,SirHCee (21/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837192,SirHCee (22/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837196,SirHCee (23/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837216,SirHCee (24/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837229,SirHCee (25/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837240,SirHCee (26/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770837280,SirHCee (27/27),0,94.15,C Yadier Molina 1B Miguel Cabrera OF Melky Cabrera OF Alex Presley OF Eric Thames 3B Eduardo Escobar P Jimmy Nelson P Robbie Ray 2B Daniel Robertson SS Corey Seager,,,
1408,770916666,B_Kom22,0,94.15,OF Dexter Fowler 3B David Freese 2B Jason Kipnis 1B Eric Thames C Tucker Barnhart OF Gregory Polanco SS Jorge Polanco P Jimmy Nelson OF Joc Pederson P Robbie Ray,,,
1436,770726552,bcassidy13 (1/3),0,93.55,OF Lonnie Chisenhall 3B Todd Frazier OF Giancarlo Stanton 2B Jason Kipnis C Chris Herrmann P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager 1B Cody Bellinger,,,
1436,770737461,bcassidy13 (2/3),0,93.55,OF Lonnie Chisenhall 3B Todd Frazier OF Giancarlo Stanton 2B Jason Kipnis C Chris Herrmann P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager 1B Cody Bellinger,,,
1436,770737466,bcassidy13 (3/3),0,93.55,OF Lonnie Chisenhall 3B Todd Frazier OF Giancarlo Stanton 2B Jason Kipnis C Chris Herrmann P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager 1B Cody Bellinger,,,
1439,770907663,wildmanwilly7,0,93.25,OF José Bautista 2B Daniel Murphy C Matt Wieters 3B Josh Donaldson 1B Paul Goldschmidt OF Gregory Polanco OF Bryce Harper P Jimmy Nelson P Joe Ross SS Corey Seager,,,
1440,770928172,LordHarambe,0,93.2,OF Matt Kemp 3B Todd Frazier 2B Jason Kipnis C Alex Avila 1B Eric Thames P Jameson Taillon P Jimmy Nelson OF Kevin Pillar SS Corey Seager OF Cody Bellinger,,,
1441,770913476,tompmc11,0,92.9,1B Joe Mauer C Yadier Molina OF José Bautista 2B Ian Kinsler OF Mark Trumbo 3B Evan Longoria OF Gregory Polanco P Mike Foltynewicz P Robbie Ray SS Corey Seager,,,
1441,770724651,gopistons123,0,92.89999,1B Logan Morrison 2B Dee Gordon C Alex Avila OF Eric Thames OF J.D. Martinez P Buck Farmer P Jameson Taillon 3B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770723837,DaDoggPound,0,92.39999,1B Edwin Encarnación C Alex Avila OF Eric Thames 3B Matt Davidson P Buck Farmer 2B Jonathan Schoop P Jimmy Nelson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1443,770788017,Jflash29x (1/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770788019,Jflash29x (2/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770788021,Jflash29x (3/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770788025,Jflash29x (4/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770788042,Jflash29x (5/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770788110,Jflash29x (6/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770788111,Jflash29x (7/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770788140,Jflash29x (8/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770797286,Jflash29x (9/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770797333,Jflash29x (10/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770797336,Jflash29x (11/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770797341,Jflash29x (12/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770797351,Jflash29x (13/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1443,770797358,Jflash29x (14/14),0,92.39999,OF José Bautista 3B Josh Donaldson C Alex Avila 1B Eric Thames P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
1458,770781430,marin0s002 (1/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781431,marin0s002 (2/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781432,marin0s002 (3/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781434,marin0s002 (4/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781438,marin0s002 (5/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781442,marin0s002 (6/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781511,marin0s002 (7/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781513,marin0s002 (8/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781514,marin0s002 (9/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781515,marin0s002 (10/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781517,marin0s002 (11/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781521,marin0s002 (12/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781576,marin0s002 (13/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781585,marin0s002 (14/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781587,marin0s002 (15/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781588,marin0s002 (16/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770781589,marin0s002 (17/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790352,marin0s002 (18/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790357,marin0s002 (19/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790359,marin0s002 (20/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790364,marin0s002 (21/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790437,marin0s002 (22/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790438,marin0s002 (23/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790440,marin0s002 (24/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790442,marin0s002 (25/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790516,marin0s002 (26/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790518,marin0s002 (27/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790522,marin0s002 (28/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790526,marin0s002 (29/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770790528,marin0s002 (30/30),0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1458,770962148,buckeye5580,0,92.2,1B Kendrys Morales 3B Josh Donaldson 2B Jason Kipnis C Chris Herrmann P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1489,770952644,bigephenom10,0,92.15,C Russell Martin SS Troy Tulowitzki OF Andrew McCutchen 2B Jason Kipnis OF Chris Herrmann 1B Matt Adams OF Gregory Polanco P Jimmy Nelson P Robbie Ray 3B Travis Shaw,,,
1490,770769646,mikemaclean1993,0,91.55,1B Ryan Zimmerman C Tyler Flowers 2B Daniel Murphy P Kenta Maeda OF Steven Souza Jr. P Lance Lynn 3B Anthony Rendon OF Bryce Harper OF Christian Yelich SS Trea Turner,,,
1490,770805227,tj7775 (1/2),0,91.55,3B Josh Donaldson 2B Jason Kipnis 1B Eric Thames C Chris Herrmann P Jacob deGrom OF Joc Pederson P Jacob Faria OF Mallex Smith SS Corey Seager OF Allen Cordoba,,,
1490,770805228,tj7775 (2/2),0,91.55,3B Josh Donaldson 2B Jason Kipnis 1B Eric Thames C Chris Herrmann P Jacob deGrom OF Joc Pederson P Jacob Faria OF Mallex Smith SS Corey Seager OF Allen Cordoba,,,
1493,770740469,ThisIsJRock (1/3),0,91.35,OF José Bautista C Russell Martin OF Melky Cabrera SS Troy Tulowitzki 3B Josh Donaldson OF Avisaíl García 1B Matt Davidson 2B Yolmer Sánchez P Robbie Ray P Trevor Bauer,,,
1493,770740470,ThisIsJRock (2/3),0,91.35,OF José Bautista C Russell Martin OF Melky Cabrera SS Troy Tulowitzki 3B Josh Donaldson OF Avisaíl García 1B Matt Davidson 2B Yolmer Sánchez P Robbie Ray P Trevor Bauer,,,
1495,770761459,GetRichorDieTryin (1/2),0,91.15,C Tucker Barnhart 1B Matt Carpenter OF Gregory Polanco P Jimmy Nelson OF Joc Pederson P Robbie Ray 3B Daniel Robertson SS Corey Seager OF Yasiel Puig 2B Ian Happ,,,
1495,770761470,GetRichorDieTryin (2/2),0,91.15,C Tucker Barnhart 1B Matt Carpenter OF Gregory Polanco P Jimmy Nelson OF Joc Pederson P Robbie Ray 3B Daniel Robertson SS Corey Seager OF Yasiel Puig 2B Ian Happ,,,
1497,770688365,Flipperbaby,0,90.45,OF Matt Kemp P J.A. Happ OF Jay Bruce P Kenta Maeda 3B Josh Donaldson OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt C Cameron Rupp SS Corey Seager,,,
1497,770700705,jnelson5577,0,90.45,3B Josh Donaldson 2B Eric Sogard C Alex Avila OF Eric Thames OF J.D. Martinez 1B Matt Adams OF Ender Inciarte P Mike Foltynewicz P Jimmy Nelson SS Corey Seager,,,
1499,770946682,badgerdores,0,90.39999,C Manny Piña OF Lonnie Chisenhall 2B Jason Kipnis 1B Paul Goldschmidt 3B Jake Lamb P Buck Farmer P Jimmy Nelson OF Joc Pederson SS Francisco Lindor OF Cody Bellinger,,,
1499,770958068,kcearnal,0,90.39999,OF José Bautista OF Matt Kemp C Chris Herrmann OF Chris Owings 3B Jake Lamb P Buck Farmer P Jimmy Nelson SS Francisco Lindor 2B José Ramírez 1B Cody Bellinger,,,
1501,770968658,ebooth8696,0,90.2,OF Jay Bruce C Manny Piña 2B Wilmer Flores 1B Matt Carpenter 3B Jake Lamb OF Gregory Polanco P Jameson Taillon P Jimmy Nelson SS Corey Seager OF Cody Bellinger,,,
1502,770969073,JShabazz87,0,90.15,OF Lonnie Chisenhall 2B Jason Kipnis C Alex Avila OF Chris Herrmann 1B Matt Carpenter SS Dixon Machado OF Gregory Polanco 3B Manny Machado P Jimmy Nelson P Robbie Ray,,,
1503,770800341,Dm8582,0,90,SS José Reyes 3B Russell Martin OF Adam Jones P J.A. Happ OF Tommy Pham C Alex Avila 2B Wilmer Flores 1B Matt Carpenter P Robbie Ray OF Kevin Pillar,,,
1504,770880991,pgella (1/2),0,89.85,P John Lackey 1B Justin Smoak C Alex Avila OF Eric Thames OF J.D. Martinez 2B Jonathan Schoop 3B Nicholas Castellanos P Jimmy Nelson SS Corey Seager OF Cody Bellinger,,,
1504,770881016,pgella (2/2),0,89.85,P John Lackey 1B Justin Smoak C Alex Avila OF Eric Thames OF J.D. Martinez 2B Jonathan Schoop 3B Nicholas Castellanos P Jimmy Nelson SS Corey Seager OF Cody Bellinger,,,
1506,770807201,mnwildfan78,0,89.64999,OF José Bautista C Russell Martin 2B Ian Kinsler 3B Josh Donaldson 1B Justin Smoak P Lance Lynn P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Cody Bellinger,,,
1507,770765971,jessiem915,0,89.35,3B Justin Turner 1B Lucas Duda 2B Wilmer Flores C Elias Díaz OF Gregory Polanco P Robbie Ray P Trevor Bauer SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
1507,770861954,pgavett (1/5),0,89.35,OF Lonnie Chisenhall 2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter OF Gregory Polanco 3B Jedd Gyorko P Jimmy Nelson P Jacob deGrom SS Francisco Lindor,,,
1507,770861957,pgavett (2/5),0,89.35,OF Lonnie Chisenhall 2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter OF Gregory Polanco 3B Jedd Gyorko P Jimmy Nelson P Jacob deGrom SS Francisco Lindor,,,
1507,770861963,pgavett (3/5),0,89.35,OF Lonnie Chisenhall 2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter OF Gregory Polanco 3B Jedd Gyorko P Jimmy Nelson P Jacob deGrom SS Francisco Lindor,,,
1507,770861974,pgavett (4/5),0,89.35,OF Lonnie Chisenhall 2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter OF Gregory Polanco 3B Jedd Gyorko P Jimmy Nelson P Jacob deGrom SS Francisco Lindor,,,
1507,770861990,pgavett (5/5),0,89.35,OF Lonnie Chisenhall 2B Jason Kipnis OF Eric Thames C Chris Herrmann 1B Matt Carpenter OF Gregory Polanco 3B Jedd Gyorko P Jimmy Nelson P Jacob deGrom SS Francisco Lindor,,,
1513,770959307,StevenRV,0,89.25,OF José Bautista 2B Daniel Murphy C Matt Wieters 1B Paul Goldschmidt 3B Jake Lamb OF Gregory Polanco OF Bryce Harper P Jimmy Nelson SS Francisco Lindor P Joe Ross,,,
1514,770956394,BABABABRANDON3,0,89.2,P James Shields C Manny Piña 3B Justin Turner 2B Dee Gordon OF Eric Thames 1B Wil Myers P Jameson Taillon SS Corey Seager OF Cody Bellinger OF Adam Frazier,,,
1515,770914396,sleezer8951,0,89,SS José Reyes C Yadier Molina P J.A. Happ 3B Evan Longoria 2B Wilmer Flores OF Matt Adams OF Gregory Polanco P Robbie Ray OF Kevin Pillar 1B Cody Bellinger,,,
1516,770892901,jhyson81,0,88.85,OF Matt Kemp OF Mark Trumbo C Welington Castillo P Lance Lynn 2B Josh Harrison 1B Matt Davidson SS Ryan Goins OF J.D. Martinez 3B Jake Lamb P Jacob Faria,,,
1517,770952069,tfotsch (3/8),0,88.05,P John Lackey OF Jay Bruce 3B Josh Donaldson OF Giancarlo Stanton C Alex Avila OF Eric Thames 2B Brandon Drury P Trevor Bauer SS Corey Seager 1B Cody Bellinger,,,
1518,770849265,TallRedGourmet (1/2),0,87.85,2B Jason Kipnis OF Billy Hamilton 1B Matt Carpenter P Buck Farmer OF Gregory Polanco C Willson Contreras 3B Manny Machado P Robbie Ray SS Corey Seager OF Michael Conforto,,,
1518,770925339,moosegrass99,0,87.85,2B Jason Kipnis OF Billy Hamilton 1B Matt Carpenter P Buck Farmer OF Gregory Polanco C Willson Contreras 3B Manny Machado P Robbie Ray SS Corey Seager OF Michael Conforto,,,
1520,770755177,FTAKJ (1/4),0,87.64999,P Lance Lynn OF Eric Thames C Chris Herrmann OF Gregory Polanco P Jimmy Nelson OF Joc Pederson 3B Travis Shaw 2B José Ramírez SS Corey Seager 1B Cody Bellinger,,,
1520,770755250,FTAKJ (2/4),0,87.64999,P Lance Lynn OF Eric Thames C Chris Herrmann OF Gregory Polanco P Jimmy Nelson OF Joc Pederson 3B Travis Shaw 2B José Ramírez SS Corey Seager 1B Cody Bellinger,,,
1520,770755257,FTAKJ (3/4),0,87.64999,P Lance Lynn OF Eric Thames C Chris Herrmann OF Gregory Polanco P Jimmy Nelson OF Joc Pederson 3B Travis Shaw 2B José Ramírez SS Corey Seager 1B Cody Bellinger,,,
1520,770755264,FTAKJ (4/4),0,87.64999,P Lance Lynn OF Eric Thames C Chris Herrmann OF Gregory Polanco P Jimmy Nelson OF Joc Pederson 3B Travis Shaw 2B José Ramírez SS Corey Seager 1B Cody Bellinger,,,
