"Mookie Betts_BOS","Anthony Rizzo_CHC","Kris Bryant_CHC","Lorenzo Cain_KC","Xander Bogaerts_BOS","Yangervis Solarte_SD","Wil Myers_SD","Ian Happ_CHC","Jackie Bradley_BOS","Andrew Benintendi_BOS","Ben Zobrist_CHC","Mike Moustakas_KC","Willson Contreras_CHC","Hunter Renfroe_SD","Whit Merrifield_KC","Eric Hosmer_KC","Dustin Pedroia_BOS","Salvador Perez_KC","Jason Heyward_CHC","Addison Russell_CHC","Jose Pirela_SD","Hanley Ramirez_BOS","Mitch Moreland_BOS","Ryan Schimpf_SD","Javier Baez_CHC","Kyle Schwarber_CHC","Jorge Soler_KC","Jon Jay_CHC","Alex Dickerson_SD","Franchy Cordero_SD","Manuel Margot_SD","Albert Almora_CHC","Chris Young_BOS","Brock Holt_BOS","Jorge Bonifacio_KC","Cheslor Cuthbert_KC","Miguel Montero_CHC","Jeimer Candelario_CHC","Austin Hedges_SD","Mark Zagunis_CHC","Paulo Orlando_KC","Billy Burns_KC","Travis Jankowski_SD","Cory Spangenberg_SD","Pablo Sandoval_BOS","Matt Szczur_SD","Brandon Moss_KC","Alex Gordon_KC","Steve Selsky_BOS","Marco Hernandez_BOS","Chase d'Arnaud_SD","Tommy La Stella_CHC","Allen Cordoba_SD","Alcides Escobar_KC","Ryan O'Hearn_KC","Christian Bethancourt_SD","Jose Rondon_SD","Luis Urias_SD","Sandy Leon_BOS","Deven Marrero_BOS","Terrance Gore_KC","Sam Travis_BOS","Erick Aybar_SD","Christian Vazquez_BOS","Jabari Blash_SD","Carlos Asuaje_SD","Raul Mondesi_KC","Hector Sanchez_SD","Josh Rutledge_BOS","Eloy Jimenez_CHC","Drew Butera_KC","Ramon Torres_KC","Hunter Dozier_KC","Luis Torrens_SD"
0,46,43,0,0,0,0,18,0,0,28,0,35,0,0,0,0,0,32,32,0,0,0,0,47,34,0,15,0,0,0,22,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,48,0,0,0,0,20,0,0,37,0,35,0,0,0,0,0,41,38,0,0,0,0,34,52,0,17,0,0,0,20,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,0,0,0,0,0,13,0,0,14,15,0,14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,23,23,0,0,0,0,7,0,0,14,0,14,0,0,0,0,0,15,17,0,0,0,0,15,17,0,24,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,16,15,0,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,2,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,40,41,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,41,0,0,0,0,0,0,0,34,0,0,0,12,17,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,36,0,7,0,0,2,0,0,0,0,0,6
0,28,24,0,0,0,0,10,0,0,12,0,22,0,0,0,0,0,18,22,0,0,0,0,22,20,0,9,0,0,0,29,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,26,0,0,0,15,21,0,0,0,0,0,0,23,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,17,11,0,5,0,12,0,0,0,0,10,0,0,0,0,0
2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,42,0,0,0,0,0,0,0,41,0,0,41,44,0,39,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,44,13,0,0,0,0,0,0,0,0,0,0,25,38,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
0,0,0,18,0,0,0,0,0,0,0,13,0,0,16,20,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,20,0,0,0,0,3,0,0,0,0,0,4,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
0,20,20,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,15,17,0,0,0,0,13,17,0,11,0,0,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,52,51,0,0,0,0,0,0,51,0,0,0,0,0,0,8,0,0,34,0,0,0,0,0,11,34,0,0,0,0,0,0,0,53,0,0,0,11,28,0,12,0,0,0,0,8,0,23,0,0,0,0,0,0,0,0,0,37,0,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,8,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,33,32,0,0,0,0,0,0,31,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,11,17,0,0,0,0,0,0,0,28,0,0,0,0,34,0,10,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,0,6
23,0,0,0,21,0,0,0,16,24,0,0,0,0,0,0,15,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,7,0,0,0,0,0,0,0,0,14,4,0,0,0,11,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,14,13,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,2,6,0,0,0,0,0,0,0,12,0,0,0,0,10,0,14,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
0,0,0,39,0,0,0,0,0,0,0,40,0,0,27,40,0,35,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,25,4,0,0,0,0,8,0,0,0,0,0,40,38,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0
0,0,0,57,0,0,0,0,0,0,0,53,0,0,44,59,0,52,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,38,18,0,0,0,0,11,0,0,0,0,0,38,59,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,12,0,0,0,11,15,0,0,0,0,0,0,12,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,4,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,4,4,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,29,28,0,0,0,0,0,0,29,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,13,10,0,0,0,0,0,0,0,23,0,0,0,0,17,0,5,0,0,0,0,6,0,30,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,7
0,0,0,63,0,0,0,0,0,0,0,58,0,0,50,65,0,58,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,44,20,0,0,0,0,11,0,0,0,0,0,40,59,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,32,0,0,0,25,30,0,0,0,0,0,0,27,0,0,0,0,26,29,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,34,12,0,3,0,0,0,0,0,0,10,0,0,0,0,0
23,0,0,0,23,0,0,0,20,17,0,0,0,0,0,0,14,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,5,0,11,0,0,0,0,7,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,2,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,47,46,0,0,0,0,0,0,45,0,0,0,0,0,0,4,0,0,37,0,0,0,0,0,6,36,0,0,0,0,0,0,0,37,0,0,0,11,23,0,10,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,48,0,7,0,0,2,0,0,0,0,0,9
31,0,0,0,30,0,0,0,26,28,0,0,0,0,0,0,23,0,0,0,0,27,28,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,2,0,32,0,0,0,0,13,0,0,0,0,0
0,0,0,0,0,7,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
23,0,0,0,23,0,0,0,21,18,0,0,0,0,0,0,13,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,4,0,13,0,0,0,0,23,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15,0,0,0,0,0,0,0,10,0,0,14,16,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,10,0,0,0,0,2,0,0,0,0,0,6,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12,12,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12
