"Mookie Betts_BOS","Anthony Rizzo_CHC","Kris Bryant_CHC","Lorenzo Cain_KC","Xander Bogaerts_BOS","Yangervis Solarte_SD","Wil Myers_SD","Ian Happ_CHC","Jackie Bradley_BOS","Andrew Benintendi_BOS","Ben Zobrist_CHC","Mike Moustakas_KC","Willson Contreras_CHC","Hunter Renfroe_SD","Whit Merrifield_KC","Eric Hosmer_KC","Dustin Pedroia_BOS","Salvador Perez_KC","Jason Heyward_CHC","Addison Russell_CHC","Jose Pirela_SD","Hanley Ramirez_BOS","Mitch Moreland_BOS","Ryan Schimpf_SD","Javier Baez_CHC","Kyle Schwarber_CHC","Jorge Soler_KC","Jon Jay_CHC","Alex Dickerson_SD","Franchy Cordero_SD","Manuel Margot_SD","Albert Almora_CHC","Chris Young_BOS","Brock Holt_BOS","Jorge Bonifacio_KC","Cheslor Cuthbert_KC","Miguel Montero_CHC","Jeimer Candelario_CHC","Austin Hedges_SD","Mark Zagunis_CHC","Paulo Orlando_KC","Billy Burns_KC","Travis Jankowski_SD","Cory Spangenberg_SD","Pablo Sandoval_BOS","Matt Szczur_SD","Brandon Moss_KC","Alex Gordon_KC","Steve Selsky_BOS","Marco Hernandez_BOS","Chase d'Arnaud_SD","Tommy La Stella_CHC","Allen Cordoba_SD","Alcides Escobar_KC","Ryan O'Hearn_KC","Christian Bethancourt_SD","Jose Rondon_SD","Luis Urias_SD","Sandy Leon_BOS","Deven Marrero_BOS","Terrance Gore_KC","Sam Travis_BOS","Erick Aybar_SD","Christian Vazquez_BOS","Jabari Blash_SD","Carlos Asuaje_SD","Raul Mondesi_KC","Hector Sanchez_SD","Josh Rutledge_BOS","Eloy Jimenez_CHC","Drew Butera_KC","Ramon Torres_KC","Hunter Dozier_KC","Luis Torrens_SD"
94.4243551587302,0,0,0,12.6199453551913,0,0,0,8.19430272108844,27.8422077922078,0,0,0,0,0,0,15.4113475177305,0,0,0,0,7.68815987933635,5.27676767676768,0,0,0,0,0,0,0,0,0,-15.982905982906,-5,0,0,0,0,0,0,0,0,0,0,10.9387351778656,0,0,0,0,-5.1,0,0,0,0,0,0,0,0,17.5426136363636,19.5810276679842,0,33.75,0,0.709677419354839,0,0,0,0,-0.470355731225296,0,0,0,0,0
0,68.6507936507936,13.7109877264757,0,0,0,0,22.3723076923077,0,0,5.12458471760797,0,24.5,0,0,0,0,0,26.3690476190476,3.51795918367347,0,0,0,0,0.614975845410628,7.79058823529412,0,22.9268774703557,0,0,0,-7.28042328042328,0,0,0,0,5.41578947368421,55,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.7109877264757,76.7220338983051,0,0,0,0,25.4112554112554,0,0,17.4738675958188,0,13.1408536585366,0,0,0,0,0,18.6063829787234,13.0704787234043,0,0,0,0,10.9712070874862,3.29255319148936,0,12.2450592885375,0,0,0,24.0326086956522,0,0,0,0,23.0894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,59.1249359959037,0,0,0,0,0,0,0,-2.51948051948052,0,0,3.56648936170213,4.86123911930364,0,12.2424812030075,0,0,0,0,0,0,0,0,-6.42857142857143,0,0,0,0,0,0,0,-7.17073170731707,6.79411764705882,0,0,0,0,-0.354545454545455,0,0,0,0,0,-1.89676113360324,9.02976190476191,0,0,0,0,0,8.49487967229903,0,0,0,0,0,0,0,0,0,0,0,0,9.94444444444444,0,0,0,8.71428571428571,35,0,0
12.6199453551913,0,0,0,56.5711263881544,0,0,0,7.66751700680272,17.0737246680643,0,0,0,0,0,0,6.28405797101449,0,0,0,0,-1.88612368024133,11.0714804063861,0,0,0,0,0,0,0,0,0,13.6307692307692,0,0,0,0,0,0,0,0,0,0,0,5.9547619047619,0,0,0,0,-0.151515151515152,0,0,0,0,0,0,0,0,16.8991935483871,33.1660079051383,0,69.75,0,-2.07126436781609,0,0,0,0,11.8814229249012,0,0,0,0,0
0,0,0,0,0,46.6884615384615,13.2980030721966,0,0,0,0,0,0,-3.73664727657324,0,0,0,0,0,0,-13.9777777777778,0,0,0.509291521486643,0,0,0,0,0,35.1208333333333,4.05833333333333,0,0,0,0,0,0,0,6.62405731523379,0,0,0,0.83974358974359,13.0852272727273,0,1.98901098901099,0,0,0,0,-0.388888888888889,0,8.65886699507389,0,0,0,0,0,0,0,0,0,5.52358926919519,0,9.16666666666667,0,0,0,0,0,0,0,0,6.45454545454545
0,0,0,0,0,13.2980030721966,58.2767857142857,0,0,0,0,0,0,0.220218579234973,0,0,0,0,0,0,-38.25,0,0,-5.49651567944251,0,0,0,0,0,25.7952380952381,11.6640243902439,0,0,0,0,0,0,0,10.0007843137255,0,0,0,-8.87179487179487,-7.3679435483871,0,17.5705128205128,0,0,0,0,22.7916666666667,0,7.84259259259259,0,0,0,0,0,0,0,0,0,1.07826086956522,0,-12.6428571428571,0,0,0,0,0,0,0,0,1.72727272727273
0,22.3723076923077,25.4112554112554,0,0,0,0,73.7353846153846,0,0,1.57051282051282,0,11.0367647058824,0,0,0,0,0,11.2022058823529,19.0458333333333,0,0,0,0,-8.50980392156863,26.6736842105263,0,15.3095238095238,0,0,0,12.0222222222222,0,0,0,0,-4.55555555555556,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.19430272108844,0,0,0,7.66751700680272,0,0,0,58.1466666666667,5.72203765227021,0,0,0,0,0,0,0.923015873015873,0,0,0,0,-9.38841463414634,4.97251585623679,0,0,0,0,0,0,0,0,0,7.25238095238095,0,0,0,0,0,0,0,0,0,0,0,0.566666666666667,0,0,0,0,3.98181818181818,0,0,0,0,0,0,0,0,6.24833333333333,26.5789473684211,0,100.75,0,4.84,0,0,0,0,-8.41666666666667,0,0,0,0,0
27.8422077922078,0,0,0,17.0737246680643,0,0,0,5.72203765227021,74.7117362371446,0,0,0,0,0,0,14.7761332099907,0,0,0,0,5.83838383838384,19.4426974143955,0,0,0,0,0,0,0,0,0,8.50607142857143,-1.66666666666667,0,0,0,0,0,0,0,0,0,0,10.5036231884058,0,0,0,0,4.07142857142857,0,0,0,0,0,0,0,0,18.1816091954023,-11.8272058823529,0,0,0,6.86111111111111,0,0,0,0,4.72549019607843,0,0,0,0,0
