"Mookie Betts_BOS","Anthony Rizzo_CHC","Kris Bryant_CHC","Lorenzo Cain_KC","Xander Bogaerts_BOS","Yangervis Solarte_SD","Wil Myers_SD","Ian Happ_CHC","Jackie Bradley_BOS","Andrew Benintendi_BOS","Ben Zobrist_CHC","Mike Moustakas_KC","Willson Contreras_CHC","Hunter Renfroe_SD","Whit Merrifield_KC","Eric Hosmer_KC","Dustin Pedroia_BOS","Salvador Perez_KC","Jason Heyward_CHC","Addison Russell_CHC","Jose Pirela_SD","Hanley Ramirez_BOS","Mitch Moreland_BOS","Ryan Schimpf_SD","Javier Baez_CHC","Kyle Schwarber_CHC","Jorge Soler_KC","Jon Jay_CHC","Alex Dickerson_SD","Franchy Cordero_SD","Manuel Margot_SD","Albert Almora_CHC","Chris Young_BOS","Brock Holt_BOS","Jorge Bonifacio_KC","Cheslor Cuthbert_KC","Miguel Montero_CHC","Jeimer Candelario_CHC","Austin Hedges_SD","Mark Zagunis_CHC","Paulo Orlando_KC","Billy Burns_KC","Travis Jankowski_SD","Cory Spangenberg_SD","Pablo Sandoval_BOS","Matt Szczur_SD","Brandon Moss_KC","Alex Gordon_KC","Steve Selsky_BOS","Marco Hernandez_BOS","Chase d'Arnaud_SD","Tommy La Stella_CHC","Allen Cordoba_SD","Alcides Escobar_KC","Ryan O'Hearn_KC","Christian Bethancourt_SD","Jose Rondon_SD","Luis Urias_SD","Sandy Leon_BOS","Deven Marrero_BOS","Terrance Gore_KC","Sam Travis_BOS","Erick Aybar_SD","Christian Vazquez_BOS","Jabari Blash_SD","Carlos Asuaje_SD","Raul Mondesi_KC","Hector Sanchez_SD","Josh Rutledge_BOS","Eloy Jimenez_CHC","Drew Butera_KC","Ramon Torres_KC","Hunter Dozier_KC","Luis Torrens_SD"
94.4243551587302,0,0,0,12.6199453551913,0,0,0,8.19430272108844,27.8422077922078,0,0,0,0,0,0,15.4113475177305,0,0,0,0,7.68815987933635,5.27676767676768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5426136363636,0,0,0,0,0.709677419354839,0,0,0,0,0,0,0,0,0,0
0,68.6507936507936,13.7109877264757,0,0,0,0,0,0,0,5.12458471760797,0,24.5,0,0,0,0,0,26.3690476190476,3.51795918367347,0,0,0,0,0.614975845410628,7.79058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.7109877264757,76.7220338983051,0,0,0,0,0,0,0,17.4738675958188,0,13.1408536585366,0,0,0,0,0,18.6063829787234,13.0704787234043,0,0,0,0,10.9712070874862,3.29255319148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,59.1249359959037,0,0,0,0,0,0,0,-2.51948051948052,0,0,3.56648936170213,4.86123911930364,0,12.2424812030075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.17073170731707,0,0,0,0,0,0,0,0,0,0,0,-1.89676113360324,9.02976190476191,0,0,0,0,0,8.49487967229903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.6199453551913,0,0,0,56.5711263881544,0,0,0,7.66751700680272,17.0737246680643,0,0,0,0,0,0,6.28405797101449,0,0,0,0,-1.88612368024133,11.0714804063861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8991935483871,0,0,0,0,-2.07126436781609,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,46.6884615384615,13.2980030721966,0,0,0,0,0,0,-3.73664727657324,0,0,0,0,0,0,0,0,0,0.509291521486643,0,0,0,0,0,0,4.05833333333333,0,0,0,0,0,0,0,6.62405731523379,0,0,0,0,13.0852272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52358926919519,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13.2980030721966,58.2767857142857,0,0,0,0,0,0,0.220218579234973,0,0,0,0,0,0,0,0,0,-5.49651567944251,0,0,0,0,0,0,11.6640243902439,0,0,0,0,0,0,0,10.0007843137255,0,0,0,0,-7.3679435483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07826086956522,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.19430272108844,0,0,0,7.66751700680272,0,0,0,58.1466666666667,5.72203765227021,0,0,0,0,0,0,0.923015873015873,0,0,0,0,-9.38841463414634,4.97251585623679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24833333333333,0,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0
27.8422077922078,0,0,0,17.0737246680643,0,0,0,5.72203765227021,74.7117362371446,0,0,0,0,0,0,14.7761332099907,0,0,0,0,5.83838383838384,19.4426974143955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1816091954023,0,0,0,0,6.86111111111111,0,0,0,0,0,0,0,0,0,0
0,5.12458471760797,17.4738675958188,0,0,0,0,0,0,0,44.7596899224806,0,2.71494252873563,0,0,0,0,0,14.5095238095238,16.0833333333333,0,0,0,0,0.615079365079365,-2.02177177177177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-2.51948051948052,0,0,0,0,0,0,0,59.0768300060496,0,0,4.15151515151515,7.77313974591652,0,7.05490196078431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93170731707317,0,0,0,0,0,0,0,0,0,0,0,14.1288461538462,16.0805515239478,0,0,0,0,0,-2.71143375680581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.5,13.1408536585366,0,0,0,0,0,0,0,2.71494252873563,0,62.5636363636364,0,0,0,0,0,24.801247771836,7.44028520499109,0,0,0,0,-10.7739495798319,-7.55882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-3.73664727657324,0.220218579234973,0,0,0,0,0,0,53.2396313364055,0,0,0,0,0,0,0,0,0,-8.48353658536585,0,0,0,0,0,0,-3.51794871794872,0,0,0,0,0,0,0,-3.7121568627451,0,0,0,0,6.5494623655914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44090909090909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.56648936170213,0,0,0,0,0,0,0,4.15151515151515,0,0,47.7142857142857,3.95510204081633,0,2.45459579180509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69207317073171,0,0,0,0,0,0,0,0,0,0,0,4.41025641025641,10.4270613107822,0,0,0,0,0,8.4530612244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.86123911930364,0,0,0,0,0,0,0,7.77313974591652,0,0,3.95510204081633,39.9509615384615,0,8.71718088324259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27167019027484,0,0,0,0,0,0,0,0,0,0,0,9.54807692307692,13.3287551139684,0,0,0,0,0,6.62163461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4113475177305,0,0,0,6.28405797101449,0,0,0,0.923015873015873,14.7761332099907,0,0,0,0,0,0,23.265306122449,0,0,0,0,6.55334281650071,0.512626262626263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3917378917379,0,0,0,0,5.68379446640316,0,0,0,0,0,0,0,0,0,0
0,0,0,12.2424812030075,0,0,0,0,0,0,0,7.05490196078431,0,0,2.45459579180509,8.71718088324259,0,51.4776164549304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.18623481781376,0,0,0,0,0,0,0,0,0,0,0,15.7327731092437,10.3042986425339,0,0,0,0,0,3.23926194797338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26.3690476190476,18.6063829787234,0,0,0,0,0,0,0,14.5095238095238,0,24.801247771836,0,0,0,0,0,39.875,3.43589743589744,0,0,0,0,-2.05846774193548,6.19146341463415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.51795918367347,13.0704787234043,0,0,0,0,0,0,0,16.0833333333333,0,7.44028520499109,0,0,0,0,0,3.43589743589744,46.7628571428571,0,0,0,0,-17.4375,8.11806543385491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.68815987933635,0,0,0,-1.88612368024133,0,0,0,-9.38841463414634,5.83838383838384,0,0,0,0,0,0,6.55334281650071,0,0,0,0,42.3265602322206,0.126849894291755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,-8.81766381766382,0,0,0,0,0,0,0,0,0,0
5.27676767676768,0,0,0,11.0714804063861,0,0,0,4.97251585623679,19.4426974143955,0,0,0,0,0,0,0.512626262626263,0,0,0,0,0.126849894291755,50.2449874686717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4187192118227,0,0,0,0,5.14814814814815,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.509291521486643,-5.49651567944251,0,0,0,0,0,0,-8.48353658536585,0,0,0,0,0,0,0,0,0,53.1572535991141,0,0,0,0,0,0,1.80208333333333,0,0,0,0,0,0,0,-4.23440285204991,0,0,0,0,-2.52857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.15165165165165,0,0,0,0,0,0,0,0,0,0,0
0,0.614975845410628,10.9712070874862,0,0,0,0,0,0,0,0.615079365079365,0,-10.7739495798319,0,0,0,0,0,-2.05846774193548,-17.4375,0,0,0,0,77.2146160962072,16.5169340463458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.79058823529412,3.29255319148936,0,0,0,0,0,0,0,-2.02177177177177,0,-7.55882352941176,0,0,0,0,0,6.19146341463415,8.11806543385491,0,0,0,0,16.5169340463458,47.8190045248869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.05833333333333,11.6640243902439,0,0,0,0,0,0,-3.51794871794872,0,0,0,0,0,0,0,0,0,1.80208333333333,0,0,0,0,0,0,34.9378048780488,0,0,0,0,0,0,0,-2.10516934046346,0,0,0,0,-2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03095238095238,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-7.17073170731707,0,0,0,0,0,0,0,8.93170731707317,0,0,3.69207317073171,2.27167019027484,0,-5.18623481781376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0903805496829,0,0,0,0,0,0,0,0,0,0,0,7.54166666666667,-4.7475106685633,0,0,0,0,0,2.78541226215645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6.62405731523379,10.0007843137255,0,0,0,0,0,0,-3.7121568627451,0,0,0,0,0,0,0,0,0,-4.23440285204991,0,0,0,0,0,0,-2.10516934046346,0,0,0,0,0,0,0,60.4651669085631,0,0,0,0,10.4391534391534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.518018018018018,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13.0852272727273,-7.3679435483871,0,0,0,0,0,0,6.5494623655914,0,0,0,0,0,0,0,0,0,-2.52857142857143,0,0,0,0,0,0,-2.75,0,0,0,0,0,0,0,10.4391534391534,0,0,0,0,40.4385026737968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.697628458498024,0,0,0,0,0,0,0,0,0,0,0
