"Bryce Harper_Was","Starling Marte_Pit","Trea Turner_Was","Nelson Cruz_Sea","Yoenis Cespedes_NYM","Gary Sanchez_NYY","Andrew McCutchen_Pit","Robinson Cano_Sea","Jean Segura_Sea","Daniel Murphy_Was","Gregory Polanco_Pit","Khris Davis_Oak","Chris Carter_NYY","Kyle Seager_Sea","Adam Eaton_Was","Matt Holliday_NYY","Rajai Davis_Oak","Curtis Granderson_NYM","Brett Gardner_NYY","Anthony Rendon_Was","Jacoby Ellsbury_NYY","Aaron Judge_NYY","Trevor Plouffe_Oak","David Wright_NYM","Asdrubal Cabrera_NYM","Josh Harrison_Pit","Ryon Healy_Oak","Marcus Semien_Oak","Mitch Haniger_Sea","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","Michael Conforto_NYM","Starlin Castro_NYY","Didi Gregorius_NYY","Jayson Werth_Was","Greg Bird_NYY","Alen Hanson_Pit","Stephen Vogt_Oak","Danny Valencia_Sea","Jose Reyes_NYM","Michael Taylor_Was","Taylor Motter_Sea","Leonys Martin_Sea","Ryan Zimmerman_Was","Wilmer Flores_NYM","Josh Bell_Pit","Chase Headley_NYY","Josh Phegley_Oak","Mark Canha_Oak","Francisco Cervelli_Pit","Adam Frazier_Pit","David Freese_Pit","Jordy Mercer_Pit","Yonder Alonso_Oak","Jarrod Dyson_Sea","Matt Wieters_Was","Travis d'Arnaud_NYM","Adam Lind_Was","John Jaso_Pit","Pete Kozma_NYY","Kevin Newman_Pit","Aaron Hicks_NYY","Mike Zunino_Sea","Jed Lowrie_Oak","Ben Gamel_Sea","TJ Rivera_NYM","Brandon Nimmo_NYM","Jose Osuna_Pit","Jake Smolinski_Oak","Gleyber Torres_NYY","Bruce Maxwell_Oak","Guillermo Heredia_Sea","Stephen Drew_Was","Juan Lagares_NYM","Austin Romine_NYY","Phil Gosselin_Pit","Shawn O'Malley_Sea","Matt Joyce_Oak","Wilmer Difo_Was","Ronald Torreyes_NYY","Carlos Ruiz_Sea","Adam Rosales_Oak","Chris Heisey_Was","Kevin Plawecki_NYM","Kyle Higashioka_NYY","Chad Pinder_Oak","Rene Rivera_NYM","Jose Lobaton_Was","Chris Stewart_Pit","Mike Freeman_Sea","Jaff Decker_Oak","Grant Green_Was"
192.25641025641,0,-8.83333333333333,0,0,0,0,0,0,-10.9242424242424,0,0,0,0,59.0909090909091,0,0,0,0,35.8909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48611111111111,0,0,0,0,0,2,0,0,81.2636363636364,0,0,0,0,0,0,0,0,0,0,0,15.1909090909091,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,48.8571428571429,0,0,0,-137.5,0,0,0,0,125,0,0,0,0
0,72.9444444444444,0,0,0,0,27.6666666666667,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57142857142857,0,0,0,24.25,31.0714285714286,-21.5416666666667,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.83333333333333,0,27.6666666666667,0,0,0,0,0,0,-6.5,0,0,0,0,4.16666666666667,0,0,0,0,14.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,-29.1666666666667,0,0,0,0,0,0,0,0,0,0,0,-30.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26.6176470588235,0,0,0,10.7463235294118,-9.73333333333333,0,0,0,0,9.99166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0,-2.5,0,0,-10.5,18.2575757575758,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,-0.477272727272727,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,196.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,39.2727272727273,0,0,0,0,0,0,62.0384615384615,0,0,0,0,148.944444444444,14.6153846153846,-28.1538461538462,29,0,0,0,0,0,0,0,14.6363636363636,0,0,0,0,72.3333333333333,0,0,0,0,0,0,0,0,0,0,0,187.211111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
0,0,0,0,0,83.7,0,0,0,0,0,0,0,0,0,81.9,0,0,80.7,0,-17.25,-14,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.6,0,0,0,0,0,0,0,0,0,0,0,0
0,27.6666666666667,0,0,0,0,54.1538461538462,0,0,0,-3.36666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3636363636364,0,0,0,10.6060606060606,29.8333333333333,11.9871794871795,9.63461538461539,0,0,0,0,0,-38.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
0,0,0,10.7463235294118,0,0,0,47.6544117647059,-22.8666666666667,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37132352941176,0,0,0,0,0,0,0,0,0,0,-5.14285714285714,0,0,1.01818181818182,5.93181818181818,0,0,0,0,0,0,0,0,0,0,0,17.0166666666667,0,0,0,0,0,0,0,-6.11363636363636,0,0,0,0,0,0,0,0,-5.06666666666667,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-9.73333333333333,0,0,0,-22.8666666666667,59.4666666666667,0,0,0,0,0.933333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0,0,0,-12.2666666666667,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-2.33333333333333,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.9242424242424,0,-6.5,0,0,0,0,0,0,105.174242424242,0,0,0,0,-22.9181818181818,0,0,0,0,1.17777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8194444444444,0,0,0,0,0,0,0,0,-30.5555555555556,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162.5,0,0,0,0,0,-8.45238095238095,0,0,0,-11,0,0,0,0,10,0,0,0,0
0,12.5,0,0,0,0,-3.36666666666667,0,0,0,64.0111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.02777777777778,0,0,0,-0.107142857142857,-2.8,0.222222222222222,5.54444444444444,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,57.6,0,0,0,0,-8.36363636363636,0,0,0,0,0,20.0879120879121,0,0,0,-10.5,-2.60714285714286,0,0,0,0,0,0,0,0,0,0,14.0818181818182,0,0,0,0,0,0,0,0,0,29,10.5,0,0,0,0,24.6909090909091,0,0,0,0,0,0,0,0,0,-11.8681318681319,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6454545454545,0,0,0,-20.1388888888889,0,0,0,91.8333333333333,0,0,0,0,-9,0
0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,-2.5,0,0,22.5,0,4.35,-14,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,26.25,0,0,0,0,0,0,0,0,0,0,0,0,-7.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,-24.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0
