"Bryce Harper_WAS","Starling Marte_PIT","Trea Turner_WAS","Nelson Cruz_SEA","Yoenis Cespedes_NYM","Gary Sanchez_NYY","Andrew McCutchen_PIT","Robinson Cano_SEA","Jean Segura_SEA","Daniel Murphy_WAS","Gregory Polanco_PIT","Khris Davis_OAK","Chris Carter_NYY","Kyle Seager_SEA","Adam Eaton_WAS","Matt Holliday_NYY","Rajai Davis_OAK","Curtis Granderson_NYM","Brett Gardner_NYY","Anthony Rendon_WAS","Jacoby Ellsbury_NYY","Aaron Judge_NYY","Trevor Plouffe_OAK","David Wright_NYM","Asdrubal Cabrera_NYM","Josh Harrison_PIT","Ryon Healy_OAK","Marcus Semien_OAK","Mitch Haniger_SEA","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","Michael Conforto_NYM","Starlin Castro_NYY","Didi Gregorius_NYY","Jayson Werth_WAS","Greg Bird_NYY","Alen Hanson_PIT","Stephen Vogt_OAK","Danny Valencia_SEA","Jose Reyes_NYM","Michael Taylor_WAS","Taylor Motter_SEA","Leonys Martin_SEA","Ryan Zimmerman_WAS","Wilmer Flores_NYM","Josh Bell_PIT","Chase Headley_NYY","Josh Phegley_OAK","Mark Canha_OAK","Francisco Cervelli_PIT","Adam Frazier_PIT","David Freese_PIT","Jordy Mercer_PIT","Yonder Alonso_OAK","Jarrod Dyson_SEA","Matt Wieters_WAS","Travis d'Arnaud_NYM","Adam Lind_WAS","John Jaso_PIT","Pete Kozma_NYY","Kevin Newman_PIT","Aaron Hicks_NYY","Mike Zunino_SEA","Jed Lowrie_OAK","Ben Gamel_SEA","TJ Rivera_NYM","Brandon Nimmo_NYM","Jose Osuna_PIT","Jake Smolinski_OAK","Gleyber Torres_NYY","Bruce Maxwell_OAK","Guillermo Heredia_SEA","Stephen Drew_WAS","Juan Lagares_NYM","Austin Romine_NYY","Phil Gosselin_PIT","Shawn O'Malley_SEA","Matt Joyce_OAK","Wilmer Difo_WAS","Ronald Torreyes_NYY","Carlos Ruiz_SEA","Adam Rosales_OAK","Chris Heisey_WAS","Kevin Plawecki_NYM","Kyle Higashioka_NYY","Chad Pinder_OAK","Rene Rivera_NYM","Jose Lobaton_WAS","Chris Stewart_PIT","Mike Freeman_SEA","Jaff Decker_OAK","Grant Green_WAS"
208.358974358974,0,0,0,0,0,0,0,0,-4.9459009919822,0,0,0,0,74.0775394018962,0,0,0,0,41.2399144256949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06156464020045,0,0,0,0,0,0,0,0,77.3219417303572,0,0,0,0,0,0,0,0,0,0,0,29.8720953578438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.635249974452,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107.672727272727,0,0,0,0,8.54647934054806,0,0,0,-6.47966114818722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5117519410861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0331726832618,0,0,0,26.2915570860188,53.6816590107553,-9.42681485109488,4.92087031789307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,28.3161764705882,0,0,0,-1.86271245339277,0,0,0,0,0,9.85892027459104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036356074631265,0,0,0,0,0,0,0,0,0,0,-3.28719904720796,0,0,-15.734805464842,16.367141797427,0,0,0,0,0,0,0,0,0,0,0,12.7987935449954,0,0,0,0,0,0,0,-2.60959194207302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,184.828571428571,0,0,0,0,0,0,0,0,0,0,0,0,49.2513264893164,0,0,0,0,0,0,54.35074109268,0,0,0,0,86.5209205234,9.87454936379739,-12.9884425054226,0,0,0,0,0,0,0,0,12.9562893928667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.071960972076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.54647934054806,0,0,0,0,33.4120879120879,0,0,0,8.48094678124689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34605908404845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.5875646970785,0,0,0,7.74041430867083,2.07944783532314,0.754367998488062,6.69816908529743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.86271245339277,0,0,0,58.6102941176471,0,0,0,0,0,-5.3866671071588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4080906553881,0,0,0,0,0,0,0,0,0,0,-0.843920513940679,0,0,-11.9559776454209,6.33570144922715,0,0,0,0,0,0,0,0,0,0,0,14.8696475687221,0,0,0,0,0,0,0,-2.19551467304318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.9459009919822,0,0,0,0,0,0,0,0,107.060606060606,0,0,0,0,-16.0105519859028,0,0,0,0,2.49661776816709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0570461162888,0,0,0,0,0,0,0,0,-72.0089720754702,0,0,0,0,0,0,0,0,0,0,0,26.5753361720541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.52706464467185,0,0,0,0,0,0,0,0,0,0,0,0,0
