"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"P","Jose De Leon",7900,"Det@TB 07:10PM ET",0,"TB",NA,NA,NA,NA,NA
"OF","Mike Trout",5200,"LAA@Hou 08:10PM ET",9.429,"LAA",0,11.1,10.4,9.6,NA
"OF","Bryce Harper",5100,"Was@Atl 07:35PM ET",12.25,"Was",0,11,9.49,9.2,NA
"1B","Anthony Rizzo",5000,"Mil@ChC 08:05PM ET",7.417,"ChC",0,11.7,10.3,8.8,NA
"3B","Kris Bryant",5000,"Mil@ChC 08:05PM ET",9.083,"ChC",0,11.7,10.32,9.3,NA
"3B","Manny Machado",4900,"Bal@Cin 07:10PM ET",7.273,"Bal",0,10.1,9.53,8.8,NA
"1B","Paul Goldschmidt",4900,"Ari@SD 10:10PM ET",9.385,"Ari",0,8.2,9.89,9.2,NA
"OF","Mookie Betts",4800,"Bos@Tor 07:07PM ET",6.556,"Bos",0,8.3,8.93,9.3,NA
"1B","Joey Votto",4800,"Bal@Cin 07:10PM ET",7.462,"Cin",0,8.1,9.53,9.1,NA
"2B","Jose Altuve",4800,"LAA@Hou 08:10PM ET",9.167,"Hou",0,9,9.87,8.8,NA
"SS","Francisco Lindor",4700,"Cle@Min 08:10PM ET",12,"Cle",0,8.3,9.09,8,NA
"1B","Chris Davis",4700,"Bal@Cin 07:10PM ET",9.091,"Bal",0,9.1,9.13,8.3,NA
"SS","Carlos Correa",4700,"LAA@Hou 08:10PM ET",5.833,"Hou",NA,8.7,8.95,8.5,NA
"2B","Brian Dozier",4600,"Cle@Min 08:10PM ET",9.909,"Min",0,7.5,9.64,8.4,NA
"OF","Ryan Braun",4600,"Mil@ChC 08:05PM ET",9.615,"Mil",0,12.8,9.59,9.4,NA
"OF","Jose Bautista",4600,"Bos@Tor 07:07PM ET",4.5,"Tor",0,8.2,9.63,8,NA
"OF","Yoenis Cespedes",4600,"Phi@NYM 07:10PM ET",10.615,"NYM",0,7.7,8.56,7.7,NA
"OF","Mark Trumbo",4600,"Bal@Cin 07:10PM ET",6.455,"Bal",0,8.5,8.57,7.3,NA
"1B","Wil Myers",4600,"Ari@SD 10:10PM ET",10.769,"SD",0,8.5,8.47,7.9,NA
"1B","Edwin Encarnacion",4500,"Cle@Min 08:10PM ET",5.583,"Cle",0,8.3,9.51,7.9,NA
"OF","Michael Brantley",4500,"Cle@Min 08:10PM ET",7.7,"Cle",0,8.3,9.14,7.7,NA
"3B","Josh Donaldson",4500,"Bos@Tor 07:07PM ET",8.333,"Tor",NA,0,NA,0,NA
"C","Gary Sanchez",4500,"CWS@NYY 07:05PM ET",4.8,"NYY",NA,0,NA,0,NA
"1B","Miguel Cabrera",4500,"Det@TB 07:10PM ET",6.583,"Det",0,8.4,8.32,7.9,NA
"OF","Adam Jones",4500,"Bal@Cin 07:10PM ET",8,"Bal",0,8.6,8.37,7.3,NA
"1B/OF","Carlos Santana",4400,"Cle@Min 08:10PM ET",8.25,"Cle",0,8.2,9.16,7.7,NA
"OF","Kyle Schwarber",4400,"Mil@ChC 08:05PM ET",8.25,"ChC",0,11.8,10.12,7.2,NA
"OF","Starling Marte",4400,"Pit@StL 08:15PM ET",8.417,"Pit",0,9.3,9.13,8.4,NA
"1B/3B","Todd Frazier",4400,"CWS@NYY 07:05PM ET",4.556,"CWS",0,6.9,7.4,8.4,NA
"OF","George Springer",4400,"LAA@Hou 08:10PM ET",11,"Hou",0,9.2,9.33,8,NA
"3B","Nolan Arenado",4400,"Col@LAD 10:10PM ET",9.5,"Col",0,7.4,7.77,9.2,NA
"SS","Corey Seager",4400,"Col@LAD 10:10PM ET",9.286,"LAD",0,6.8,8.61,7.7,NA
"2B","Daniel Murphy",4400,"Was@Atl 07:35PM ET",10.583,"Was",0,9.2,8.56,8.2,NA
"2B","Jason Kipnis",4300,"Cle@Min 08:10PM ET",0,"Cle",NA,0,NA,0,NA
"2B","Jonathan Villar",4300,"Mil@ChC 08:05PM ET",8.077,"Mil",0,11.3,9.85,8.8,NA
"OF","Dexter Fowler",4300,"Pit@StL 08:15PM ET",4.333,"StL",0,7.8,8.18,7.3,NA
"1B","Jose Abreu",4300,"CWS@NYY 07:05PM ET",4.364,"CWS",0,7.2,6.99,7.6,NA
"OF","Nelson Cruz",4300,"Mia@Sea 10:10PM ET",6,"Sea",0,7.7,9.28,9,NA
"OF","Charlie Blackmon",4300,"Col@LAD 10:10PM ET",7.714,"Col",0,7,7.52,8.2,NA
"OF/SS","Trea Turner",4300,"Was@Atl 07:35PM ET",5.2,"Was",NA,0,NA,0,NA
"1B","Matt Carpenter",4200,"Pit@StL 08:15PM ET",5.75,"StL",0,8.5,8.3,8,NA
"OF","Andrew McCutchen",4200,"Pit@StL 08:15PM ET",7.25,"Pit",0,8.5,7.78,7.9,NA
"2B","Robinson Cano",4200,"Mia@Sea 10:10PM ET",6.154,"Sea",0,6.4,8.75,7.3,NA
"SS","Jean Segura",4200,"Mia@Sea 10:10PM ET",9.25,"Sea",NA,0,NA,0,NA
"OF","Giancarlo Stanton",4200,"Mia@Sea 10:10PM ET",8,"Mia",0,8.2,9.15,7.9,NA
"3B","Miguel Sano",4100,"Cle@Min 08:10PM ET",11,"Min",0,7.3,8.83,7.7,NA
"2B/OF","Ben Zobrist",4100,"Mil@ChC 08:05PM ET",7,"ChC",0,8.9,8.94,6.8,NA
"1B/OF","Hanley Ramirez",4100,"Bos@Tor 07:07PM ET",6.625,"Bos",0,7.1,7.33,7.7,NA
"OF","Gregory Polanco",4100,"Pit@StL 08:15PM ET",7.4,"Pit",NA,0,7.7,8.1,NA
"1B","Chris Carter",4100,"CWS@NYY 07:05PM ET",4.429,"NYY",NA,0,1.97,2.1,NA
"2B","Ian Kinsler",4100,"Det@TB 07:10PM ET",7.818,"Det",0,7.3,7.65,7.5,NA
"OF","JD. Martinez",4100,"Det@TB 07:10PM ET",0,"Det",NA,0,NA,0,NA
"2B","Rougned Odor",4100,"Tex@Oak 10:05PM ET",7.667,"Tex",0,7.4,7.46,7.9,NA
"OF","Adam Duvall",4100,"Bal@Cin 07:10PM ET",8.462,"Cin",0,7.2,8.43,7.5,NA
"SS","Trevor Story",4100,"Col@LAD 10:10PM ET",4.786,"Col",0,6.7,7.1,8.7,NA
"1B","Freddie Freeman",4100,"Was@Atl 07:35PM ET",10.455,"Atl",0,8,7.95,9,NA
"OF","Lorenzo Cain",4000,"SF@KC 08:15PM ET",8.667,"KC",0,7.8,9.17,7.7,NA
"2B","Jose Ramirez",4000,"Cle@Min 08:10PM ET",10.167,"Cle",0,7.5,8.09,7,NA
"SS","Troy Tulowitzki",4000,"Bos@Tor 07:07PM ET",6.5,"Tor",0,7.8,7.79,7.5,NA
"SS","Aledmys Diaz",4000,"Pit@StL 08:15PM ET",8.083,"StL",NA,8.6,8.08,7.4,NA
"OF","Stephen Piscotty",4000,"Pit@StL 08:15PM ET",7.8,"StL",0,7.5,7.65,7.4,NA
"OF","Melky Cabrera",4000,"CWS@NYY 07:05PM ET",6.5,"CWS",NA,7.6,6.78,6.8,NA
"3B","Evan Longoria",4000,"Det@TB 07:10PM ET",6.923,"TB",0,6.4,7.73,7.8,NA
"OF","Shin-soo Choo",4000,"Tex@Oak 10:05PM ET",7.3,"Tex",NA,NA,NA,NA,NA
"3B","Jose Reyes",4000,"Phi@NYM 07:10PM ET",2.308,"NYM",0,5.8,7.19,5.5,NA
"OF","Billy Hamilton",4000,"Bal@Cin 07:10PM ET",7.5,"Cin",0,8,8.84,8.3,NA
"1B","Albert Pujols",4000,"LAA@Hou 08:10PM ET",6.071,"LAA",0,8.7,7.6,6.6,NA
"OF","Carlos Gonzalez",4000,"Col@LAD 10:10PM ET",4.538,"Col",0,6.2,6.95,6.9,NA
"OF","AJ. Pollock",4000,"Ari@SD 10:10PM ET",6.75,"Ari",NA,7.9,NA,9.2,NA
"1B","Eric Hosmer",3900,"SF@KC 08:15PM ET",4.333,"KC",0,8.2,8.41,7.6,NA
"OF","Hunter Pence",3900,"SF@KC 08:15PM ET",7.286,"SF",0,8.4,8.46,7.6,NA
"1B/OF","Eric Thames",3900,"Mil@ChC 08:05PM ET",13.455,"Mil",0,9.3,2.03,6.8,NA
"2B","Devon Travis",3900,"Bos@Tor 07:07PM ET",2.667,"Tor",NA,5.9,6.78,5.5,NA
"3B/SS","Xander Bogaerts",3900,"Bos@Tor 07:07PM ET",8.25,"Bos",0,6.2,6.48,7.8,NA
"1B/OF","Matt Holliday",3900,"CWS@NYY 07:05PM ET",5.75,"NYY",0,7.3,7.92,6.1,NA
"OF","Justin Upton",3900,"Det@TB 07:10PM ET",7.25,"Det",0,7.5,7.1,7.4,NA
"3B","Adrian Beltre",3900,"Tex@Oak 10:05PM ET",0,"Tex",NA,0,NA,0,NA
"OF","Curtis Granderson",3900,"Phi@NYM 07:10PM ET",4.75,"NYM",0,7.7,7.68,7.8,NA
"3B","Kyle Seager",3900,"Mia@Sea 10:10PM ET",5.923,"Sea",0,6.2,7.83,7.4,NA
"OF","Christian Yelich",3900,"Mia@Sea 10:10PM ET",9.167,"Mia",0,8.4,8.54,8.3,NA
"2B","Jonathan Schoop",3900,"Bal@Cin 07:10PM ET",7.727,"Bal",0,7.7,7.08,7.4,NA
"3B","Alex Bregman",3900,"LAA@Hou 08:10PM ET",6.167,"Hou",0,7.6,8.77,7.6,NA
"OF","Ian Desmond",3900,"Col@LAD 10:10PM ET",0,"Col",NA,0,NA,0,NA
"3B","Jake Lamb",3900,"Ari@SD 10:10PM ET",10.667,"Ari",0,7,7.72,7.8,NA
"OF","Max Kepler",3800,"Cle@Min 08:10PM ET",7.75,"Min",0,7.3,8.34,8,NA
"1B","Kendrys Morales",3800,"Bos@Tor 07:07PM ET",7,"Tor",0,7.6,8.63,7.4,NA
"OF","Brett Gardner",3800,"CWS@NYY 07:05PM ET",8,"NYY",NA,7.7,7.91,7.2,NA
"C","Jonathan Lucroy",3800,"Tex@Oak 10:05PM ET",5.889,"Tex",0,6.4,6.47,6.3,NA
"3B","Maikel Franco",3800,"Phi@NYM 07:10PM ET",6.167,"Phi",0,7.2,6.68,6.4,NA
"2B","Dee Gordon",3800,"Mia@Sea 10:10PM ET",8.25,"Mia",0,7.9,9.69,7.7,NA
"C","Welington Castillo",3800,"Bal@Cin 07:10PM ET",5.667,"Bal",0,6.8,6.96,4.7,NA
"C","Evan Gattis",3800,"LAA@Hou 08:10PM ET",6.571,"Hou",0,0,1.9,1.8,NA
"1B","Adrian Gonzalez",3800,"Col@LAD 10:10PM ET",4.714,"LAD",0,5.7,7.33,6.5,NA
"OF","Yasiel Puig",3800,"Col@LAD 10:10PM ET",10.571,"LAD",0,7.9,7.98,6.9,NA
"OF","Yasmany Tomas",3800,"Ari@SD 10:10PM ET",7.273,"Ari",NA,6.2,7.27,6.6,NA
"1B/C","Buster Posey",3700,"SF@KC 08:15PM ET",8,"SF",NA,0,8.5,2.3,NA
"1B","Brandon Belt",3700,"SF@KC 08:15PM ET",9.231,"SF",0,9,8.86,8.2,NA
"3B/SS","Eduardo Nunez",3700,"SF@KC 08:15PM ET",7.538,"SF",0,8.3,8.15,6.8,NA
"OF","Alex Gordon",3700,"SF@KC 08:15PM ET",4.583,"KC",0,7.7,8.4,6.7,NA
"1B","Joe Mauer",3700,"Cle@Min 08:10PM ET",4.545,"Min",0,6.1,7.18,6.1,NA
"2B","Javier Baez",3700,"Mil@ChC 08:05PM ET",4.091,"ChC",0,7.8,1.93,1.9,NA
"OF","Keon Broxton",3700,"Mil@ChC 08:05PM ET",4.909,"Mil",0,9.5,8.83,7.2,NA
"C","Russell Martin",3700,"Bos@Tor 07:07PM ET",3.8,"Tor",0,6.4,7.16,6.5,NA
"OF","Jackie Bradley",3700,"Bos@Tor 07:07PM ET",9,"Bos",NA,0,NA,0,NA
"OF","Randal Grichuk",3700,"Pit@StL 08:15PM ET",5.333,"StL",NA,7.6,6.78,6.6,NA
"SS","Tim Anderson",3700,"CWS@NYY 07:05PM ET",4.4,"CWS",NA,6.2,6.84,6.9,NA
"OF","Jacoby Ellsbury",3700,"CWS@NYY 07:05PM ET",7.833,"NYY",0,7.2,7.69,7.2,NA
"OF","Aaron Judge",3700,"CWS@NYY 07:05PM ET",8.818,"NYY",0,7,7.15,5.1,NA
"1B","Mike Napoli",3700,"Tex@Oak 10:05PM ET",5.583,"Tex",0,6.2,7.26,6.5,NA
"OF","Carlos Gomez",3700,"Tex@Oak 10:05PM ET",6.833,"Tex",0,7.5,7.86,7.2,NA
"3B","David Wright",3700,"Phi@NYM 07:10PM ET",0,"NYM",NA,0,NA,0,NA
"SS","Asdrubal Cabrera",3700,"Phi@NYM 07:10PM ET",8.538,"NYM",NA,7.1,7.97,7.2,NA
"2B","Jose Peraza",3700,"Bal@Cin 07:10PM ET",6.917,"Cin",NA,6.9,8.26,7.3,NA
"OF","Seth Smith",3700,"Bal@Cin 07:10PM ET",8.125,"Bal",0,8.9,8.19,6.8,NA
"OF","Carlos Beltran",3700,"LAA@Hou 08:10PM ET",5.083,"Hou",0,7.8,8.17,7,NA
"OF","Kole Calhoun",3700,"LAA@Hou 08:10PM ET",5.714,"LAA",0,8.3,7.68,7.3,NA
"2B/3B","Logan Forsythe",3700,"Col@LAD 10:10PM ET",5.769,"LAD",0,8,8.25,8.1,NA
"OF","Joc Pederson",3700,"Col@LAD 10:10PM ET",6.077,"LAD",NA,0,1.87,2.3,NA
"OF","David Dahl",3700,"Col@LAD 10:10PM ET",0,"Col",NA,0,NA,0,NA
"OF","Adam Eaton",3700,"Was@Atl 07:35PM ET",9.917,"Was",0,8.9,8.58,7.8,NA
"1B/OF","Brandon Moss",3600,"SF@KC 08:15PM ET",5.222,"KC",0,7.4,7.37,6.1,NA
"OF","Denard Span",3600,"SF@KC 08:15PM ET",5.1,"SF",0,8.7,8.17,6.1,NA
"OF","Jorge Soler",3600,"SF@KC 08:15PM ET",0,"KC",NA,0,NA,0,NA
"1B","Kennys Vargas",3600,"Cle@Min 08:10PM ET",0,"Min",NA,0,NA,0,NA
"OF","Robbie Grossman",3600,"Cle@Min 08:10PM ET",8.4,"Min",0,5.8,1.61,4.5,NA
"C","Willson Contreras",3600,"Mil@ChC 08:05PM ET",5.5,"ChC",0,8.5,7.45,5.8,NA
"SS","Addison Russell",3600,"Mil@ChC 08:05PM ET",8.333,"ChC",0,9.2,8.1,7.6,NA
"OF","Domingo Santana",3600,"Mil@ChC 08:05PM ET",7.333,"Mil",0,10.7,8.11,6,NA
"2B","Dustin Pedroia",3600,"Bos@Tor 07:07PM ET",5.417,"Bos",0,6.6,7.41,6.9,NA
"OF","Mallex Smith",3600,"Det@TB 07:10PM ET",5.625,"TB",NA,0,NA,0,NA
"SS","Elvis Andrus",3600,"Tex@Oak 10:05PM ET",9.583,"Tex",0,6.9,7.5,6.6,NA
"OF","Khris Davis",3600,"Tex@Oak 10:05PM ET",11.5,"Oak",0,7.1,7.07,7.7,NA
"1B","Lucas Duda",3600,"Phi@NYM 07:10PM ET",8.727,"NYM",0,7.4,6.65,5.6,NA
"2B","Neil Walker",3600,"Phi@NYM 07:10PM ET",5.75,"NYM",0,6.9,7.26,6.9,NA
"OF","Jay Bruce",3600,"Phi@NYM 07:10PM ET",9.75,"NYM",0,7.6,6.98,7.3,NA
"OF","Odubel Herrera",3600,"Phi@NYM 07:10PM ET",6.167,"Phi",0,7.7,7.28,7.5,NA
"1B/OF","Hyun Soo Kim",3600,"Bal@Cin 07:10PM ET",3.5,"Bal",NA,NA,1.77,4.6,NA
"2B","Scooter Gennett",3600,"Bal@Cin 07:10PM ET",8.1,"Cin",NA,0,1.59,1.4,NA
"OF","Scott Schebler",3600,"Bal@Cin 07:10PM ET",7.25,"Cin",0,6.8,7.22,4.8,NA
