"Mike Trout_LAA","Corey Seager_LAD","Wil Myers_SD","Albert Pujols_LAA","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Logan Forsythe_LAD","Joc Pederson_LAD","Kole Calhoun_LAA","Justin Turner_LAD","Cameron Maybin_LAA","Ryan Schimpf_SD","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Yangervis Solarte_SD","Luis Valbuena_LAA","Manuel Margot_SD","Jefry Marte_LAA","Cody Bellinger_LAD","Chris Taylor_LAD","Alex Dickerson_SD","Hunter Renfroe_SD","Yunel Escobar_LAA","Ben Revere_LAA","Trayce Thompson_LAD","Cory Spangenberg_SD","Andrelton Simmons_LAA","Austin Barnes_LAD","Andrew Toles_LAD","Danny Espinosa_LAA","Rob Segedin_LAD","Travis Jankowski_SD","Andre Ethier_LAD","Scott Van Slyke_LAD","Christian Bethancourt_SD","Austin Hedges_SD","Erick Aybar_SD","Luis Sardinas_SD","Allen Cordoba_SD","Martin Maldonado_LAA","Jabari Blash_SD","Carlos Perez_LAA","Hector Sanchez_SD","Cliff Pennington_LAA","Luis Torrens_SD"
0,0,0,0,0,0,0,0,0,0,23.1868131868132,0,0,0,0,0,0,0,5.52747252747253,0,0,0,0,4.42857142857143,-4.46153846153846,0,0,-0.989010989010989,0,0,21.3846153846154,0,0,0,0,0,0,0,0,0,1.73626373626374,0,2.47252747252747,0,-3.53846153846154,0
0,0,0,0,0,0,0,0,0,0,0,52.6952380952381,0,0,0,8.11428571428571,0,-2.14285714285714,0,0,0,0,-11.2809523809524,0,0,0,0,0,0,0,0,0,-2.75714285714286,0,0,2.15142857142857,-16.4285714285714,-5.15384615384615,-2.42857142857143,-5.67582417582418,0,2.90909090909091,0,0,0,-1.11538461538462
0,0,0,0,0,0,0,0,0,0,0,0,59.956043956044,-1.18681318681319,-4.54945054945055,0,0,0,0,0,-3.16483516483516,0,0,0,0,0,0,0,-13.3626373626374,10.2307692307692,0,-0.934065934065934,0,0,-9.97802197802198,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.10989010989011,-0.835164835164835,0,0,0,0,0,-0.527472527472527,0,0,0,0,0,0,0,-1.40659340659341,3.07692307692308,0,-0.21978021978022,0,0,-0.791208791208791,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55494505494505,0,0,0,0,0,-1.25274725274725,0,0,0,0,0,0,0,6.35164835164835,2.92307692307692,0,-0.521978021978022,0,0,-0.648351648351648,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1714285714286,0,6.78571428571429,0,0,0,0,-16.1,0,0,0,0,0,0,0,0,0,2.32857142857143,0,0,-3.25142857142857,-3.71428571428571,14,1.28571428571429,-6.99450549450549,0,1.45454545454545,0,0,0,-2.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2857142857143,0,0,0,0,-2.14285714285714,0,0,0,0,0,0,0,0,0,-2.28571428571429,0,0,-3.4,-14.6428571428571,0.692307692307692,2,0.587912087912088,0,0.418181818181818,0,0,0,-1.65384615384615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7857142857143,0,0,0,0,16.7802197802198,0.230769230769231,0,0,0.406593406593407,0,0,17.0769230769231,0,0,0,0,0,0,0,0,0,-1.6043956043956,0,4.36813186813187,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2857142857143,0,0,0,0,0,0,0,-2.10989010989011,-4.61538461538461,0,-0.32967032967033,0,0,10.8131868131868,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9809523809524,0,0,0,0,0,0,0,0,0,-8.25714285714286,0,0,1.18714285714286,0.0714285714285714,-15.9230769230769,-3.35714285714286,1.42307692307692,0,0.0909090909090909,0,0,0,2.26923076923077
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2637362637363,-4.15384615384615,0,0,11.1428571428571,0,0,0.461538461538462,0,0,0,0,0,0,0,0,0,2.10989010989011,0,2.91208791208791,0,2.15384615384615,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4615384615385,0,0,4.69230769230769,0,0,-10,0,0,0,0,0,0,0,0,0,-5.84615384615385,0,-0.769230769230769,0,5.46153846153846,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2087912087912,0,0,-7.92307692307692,0,0,0,0,0,0,0,0,0,9.14285714285714,0,-1.48351648351648,0,5.23076923076923,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3736263736264,-5.38461538461539,0,-0.879120879120879,0,0,10.989010989011,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1538461538462,0,-1.92307692307692,0,0,-9.92307692307692,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6153846153846,0,0,0,0,0,0,0,0,0,-4.15384615384615,0,5,0,-2.92307692307692,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78571428571429,0,0,-0.10989010989011,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,2.12285714285714,-10.6428571428571,3.15384615384615,-2.14285714285714,-1.5989010989011,0,-0.563636363636364,0,0,0,2.42307692307692
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2197802197802,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56257142857143,-0.428571428571429,-1.78461538461538,-0.9,1.13626373626374,0,-0.156363636363636,0,0,0,1.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8571428571429,-7.15384615384615,11.7857142857143,22.2912087912088,0,-0.690909090909091,0,0,0,-2.88461538461538
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2307692307692,0,0,0,-0.309090909090909,0,0,0,-1.38461538461538
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.15384615384615,7,10.4120879120879,0,-0.218181818181818,0,0,0,-0.576923076923077
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.69230769230769,0,19.3241758241758,0,-0.581818181818182,0,0,0,0.961538461538462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8021978021978,0,-1.31868131868132,0,-3.69230769230769,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636363636364,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78571428571429,0,-0.384615384615385,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15384615384615,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127272727272727,0,0,0,1.96153846153846
