"Mike Trout_LAA","Corey Seager_LAD","Wil Myers_SD","Albert Pujols_LAA","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Logan Forsythe_LAD","Joc Pederson_LAD","Kole Calhoun_LAA","Justin Turner_LAD","Cameron Maybin_LAA","Ryan Schimpf_SD","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Yangervis Solarte_SD","Luis Valbuena_LAA","Manuel Margot_SD","Jefry Marte_LAA","Cody Bellinger_LAD","Chris Taylor_LAD","Alex Dickerson_SD","Hunter Renfroe_SD","Yunel Escobar_LAA","Ben Revere_LAA","Trayce Thompson_LAD","Cory Spangenberg_SD","Andrelton Simmons_LAA","Austin Barnes_LAD","Andrew Toles_LAD","Danny Espinosa_LAA","Rob Segedin_LAD","Travis Jankowski_SD","Andre Ethier_LAD","Scott Van Slyke_LAD","Christian Bethancourt_SD","Austin Hedges_SD","Erick Aybar_SD","Luis Sardinas_SD","Allen Cordoba_SD","Martin Maldonado_LAA","Jabari Blash_SD","Carlos Perez_LAA","Hector Sanchez_SD","Cliff Pennington_LAA","Luis Torrens_SD"
21.3021978021978,0,0,4.3021978021978,0,0,0,0,-1.14285714285714,0,5.1978021978022,0,0,0,0,0,0,0,6.04945054945055,0,0,0,0,7.49450549450549,0.461538461538462,0,0,-1.93406593406593,0,0,14.1538461538462,0,0,0,0,0,0,0,0,0,0.340659340659341,0,2.33516483516484,0,-4.53846153846154,0
0,63.978021978022,0,0,16.2857142857143,26.8681318681319,39.4615384615385,29.021978021978,0,39.4395604395604,0,0,20.8351648351648,-1.14285714285714,1.97802197802198,0,0,0,0,0,-2.63736263736264,0,0,0,0,0,0,0,31.8901098901099,11.3076923076923,0,-3.02197802197802,0,0,8.42857142857143,0,0,0,0,0,0,0,0,0,0,0
0,0,81.9809523809524,0,0,0,0,0,0,0,0,0.019047619047619,0,0,0,21.5285714285714,0,5.78571428571429,0,0,0,0,19.1380952380952,0,0,0,0,0,0,0,0,0,-7.45714285714286,0,0,-5.09428571428571,-2.57142857142857,-4,-3.21428571428571,-8.8956043956044,0,1.36363636363636,0,0,0,1.73076923076923
0,0,0,47.3021978021978,0,0,0,0,-3.45054945054945,0,-7.57142857142857,0,0,0,0,0,0,0,9.58791208791209,0,0,0,0,30.4175824175824,8.84615384615385,0,0,24.2967032967033,0,0,-6.23076923076923,0,0,0,0,0,0,0,0,0,0.032967032967033,0,1.18131868131868,0,9.38461538461539,0
0,0,0,0,17.1703296703297,0,4.88461538461539,13.8681318681319,0,14.1703296703297,0,0,10.8351648351648,-0.527472527472527,3.09340659340659,0,0,0,0,0,1.51648351648352,0,0,0,0,0,0,0,4.1978021978022,7.07692307692308,0,-0.906593406593407,0,0,1.35164835164835,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.79120879120879,79.2087912087912,9.69230769230769,-0.868131868131868,0,22.5604395604396,0,0,1.7032967032967,-2.54945054945055,-5.82417582417582,0,0,0,0,0,-6.59340659340659,0,0,0,0,0,0,0,17.956043956044,-1.30769230769231,0,-1.97802197802198,0,0,6.03296703296703,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,37.5,13.3076923076923,0,22.8846153846154,0,0,5.84615384615385,-2.15384615384615,5.26923076923077,0,0,0,0,0,-5.07692307692308,0,0,0,0,0,0,0,26.7692307692308,5.84615384615385,0,-0.576923076923077,0,0,3.38461538461538,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,33.2087912087912,0,22.5604395604396,0,0,38.8571428571429,0.21978021978022,0.0989010989010989,0,0,0,0,0,-3.82417582417582,0,0,0,0,0,0,0,0.879120879120879,9.07692307692308,0,-1.59340659340659,0,0,-6.04395604395604,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,35.978021978022,0,11.8351648351648,0,0,0,0,0,0,0,-2.71428571428571,0,0,0,0,6.7032967032967,3.46153846153846,0,0,17.8681318681319,0,0,-9.30769230769231,0,0,0,0,0,0,0,0,0,6.16483516483517,0,-1.97802197802198,0,1.15384615384615,0
0,0,0,0,0,0,0,0,0,39.7857142857143,0,0,21.0659340659341,-2.98901098901099,-1.13736263736264,0,0,0,0,0,-6.79120879120879,0,0,0,0,0,0,0,15.8901098901099,4,0,-0.137362637362637,0,0,-2.49450549450549,0,0,0,0,0,0,0,0,0,0,0
