"Kris Bryant_CHC","Michael Conforto_NYM","Anthony Rizzo_CHC","Willson Contreras_CHC","Yoenis Cespedes_NYM","Ian Happ_CHC","Ben Zobrist_CHC","Jay Bruce_NYM","Javier Baez_CHC","Lucas Duda_NYM","Jason Heyward_CHC","Wilmer Flores_NYM","Wil Myers_SD","Hunter Renfroe_SD","Cory Spangenberg_SD","Asdrubal Cabrera_NYM","Addison Russell_CHC","David Wright_NYM","Jose Abreu_CWS","Kyle Schwarber_CHC","Jose Reyes_NYM","Neil Walker_NYM","Jose Pirela_SD","Ryan Schimpf_SD","Melky Cabrera_CWS","Curtis Granderson_NYM","Travis d'Arnaud_NYM","Yangervis Solarte_SD","Yoan Moncada_CWS","Jon Jay_CHC","Matt Davidson_CWS","Jeimer Candelario_CHC","Albert Almora_CHC","Mark Zagunis_CHC","TJ Rivera_NYM","Carlos Asuaje_SD","Avisail Garcia_CWS","Matt Szczur_SD","Jabari Blash_SD","Hector Sanchez_SD","Travis Jankowski_SD","Amed Rosario_NYM","Alen Hanson_CWS","Tommy La Stella_CHC","Victor Caratini_CHC","Alex Dickerson_SD","Brandon Nimmo_NYM","Manuel Margot_SD","Adam Engel_CWS","Chase d'Arnaud_SD","Charlie Tilson_CWS","Juan Lagares_NYM","Christian Bethancourt_SD","Austin Hedges_SD","Gavin Cecchini_NYM","Luis Urias_SD","Tyler Saladino_CWS","Tim Anderson_CWS","Erick Aybar_SD","Matt Reynolds_NYM","Kevin Plawecki_NYM","Yolmer Sanchez_CWS","Franchy Cordero_SD","Leury Garcia_CWS","Jacob May_CWS","Omar Narvaez_CWS","Cody Asche_CWS","Geovany Soto_CWS","Willy Garcia_CWS","Kevan Smith_CWS","Rene Rivera_NYM","Zack Collins_CWS","Dusty Coleman_SD","Jose Rondon_SD","Grant Green_CWS","Allen Cordoba_SD","Luis Torrens_SD"
59,0,61,44,0,26,45,0,40,0,61,0,0,0,0,0,48,0,0,50,0,0,0,0,0,0,0,0,0,21,0,0,20,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,0,22,0,0,46,0,33,0,49,0,0,0,24,0,0,0,0,39,27,0,0,0,37,26,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,90,80,56,0,0,0,0,0,0,0,32,42,0,0,0,64,0,0,0,0,0,0,0,22,0,19,17,9,13,0,0,0,0,0,0,60,0,10,0,0,0,62,0,0,0,0,64,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,35,21
0,0,0,0,0,0,0,0,0,0,0,0,80,83,50,0,0,0,0,0,0,0,27,41,0,0,0,63,0,0,0,0,0,0,0,16,0,16,10,6,13,0,0,0,0,0,0,55,0,10,0,0,0,61,0,0,0,0,58,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,35,19
0,0,0,0,0,0,0,0,0,0,0,0,56,50,59,0,0,0,0,0,0,0,30,15,0,0,0,34,0,0,0,0,0,0,0,21,0,15,12,8,0,0,0,0,0,0,0,35,0,4,0,0,0,38,0,0,0,0,40,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,24,16
0,41,0,0,38,0,0,59,0,43,0,24,0,0,0,62,0,0,0,0,50,37,0,0,0,47,39,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
67,0,70,50,0,34,43,0,48,0,48,0,0,0,0,0,71,0,0,45,0,0,0,0,0,0,0,0,0,30,0,2,34,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,81,0,0,0,7,0,63,0,0,0,0,0,74,0,0,0,0,0,11,0,0,0,0,0,29,0,0,0,0,0,0,0,30,73,0,0,0,55,0,43,8,42,14,9,21,36,0,0,0,0,0,0,0
59,0,62,43,0,29,44,0,41,0,50,0,0,0,0,0,45,0,0,63,0,0,0,0,0,0,0,0,0,22,0,3,21,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,0,0,45,0,0,75,0,52,0,39,0,0,0,50,0,0,0,0,80,47,0,0,0,57,44,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
0,42,0,0,20,0,0,55,0,34,0,27,0,0,0,37,0,0,0,0,47,58,0,0,0,51,28,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,32,27,30,0,0,0,0,0,0,0,34,0,0,0,0,10,0,0,0,0,0,0,0,21,0,9,7,6,0,0,0,0,0,0,0,17,0,3,0,0,0,18,0,0,0,0,22,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,12
0,0,0,0,0,0,0,0,0,0,0,0,42,41,15,0,0,0,0,0,0,0,0,43,0,0,0,42,0,0,0,0,0,0,0,0,0,6,5,2,13,0,0,0,0,0,0,33,0,3,0,0,0,34,0,0,0,0,37,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,82,0,0,0,7,0,61,0,0,0,0,0,71,0,0,0,0,0,11,0,0,0,0,0,29,0,0,0,0,0,0,0,28,72,0,0,0,54,0,40,6,40,13,10,19,34,0,0,0,0,0,0,0
0,45,0,0,27,0,0,65,0,46,0,37,0,0,0,47,0,0,0,0,57,51,0,0,0,70,37,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
0,29,0,0,33,0,0,49,0,37,0,26,0,0,0,39,0,0,0,0,44,28,0,0,0,37,50,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,64,63,34,0,0,0,0,0,0,0,10,42,0,0,0,66,0,0,0,0,0,0,0,0,0,14,8,2,13,0,0,0,0,0,0,41,0,9,0,0,0,53,0,0,0,0,47,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,29,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,7,0,7,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,2,5,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0
37,0,38,25,0,20,20,0,28,0,21,0,0,0,0,0,30,0,0,22,0,0,0,0,0,0,0,0,0,40,0,2,16,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,61,0,0,0,7,0,64,0,0,0,0,0,58,0,0,0,0,0,8,0,0,0,0,0,23,0,0,0,0,0,0,0,22,55,0,0,0,43,0,30,4,29,3,5,14,30,0,0,0,0,0,0,0
3,0,6,5,0,5,0,0,6,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,40,34,0,21,16,0,34,0,20,0,0,0,0,0,34,0,0,21,0,0,0,0,0,0,0,0,0,16,0,4,42,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,3,0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,0,21,0,0,44,0,24,0,19,0,0,0,26,0,0,0,0,40,21,0,0,0,31,21,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,22,16,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4,7,8,0,0,0,0,0,0,0,18,0,0,0,0,0,10,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,71,0,0,0,6,0,58,0,0,0,0,0,75,0,0,0,0,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,29,65,0,0,0,46,0,41,7,35,14,10,14,30,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,19,16,15,0,0,0,0,0,0,0,9,6,0,0,0,14,0,0,0,0,0,0,0,4,0,20,3,0,0,0,0,0,0,0,0,8,0,4,0,0,0,13,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7
0,0,0,0,0,0,0,0,0,0,0,0,17,10,12,0,0,0,0,0,0,0,7,5,0,0,0,8,0,0,0,0,0,0,0,7,0,3,17,4,0,0,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,8,0,0,4,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,2,0,8,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,9,0,0,3,4,0,0,0,0,0,0,0
4,0,7,4,0,7,0,0,6,0,2,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,4,0,0,4,2,0,2,0,2,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,60,55,35,0,0,0,0,0,0,0,17,33,0,0,0,41,0,0,0,0,0,0,0,18,0,8,15,9,12,0,0,0,0,0,0,61,0,0,0,0,0,42,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,0,0,0,6,0,23,0,0,0,0,0,21,0,0,0,0,0,7,0,0,0,0,0,29,0,0,0,0,0,0,0,5,25,0,0,0,23,0,0,0,12,0,0,7,19,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,0,0,4,0,0,13,0,6,0,11,0,0,0,7,0,0,0,0,14,13,0,0,0,10,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,62,61,38,0,0,0,0,0,0,0,18,34,0,0,0,53,0,0,0,0,0,0,0,10,0,13,9,0,11,0,0,0,0,0,0,42,0,9,0,0,0,64,0,0,0,0,45,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,25,0
0,2,0,0,4,0,0,4,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,28,0,0,0,2,0,22,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,31,23,0,0,0,9,0,23,5,12,8,9,5,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,72,0,0,0,5,0,55,0,0,0,0,0,65,0,0,0,0,0,8,0,0,0,0,0,25,0,0,0,0,0,0,0,23,74,0,0,0,44,0,37,7,36,12,8,15,30,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,64,58,40,0,0,0,0,0,0,0,22,37,0,0,0,47,0,0,0,0,0,0,0,17,0,15,13,8,11,0,0,0,0,0,0,50,0,2,0,0,0,45,0,0,0,0,67,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,16
0,3,0,0,0,0,0,5,0,2,0,2,0,0,0,2,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,5,0,0,0,0,0,6,0,2,0,3,0,0,0,3,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,54,0,0,0,5,0,43,0,0,0,0,0,46,0,0,0,0,0,10,0,0,0,0,0,23,0,0,0,0,0,0,0,9,44,0,0,0,55,0,23,0,25,4,3,17,29,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,20,18,16,0,0,0,0,0,0,0,12,5,0,0,0,16,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,10,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,14,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,40,0,0,0,0,0,30,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,0,0,0,23,0,44,4,23,12,9,7,12,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,4,8,5,3,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,40,0,0,0,5,0,29,0,0,0,0,0,35,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,12,36,0,0,0,25,0,23,5,42,9,0,11,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,4,0,12,3,9,14,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,3,0,9,0,0,5,10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,19,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,5,15,0,0,0,17,0,7,0,11,0,0,21,11,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,34,0,0,0,2,0,30,0,0,0,0,0,30,0,0,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,10,30,0,0,0,29,0,12,2,2,0,0,11,36,0,0,0,0,0,0,0
0,31,0,0,14,0,0,33,0,24,0,20,0,0,0,20,0,0,0,0,32,25,0,0,0,28,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35,35,24,0,0,0,0,0,0,0,13,16,0,0,0,29,0,0,0,0,0,0,0,6,0,6,3,2,0,0,0,0,0,0,0,15,0,6,0,0,0,25,0,0,0,0,18,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,37,10
0,0,0,0,0,0,0,0,0,0,0,0,21,19,16,0,0,0,0,0,0,0,12,7,0,0,0,12,0,0,0,0,0,0,0,7,0,7,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,22
