"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,2700,181.481481481481,49,"Eddie Rosario","MIN",NA,"OF",9,3,3,5,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,4800,81.25,39,"Cody Bellinger","LAD",NA,"1B/OF",4,2,2,4,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,4200,88.0952380952381,37,"Matt Carpenter","STL",NA,"1B",1,3,1,3,0,8,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,5000,70,35,"Ryan Zimmerman","WAS",NA,"1B",4,3,2,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,8800,38.8068181818182,34.15,"Jon Lester","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,7,0,0,1,5,1,0
6,5,2700,125.925925925926,34,"Jose Martinez","STL",NA,"1B/OF",4,2,2,4,0,6,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,3200,103.125,33,"Rougned Odor","TEX",NA,"2B",7,2,2,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,2500,132,33,"Franchy Cordero","SD",NA,"OF",2,3,2,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,3800,81.5789473684211,31,"Brandon Drury","ARI",NA,"2B",6,1,1,3,0,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,3000,103.333333333333,31,"Keon Broxton","MIL",NA,"OF",7,2,1,3,0,4,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,10,4600,65.2173913043478,30,"Andrew McCutchen","PIT",NA,"OF",6,2,2,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,11,4300,69.7674418604651,30,"Kris Bryant","CHC",NA,"3B",3,3,1,1,1,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2,7500,37.4,28.05,"Jacob Faria","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6.33333333333333,0,0,1,6,1,0
14,12,3600,77.7777777777778,28,"Max Kepler","MIN",NA,"OF",4,3,1,2,0,5,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,3,6500,41.6153846153846,27.05,"Lance Lynn","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,0,0,0,3,4,0
16,13,4700,57.4468085106383,27,"Anthony Rizzo","CHC",NA,"1B",1,2,1,3,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
