Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
12907,773068167,sendmebackto1969,0,86.45,P Jaime García P Steven Matz OF Aaron Judge 2B José Ramírez OF Brett Gardner SS Francisco Lindor 1B Matt Holliday OF Yoenis Céspedes C Nick Hundley 3B Ronald Torreyes,,,
12907,773083341,kmikef84 (4/38),0,86.45,P Jaime García P Steven Matz 1B Anthony Rizzo 3B Kris Bryant 2B Starlin Castro OF Nelson Cruz OF Jay Bruce OF Yoenis Céspedes C Willson Contreras SS Didi Gregorius,,,
12907,773084997,HottTC (4/5),0,86.45,P Jaime García P Steven Matz OF Aaron Judge 3B Manny Machado 1B Justin Bour OF Giancarlo Stanton OF Marcell Ozuna 2B Dee Gordon SS Didi Gregorius C J.T. Realmuto,,,
12907,773085253,ChiliD22 (8/10),0,86.45,P Jaime García P Steven Matz OF J.D. Martinez 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop 1B Matt Adams OF Giancarlo Stanton OF Justin Upton C Kurt Suzuki,,,
12907,773101015,DubyasOnly (5/10),0,86.45,P Jaime García P Steven Matz OF Aaron Judge OF Nelson Cruz 1B Trey Mancini SS Jean Segura OF Mark Trumbo 2B Robinson Canó C Mike Zunino 3B Kyle Seager,,,
12907,773108315,Gas_House (133/150),0,86.45,P Jaime García P Steven Matz 3B Manny Machado OF Brett Gardner SS Francisco Lindor 2B Jonathan Schoop 1B Matt Adams OF Mark Trumbo OF Matt Kemp C Alex Avila,,,
12907,773143459,tyty1313,0,86.45,P Daniel Norris P Jaime García OF Aaron Judge OF Cody Bellinger 3B José Ramírez OF Matt Kemp 2B Dee Gordon 1B Chris Carter C J.T. Realmuto SS Ronald Torreyes,,,
12924,772795282,juanshen (34/150),0,86.4,P Daniel Norris P Steven Matz OF J.D. Martinez 3B Manny Machado 2B Jonathan Schoop 1B Trey Mancini OF Seth Smith OF Justin Upton C John Hicks SS José Iglesias,,,
12924,772795322,juanshen (74/150),0,86.4,P Daniel Norris P Steven Matz C Gary Sánchez OF Brett Gardner 1B Matt Holliday OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Dansby Swanson 3B Ronald Torreyes,,,
12924,772978622,haakee (5/6),0,86.4,P Daniel Norris P Steven Matz 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith OF Matt Kemp C Yan Gomes,,,
12924,772993328,papagates (147/150),0,86.4,P Daniel Norris P Steven Matz OF J.D. Martinez 1B Justin Bour OF Giancarlo Stanton OF Marcell Ozuna 2B Dee Gordon C Alex Avila SS Javier Báez 3B Nicholas Castellanos,,,
12928,772977781,petteytheft89 (52/150),0,86.3,P Hyun-Jin Ryu P Wade Miley OF Aaron Judge C Gary Sánchez OF Brett Gardner 1B Matt Holliday 3B Justin Turner OF Matt Kemp 2B Brandon Phillips SS Didi Gregorius,,,
12928,773098341,dipstick42 (11/11),0,86.3,P Jake Arrieta C Gary Sánchez 3B Manny Machado SS Francisco Lindor OF Nelson Cruz OF Aaron Hicks 1B Matt Holliday 2B Jason Kipnis OF Mitch Haniger P Andrew Moore,,,
12928,773112487,invertedcheese (25/150),0,86.3,P Hyun-Jin Ryu P Wade Miley OF Aaron Judge C Gary Sánchez 3B Manny Machado OF Brett Gardner 2B Jonathan Schoop 1B Matt Holliday OF Seth Smith SS Didi Gregorius,,,
12931,772982886,ehafner (33/150),0,86.25,P Luis Severino P Jaime García 1B Matt Adams 3B Justin Turner OF Ender Inciarte OF Matt Kemp SS Dansby Swanson 2B Logan Forsythe OF Franklin Gutierrez C Austin Barnes,,,
12931,773013282,bric75 (40/100),0,86.25,P Luis Severino P Jaime García 1B Matt Adams 3B Justin Turner OF Ender Inciarte OF Matt Kemp SS Dansby Swanson 2B Logan Forsythe OF Franklin Gutierrez C Austin Barnes,,,
12931,773022144,StoneBoy102 (3/3),0,86.25,P Luis Severino P Jaime García OF J.D. Martinez OF Nelson Cruz SS Addison Russell C Welington Castillo 1B Miguel Cabrera 2B Logan Forsythe OF Hyun Soo Kim 3B Wilmer Flores,,,
12931,773031534,drewdogg76 (2/2),0,86.25,P Luis Severino P Jaime García 1B Edwin Encarnación 3B Kris Bryant OF Mark Trumbo OF Nick Markakis 2B Javier Báez OF Hyun Soo Kim SS Ronald Torreyes C Martín Maldonado,,,
12931,773092109,lpdev (114/150),0,86.25,P Luis Severino P Jaime García OF J.D. Martinez 2B Ian Kinsler 3B Justin Turner 1B Alex Avila OF Yasiel Puig OF Kiké Hernández C John Hicks SS José Iglesias,,,
12931,773092112,lpdev (117/150),0,86.25,P Luis Severino P Jaime García 2B Ian Kinsler OF Chris Taylor 3B Justin Turner OF Justin Upton 1B Alex Avila OF Kiké Hernández C John Hicks SS José Iglesias,,,
12931,773130137,schalek,0,86.25,P Luis Severino P Jaime García SS Francisco Lindor 2B Starlin Castro 1B Matt Adams C Mike Zunino OF Nick Markakis 3B Johan Camargo OF Albert Almora Jr. OF Kiké Hernández,,,
12931,773144807,chargersbuckeyes,0,86.25,P Luis Severino P Jaime García 1B Matt Adams OF Aaron Hicks 2B Brandon Phillips SS Didi Gregorius 3B Kyle Seager OF Nick Markakis C J.T. Realmuto OF Alex Presley,,,
12931,773147798,DollarBillW (11/150),0,86.25,P Luis Severino P Jaime García 2B José Ramírez OF Ender Inciarte OF Matt Kemp 3B José Reyes OF Nick Markakis SS Dansby Swanson C Travis d'Arnaud 1B Wilmer Flores,,,
12940,772704251,ganondorf (67/150),0,86.2,P Luis Severino P Steven Matz OF Christian Yelich OF Giancarlo Stanton 2B Dee Gordon 1B Buster Posey SS Brandon Crawford 3B Derek Dietrich C Nick Hundley OF Gorkys Hernández,,,
12940,772796726,shawnzhan (40/150),0,86.2,P Luis Severino P Steven Matz OF Nelson Cruz 2B Robinson Canó OF Christian Yelich OF Giancarlo Stanton 3B Kyle Seager C J.T. Realmuto 1B Danny Valencia SS JT Riddle,,,
12940,772796732,shawnzhan (46/150),0,86.2,P Jake Arrieta P Hyun-Jin Ryu 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Mark Trumbo 2B Jason Kipnis OF Seth Smith C Welington Castillo OF Daniel Robertson,,,
12940,772796814,shawnzhan (128/150),0,86.2,P Jake Arrieta P Hyun-Jin Ryu 3B Manny Machado SS Francisco Lindor OF Trey Mancini 1B Carlos Santana OF Mark Trumbo 2B Jason Kipnis OF Seth Smith C Yan Gomes,,,
12940,772840086,beaner1539 (1/2),0,86.2,P Luis Severino P Daniel Norris OF J.D. Martinez SS Francisco Lindor OF Justin Upton C Welington Castillo 1B Miguel Cabrera 2B Logan Forsythe 3B Nicholas Castellanos OF Hunter Pence,,,
12940,772845858,tinderella (131/150),0,86.2,P Jake Arrieta P Hyun-Jin Ryu 3B Manny Machado SS Francisco Lindor OF Trey Mancini 1B Carlos Santana OF Mark Trumbo 2B Jason Kipnis OF Seth Smith C Yan Gomes,,,
12940,772888220,gfay63 (10/15),0,86.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez OF Brett Gardner OF Matt Kemp SS Didi Gregorius 1B Chris Carter 3B Kyle Seager 2B Javier Báez,,,
12940,772952030,rikkidee (34/150),0,86.2,P Jake Arrieta P Hyun-Jin Ryu 1B Edwin Encarnación 3B Manny Machado 2B Jonathan Schoop OF Trey Mancini OF Mark Trumbo OF Matt Kemp C Welington Castillo SS Erik González,,,
12940,773000561,idrs033 (1/3),0,86.2,P Jake Arrieta P Hyun-Jin Ryu 1B Cody Bellinger C Gary Sánchez OF Brett Gardner SS Francisco Lindor OF Adam Jones OF Yoenis Céspedes 3B Rio Ruiz 2B Cliff Pennington,,,
12940,773025667,cmtng0701,0,86.2,P Luis Severino P Steven Matz C Gary Sánchez 3B Manny Machado OF Aaron Hicks 1B Matt Holliday OF Mitch Haniger OF Hyun Soo Kim SS Ronald Torreyes 2B Cliff Pennington,,,
12940,773033867,goudsaab (2/2),0,86.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez 2B Starlin Castro 1B Matt Holliday SS Didi Gregorius 3B Logan Forsythe OF Franklin Gutierrez OF Kiké Hernández,,,
12940,773038753,shipper21 (142/150),0,86.2,P Jake Arrieta P Hyun-Jin Ryu 3B José Ramírez SS Francisco Lindor OF Nelson Cruz 1B Carlos Santana 2B Jason Kipnis OF Mitch Haniger C Mike Zunino OF Guillermo Heredia,,,
12940,773038760,shipper21 (149/150),0,86.2,P Jake Arrieta P Mike Clevinger 3B José Ramírez 1B Edwin Encarnación OF J.D. Martinez SS Francisco Lindor 2B Jason Kipnis OF Justin Upton C Alex Avila OF Alex Presley,,,
12940,773040076,GTCRUIZIN7 (1/2),0,86.2,P Luis Severino P Steven Matz 1B Anthony Rizzo 2B Ian Happ OF Matt Kemp OF Yoenis Céspedes SS Didi Gregorius C Kurt Suzuki OF Hunter Pence 3B Wilmer Flores,,,
12940,773041204,Sweeneyt22,0,86.2,P Luis Severino P Steven Matz 1B Anthony Rizzo 2B Starlin Castro OF Jay Bruce OF Yoenis Céspedes C Willson Contreras 3B Nicholas Castellanos OF Mark Zagunis SS José Iglesias,,,
12940,773052375,Matrix1091 (4/4),0,86.2,P Luis Severino P Daniel Norris 1B Matt Adams OF Chris Taylor OF Seth Smith 2B Brandon Phillips SS Didi Gregorius C Welington Castillo 3B Kelby Tomlinson OF Alex Presley,,,
12940,773054339,windchimesRrude (139/150),0,86.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 2B Chris Taylor 3B Justin Turner SS Jean Segura OF Matt Kemp OF Yasiel Puig OF Franklin Gutierrez C Austin Barnes,,,
12940,773062972,iller_miller (74/79),0,86.2,P Luis Severino P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Didi Gregorius C Mike Zunino OF Hunter Pence 3B Wilmer Flores,,,
12940,773083300,kmikef84 (3/38),0,86.2,P Luis Severino P Steven Matz 2B Starlin Castro OF Jay Bruce OF Yoenis Céspedes C Willson Contreras SS Didi Gregorius OF Curtis Granderson 1B Lucas Duda 3B Wilmer Flores,,,
12940,773104031,dannyoms (20/40),0,86.2,P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez 3B Manny Machado SS Francisco Lindor 2B Starlin Castro OF Nelson Cruz 1B Matt Holliday OF Matt Kemp P Andrew Moore,,,
12940,773112298,dannyoms (40/40),0,86.2,P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez 3B Manny Machado SS Francisco Lindor 2B Starlin Castro OF Nelson Cruz 1B Matt Holliday OF Matt Kemp P Andrew Moore,,,
12940,773142479,darcmaniluk (28/150),0,86.2,P Luis Severino P Steven Matz 2B Jonathan Schoop 1B Matt Adams OF Mark Trumbo OF Seth Smith C Welington Castillo 3B Kyle Seager OF Hyun Soo Kim SS Kelby Tomlinson,,,
12940,773142588,darcmaniluk (137/150),0,86.2,P Luis Severino P Steven Matz OF J.D. Martinez 1B Justin Bour OF Marcell Ozuna OF Justin Upton 2B Dee Gordon C J.T. Realmuto 3B Nicholas Castellanos SS José Iglesias,,,
12940,773153775,kaneb (4/40),0,86.2,P Luis Severino P Steven Matz 1B Edwin Encarnación OF J.D. Martinez 2B Dee Gordon OF Austin Slater SS Brandon Crawford C Nick Hundley OF Hunter Pence 3B Kelby Tomlinson,,,
12964,773076652,yoni824 (1/3),0,86.15,P Jake Arrieta P Jeff Locke OF Aaron Judge C Gary Sánchez OF J.D. Martinez SS Francisco Lindor 2B Starlin Castro 1B Matt Adams OF Yoenis Céspedes 3B Johan Camargo,,,
12965,773068491,damian1583 (2/2),0,86.1,P Hyun-Jin Ryu P Mike Clevinger OF Aaron Judge 3B José Ramírez 2B Starlin Castro 1B Matt Holliday SS Jean Segura OF Giancarlo Stanton OF Marcell Ozuna C Mike Zunino,,,
12965,773100276,cubsfan333 (103/112),0,86.1,P Hyun-Jin Ryu P Mike Clevinger OF Aaron Judge 3B José Ramírez SS Francisco Lindor OF Aaron Hicks 1B Matt Holliday OF Ben Gamel 2B Jason Kipnis C Mike Zunino,,,
12965,773111506,droeder55 (2/3),0,86.1,P Hyun-Jin Ryu P Mike Clevinger OF Aaron Judge OF Cody Bellinger C Gary Sánchez OF J.D. Martinez 1B Matt Holliday SS Jean Segura 2B Jason Kipnis 3B Kelby Tomlinson,,,
12965,773145609,zgtaylor12,0,86.1,P Hyun-Jin Ryu P Mike Clevinger OF Cody Bellinger 1B Anthony Rizzo SS Francisco Lindor OF Nelson Cruz OF Aaron Hicks 2B Chris Taylor 3B Justin Turner C Alex Avila,,,
12969,772843911,jrduke8 (1/5),0,86.05,P Hyun-Jin Ryu P Jeff Locke 2B José Ramírez 1B Edwin Encarnación OF J.D. Martinez 3B Manny Machado OF Brett Gardner SS Francisco Lindor OF Ender Inciarte C Alex Avila,,,
12969,773000996,swalker1973 (1/3),0,86.05,P Mike Clevinger P Jeff Locke OF Aaron Judge 3B José Ramírez C Gary Sánchez OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 1B Carlos Santana 2B Jason Kipnis,,,
12969,773077986,JimmyMorgan (13/20),0,86.05,P Hyun-Jin Ryu P Jeff Locke OF Aaron Judge OF Cody Bellinger 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor 2B Chris Taylor OF Matt Kemp C John Hicks,,,
12972,772977776,petteytheft89 (47/150),0,85.95,P Daniel Norris P Wade Miley 3B Manny Machado OF Brett Gardner 2B Jonathan Schoop 1B Matt Adams OF Mark Trumbo OF Seth Smith SS Didi Gregorius C Welington Castillo,,,
12972,772997024,mickeykid22 (2/30),0,85.95,P Steven Matz P Wade Miley OF Aaron Judge C Gary Sánchez 3B Manny Machado 2B Starlin Castro OF Nelson Cruz 1B Matt Holliday SS Jean Segura OF Mitch Haniger,,,
12972,773030994,BarOfSoap (84/150),0,85.95,P Daniel Norris P Wade Miley OF Aaron Judge OF Cody Bellinger C Gary Sánchez OF Chris Taylor 3B Justin Turner SS Didi Gregorius 1B Chris Carter 2B Logan Forsythe,,,
12975,772845857,tinderella (130/150),0,85.9,P Jake Arrieta P Jaime García OF Aaron Judge C Gary Sánchez 3B Kris Bryant 1B Matt Holliday SS Didi Gregorius 2B Javier Báez OF Albert Almora Jr. OF Mark Zagunis,,,
12975,772861498,mejohn,0,85.9,P Jake Arrieta P Jaime García OF Aaron Judge OF Brett Gardner SS Francisco Lindor OF Nelson Cruz 1B Alex Avila 3B José Reyes 2B Javier Báez C John Hicks,,,
12975,772969736,major_23,0,85.9,P Jake Arrieta P Jaime García OF Aaron Judge 2B José Ramírez 1B Edwin Encarnación OF Yasiel Puig C Mike Zunino SS Andrelton Simmons 3B Johan Camargo OF Guillermo Heredia,,,
12975,772974332,PooterHam (3/6),0,85.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo OF Trey Mancini SS Jean Segura OF Mark Trumbo 2B Robinson Canó OF Matt Kemp 3B Kyle Seager C Kurt Suzuki,,,
12975,772994652,fallfromgrace (14/150),0,85.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación 3B Kris Bryant OF Brett Gardner SS Francisco Lindor 2B Jason Kipnis OF Matt Kemp C Yan Gomes OF Alex Presley,,,
12975,772994681,fallfromgrace (43/150),0,85.9,P Jake Arrieta P Jaime García 3B Kris Bryant SS Francisco Lindor 1B Carlos Santana 2B Jason Kipnis OF Matt Kemp OF Yoenis Céspedes OF Mitch Haniger C Yan Gomes,,,
12975,773020941,magneto999 (146/150),0,85.9,P Jaime García 3B José Ramírez 1B Edwin Encarnación C Gary Sánchez SS Francisco Lindor 2B Jason Kipnis OF Giancarlo Stanton OF Matt Kemp OF Nick Markakis P Andrew Moore,,,
12975,773038652,shipper21 (41/150),0,85.9,P Jake Arrieta P Jaime García 3B José Ramírez SS Francisco Lindor OF Trey Mancini OF Ben Gamel 1B Carlos Santana OF Justin Upton C Yan Gomes 2B Erik González,,,
12975,773042377,fifthstreet (1/3),0,85.9,P Jaime García OF Aaron Judge 3B José Ramírez C Gary Sánchez 1B Justin Bour OF Nelson Cruz OF Aaron Hicks SS Jean Segura 2B Erik González P Andrew Moore,,,
12975,773044612,forcewithme (6/54),0,85.9,P Jake Arrieta P Jaime García OF J.D. Martinez OF Brett Gardner 2B Ian Kinsler OF Aaron Hicks C Alex Avila SS Didi Gregorius 1B Chris Carter 3B Ronald Torreyes,,,
12975,773050186,cjp66 (7/11),0,85.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación OF Brett Gardner SS Francisco Lindor 2B Jonathan Schoop OF Austin Jackson C Welington Castillo 3B Kyle Seager OF Hyun Soo Kim,,,
12975,773057663,volfan7.7 (3/4),0,85.9,P Jake Arrieta P Jaime García C Gary Sánchez OF Nelson Cruz OF Aaron Hicks SS Jean Segura 2B Robinson Canó OF Matt Kemp 3B Kyle Seager 1B Danny Valencia,,,
12975,773061558,abragmania (6/11),0,85.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Trey Mancini 2B Jason Kipnis OF Austin Jackson C Welington Castillo OF Daniel Robertson,,,
12975,773063535,shawnbo1,0,85.9,P Jake Arrieta P Jaime García OF Aaron Judge C Gary Sánchez OF Brett Gardner 2B Starlin Castro 1B Matt Adams 3B Johan Camargo OF Albert Almora Jr. SS Ronald Torreyes,,,
12975,773086478,jayHAMMA,0,85.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo OF Brett Gardner OF Chris Taylor 2B Ian Happ C Alex Avila OF Yasiel Puig SS Didi Gregorius 3B Logan Forsythe,,,
12975,773092033,devor220,0,85.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant 2B Starlin Castro OF Trey Mancini OF Mark Trumbo OF Seth Smith C Yan Gomes SS Ronald Torreyes,,,
12975,773102168,danw2015,0,85.9,P Jake Arrieta P Jaime García 2B José Ramírez C Gary Sánchez OF J.D. Martinez OF Cameron Maybin SS Didi Gregorius 1B Albert Pujols 3B Luis Valbuena OF Albert Almora Jr.,,,
12975,773105660,brezeus,0,85.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo SS Francisco Lindor 2B Ian Happ OF Matt Kemp OF Mitch Haniger C Alex Avila OF Yasiel Puig 3B Luis Valbuena,,,
12975,773108249,Gas_House (67/150),0,85.9,P Jake Arrieta P Jaime García OF Aaron Judge 3B Manny Machado OF Nelson Cruz OF Matt Kemp 2B Brandon Phillips C Alex Avila SS Didi Gregorius 1B Wilmer Flores,,,
12975,773108323,Gas_House (141/150),0,85.9,P Jake Arrieta P Jaime García 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Alex Avila OF Kole Calhoun SS Didi Gregorius,,,
12975,773119552,Rtg21 (4/5),0,85.9,P Jake Arrieta P Jaime García OF Aaron Judge 1B Cody Bellinger OF Matt Kemp OF Yoenis Céspedes SS José Reyes C Mike Zunino 3B Luis Valbuena 2B Kiké Hernández,,,
12975,773120054,d4vis24 (108/150),0,85.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 2B Jason Kipnis OF Austin Jackson C Yan Gomes 3B Ronald Torreyes,,,
12975,773120062,d4vis24 (116/150),0,85.9,P Jake Arrieta P Jaime García 3B Manny Machado OF Brett Gardner 2B Jonathan Schoop OF Aaron Hicks OF Seth Smith SS Didi Gregorius 1B Chris Carter C Welington Castillo,,,
12975,773123268,jerryrokkz (3/7),0,85.9,P Jaime García OF Aaron Judge 3B José Ramírez OF Brett Gardner SS Francisco Lindor OF Chris Taylor 1B Matt Holliday 2B Jason Kipnis C Yan Gomes P Andrew Moore,,,
12975,773132273,kitana83,0,85.9,P Jaime García OF Cody Bellinger 2B José Ramírez 1B Anthony Rizzo C Gary Sánchez SS Francisco Lindor OF Ben Gamel OF Mitch Haniger 3B Johan Camargo P Andrew Moore,,,
12975,773133053,Mirage88 (150/150),0,85.9,P Jake Arrieta P Jaime García OF Aaron Judge C Gary Sánchez 2B Starlin Castro OF Aaron Hicks OF Matt Kemp SS Dansby Swanson 1B Miguel Cabrera 3B Ronald Torreyes,,,
12975,773139427,jrglanvi,0,85.9,P Jaime García OF Cody Bellinger 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz 2B Jason Kipnis OF Marcell Ozuna C Mike Zunino P Andrew Moore,,,
12975,773143118,mikey5111983,0,85.9,P Jake Arrieta P Jaime García OF Aaron Judge SS Francisco Lindor 2B Jonathan Schoop OF Nelson Cruz OF Matt Kemp C Alex Avila 1B Miguel Cabrera 3B Wilmer Flores,,,
12975,773148417,wraycode (5/9),0,85.9,P Jake Arrieta P Jaime García OF Aaron Judge C Gary Sánchez 2B Starlin Castro 1B Matt Holliday SS Didi Gregorius OF Nick Markakis 3B Logan Forsythe OF Franklin Gutierrez,,,
13004,772917383,debluehens (4/6),0,85.85,P Daniel Norris OF Aaron Judge 2B José Ramírez C Gary Sánchez OF J.D. Martinez OF Nelson Cruz 1B Matt Holliday SS Jean Segura 3B Johan Camargo P Andrew Moore,,,
13004,772963896,ChipotleAddict (84/150),0,85.85,P Jake Arrieta P Steven Matz 2B Jonathan Schoop OF Nelson Cruz SS Jean Segura OF Seth Smith C Mike Zunino 3B Kyle Seager OF Hyun Soo Kim 1B Danny Valencia,,,
13004,772986082,moklovin (90/150),0,85.85,P Jake Arrieta P Steven Matz C Gary Sánchez 3B Manny Machado 2B Starlin Castro OF Aaron Hicks 1B Trey Mancini OF Mark Trumbo OF Seth Smith SS Ronald Torreyes,,,
13004,772993279,papagates (98/150),0,85.85,P Steven Matz 3B Manny Machado 1B Justin Bour OF Trey Mancini OF Giancarlo Stanton OF Marcell Ozuna 2B Dee Gordon C Welington Castillo SS JT Riddle P Andrew Moore,,,
13004,772993316,papagates (135/150),0,85.85,P Daniel Norris OF Cody Bellinger 1B Justin Bour OF Chris Taylor OF Giancarlo Stanton 2B Dee Gordon 3B Logan Forsythe SS Javier Báez C Austin Barnes P Andrew Moore,,,
13004,772993321,papagates (140/150),0,85.85,P Jake Arrieta P Steven Matz 2B José Ramírez OF Jay Bruce OF Yoenis Céspedes OF Kole Calhoun SS José Reyes 1B Albert Pujols 3B Luis Valbuena C Martín Maldonado,,,
13004,773056691,bsmallz12 (4/7),0,85.85,P Daniel Norris OF Aaron Judge OF Cody Bellinger C Gary Sánchez SS Francisco Lindor 2B Starlin Castro OF Chris Taylor 1B Matt Holliday 3B Ronald Torreyes P Andrew Moore,,,
13004,773061782,TeeJayOrTj (29/70),0,85.85,P Jake Arrieta P Steven Matz OF Aaron Judge C Gary Sánchez 2B Starlin Castro OF Aaron Hicks 1B Matt Holliday OF Matt Kemp SS Kelby Tomlinson 3B Wilmer Flores,,,
13004,773089613,KneelBeforeShmeal (3/3),0,85.85,P Jake Arrieta P Daniel Norris C Gary Sánchez 2B Starlin Castro 1B Matt Adams OF Ender Inciarte OF Matt Kemp OF Yoenis Céspedes SS Didi Gregorius 3B Nicholas Castellanos,,,
13013,772868110,craftylefty (3/20),0,85.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo OF Brett Gardner SS Francisco Lindor OF Aaron Hicks C Willson Contreras 3B Kyle Seager 2B Logan Forsythe,,,
13013,772874086,bcalicore (17/150),0,85.8,P Jaime García P Mike Clevinger 3B José Ramírez 1B Edwin Encarnación OF J.D. Martinez SS Francisco Lindor 2B Jason Kipnis OF Justin Upton OF Austin Jackson C Alex Avila,,,
13013,772874093,bcalicore (24/150),0,85.8,P Jaime García P Hyun-Jin Ryu 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith OF Austin Jackson C Welington Castillo,,,
13013,772924567,BFleeWV,0,85.8,P Jaime García P Mike Clevinger OF Aaron Judge 3B Kris Bryant OF Nelson Cruz OF Aaron Hicks 2B Chris Taylor 1B Matt Holliday SS Jean Segura C Alex Avila,,,
13013,772974216,Rileyro (2/3),0,85.8,P Jaime García P Mike Clevinger OF Aaron Judge OF Cody Bellinger 3B José Ramírez OF J.D. Martinez 2B Starlin Castro C Mike Zunino 1B Luis Valbuena SS Andrelton Simmons,,,
13013,773025324,jciconte (3/13),0,85.8,P Jaime García P Mike Clevinger OF Aaron Judge 3B José Ramírez SS Francisco Lindor 2B Starlin Castro OF Aaron Hicks 1B Matt Holliday OF Austin Jackson C Mike Zunino,,,
13013,773035400,jciconte (10/13),0,85.8,P Jaime García P Mike Clevinger OF Aaron Judge 3B José Ramírez SS Francisco Lindor 2B Starlin Castro OF Aaron Hicks 1B Matt Holliday OF Austin Jackson C Mike Zunino,,,
13013,773046950,dbee24 (1/20),0,85.8,P Jaime García P Mike Clevinger 1B Edwin Encarnación C Gary Sánchez 3B Kris Bryant OF Brett Gardner SS Jean Segura OF Ender Inciarte OF Yoenis Céspedes 2B Dee Gordon,,,
13013,773049994,ZEDS (10/10),0,85.8,P Jaime García P Mike Clevinger OF Aaron Judge 3B José Ramírez C Gary Sánchez SS Francisco Lindor 2B Starlin Castro 1B Matt Holliday OF Austin Jackson OF Daniel Robertson,,,
13013,773050441,Chill70 (6/10),0,85.8,P Jaime García P Hyun-Jin Ryu 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith OF Austin Jackson C Welington Castillo,,,
13013,773052098,SSchus87,0,85.8,P Jaime García P Hyun-Jin Ryu OF Cody Bellinger OF J.D. Martinez 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop 1B Matt Adams OF Ender Inciarte C Martín Maldonado,,,
13013,773062073,baseballsam34,0,85.8,P Jaime García P Mike Clevinger OF Aaron Judge 3B José Ramírez C Gary Sánchez SS Francisco Lindor OF Aaron Hicks 1B Carlos Santana OF Yasiel Puig 2B Erik González,,,
13013,773076823,locoman2000,0,85.8,P Jaime García P Mike Clevinger OF Cody Bellinger 1B Anthony Rizzo 3B Kris Bryant SS Francisco Lindor 2B Starlin Castro OF Ben Gamel OF Yasiel Puig C Mike Zunino,,,
13013,773077689,TylerNE,0,85.8,P Jaime García P Mike Clevinger 3B José Ramírez 1B Edwin Encarnación C Gary Sánchez OF Brett Gardner 2B Starlin Castro OF Matt Kemp SS Didi Gregorius OF Nick Markakis,,,
13013,773081377,CoachBRog,0,85.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 3B José Ramírez 1B Edwin Encarnación OF Ben Gamel SS Jean Segura OF Ender Inciarte 2B Javier Báez C Martín Maldonado,,,
13013,773091368,ronb1988,0,85.8,P Jaime García P Mike Clevinger OF Aaron Judge 1B Edwin Encarnación C Gary Sánchez OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 2B Brandon Phillips 3B Wilmer Flores,,,
13013,773099718,savmario (5/5),0,85.8,P Jaime García P Hyun-Jin Ryu C Gary Sánchez SS Francisco Lindor 1B Matt Adams 2B Jason Kipnis OF Ender Inciarte OF Matt Kemp OF Nick Markakis 3B Johan Camargo,,,
13013,773100268,cubsfan333 (95/112),0,85.8,P Jaime García P Hyun-Jin Ryu 2B José Ramírez 3B Manny Machado SS Francisco Lindor 1B Trey Mancini OF Mark Trumbo OF Seth Smith OF Austin Jackson C Welington Castillo,,,
13013,773100514,underdogz2K15 (6/15),0,85.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 1B Edwin Encarnación C Gary Sánchez SS Francisco Lindor OF Austin Jackson OF Yasiel Puig 3B Logan Forsythe 2B Javier Báez,,,
