"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Carlos Carrasco",13400,"CLE@SF 03:45PM ET",20.642,"CLE","SF",24.71,20.6,17.118,NA,16.7
"SP","Sonny Gray",9600,"TB@OAK 03:35PM ET",17.079,"OAK","TB",22.25,16.3,16.969,NA,20.85
"SP","Jake Faria",9400,"TB@OAK 03:35PM ET",21.493,"TB","OAK",NA,16.9,NA,NA,NA
"SP","Dan Straily",9200,"PHI@MIA 12:10PM ET",16.618,"MIA","PHI",22.05,16.6,17.47,NA,10.65
"SP","Jon Gray",8400,"SD@COL 03:10PM ET",8.717,"COL","SD",17.66,14.1,NA,NA,18.1
"SP","Charlie Morton",7700,"SEA@HOU 02:10PM ET",18.042,"HOU","SEA",17.69,15.7,16.053,NA,13.4
"SP","James Paxton",7400,"SEA@HOU 02:10PM ET",20.353,"SEA","HOU",17.69,16.5,14.245,NA,27.55
"SP","Nick Pivetta",7100,"PHI@MIA 12:10PM ET",12.317,"PHI","MIA",NA,14.1,12.492,NA,14.4
"SP","Jose Berrios",6700,"NYY@MIN 01:10PM ET",18.471,"MIN","NYY",16.81,13.3,13.391,NA,21
"SP","RA Dickey",6500,"CHC@ATL 12:10PM ET",12.492,"ATL","CHC",15.06,13.2,12.816,NA,12.35
"SP","Jordan Montgomery",6200,"NYY@MIN 01:10PM ET",15.606,"NYY","MIN",14.55,12.9,13.176,NA,2.7
"SP","Mike Montgomery",5700,"CHC@ATL 12:10PM ET",6.396,"CHC","ATL",14.02,12.5,10.486,NA,23.1
"SP","Matt Cain",4800,"CLE@SF 03:45PM ET",6.678,"SF","CLE",9.43,9,8.713,NA,13.3
"SP","Clayton Richard",4600,"SD@COL 03:10PM ET",11.092,"SD","COL",10.28,5.9,5.036,NA,-15.35
