"George Springer_HOU","Jose Altuve_HOU","Carlos Correa_HOU","Marwin Gonzalez_HOU","Mike Trout_LAA","Carlos Beltran_HOU","Dexter Fowler_STL","Matt Carpenter_STL","Tommy Pham_STL","Odubel Herrera_PHI","Stephen Piscotty_STL","Jedd Gyorko_STL","Kole Calhoun_LAA","Albert Pujols_LAA","Evan Gattis_HOU","Yuli Gurriel_HOU","Randal Grichuk_STL","Josh Reddick_HOU","Andrelton Simmons_LAA","Freddy Galvis_PHI","Aaron Altherr_PHI","Cesar Hernandez_PHI","Aledmys Diaz_STL","Cameron Maybin_LAA","Yadier Molina_STL","Tommy Joseph_PHI","Brian McCann_HOU","Howie Kendrick_PHI","Yunel Escobar_LAA","CJ Cron_LAA","Alex Bregman_HOU","Jefry Marte_LAA","Jose Martinez_STL","Maikel Franco_PHI","Derek Fisher_HOU","Magneuris Sierra_STL","Paul DeJong_STL","Daniel Nava_PHI","Andrew Knapp_PHI","Rhys Hoskins_PHI","Jhonny Peralta_STL","Kolten Wong_STL","Greg Garcia_STL","Harrison Bader_STL","Luis Valbuena_LAA","Norichika Aoki_HOU","Ben Revere_LAA","Danny Espinosa_LAA","Jake Marisnick_HOU","Michael Saunders_PHI","Brock Stassi_PHI","Martin Maldonado_LAA","Nolan Fontana_LAA","Carson Kelly_STL","Eric Young_LAA","Andres Blanco_PHI","Eric Fryer_STL","Cameron Rupp_PHI","Shane Robinson_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Chad Huffman_STL","Ty Kelly_PHI","Juan Centeno_HOU","Tony Kemp_HOU","Cliff Pennington_LAA"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,32,34,12,0,23,30,0,0,0,0,39,0,0,0,0,0,36,0,35,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,11,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
40,44,41,25,0,37,0,0,0,0,0,0,0,0,25,0,0,46,0,0,0,0,0,0,0,0,30,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,43,0,0,0,0,0,0,0,54,49,0,0,0,0,58,0,0,0,0,41,0,0,0,0,40,21,0,26,0,0,0,0,0,0,0,0,0,0,0,0,24,0,26,42,0,0,0,46,4,0,8,0,0,0,0,10,2,0,0,0,0,16
0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,40,51,0,0,0,46,0,16,0,0,0,0,0,48,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,7,0,34,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,40,40,39,0,0,0,36,0,7,0,0,0,0,0,35,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,6,0,28,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,51,39,51,0,0,0,45,0,16,0,0,0,0,0,46,0,0,0,10,18,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,5,0,33,0,0,0,0,2,0,0,0
0,0,0,0,0,0,42,43,23,0,30,38,0,0,0,0,36,0,0,0,0,0,49,0,45,0,0,0,0,0,0,0,11,0,0,7,10,0,0,0,14,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,0,0,37,34,0,0,0,0,41,0,0,0,0,41,0,0,0,0,27,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,31,0,0,0,34,4,0,0,0,0,0,0,6,0,0,0,0,0,8
0,0,0,0,0,0,42,44,23,0,30,40,0,0,0,0,35,0,0,0,0,0,45,0,49,0,0,0,0,0,0,0,11,0,0,7,10,0,0,0,14,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,46,36,45,0,0,0,46,0,15,0,0,0,0,0,42,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,5,0,33,0,0,0,0,2,0,0,0
28,32,32,21,0,27,0,0,0,0,0,0,0,0,12,0,0,30,0,0,0,0,0,0,0,0,34,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,7,16,0,0,0,15,0,16,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
0,0,0,0,29,0,0,0,0,0,0,0,39,38,0,0,0,0,40,0,0,0,0,27,0,0,0,0,41,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,32,0,0,0,32,0,0,7,0,0,0,0,6,3,0,0,0,0,10
0,0,0,0,19,0,0,0,0,0,0,0,20,17,0,0,0,0,21,0,0,0,0,13,0,0,0,0,15,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,19,0,0,0,15,0,0,3,0,0,0,0,5,2,0,0,0,0,4
46,49,45,29,0,41,0,0,0,0,0,0,0,0,32,0,0,41,0,0,0,0,0,0,0,0,29,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,22,0,0,0,0,0,0,0,24,20,0,0,0,0,26,0,0,0,0,21,0,0,0,0,18,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,22,0,0,0,21,0,0,2,0,0,0,0,4,0,0,0,0,0,3
0,0,0,0,0,0,10,9,5,0,9,9,0,0,0,0,7,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,48,35,46,0,0,0,42,0,15,0,0,0,0,0,48,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,39,8,0,0,0,0,3,0,33,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,7,6,0,0,6,0,0,0,0,4,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,10,10,0,9,8,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,7,10,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,12,18,0,0,0,13,0,5,0,0,0,0,0,15,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14,11,4,0,10,6,0,0,0,0,11,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,27,31,11,0,21,26,0,0,0,0,30,0,0,0,0,0,29,0,30,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,4,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,12,6,0,10,9,0,0,0,0,9,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14,0,0,0,0,0,0,0,22,17,0,0,0,0,24,0,0,0,0,17,0,0,0,0,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,15,11,0,0,0,18,4,0,4,0,0,0,0,6,0,0,0,0,0,12
31,33,31,19,0,27,0,0,0,0,0,0,0,0,19,0,0,31,0,0,0,0,0,0,0,0,23,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16,0,0,0,0,0,0,0,24,22,0,0,0,0,26,0,0,0,0,12,0,0,0,0,20,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,27,17,0,0,0,17,0,0,5,0,0,0,0,8,2,0,0,0,0,12
0,0,0,0,34,0,0,0,0,0,0,0,40,37,0,0,0,0,42,0,0,0,0,31,0,0,0,0,32,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,43,0,0,0,33,0,0,5,0,0,0,0,7,3,0,0,0,0,4
18,21,18,14,0,17,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,43,30,41,0,0,0,38,0,12,0,0,0,0,0,39,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,43,6,0,0,0,0,6,0,29,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,6,8,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
0,0,0,0,36,0,0,0,0,0,0,0,42,42,0,0,0,0,46,0,0,0,0,34,0,0,0,0,32,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,33,0,0,0,46,4,0,6,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,6,0,0,8,0,0,0,0,2,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,6,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,5,2,0,5,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,34,28,33,0,0,0,33,0,11,0,0,0,0,0,33,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,10,5,0,0,0,0,10,0,0,0,0,6,0,0,0,0,6,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,7,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,4
0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,0,0,0,16,15,0,0,0,0,16,0,0,0,0,8,0,0,0,0,10,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,4,0,0,0,12,2,0,4,0,0,0,0,4,0,0,0,0,0,17
