"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Michael Pineda","Gerrit Cole","Jonathan Lucroy","Anthony Rizzo","Ian Happ","Kris Bryant","Zack Cozart","Billy Hamilton","Kyle Schwarber","Jon Jay"
"2","Michael Pineda","Gerrit Cole","Miguel Montero","Joey Votto","Cesar Hernandez","Eugenio Suarez","Zack Cozart","Billy Hamilton","Adam Duvall","Kyle Schwarber"
"3","Rick Porcello","Matt Shoemaker","Gary Sanchez","Anthony Rizzo","Ian Happ","Kris Bryant","Alcides Escobar","Bryce Harper","Kyle Schwarber","Jon Jay"
"4","Michael Pineda","Rick Porcello","Miguel Montero","Joey Votto","Jose Peraza","Eugenio Suarez","Addison Russell","Bryce Harper","Adam Duvall","Scott Schebler"
"5","Rick Porcello","Mike Foltynewicz","Gary Sanchez","Joey Votto","Ian Happ","Eugenio Suarez","Zack Cozart","Bryce Harper","Billy Hamilton","Adam Duvall"
"6","Michael Fulmer","Mike Foltynewicz","Salvador Perez","Anthony Rizzo","Ian Happ","Kris Bryant","Trea Turner","Kyle Schwarber","Scott Schebler","Jon Jay"
"7","Michael Pineda","Mike Foltynewicz","Jonathan Lucroy","Joey Votto","Daniel Murphy","Eugenio Suarez","Zack Cozart","Adam Duvall","Odubel Herrera","Scott Schebler"
"8","Gerrit Cole","Mike Foltynewicz","Jonathan Lucroy","Anthony Rizzo","Rougned Odor","Kris Bryant","Elvis Andrus","Shin-Soo Choo","Nomar Mazara","Kyle Schwarber"
"9","Matt Shoemaker","Gerrit Cole","Salvador Perez","Joey Votto","Ian Happ","Eugenio Suarez","Zack Cozart","Mike Trout","Adam Duvall","Scott Schebler"
"10","Michael Pineda","Gerrit Cole","Cameron Rupp","Anthony Rizzo","Cesar Hernandez","Kris Bryant","Freddy Galvis","Kyle Schwarber","Odubel Herrera","Daniel Nava"
"11","Michael Pineda","Gerrit Cole","Tucker Barnhart","Anthony Rizzo","Jose Peraza","Eugenio Suarez","Elvis Andrus","Adam Duvall","Kyle Schwarber","Scott Schebler"
"12","Michael Pineda","Gerrit Cole","Miguel Montero","Tommy Joseph","Cesar Hernandez","Kris Bryant","Addison Russell","Aaron Altherr","Odubel Herrera","Michael Saunders"
"13","Michael Pineda","Gerrit Cole","Jonathan Lucroy","Mike Napoli","Rougned Odor","Joey Gallo","Addison Russell","Nomar Mazara","Adam Duvall","Kyle Schwarber"
"14","Michael Pineda","Gerrit Cole","Jonathan Lucroy","Joey Votto","Ian Happ","Kyle Seager","Elvis Andrus","Shin-Soo Choo","Nomar Mazara","Delino DeShields"
"15","Matt Shoemaker","Mike Foltynewicz","Gary Sanchez","Joey Votto","Jose Peraza","Eugenio Suarez","Trea Turner","Adam Duvall","Kyle Schwarber","Scott Schebler"
"16","Rick Porcello","Matt Shoemaker","Salvador Perez","Eric Hosmer","Daniel Murphy","Mike Moustakas","Alcides Escobar","Bryce Harper","Lorenzo Cain","Kyle Schwarber"
"17","Michael Fulmer","German Marquez","Stephen Vogt","Joey Votto","Cesar Hernandez","Eugenio Suarez","Zack Cozart","Bryce Harper","Adam Duvall","Scott Schebler"
"18","Michael Pineda","Gerrit Cole","Miguel Montero","Justin Smoak","Devon Travis","Kris Bryant","Addison Russell","Jose Bautista","Kevin Pillar","Ezequiel Carrera"
"19","Michael Pineda","Gerrit Cole","Gary Sanchez","Chris Carter","Ian Happ","Kris Bryant","Didi Gregorius","Brett Gardner","Kyle Schwarber","Aaron Hicks"
"20","Michael Pineda","Gerrit Cole","Kurt Suzuki","Freddie Freeman","Brandon Phillips","Kris Bryant","Addison Russell","Matt Kemp","Kyle Schwarber","Nick Markakis"
"21","Gerrit Cole","German Marquez","Gary Sanchez","Matt Holliday","Starlin Castro","Kris Bryant","Addison Russell","Aaron Judge","Brett Gardner","Kyle Schwarber"
"22","Michael Fulmer","Matt Shoemaker","Francisco Cervelli","Joey Votto","Gift Ngoepe","Eugenio Suarez","Zack Cozart","Billy Hamilton","Adam Duvall","Odubel Herrera"
"23","Michael Pineda","Gerrit Cole","Welington Castillo","Chris Davis","Jonathan Schoop","Manny Machado","Addison Russell","Billy Hamilton","Mark Trumbo","Kyle Schwarber"
"24","Rick Porcello","German Marquez","Jonathan Lucroy","Mike Napoli","Rougned Odor","Kris Bryant","Elvis Andrus","Bryce Harper","Nomar Mazara","Scott Schebler"
"25","Rick Porcello","Matt Shoemaker","Cameron Rupp","Joey Votto","Cesar Hernandez","Kyle Seager","Freddy Galvis","Bryce Harper","Odubel Herrera","Daniel Nava"
"26","Michael Fulmer","Gerrit Cole","Jonathan Lucroy","Joey Votto","Jose Peraza","Eugenio Suarez","Hernan Perez","Adam Duvall","Andrew McCutchen","Scott Schebler"
"27","Mike Foltynewicz","German Marquez","Miguel Montero","Ryan Zimmerman","Daniel Murphy","Kyle Seager","Trea Turner","Bryce Harper","Jayson Werth","Odubel Herrera"
"28","Michael Fulmer","Gerrit Cole","Salvador Perez","Eric Hosmer","Ian Happ","Mike Moustakas","Addison Russell","Lorenzo Cain","Kyle Schwarber","Jorge Soler"
"29","Michael Pineda","Gerrit Cole","James McCann","Anthony Rizzo","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Mike Trout","JD Martinez","Kyle Schwarber"
"30","Michael Pineda","German Marquez","Miguel Montero","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Addison Russell","Bryce Harper","Kyle Schwarber","Brian Goodwin"
"31","Rick Porcello","Gerrit Cole","Gary Sanchez","Tommy Joseph","Cesar Hernandez","Manny Machado","Freddy Galvis","Aaron Altherr","Kyle Schwarber","Odubel Herrera"
"32","Ervin Santana","German Marquez","Yadier Molina","Anthony Rizzo","Ian Happ","Kris Bryant","Xander Bogaerts","Mike Trout","Kyle Schwarber","Jon Jay"
"33","Michael Pineda","Gerrit Cole","Sandy Leon","Mitch Moreland","Ian Happ","Kris Bryant","Xander Bogaerts","Andrew Benintendi","Kyle Schwarber","Jackie Bradley"
"34","Michael Pineda","Rick Porcello","Stephen Vogt","Mark Canha","Jed Lowrie","Kris Bryant","Adam Rosales","Bryce Harper","Kyle Schwarber","Matt Joyce"
"35","Michael Pineda","Gerrit Cole","Miguel Montero","Anthony Rizzo","Starlin Castro","Chase Headley","Didi Gregorius","Aaron Judge","Kyle Schwarber","Aaron Hicks"
"36","Matt Shoemaker","Mike Foltynewicz","Salvador Perez","Tommy Joseph","Cesar Hernandez","Kris Bryant","Freddy Galvis","Bryce Harper","Aaron Altherr","Odubel Herrera"
"37","Miguel Gonzalez","Jhoulys Chacin","Francisco Cervelli","Anthony Rizzo","Ian Happ","Kris Bryant","Elvis Andrus","Adam Duvall","Kyle Schwarber","Jon Jay"
"38","Michael Pineda","Rick Porcello","Miguel Montero","Victor Martinez","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Bryce Harper","JD Martinez","Adam Duvall"
"39","Rick Porcello","Miguel Gonzalez","Francisco Cervelli","Joey Votto","Rougned Odor","Eugenio Suarez","Zack Cozart","Adam Duvall","Kyle Schwarber","Scott Schebler"
"40","Michael Pineda","Gerrit Cole","Martin Maldonado","Albert Pujols","Danny Espinosa","Kris Bryant","Addison Russell","Mike Trout","Kyle Schwarber","Cameron Maybin"
"41","Michael Pineda","Rick Porcello","Cameron Rupp","Anthony Rizzo","Ian Happ","Maikel Franco","Freddy Galvis","Bryce Harper","Michael Saunders","Daniel Nava"
"42","Matt Shoemaker","Gerrit Cole","Jonathan Lucroy","Mike Napoli","Rougned Odor","Kyle Seager","Elvis Andrus","Billy Hamilton","Nomar Mazara","Odubel Herrera"
"43","Miguel Gonzalez","German Marquez","Salvador Perez","Joey Votto","Daniel Murphy","Eugenio Suarez","Zack Cozart","Mookie Betts","Billy Hamilton","Adam Duvall"
"44","Rick Porcello","Gerrit Cole","Salvador Perez","Eric Hosmer","Cesar Hernandez","Kris Bryant","Zack Cozart","Lorenzo Cain","Jorge Soler","Brandon Moss"
"45","Rick Porcello","Matt Shoemaker","Jonathan Lucroy","Anthony Rizzo","Cesar Hernandez","Eugenio Suarez","Elvis Andrus","Shin-Soo Choo","Nomar Mazara","Delino DeShields"
"46","Gerrit Cole","Mike Foltynewicz","Miguel Montero","Mitch Moreland","Dustin Pedroia","Kris Bryant","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Adam Duvall"
"47","Michael Pineda","Mike Foltynewicz","Cameron Rupp","Joey Votto","Cesar Hernandez","Manny Machado","Freddy Galvis","Aaron Altherr","Adam Duvall","Odubel Herrera"
"48","Michael Pineda","Gerrit Cole","Jonathan Lucroy","Victor Martinez","Ian Kinsler","Nicholas Castellanos","Addison Russell","Billy Hamilton","JD Martinez","Justin Upton"
"49","Michael Fulmer","Matt Shoemaker","Tucker Barnhart","Eric Hosmer","Jose Peraza","Eugenio Suarez","Xander Bogaerts","Bryce Harper","Adam Duvall","Scott Schebler"
"50","Michael Pineda","Rick Porcello","Jonathan Lucroy","Tommy Joseph","Ian Happ","Maikel Franco","Trea Turner","Aaron Altherr","Odubel Herrera","Michael Saunders"
