"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Noah Syndergaard",12300,"Mia@NYM 07:10PM ET",24.5,"NYM",NA,NA,NA,NA,NA
"SP","Corey Kluber",11500,"Cle@Ari 09:40PM ET",10.1,"Cle",NA,NA,NA,NA,NA
"SP","Jon Lester",10900,"ChC@Mil 08:10PM ET",17.85,"ChC",NA,NA,NA,NA,NA
"SP","Lance McCullers",10600,"KC@Hou 08:10PM ET",25.3,"Hou",NA,NA,NA,NA,NA
"SP","Felix Hernandez",10500,"Sea@LAA 10:07PM ET",16.25,"Sea",NA,NA,NA,NA,NA
"SP","Chris Archer",10400,"Tor@TB 07:10PM ET",20.95,"TB",NA,NA,NA,NA,NA
"SP","Jacob deGrom",10400,"Mia@NYM 07:10PM ET",23.7,"NYM",NA,NA,NA,NA,NA
"SP","Jake Arrieta",10300,"ChC@Mil 08:10PM ET",25.3,"ChC",NA,NA,NA,NA,NA
"SP","Yu Darvish",10300,"Oak@Tex 08:05PM ET",8.85,"Tex",NA,NA,NA,NA,NA
"SP","Danny Duffy",10000,"KC@Hou 08:10PM ET",23.9,"KC",NA,NA,NA,NA,NA
"SP","Jose Quintana",9800,"Min@CWS 08:10PM ET",-1.4,"CWS",NA,NA,NA,NA,NA
"SP","Steven Matz",9800,"Mia@NYM 07:10PM ET",0,"NYM",NA,NA,NA,NA,NA
"SP","Aaron Sanchez",9700,"Tor@TB 07:10PM ET",0,"Tor",NA,NA,NA,NA,NA
"SP","Dallas Keuchel",9700,"KC@Hou 08:10PM ET",24.75,"Hou",NA,NA,NA,NA,NA
"SP","Carlos Carrasco",9700,"Cle@Ari 09:40PM ET",23.15,"Cle",NA,NA,NA,NA,NA
"SP","Carlos Martinez",9600,"Cin@StL 08:15PM ET",32.9,"StL",NA,NA,NA,NA,NA
"SP","Danny Salazar",9600,"Cle@Ari 09:40PM ET",17.35,"Cle",NA,NA,NA,NA,NA
"SP","Kyle Hendricks",9500,"ChC@Mil 08:10PM ET",0,"ChC",NA,NA,NA,NA,NA
"SP","Carlos Rodon",9400,"Min@CWS 08:10PM ET",0,"CWS",NA,NA,NA,NA,NA
"SP","Marco Estrada",9200,"Tor@TB 07:10PM ET",13.3,"Tor",NA,NA,NA,NA,NA
"SP","James Paxton",9200,"Sea@LAA 10:07PM ET",21.7,"Sea",NA,NA,NA,NA,NA
"SP","John Lackey",9200,"ChC@Mil 08:10PM ET",20.7,"ChC",NA,NA,NA,NA,NA
"SP","Cole Hamels",9200,"Oak@Tex 08:05PM ET",11.3,"Tex",NA,NA,NA,NA,NA
"SP","Anthony DeSclafani",9100,"Cin@StL 08:15PM ET",0,"Cin",NA,NA,NA,NA,NA
