"Place_lo","Place_hi","Payout"
"1","1","3000"
"2","2","1500"
"3","3","1250"
"4","4","1000"
"5","5","750"
"6","6","500"
"7","8","400"
"9","10","350"
"11","15","300"
"16","22","250"
"23","34","200"
"35","55","150"
"56","80","125"
"81","120","100"
"121","181","75"
