"Place_lo","Place_hi","Payout"
"1","1","50000"
"2","2","25000"
"3","3","15000"
"4","4","10000"
"5","5","7000"
"6","6","5000"
"7","8","3000"
"9","10","2000"
"11","15","1500"
"16","20","1000"
"21","25","700"
"26","30","500"
"31","40","300"
"41","50","200"
"51","75","150"
"76","100","100"
"101","150","75"
"151","250","50"
"251","450","35"
"451","850","25"
"851","1600","20"
"1601","3100","15"
"3101","6100","12"
"6101","12400","10"
"12401","23150","8"
