"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Actual"
"DST","Vikings  (7689184)","Vikings ",7689184,4000,"Det@Min 01:00PM ET","MIN","Vikings",NA,"Det",13.06,10.8,3
"DST","Broncos  (7689203)","Broncos ",7689203,3700,"Den@Oak 08:30PM ET","DEN","Broncos",NA,"Oak",9.76,7,1
"DST","Chiefs  (7689189)","Chiefs ",7689189,3500,"Jax@KC 01:00PM ET","KC","Chiefs",NA,"Jax",10.08,11.7,11
"DST","Cowboys  (7689192)","Cowboys ",7689192,3400,"Dal@Cle 01:00PM ET","DAL","Cowboys",NA,"Cle",7.56,9.4,8
"DST","Panthers  (7689198)","Panthers ",7689198,3400,"Car@LA 04:05PM ET","CAR","Panthers",NA,"LA",8.72,6.2,10
"DST","Ravens  (7689194)","Ravens ",7689194,3300,"Pit@Bal 01:00PM ET","BAL","Ravens",NA,"Pit",7.38,7.2,7
"DST","Giants  (7689185)","Giants ",7689185,3200,"Phi@NYG 01:00PM ET","NYG","Giants",NA,"Phi",6.3,7.5,10
"DST","Eagles  (7689186)","Eagles ",7689186,3100,"Phi@NYG 01:00PM ET","PHI","Eagles",NA,"NYG",9.69,9.6,4
"DST","Dolphins  (7689187)","Dolphins ",7689187,3100,"NYJ@Mia 01:00PM ET","MIA","Dolphins",NA,"NYJ",9,8.9,13
"DST","Chargers  (7689202)","Chargers ",7689202,3000,"Ten@SD 04:25PM ET","SD","Chargers",NA,"Ten",8.56,8.7,14
"DST","Steelers  (7689193)","Steelers ",7689193,2900,"Pit@Bal 01:00PM ET","PIT","Steelers",NA,"Bal",6.27,6.8,5
"DST","Jets  (7689188)","Jets ",7689188,2800,"NYJ@Mia 01:00PM ET","NYJ","Jets",NA,"Mia",6.52,8,3
"DST","Packers  (7689199)","Packers ",7689199,2700,"Ind@GB 04:25PM ET","GB","Packers",NA,"Ind",8.12,7,5
"DST","Raiders  (7689204)","Raiders ",7689204,2700,"Den@Oak 08:30PM ET","OAK","Raiders",NA,"Den",6.16,7.8,7
"DST","Titans  (7689201)","Titans ",7689201,2600,"Ten@SD 04:25PM ET","TEN","Titans",NA,"SD",6.78,5.7,0
"DST","Lions  (7689183)","Lions ",7689183,2500,"Det@Min 01:00PM ET","DET","Lions",NA,"Min",6.48,4.7,5
"DST","Rams  (7689197)","Rams ",7689197,2400,"Car@LA 04:05PM ET","LA","Rams",NA,"Car",8.02,8.1,9
"DST","Jaguars  (7689190)","Jaguars ",7689190,2300,"Jax@KC 01:00PM ET","JAX","Jaguars",NA,"KC",4.74,6,3
"DST","Saints  (7689195)","Saints ",7689195,2300,"NO@SF 04:05PM ET","NO","Saints",NA,"SF",5.4,7.2,9
"DST","Browns  (7689191)","Browns ",7689191,2200,"Dal@Cle 01:00PM ET","CLE","Browns",NA,"Dal",5.55,4.1,-4
"DST","49ers  (7689196)","49ers ",7689196,2100,"NO@SF 04:05PM ET","SF","49ers",NA,"NO",4.28,4.7,-3
"DST","Colts  (7689200)","Colts ",7689200,2100,"Ind@GB 04:25PM ET","IND","Colts",NA,"GB",5.43,5.1,11
