"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg"
"WR","Marqise Lee (7688708)","Marqise Lee",7688708,3400,"Jax@KC 01:00PM ET","Jax","Marqise","Lee","KC",9.8,8.6,3,0.142857142857143,8.59079472977978
"WR","Tyreek Hill (7688713)","Tyreek Hill",7688713,3400,"Jax@KC 01:00PM ET","KC","Tyreek","Hill","Jax",7.78,7.1,4,0.08984375,6.95559237648946
"TE","Coby Fleener (7688843)","Coby Fleener",7688843,3400,"NO@SF 04:05PM ET","NO","Coby","Fleener","SF",10.56,8.4,4,0.136807817589577,8.82600885057866
"WR","Brian Quick (7688751)","Brian Quick",7688751,3400,"Car@LA 04:05PM ET","LA","Brian","Quick","Car",9.43,8,4,0.134453781512605,8.12957609643846
"WR","Devin Funchess (7688758)","Devin Funchess",7688758,3400,"Car@LA 04:05PM ET","Car","Devin","Funchess","LA",6.48,5.5,5,0.0988593155893536,5.58770755097628
"RB","Robert Turbin (7688647)","Robert Turbin",7688647,3400,"Ind@GB 04:25PM ET","Ind","Robert","Turbin","GB",3.89,3.7,9,0.0430769230769231,3.55237079295525
"RB","Derek Watt (7688658)","Derek Watt",7688658,3400,"Ten@SD 04:25PM ET","SD","Derek","Watt","Ten",0,0,10,0.0102739726027397,0
"WR","Cordarrelle Patterson (7688676)","Cordarrelle Patterson",7688676,3300,"Det@Min 01:00PM ET","Min","Cordarrelle","Patterson","Det",10.39,8.2,4,0.103305785123967,8.65172081060912
"WR","Breshad Perriman (7688736)","Breshad Perriman",7688736,3300,"Pit@Bal 01:00PM ET","Bal","Breshad","Perriman","Pit",6.78,10.2,4,0.108196721311475,8.05647596978807
"RB","Aaron Ripkowski (7688650)","Aaron Ripkowski",7688650,3300,"Ind@GB 04:25PM ET","GB","Aaron","Ripkowski","Ind",0,2.9,11,0.013840830449827,1.44177569106998
"WR","Jeff Janis (7688772)","Jeff Janis",7688772,3300,"Ind@GB 04:25PM ET","GB","Jeff","Janis","Ind",5.73,9.9,7,0.0380622837370242,7.44498561111237
"TE","Hunter Henry (7688872)","Hunter Henry",7688872,3300,"Ten@SD 04:25PM ET","SD","Hunter","Henry","Ten",0,0,6,0.113013698630137,0
"RB","DeAndre Washington (7688666)","DeAndre Washington",7688666,3300,"Den@Oak 08:30PM ET","Oak","DeAndre","Washington","Den",3.96,5.4,7,0.0445103857566766,4.42837238962474
"RB","Dwayne Washington (7688585)","Dwayne Washington",7688585,3200,"Det@Min 01:00PM ET","Det","Dwayne","Washington","Min",2.85,0,12,0.00677966101694915,1.25492597654837
"RB","Chris Ivory (7688601)","Chris Ivory",7688601,3200,"Jax@KC 01:00PM ET","Jax","Chris","Ivory","KC",6.27,5.7,7,0.0299003322259136,5.59467212740603
"TE","Julius Thomas (7688821)","Julius Thomas",7688821,3200,"Jax@KC 01:00PM ET","Jax","Julius","Thomas","KC",10.9,8.2,4,0.122923588039867,8.87628651167567
"WR","Andrew Hawkins (7688714)","Andrew Hawkins",7688714,3200,"Dal@Cle 01:00PM ET","Cle","Andrew","Hawkins","Dal",8.17,5.9,4,0.123333333333333,6.53072225138563
"WR","Markus Wheaton (7688731)","Markus Wheaton",7688731,3200,"Pit@Bal 01:00PM ET","Pit","Markus","Wheaton","Bal",0,2.8,9,0.036231884057971,1.39205928792963
"WR","Eli Rogers (7688735)","Eli Rogers",7688735,3200,"Pit@Bal 01:00PM ET","Pit","Eli","Rogers","Bal",6.37,6.9,6,0.0688405797101449,6.23530145549537
"RB","Fozzy Whittaker (7688640)","Fozzy Whittaker",7688640,3200,"Car@LA 04:05PM ET","Car","Fozzy","Whittaker","LA",6.57,4.5,5,0.0988593155893536,5.13017276093752
"TE","Eric Ebron (7688801)","Eric Ebron",7688801,3100,"Det@Min 01:00PM ET","Det","Eric","Ebron","Min",10.1,11.4,5,0.122033898305085,10.114951488925
"WR","Nelson Agholor (7688688)","Nelson Agholor",7688688,3100,"Phi@NYG 01:00PM ET","Phi","Nelson","Agholor","NYG",7.16,7.6,2,0.175675675675676,6.9311729516789
"RB","Damien Williams (7688597)","Damien Williams",7688597,3100,"NYJ@Mia 01:00PM ET","Mia","Damien","Williams","NYJ",4.89,4.4,4,0.0619047619047619,4.34071051898971
"WR","Chris Conley (7688707)","Chris Conley",7688707,3100,"Jax@KC 01:00PM ET","KC","Chris","Conley","Jax",6.93,6.3,3,0.14453125,6.18358498292246
"WR","Corey Brown (7688754)","Corey Brown",7688754,3100,"Car@LA 04:05PM ET","Car","Corey","Brown","LA",0,4.6,3,0.125475285171103,2.28695454445583
"RB","Knile Davis (7688649)","Knile Davis",7688649,3100,"Ind@GB 04:25PM ET","GB","Knile","Davis","Ind",0,0,11,0.01171875,0
"RB","Don Jackson (7688652)","Don Jackson",7688652,3100,"Ind@GB 04:25PM ET","GB","Don","Jackson","Ind",2.57,6.9,13,0.0069204152249135,4.56206682009754
"WR","Dontrelle Inman (7688777)","Dontrelle Inman",7688777,3100,"Ten@SD 04:25PM ET","SD","Dontrelle","Inman","Ten",8.11,7.4,3,0.136986301369863,7.25004880424767
"RB","Justin Forsett (7688577)","Justin Forsett",7688577,3000,"Det@Min 01:00PM ET","Det","Justin","Forsett","Min",2.33,1.1,9,0.0101694915254237,1.57283746098509
"RB","Zach Line (7688579)","Zach Line",7688579,3000,"Det@Min 01:00PM ET","Min","Zach","Line","Det",0,0,12,0.00413223140495868,0
"RB","Ronnie Hillman (7688581)","Ronnie Hillman",7688581,3000,"Det@Min 01:00PM ET","Min","Ronnie","Hillman","Det",2.73,1.1,8,0.0289256198347107,1.74896742260591
"RB","Michael Burton (7688582)","Michael Burton",7688582,3000,"Det@Min 01:00PM ET","Det","Michael","Burton","Min",0,0,0,0,0
"RB","Zach Zenner (7688584)","Zach Zenner",7688584,3000,"Det@Min 01:00PM ET","Det","Zach","Zenner","Min",4.22,4.2,6,0.0271186440677966,3.94626002699415
"WR","Andre Roberts (7688671)","Andre Roberts",7688671,3000,"Det@Min 01:00PM ET","Det","Andre","Roberts","Min",2.32,1.6,6,0.0271186440677966,1.81701622764629
"WR","Charles Johnson (7688672)","Charles Johnson",7688672,3000,"Det@Min 01:00PM ET","Min","Charles","Johnson","Det",4.24,1.7,6,0.0661157024793388,2.71215644656659
"WR","Jarius Wright (7688675)","Jarius Wright",7688675,3000,"Det@Min 01:00PM ET","Min","Jarius","Wright","Det",0,1.9,9,0.0206611570247934,0.944611659666537
"WR","Laquon Treadwell (7688679)","Laquon Treadwell",7688679,3000,"Det@Min 01:00PM ET","Min","Laquon","Treadwell","Det",0,1,14,0,0.497164031403441
"RB","Bobby Rainey (7688588)","Bobby Rainey",7688588,3000,"Phi@NYG 01:00PM ET","NYG","Bobby","Rainey","Phi",6.22,9.7,5,0.079136690647482,7.56131200781719
"RB","Kenjon Barner (7688590)","Kenjon Barner",7688590,3000,"Phi@NYG 01:00PM ET","Phi","Kenjon","Barner","NYG",0,1.8,10,0.0045045045045045,0.894895256526193
"RB","Paul Perkins (7688592)","Paul Perkins",7688592,3000,"Phi@NYG 01:00PM ET","NYG","Paul","Perkins","Phi",0,4,9,0.0287769784172662,1.98865612561376
"WR","Dwayne Harris (7688681)","Dwayne Harris",7688681,3000,"Phi@NYG 01:00PM ET","NYG","Dwayne","Harris","Phi",2.02,0,0,0,0.889456306185162
"WR","Tavarres King (7688682)","Tavarres King",7688682,3000,"Phi@NYG 01:00PM ET","NYG","Tavarres","King","Phi",0,0,13,0.00359712230215827,0
"WR","Josh Huff (7688684)","Josh Huff",7688684,3000,"Phi@NYG 01:00PM ET","Phi","Josh","Huff","NYG",0,2.5,0,0,1.2429100785086
"WR","Dorial Green-Beckham (7688686)","Dorial Green-Beckham",7688686,3000,"Phi@NYG 01:00PM ET","Phi","Dorial","Green-Beckham","NYG",6.72,9,3,0.157657657657658,7.43345963786081
"WR","Bryce Treggs (7688687)","Bryce Treggs",7688687,3000,"Phi@NYG 01:00PM ET","Phi","Bryce","Treggs","NYG",2.25,0,11,0,0.990731034117136
"WR","Roger Lewis (7688690)","Roger Lewis",7688690,3000,"Phi@NYG 01:00PM ET","NYG","Roger","Lewis","Phi",0,1.1,10,0.0143884892086331,0.546880434543785
"RB","Kenyan Drake (7688598)","Kenyan Drake",7688598,3000,"NYJ@Mia 01:00PM ET","Mia","Kenyan","Drake","NYJ",0,4.4,9,0.0333333333333333,2.18752173817514
"RB","Troymaine Pope (7688599)","Troymaine Pope",7688599,3000,"NYJ@Mia 01:00PM ET","NYJ","Troymaine","Pope","Mia",0,0,0,0,0
"WR","Charone Peake (7688695)","Charone Peake",7688695,3000,"NYJ@Mia 01:00PM ET","NYJ","Charone","Peake","Mia",4.4,4.1,7,0.056140350877193,3.97580210658317
"WR","Jakeem Grant (7688697)","Jakeem Grant",7688697,3000,"NYJ@Mia 01:00PM ET","Mia","Jakeem","Grant","NYJ",0,0,14,0,0
"WR","Devin Smith (7688698)","Devin Smith",7688698,3000,"NYJ@Mia 01:00PM ET","NYJ","Devin","Smith","Mia",0,0,0,0,0
"WR","Robby Anderson (7688699)","Robby Anderson",7688699,3000,"NYJ@Mia 01:00PM ET","NYJ","Robby","Anderson","Mia",6.16,6.6,5,0.087719298245614,5.9936840162234
"WR","Leonte Carroo (7688700)","Leonte Carroo",7688700,3000,"NYJ@Mia 01:00PM ET","Mia","Leonte","Carroo","NYJ",1.97,0,12,0.00952380952380952,0.867440060982559
"WR","Jalin Marshall (7688701)","Jalin Marshall",7688701,3000,"NYJ@Mia 01:00PM ET","NYJ","Jalin","Marshall","Mia",2.8,2.2,8,0.0456140350877193,2.32667060043334
"RB","Anthony Sherman (7688602)","Anthony Sherman",7688602,3000,"Jax@KC 01:00PM ET","KC","Anthony","Sherman","Jax",0,1.1,11,0.01171875,0.546880434543785
"RB","Denard Robinson (7688603)","Denard Robinson",7688603,3000,"Jax@KC 01:00PM ET","Jax","Denard","Robinson","KC",0,0,12,0.00664451827242525,0
"RB","Corey Grant (7688605)","Corey Grant",7688605,3000,"Jax@KC 01:00PM ET","Jax","Corey","Grant","KC",0,0,14,0.00332225913621262,0
"WR","Bryan Walters (7688702)","Bryan Walters",7688702,3000,"Jax@KC 01:00PM ET","Jax","Bryan","Walters","KC",0,0,11,0.00996677740863787,0
"WR","Arrelious Benn (7688704)","Arrelious Benn",7688704,3000,"Jax@KC 01:00PM ET","Jax","Arrelious","Benn","KC",3.42,0,8,0.026578073089701,1.50591117185805
"WR","Albert Wilson (7688706)","Albert Wilson",7688706,3000,"Jax@KC 01:00PM ET","KC","Albert","Wilson","Jax",4.02,3.4,6,0.0703125,3.46046382106098
"WR","Rashad Greene Sr. (7688709)","Rashad Greene Sr.",7688709,3000,"Jax@KC 01:00PM ET","Jax","Rashad","Greene","KC",0,1,9,0.0232558139534884,0.497164031403441
"WR","De'Anthony Thomas (7688710)","De'Anthony Thomas",7688710,3000,"Jax@KC 01:00PM ET","KC","De'Anthony","Thomas","Jax",0,0,9,0.01953125,0
"WR","Demarcus Robinson (7688712)","Demarcus Robinson",7688712,3000,"Jax@KC 01:00PM ET","KC","Demarcus","Robinson","Jax",0,0,0,0,0
"RB","Darren McFadden (7688608)","Darren McFadden",7688608,3000,"Dal@Cle 01:00PM ET","Dal","Darren","McFadden","Cle",0,0,0,0,0
"RB","Lance Dunbar (7688610)","Lance Dunbar",7688610,3000,"Dal@Cle 01:00PM ET","Dal","Lance","Dunbar","Cle",0,4.2,8,0.0263157894736842,2.08808893189445
"RB","Rod Smith (7688611)","Rod Smith",7688611,3000,"Dal@Cle 01:00PM ET","Dal","Rod","Smith","Cle",0,0,0,0,0
"RB","Keith Smith (7688612)","Keith Smith",7688612,3000,"Dal@Cle 01:00PM ET","Dal","Keith","Smith","Cle",0,0,9,0.0131578947368421,0
"RB","George Atkinson III (7688614)","George Atkinson III",7688614,3000,"Dal@Cle 01:00PM ET","Cle","George","Atkinson III","Dal",0,0,0,0,0
"RB","Darius Jackson (7688616)","Darius Jackson",7688616,3000,"Dal@Cle 01:00PM ET","Dal","Darius","Jackson","Cle",0,0,0,0,0
"WR","Jordan Payton (7688720)","Jordan Payton",7688720,3000,"Dal@Cle 01:00PM ET","Cle","Jordan","Payton","Dal",0,0,11,0.01,0
"WR","Ricardo Louis (7688721)","Ricardo Louis",7688721,3000,"Dal@Cle 01:00PM ET","Cle","Ricardo","Louis","Dal",5.57,6.7,5,0.106666666666667,5.78360872597303
"WR","Lucky Whitehead (7688723)","Lucky Whitehead",7688723,3000,"Dal@Cle 01:00PM ET","Dal","Lucky","Whitehead","Cle",0,1.1,11,0.0043859649122807,0.546880434543785
"WR","Rashard Higgins (7688724)","Rashard Higgins",7688724,3000,"Dal@Cle 01:00PM ET","Cle","Rashard","Higgins","Dal",1.59,1.7,8,0.0233333333333333,1.54529545082863
"RB","Kyle Juszczyk (7688619)","Kyle Juszczyk",7688619,3000,"Pit@Bal 01:00PM ET","Bal","Kyle","Juszczyk","Pit",0,4.8,5,0.0885245901639344,2.38638735073652
"RB","Fitzgerald Toussaint (7688620)","Fitzgerald Toussaint",7688620,3000,"Pit@Bal 01:00PM ET","Pit","Fitzgerald","Toussaint","Bal",0,0,12,0.0036231884057971,0
"RB","Roosevelt Nix (7688622)","Roosevelt Nix",7688622,3000,"Pit@Bal 01:00PM ET","Pit","Roosevelt","Nix","Bal",0,0,0,0,0
"RB","Javorius Allen (7688624)","Javorius Allen",7688624,3000,"Pit@Bal 01:00PM ET","Bal","Javorius","Allen","Pit",0,0,10,0.019672131147541,0
"RB","Lorenzo Taliaferro (7688626)","Lorenzo Taliaferro",7688626,3000,"Pit@Bal 01:00PM ET","Bal","Lorenzo","Taliaferro","Pit",0,0,12,0.00983606557377049,0
"WR","Devin Hester (7688726)","Devin Hester",7688726,3000,"Pit@Bal 01:00PM ET","Bal","Devin","Hester","Pit",0,0,0,0,0
"WR","Darrius Heyward-Bey (7688727)","Darrius Heyward-Bey",7688727,3000,"Pit@Bal 01:00PM ET","Pit","Darrius","Heyward-Bey","Bal",6.63,2,8,0.0507246376811594,3.91368217667204
"WR","Cobi Hamilton (7688732)","Cobi Hamilton",7688732,3000,"Pit@Bal 01:00PM ET","Pit","Cobi","Hamilton","Bal",0,0,10,0.0289855072463768,0
"WR","Chris Moore (7688734)","Chris Moore",7688734,3000,"Pit@Bal 01:00PM ET","Bal","Chris","Moore","Pit",0,3,8,0.0459016393442623,1.49149209421032
"RB","John Kuhn (7688628)","John Kuhn",7688628,3000,"NO@SF 04:05PM ET","NO","John","Kuhn","SF",3.18,2.3,8,0.0293159609120521,2.54371046711347
"RB","DuJuan Harris (7688630)","DuJuan Harris",7688630,3000,"NO@SF 04:05PM ET","SF","DuJuan","Harris","NO",8.17,10.4,12,0.00952380952380952,8.76796039270112
"RB","Travaris Cadet (7688631)","Travaris Cadet",7688631,3000,"NO@SF 04:05PM ET","NO","Travaris","Cadet","SF",6.75,5,5,0.0977198697068404,5.45801325936861
"RB","Marcus Murphy (7688634)","Marcus Murphy",7688634,3000,"NO@SF 04:05PM ET","NO","Marcus","Murphy","SF",0,0,0,0,0
"RB","Daniel Lasco (7688635)","Daniel Lasco",7688635,3000,"NO@SF 04:05PM ET","NO","Daniel","Lasco","SF",0,0,12,0.0130293159609121,0
"WR","Keshawn Martin (7688739)","Keshawn Martin",7688739,3000,"NO@SF 04:05PM ET","SF","Keshawn","Martin","NO",0,0,0,0,0
"WR","Rod Streater (7688740)","Rod Streater",7688740,3000,"NO@SF 04:05PM ET","SF","Rod","Streater","NO",2.02,4,8,0.0333333333333333,2.87811243179893
"WR","Brandon Coleman (7688741)","Brandon Coleman",7688741,3000,"NO@SF 04:05PM ET","NO","Brandon","Coleman","SF",6.57,1.3,7,0.0618892508143322,3.53924786044651
"WR","Quinton Patton (7688743)","Quinton Patton",7688743,3000,"NO@SF 04:05PM ET","SF","Quinton","Patton","NO",8,5.2,2,0.152380952380952,6.10785219571438
"WR","Tommylee Lewis (7688745)","Tommylee Lewis",7688745,3000,"NO@SF 04:05PM ET","NO","Tommylee","Lewis","SF",0,0,8,0.0293159609120521,0
"WR","Aaron Burbridge (7688747)","Aaron Burbridge",7688747,3000,"NO@SF 04:05PM ET","SF","Aaron","Burbridge","NO",0,1.5,9,0.0238095238095238,0.745746047105161
"WR","Jake Lampman (7688748)","Jake Lampman",7688748,3000,"NO@SF 04:05PM ET","NO","Jake","Lampman","SF",0,0,0,0,0
"RB","Mike Tolbert (7688637)","Mike Tolbert",7688637,3000,"Car@LA 04:05PM ET","Car","Mike","Tolbert","LA",0,3.7,8,0.026615969581749,1.83950691619273
"RB","Chase Reynolds (7688639)","Chase Reynolds",7688639,3000,"Car@LA 04:05PM ET","LA","Chase","Reynolds","Car",0,0,0,0,0
"RB","Malcolm Brown (7688642)","Malcolm Brown",7688642,3000,"Car@LA 04:05PM ET","LA","Malcolm","Brown","Car",0,0,9,0.00840336134453781,0
"WR","Brenton Bersin (7688752)","Brenton Bersin",7688752,3000,"Car@LA 04:05PM ET","Car","Brenton","Bersin","LA",0,0,10,0.00380228136882129,0
"WR","Bradley Marquez (7688755)","Bradley Marquez",7688755,3000,"Car@LA 04:05PM ET","LA","Bradley","Marquez","Car",1.5,0,8,0.0168067226890756,0.660487356078091
"WR","Nelson Spruce (7688757)","Nelson Spruce",7688757,3000,"Car@LA 04:05PM ET","LA","Nelson","Spruce","Car",0,0,0,0,0
"WR","Pharoh Cooper (7688759)","Pharoh Cooper",7688759,3000,"Car@LA 04:05PM ET","LA","Pharoh","Cooper","Car",0,0,11,0,0
"WR","Mike Thomas (7688760)","Mike Thomas",7688760,3000,"Car@LA 04:05PM ET","LA","Mike","Thomas","Car",0,0,9,0.00840336134453781,0
"RB","Jordan Todman (7688648)","Jordan Todman",7688648,3000,"Ind@GB 04:25PM ET","Ind","Jordan","Todman","GB",0,0,0,0,0
"RB","Josh Ferguson (7688651)","Josh Ferguson",7688651,3000,"Ind@GB 04:25PM ET","Ind","Josh","Ferguson","GB",4.4,0,6,0.0769230769230769,1.93742957782907
"WR","Devin Street (7688764)","Devin Street",7688764,3000,"Ind@GB 04:25PM ET","Ind","Devin","Street","GB",1.4,0,11,0.0184615384615385,0.616454865672885
"WR","Trevor Davis (7688769)","Trevor Davis",7688769,3000,"Ind@GB 04:25PM ET","GB","Trevor","Davis","Ind",0,0,9,0.0242214532871972,0
"WR","Tevaun Smith (7688770)","Tevaun Smith",7688770,3000,"Ind@GB 04:25PM ET","Ind","Tevaun","Smith","GB",0,0,0,0,0
"WR","Chester Rogers (7688771)","Chester Rogers",7688771,3000,"Ind@GB 04:25PM ET","Ind","Chester","Rogers","GB",2.95,1.9,7,0.0646153846153846,2.24357012662012
"WR","Geronimo Allison (7688773)","Geronimo Allison",7688773,3000,"Ind@GB 04:25PM ET","GB","Geronimo","Allison","Ind",2.76,0,11,0.013840830449827,1.21529673518369
"RB","Dexter McCluster (7688654)","Dexter McCluster",7688654,3000,"Ten@SD 04:25PM ET","SD","Dexter","McCluster","Ten",2.13,0,7,0.0376712328767123,0.937892045630889
"RB","Jalston Fowler (7688655)","Jalston Fowler",7688655,3000,"Ten@SD 04:25PM ET","Ten","Jalston","Fowler","SD",0,0,12,0.00384615384615385,0
"RB","Antonio Andrews (7688656)","Antonio Andrews",7688656,3000,"Ten@SD 04:25PM ET","Ten","Antonio","Andrews","SD",0,0,0,0,0
"RB","Kenneth Farrow (7688659)","Kenneth Farrow",7688659,3000,"Ten@SD 04:25PM ET","SD","Kenneth","Farrow","Ten",1.4,1.4,12,0.00342465753424658,1.3124845096377
"WR","Andre Johnson (7688774)","Andre Johnson",7688774,3000,"Ten@SD 04:25PM ET","Ten","Andre","Johnson","SD",0,0,5,0.111538461538462,0
"WR","Harry Douglas (7688775)","Harry Douglas",7688775,3000,"Ten@SD 04:25PM ET","Ten","Harry","Douglas","SD",3.33,3.4,9,0.0307692307692308,3.15663963726506
"WR","Marc Mariani (7688776)","Marc Mariani",7688776,3000,"Ten@SD 04:25PM ET","Ten","Marc","Mariani","SD",0,0,0,0,0
"WR","Griff Whalen (7688779)","Griff Whalen",7688779,3000,"Ten@SD 04:25PM ET","SD","Griff","Whalen","Ten",0,4.1,11,0.00684931506849315,2.03837252875411
"WR","Isaiah Burse (7688782)","Isaiah Burse",7688782,3000,"Ten@SD 04:25PM ET","SD","Isaiah","Burse","Ten",0,0,0,0,0
"WR","Tajae Sharpe (7688784)","Tajae Sharpe",7688784,3000,"Ten@SD 04:25PM ET","Ten","Tajae","Sharpe","SD",6.69,8.9,1,0.2,7.37053348759891
"TE","Antonio Gates (7688866)","Antonio Gates",7688866,3000,"Ten@SD 04:25PM ET","SD","Antonio","Gates","Ten",12.47,14,4,0.133561643835616,12.4511479931774
"RB","Taiwan Jones (7688661)","Taiwan Jones",7688661,3000,"Den@Oak 08:30PM ET","Oak","Taiwan","Jones","Den",0,0,12,0.00593471810089021,0
"RB","Juwan Thompson (7688663)","Juwan Thompson",7688663,3000,"Den@Oak 08:30PM ET","Den","Juwan","Thompson","Oak",0,1.3,0,0,0.646313240824473
"RB","Jamize Olawale (7688664)","Jamize Olawale",7688664,3000,"Den@Oak 08:30PM ET","Oak","Jamize","Olawale","Den",0,1.4,10,0.0178041543026706,0.696029643964817
"RB","Andy Janovich (7688667)","Andy Janovich",7688667,3000,"Den@Oak 08:30PM ET","Den","Andy","Janovich","Oak",0,0,9,0.0182481751824818,0
"RB","Jalen Richard (7688668)","Jalen Richard",7688668,3000,"Den@Oak 08:30PM ET","Oak","Jalen","Richard","Den",5.03,6,6,0.0623145400593472,5.19781845580251
"WR","Jordan Norwood (7688785)","Jordan Norwood",7688785,3000,"Den@Oak 08:30PM ET","Den","Jordan","Norwood","Oak",4.25,3,4,0.0875912408759124,3.36287293643158
"WR","Bennie Fowler (7688789)","Bennie Fowler",7688789,3000,"Den@Oak 08:30PM ET","Den","Bennie","Fowler","Oak",2.94,2,7,0.0547445255474453,2.28888328071994
"WR","Jordan Taylor (7688790)","Jordan Taylor",7688790,3000,"Den@Oak 08:30PM ET","Den","Jordan","Taylor","Oak",0,0,8,0.0255474452554745,0
"WR","Andre Holmes (7688791)","Andre Holmes",7688791,3000,"Den@Oak 08:30PM ET","Oak","Andre","Holmes","Den",2.71,3.3,8,0.0356083086053412,2.83392179361244
"WR","Cody Latimer (7688792)","Cody Latimer",7688792,3000,"Den@Oak 08:30PM ET","Den","Cody","Latimer","Oak",0,1.6,9,0.0182481751824818,0.795462450245505
"WR","Seth Roberts (7688794)","Seth Roberts",7688794,3000,"Den@Oak 08:30PM ET","Oak","Seth","Roberts","Den",8.33,8,3,0.13353115727003,7.64521870198119
"WR","Johnny Holton (7688795)","Johnny Holton",7688795,3000,"Den@Oak 08:30PM ET","Oak","Johnny","Holton","Den",2.55,0,13,0.0029673590504451,1.12282850533275
"TE","Lance Kendricks (7688851)","Lance Kendricks",7688851,2900,"Car@LA 04:05PM ET","LA","Lance","Kendricks","Car",8.56,8,3,0.176470588235294,7.74649342991316
"TE","Dwayne Allen (7688859)","Dwayne Allen",7688859,2900,"Ind@GB 04:25PM ET","Ind","Dwayne","Allen","GB",8.49,7.8,5,0.0892307692307692,7.61623788034883
"TE","Jesse James (7688841)","Jesse James",7688841,2800,"Pit@Bal 01:00PM ET","Pit","Jesse","James","Bal",8.88,5,4,0.119565217391304,6.3959053049995
"TE","Richard Rodgers (7688863)","Richard Rodgers",7688863,2700,"Ind@GB 04:25PM ET","GB","Richard","Rodgers","Ind",5.54,6.8,5,0.0622837370242214,5.82011538199181
"TE","Larry Donnell (7688806)","Larry Donnell",7688806,2600,"Phi@NYG 01:00PM ET","NYG","Larry","Donnell","Phi",5.13,5,6,0.0755395683453237,4.74468691480427
"TE","Vance McDonald (7688846)","Vance McDonald",7688846,2600,"NO@SF 04:05PM ET","SF","Vance","McDonald","NO",7.07,4.9,5,0.0666666666666667,5.54920082552493
"TE","Virgil Green (7688873)","Virgil Green",7688873,2600,"Den@Oak 08:30PM ET","Den","Virgil","Green","Oak",8.11,6.4,6,0.0656934306569343,6.75288477284423
"TE","Clay Harbor (7688796)","Clay Harbor",7688796,2500,"Det@Min 01:00PM ET","Det","Clay","Harbor","Min",0,1.3,9,0.0101694915254237,0.646313240824473
"TE","Rhett Ellison (7688797)","Rhett Ellison",7688797,2500,"Det@Min 01:00PM ET","Min","Rhett","Ellison","Det",1.72,1.7,11,0.00826446280991736,1.60253768835539
"TE","Kevin McDermott (7688798)","Kevin McDermott",7688798,2500,"Det@Min 01:00PM ET","Min","Kevin","McDermott","Det",0,0,0,0,0
"TE","MyCole Pruitt (7688800)","MyCole Pruitt",7688800,2500,"Det@Min 01:00PM ET","Min","MyCole","Pruitt","Det",0,1.1,12,0.00413223140495868,0.546880434543785
"TE","David Morgan (7688802)","David Morgan",7688802,2500,"Det@Min 01:00PM ET","Min","David","Morgan","Det",0,0,0,0,0
"TE","Cole Wick (7688803)","Cole Wick",7688803,2500,"Det@Min 01:00PM ET","Det","Cole","Wick","Min",0,0,9,0.0101694915254237,0
"TE","Khari Lee (7688804)","Khari Lee",7688804,2500,"Det@Min 01:00PM ET","Det","Khari","Lee","Min",0,0,13,0.00338983050847458,0
"TE","Brent Celek (7688805)","Brent Celek",7688805,2500,"Phi@NYG 01:00PM ET","Phi","Brent","Celek","NYG",0,1.1,7,0.045045045045045,0.546880434543785
"TE","Trey Burton (7688808)","Trey Burton",7688808,2500,"Phi@NYG 01:00PM ET","Phi","Trey","Burton","NYG",4.67,3.3,6,0.0855855855855856,3.69695860555448
"TE","Will Tye (7688809)","Will Tye",7688809,2500,"Phi@NYG 01:00PM ET","NYG","Will","Tye","Phi",4.76,4.1,4,0.0863309352517986,4.13431907204192
"TE","Jerell Adams (7688810)","Jerell Adams",7688810,2500,"Phi@NYG 01:00PM ET","NYG","Jerell","Adams","Phi",0,0,12,0.0107913669064748,0
"TE","Kellen Davis (7688811)","Kellen Davis",7688811,2500,"NYJ@Mia 01:00PM ET","NYJ","Kellen","Davis","Mia",0,0,11,0.00350877192982456,0
"TE","Jordan Cameron (7688812)","Jordan Cameron",7688812,2500,"NYJ@Mia 01:00PM ET","Mia","Jordan","Cameron","NYJ",0,0,6,0.0523809523809524,0
"TE","MarQueis Gray (7688813)","MarQueis Gray",7688813,2500,"NYJ@Mia 01:00PM ET","Mia","MarQueis","Gray","NYJ",5.71,5.8,10,0.0238095238095238,5.39780658427722
"TE","Dion Sims (7688814)","Dion Sims",7688814,2500,"NYJ@Mia 01:00PM ET","Mia","Dion","Sims","NYJ",0,0,5,0.0571428571428571,0
"TE","Brandon Bostick (7688815)","Brandon Bostick",7688815,2500,"NYJ@Mia 01:00PM ET","NYJ","Brandon","Bostick","Mia",2.12,0,9,0.0140350877192982,0.933488796590368
"TE","Austin Seferian-Jenkins (7688816)","Austin Seferian-Jenkins",7688816,2500,"NYJ@Mia 01:00PM ET","NYJ","Austin","Seferian-Jenkins","Mia",6.5,1.6,10,0.00701754385964912,3.6575743265839
"TE","Dominique Jones (7688817)","Dominique Jones",7688817,2500,"NYJ@Mia 01:00PM ET","Mia","Dominique","Jones","NYJ",0,4.2,10,0.0238095238095238,2.08808893189445
"TE","Marcedes Lewis (7688818)","Marcedes Lewis",7688818,2500,"Jax@KC 01:00PM ET","Jax","Marcedes","Lewis","KC",4.28,2.6,6,0.0664451827242525,3.17721707099177
"TE","James Winchester (7688820)","James Winchester",7688820,2500,"Jax@KC 01:00PM ET","KC","James","Winchester","Jax",0,0,0,0,0
"TE","James O'Shaughnessy (7688822)","James O'Shaughnessy",7688822,2500,"Jax@KC 01:00PM ET","KC","James","O'Shaughnessy","Jax",0,0,15,0,0
