"Charlie Blackmon_COL","George Springer_HOU","Anthony Rizzo_CHC","Marwin Gonzalez_HOU","Jose Altuve_HOU","Kris Bryant_CHC","Carlos Correa_HOU","Nolan Arenado_COL","Cameron Maybin_LAA","Mike Trout_LAA","Mark Reynolds_COL","Kyle Schwarber_CHC","Kole Calhoun_LAA","Carlos Beltran_HOU","Brian McCann_HOU","Andrelton Simmons_LAA","Odubel Herrera_PHI","Josh Reddick_HOU","DJ LeMahieu_COL","Ian Happ_CHC","Evan Gattis_HOU","Yuli Gurriel_HOU","Ian Desmond_COL","Dexter Fowler_STL","Matt Carpenter_STL","Carlos Gonzalez_COL","Javier Baez_CHC","David Dahl_COL","Aaron Altherr_PHI","Stephen Piscotty_STL","Jedd Gyorko_STL","Albert Pujols_LAA","CJ Cron_LAA","Howie Kendrick_PHI","Tommy Pham_STL","Randal Grichuk_STL","Trevor Story_COL","Tommy Joseph_PHI","Yunel Escobar_LAA","Jefry Marte_LAA","Yadier Molina_STL","Alex Bregman_HOU","Gerardo Parra_COL","Aledmys Diaz_STL","Danny Espinosa_LAA","Derek Fisher_HOU","Jason Heyward_CHC","Albert Almora_CHC","Cesar Hernandez_PHI","Martin Maldonado_LAA","Ben Zobrist_CHC","Jon Jay_CHC","Willson Contreras_CHC","Jhonny Peralta_STL","Kolten Wong_STL","Miguel Montero_CHC","Jeimer Candelario_CHC","Addison Russell_CHC","Pat Valaika_COL","Daniel Nava_PHI","Rhys Hoskins_PHI","Stephen Cardullo_COL","Raimel Tapia_COL","Luis Valbuena_LAA","Jake Marisnick_HOU","JD Davis_HOU","Dustin Garneau_COL","Tommy La Stella_CHC","Tom Murphy_COL","Andrew Knapp_PHI","Paul DeJong_STL","Harrison Bader_STL","Tony Wolters_COL","Norichika Aoki_HOU","Ben Revere_LAA","Alexi Amarista_COL","Jordan Patterson_COL","Jose Martinez_STL","Freddy Galvis_PHI","Brock Stassi_PHI","Maikel Franco_PHI","Scott Kingery_PHI","Eric Young_LAA","Nolan Fontana_LAA","Mark Zagunis_CHC","Greg Garcia_STL","Roman Quinn_PHI","Magneuris Sierra_STL","Shane Robinson_LAA","Andres Blanco_PHI","Michael Saunders_PHI","Carson Kelly_STL","Juan Graterol_LAA","Carlos Perez_LAA","Kyle Tucker_HOU","Cristhian Adames_COL","Eric Fryer_STL","Cameron Rupp_PHI","Jorge Alfaro_PHI","Colin Moran_HOU","Ryan Hanigan_COL","Eloy Jimenez_CHC","Ty Kelly_PHI","Nick Williams_PHI","Juan Centeno_HOU","Teoscar Hernandez_HOU","Tony Kemp_HOU","David Fletcher_LAA","Chad Huffman_STL","Cliff Pennington_LAA"
72.3501683501683,0,0,0,0,0,0,7.19042627533194,0,0,18.3571428571429,0,0,0,0,0,0,0,3.86764705882353,0,0,0,7.71182266009852,0,0,8.78188775510204,0,0,0,0,0,0,0,0,0,0,6.36923076923077,0,0,0,0,0,13.5862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1111111111111,0,0,5.4,36,0,0,0,4.21428571428571,0,0,0,0,0,20.9506048387097,0,0,17.1545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619047619047619,0,0,0,0,0,0,0,0,0
0,75.5475113122172,0,19.116935483871,-0.553544494720965,0,24.1884057971014,0,0,0,0,0,0,3.79180509413068,-2.48522167487685,0,0,-3.975,0,0,35.1057471264368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82654949121184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.77777777777778,0,0,0,0,0,0,0,0,13.4795698924731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,66.4693602693603,0,0,9.31070889894419,0,0,0,0,0,8.35555555555556,0,0,0,0,0,0,0,10.4912280701754,0,0,0,0,0,0,-0.390013495276653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0719822812846,-12.9683794466403,0,0,5.03048780487805,21.5147058823529,19.4197031039136,0,0,8.71666666666667,55,4.48150105708245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19.116935483871,0,72.9654654654655,0.188235294117647,0,17.9322580645161,0,0,0,0,0,0,27.0952380952381,-6.93675889328063,0,0,0.44017094017094,0,0,20.8787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16989247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357142857142857,0,0,0,0,0,0,0,0,2.18947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.5,0,0,0,0,0
0,-0.553544494720965,0,0.188235294117647,64.6228070175439,0,-6.12745098039216,0,0,0,0,0,0,11.4375578168363,-14.0124777183601,0,0,-8.08599033816425,0,0,4.93548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44509803921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36796536796537,0,0,0,0,0,0,0,0,13.319073083779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0
0,0,9.31070889894419,0,0,73.1908563134978,0,0,0,0,0,5.54862579281184,0,0,0,0,0,0,0,10.6323529411765,0,0,0,0,0,0,8.34009009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0049833887043,19.3214285714286,0,0,18.2512820512821,16.7352941176471,11.5165165165165,0,0,25.2833333333333,0,18.124584717608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.1884057971014,0,17.9322580645161,-6.12745098039216,0,58.8359941944848,0,0,0,0,0,0,16.3197674418605,-11.1292335115865,0,0,17.3488372093023,0,0,17.6942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95235892691952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2456140350877,0,0,0,0,0,0,0,0,1.07661290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.19042627533194,0,0,0,0,0,0,63.3246753246753,0,0,11.9363265306122,0,0,0,0,0,0,0,1.25507982583454,0,0,0,28.632183908046,0,0,1.28613945578231,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,-1.6633064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.4888888888889,0,0,14.05,-4,0,0,0,-2.2,0,0,0,0,0,0.0423387096774194,0,0,30.1212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3392857142857,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,78.5394889663182,10.7924369747899,0,0,10.0604551920341,0,0,17.4192799070848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.2655462184874,2.19230769230769,0,0,0,0,0,1.5978835978836,4.15714285714286,0,0,0,0,9.29435483870968,0,0,0,0,11.853781512605,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80392156862745,0,0,0,0,0,0,0,0,0,0,4.15909090909091,0,0,0,0,0,0,0,0,-13.4166666666667,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78571428571429
0,0,0,0,0,0,0,0,10.7924369747899,50.5264270613108,0,0,0.496153846153846,0,0,11.0741971207087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81906906906907,11.0584795321637,0,0,0,0,0,2.6551724137931,13.3116883116883,0,0,0,0,18.9019607843137,0,0,0,0,-5.80714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43406593406593,0,0,0,0,0,0,0,0,0,0,21.9125,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,0,0,0,0,16.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.875
18.3571428571429,0,0,0,0,0,0,11.9363265306122,0,0,80.6682352941177,0,0,0,0,0,0,0,6.17553191489362,0,0,0,3.81846153846154,0,0,15.688689217759,0,0,0,0,0,0,0,0,0,0,6.44444444444444,0,0,0,0,0,4.01538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4181818181818,0,0,0.1,104,0,0,0,2.06593406593407,0,0,0,0,0,11.0582010582011,0,0,21.4027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0
0,0,8.35555555555556,0,0,5.54862579281184,0,0,0,0,0,48.531914893617,0,0,0,0,0,0,0,30.0714285714286,0,0,0,0,0,0,20.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76600284495021,1.27083333333333,0,0,-2.02177177177177,9.30952380952381,-4.52822580645161,0,0,31.2380952380952,56.6666666666667,10.6512605042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10.0604551920341,0.496153846153846,0,0,48.2844611528822,0,0,6.92207792207792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.18794326241135,11.4785714285714,0,0,0,0,0,4.26707317073171,4.58695652173913,0,0,0,0,-4.64756097560976,0,0,0,0,6.21987315010571,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6798418972332,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0.977777777777778,11.6666666666667,0,0,0,0,0,0,0,0,2.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6875
0,3.79180509413068,0,27.0952380952381,11.4375578168363,0,16.3197674418605,0,0,0,0,0,0,57.2482269503546,-14.7229064039409,0,0,13.0202429149798,0,0,-5.38142292490119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72978959025471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09803921568627,0,0,0,0,0,0,0,0,-15.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2.48522167487685,0,-6.93675889328063,-14.0124777183601,0,-11.1292335115865,0,0,0,0,0,0,-14.7229064039409,63.3587301587302,0,0,-10.6290322580645,0,0,-0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.18172043010753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4666666666667,0,0,0,0,0,0,0,0,-2.57608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17.4192799070848,11.0741971207087,0,0,6.92207792207792,0,0,36.2022598870057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53647058823529,23.3419913419913,0,0,0,0,0,-3.46922183507549,16.08,0,0,0,0,1.13510520487265,0,0,0,0,4.78723404255319,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,-5.32905982905983,0,0,0,0,0,0,0,27.9777777777778,-15.1666666666667,0,0,0,0,0,0,0,0,4.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2040816326531,0,0,0,0,0,0,0,0,0,0,0,15.3123123123123,0,0,0,0,5.32857142857143,0,0,0,6.89202657807309,0,0,0,0,0,0,0,0,0,0,11.4962997224792,0,0,0,0,0,0,0,0,0,0,1.83333333333333,0,0,0,0,0,0,0,0,0,-2.78947368421053,0,0,0,0,0,0,0,0,17.2081632653061,4.14285714285714,-0.057487922705314,0,0,0,0,0,0,0,0,6.42857142857143,1.20715249662618,0,0,0,0,0,0,6.72183908045977,0,0,0,0,0,0,0,0,0,0,0,0
0,-3.975,0,0.44017094017094,-8.08599033816425,0,17.3488372093023,0,0,0,0,0,0,13.0202429149798,-10.6290322580645,0,0,45.978280141844,0,0,3.29333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5885935769657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3545454545455,0,0,0,0,0,0,0,0,-6.89717741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
3.86764705882353,0,0,0,0,0,0,1.25507982583454,0,0,6.17553191489362,0,0,0,0,0,0,0,45.5723270440252,0,0,0,0.927586206896552,0,0,7.3672525439408,0,0,0,0,0,0,0,0,0,0,1.20199146514936,0,0,0,0,0,-6.6816091954023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0888888888889,0,0,2.5,16,0,0,0,3.81904761904762,0,0,0,0,0,-1.75806451612903,0,0,44.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59523809523809,0,0,0,0,0,0,0,0,0
0,0,10.4912280701754,0,0,10.6323529411765,0,0,0,0,0,30.0714285714286,0,0,0,0,0,0,0,80.0292397660819,0,0,0,0,0,0,-9.19871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67948717948718,7.5,0,0,1.57051282051282,-1.83333333333333,7.77272727272727,0,0,-7.52380952380952,20,25,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35.1057471264368,0,20.8787878787879,4.93548387096774,0,17.6942528735632,0,0,0,0,0,0,-5.38142292490119,-0.0833333333333333,0,0,3.29333333333333,0,0,48.2459893048128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23891129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17032967032967,0,0,0,0,0,0,0,0,8.39766081871345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.71182266009852,0,0,0,0,0,0,28.632183908046,0,0,3.81846153846154,0,0,0,0,0,0,0,0.927586206896552,0,0,0,55.3118279569892,0,0,3.02461538461538,0,0,0,0,0,0,0,0,0,0,7.27205882352941,0,0,0,0,0,-20.0681818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5,0,0,0,0,0,0,0,54.5714285714286,0,0,0,0,0,-5.67142857142857,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2678571428571,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6275510204082,-15.2297895902547,0,0,0,0,2.30588235294118,-0.542792792792793,0,0,0,1.8,-2.4758064516129,0,0,0,0,2.76480836236934,0,0,-0.350951374207188,0,0,0,0,0,0,0,0,0,0.296703296703297,0.28448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37777777777778,0,0,0,0,0,0,4.17777777777778,0,0,0,0,0,0,0,18.6410256410256,0,15,0,0,0,0,0,0,0,0,-8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
