"Paul Goldschmidt_ARI","Wil Myers_SD","Corey Seager_LAD","Nolan Arenado_COL","AJ Pollock_ARI","Charlie Blackmon_COL","Jake Lamb_ARI","Trevor Story_COL","Yasmany Tomas_ARI","Adrian Gonzalez_LAD","Carlos Gonzalez_COL","Yasiel Puig_LAD","Logan Forsythe_LAD","Ian Desmond_COL","Joc Pederson_LAD","David Peralta_ARI","Justin Turner_LAD","Ryan Schimpf_SD","David Dahl_COL","Yangervis Solarte_SD","Brandon Drury_ARI","Chris Owings_ARI","Yasmani Grandal_LAD","Chase Utley_LAD","DJ LeMahieu_COL","Franklin Gutierrez_LAD","Manuel Margot_SD","Mark Reynolds_COL","Jeremy Hazelbaker_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Cody Bellinger_LAD","Scott Van Slyke_LAD","Chris Taylor_LAD","Chris Herrmann_ARI","Cory Spangenberg_SD","Austin Barnes_LAD","Kike Hernandez_LAD","Trayce Thompson_LAD","Andrew Toles_LAD","Socrates Brito_ARI","Rob Segedin_LAD","Gerardo Parra_COL","Travis Jankowski_SD","Andre Ethier_LAD","Stephen Cardullo_COL","Raimel Tapia_COL","Christian Bethancourt_SD","Austin Hedges_SD","Dustin Garneau_COL","Chris Iannetta_ARI","Erick Aybar_SD","Tom Murphy_COL","Daniel Descalso_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Nick Ahmed_ARI","Jabari Blash_SD","Tony Wolters_COL","Pat Valaika_COL","Hector Sanchez_SD","Jeff Mathis_ARI","Cristhian Adames_COL","Alexi Amarista_COL","Luis Torrens_SD"
15,0,0,0,13,0,14,0,12,0,0,0,0,0,0,13,0,0,0,0,13,13,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4,0,0,0,0,8,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,10,0,0,2,2,0,0,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,11,0,13,11,0,8,0,12,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,2,0,0,0,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,0,13,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0
13,0,0,0,13,0,12,0,11,0,0,0,0,0,0,11,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,0,7,0,0,0
0,0,0,13,0,13,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0
14,0,0,0,12,0,14,0,11,0,0,0,0,0,0,13,0,0,0,0,12,12,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,0,7,0,0,0
0,0,0,12,0,12,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0
12,0,0,0,11,0,11,0,12,0,0,0,0,0,0,10,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,3,0,0,0,0,7,0,0,0
0,0,11,0,0,0,0,0,0,11,0,11,9,0,8,0,10,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,0,12,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0
0,0,13,0,0,0,0,0,0,11,0,13,11,0,8,0,12,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,2,0,0,0,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,9,0,11,11,0,6,0,10,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,8,0,8,6,0,8,0,7,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,11,0,13,0,10,0,0,0,0,0,0,13,0,0,0,0,11,11,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,2,0,0,0,0,7,0,0,0
0,0,12,0,0,0,0,0,0,10,0,12,10,0,7,0,12,0,0,0,0,0,9,2,0,3,0,0,0,0,0,0,2,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,10,0,0,2,2,0,0,0,0,0,0,0,0,0
13,0,0,0,11,0,12,0,11,0,0,0,0,0,0,11,0,0,0,0,13,11,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,6,0,0,0
13,0,0,0,12,0,12,0,11,0,0,0,0,0,0,11,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,2,0,0,0,0,8,0,0,0
0,0,10,0,0,0,0,0,0,8,0,10,8,0,7,0,9,0,0,0,0,0,10,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,0,12,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,10,0,0,2,2,0,0,0,0,0,0,0,0,0
0,0,0,12,0,12,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
