"Paul Goldschmidt_Ari","Wil Myers_SD","Corey Seager_LAD","Nolan Arenado_Col","AJ Pollock_Ari","Charlie Blackmon_Col","Jake Lamb_Ari","Trevor Story_Col","Yasmany Tomas_Ari","Adrian Gonzalez_LAD","Carlos Gonzalez_Col","Yasiel Puig_LAD","Logan Forsythe_LAD","Ian Desmond_Col","Joc Pederson_LAD","David Peralta_Ari","Justin Turner_LAD","Ryan Schimpf_SD","David Dahl_Col","Yangervis Solarte_SD","Brandon Drury_Ari","Chris Owings_Ari","Yasmani Grandal_LAD","Chase Utley_LAD","DJ LeMahieu_Col","Franklin Gutierrez_LAD","Manuel Margot_SD","Mark Reynolds_Col","Jeremy Hazelbaker_Ari","Alex Dickerson_SD","Hunter Renfroe_SD","Cody Bellinger_LAD","Scott Van Slyke_LAD","Chris Taylor_LAD","Chris Herrmann_Ari","Cory Spangenberg_SD","Austin Barnes_LAD","Kike Hernandez_LAD","Trayce Thompson_LAD","Andrew Toles_LAD","Socrates Brito_Ari","Rob Segedin_LAD","Gerardo Parra_Col","Travis Jankowski_SD","Andre Ethier_LAD","Stephen Cardullo_Col","Raimel Tapia_Col","Christian Bethancourt_SD","Austin Hedges_SD","Dustin Garneau_Col","Chris Iannetta_Ari","Erick Aybar_SD","Tom Murphy_Col","Daniel Descalso_Ari","Luis Sardinas_SD","Allen Cordoba_SD","Nick Ahmed_Ari","Jabari Blash_SD","Tony Wolters_Col","Pat Valaika_Col","Hector Sanchez_SD","Jeff Mathis_Ari","Cristhian Adames_Col","Alexi Amarista_Col","Luis Torrens_SD"
38.1428571428571,0,0,0,5.43589743589744,0,19.9285714285714,0,5.72727272727273,0,0,0,0,0,0,20.1282051282051,0,0,0,0,22.3397435897436,-2.07575757575758,0,0,0,0,0,0,26,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,5.16666666666667,0,0,13.5,0,0,0,0,3,0,0,0
0,81.6923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954545454545455,0,10.5192307692308,0,0,0,0,0,0,13.1818181818182,0,0,0,30.6858974358974,0,0,0,0,0,0,0,0,0,0,0,0,-13.3777777777778,0,0,0,0,-2.56363636363636,0,0,-14.8444444444444,0,0,21,-0.833333333333333,0,0,0,0,0,0,0,0,0
0,0,48.7307692307692,0,0,0,0,0,0,8.21818181818182,0,38.8141025641026,22.5555555555556,0,40.2321428571429,0,34.5,0,0,0,0,0,43.2818181818182,6.66666666666667,0,-3.5,0,0,0,0,0,0,13.6666666666667,0,0,0,77,0,0,15.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,88.7435897435897,0,16.4551282051282,0,12.6363636363636,0,0,-7.21212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.9679487179487,0,0,-1.8030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2857142857143,0,0,20.5833333333333,0,0,0,18.7666666666667,0,0,0,0,0,0,0,0,11.2857142857143,0,0,0,0,0,0
5.43589743589744,0,0,0,56.2564102564103,0,-11.7348484848485,0,-13.3090909090909,0,0,0,0,0,0,13.5,0,0,0,0,0.545454545454545,10.4272727272727,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,3,0,0,2.16666666666667,0,0,0,0,27.5,0,0,0
0,0,0,16.4551282051282,0,20.2692307692308,0,-5.45454545454545,0,0,12.3939393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.6923076923077,0,0,-5.01515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14285714285714,0,0,3.25,0,0,0,0.733333333333333,0,0,0,0,0,0,0,0,7.57142857142857,0,0,0,0,0,0
19.9285714285714,0,0,0,-11.7348484848485,0,54.0274725274725,0,-13.4727272727273,0,0,0,0,0,0,31.4871794871795,0,0,0,0,5.28030303030303,-21.4909090909091,0,0,0,0,0,0,26,0,0,0,0,0,53.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,-7.83333333333333,0,0,-4.08333333333333,0,0,0,0,-32,0,0,0
0,0,0,12.6363636363636,0,-5.45454545454545,0,34.1818181818182,0,0,0.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.90909090909091,0,0,-3.87272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3333333333333,0,0,-14.9166666666667,0,0,0,-4.06666666666667,0,0,0,0,0,0,0,0,-1.73333333333333,0,0,0,0,0,0
5.72727272727273,0,0,0,-13.3090909090909,0,-13.4727272727273,0,68.0833333333333,0,0,0,0,0,0,10.4,0,0,0,0,23.2636363636364,-6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,10,0,0,0,0,3,0,0,0
0,0,8.21818181818182,0,0,0,0,0,0,15.6727272727273,0,3.72727272727273,-4.85714285714286,0,16.4464285714286,0,15.75,0,0,0,0,0,17.25,-3.33333333333333,0,1.5,0,0,0,0,0,0,0,0,0,0,-28,0,0,-10.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
