P,P,C,1B,2B,3B,SS,OF,OF,OF
Carlos Martinez,Lucas Sims,Yasmani Grandal,Cody Bellinger,Ben Zobrist,Justin Turner,Corey Seager,Bryce Harper,Joc Pederson,Denard Span
Carlos Martinez,Lucas Sims,Yasmani Grandal,Eric Hosmer,Ben Zobrist,Mike Moustakas,Corey Seager,Melky Cabrera,Lorenzo Cain,Brandon Moss
Aaron Nola,Lucas Sims,JT Realmuto,Eric Thames,Dee Gordon,Kris Bryant,Corey Seager,Giancarlo Stanton,Marcell Ozuna,Christian Yelich
Carlos Martinez,Lucas Sims,Yasmani Grandal,Eric Thames,Jonathan Villar,Travis Shaw,Corey Seager,Ryan Braun,Domingo Santana,Denard Span
Aaron Nola,Lucas Sims,Drew Butera,Eric Hosmer,Whit Merrifield,Kris Bryant,Corey Seager,Bryce Harper,Melky Cabrera,Lorenzo Cain
Carlos Martinez,Lucas Sims,Yasmani Grandal,Paul Goldschmidt,Ben Zobrist,Kris Bryant,Adam Rosales,JD Martinez,David Peralta,AJ Pollock
Carlos Martinez,Lucas Sims,JT Realmuto,Anthony Rizzo,Ben Zobrist,Derek Dietrich,Elvis Andrus,Giancarlo Stanton,Marcell Ozuna,Christian Yelich
Aaron Nola,Lucas Sims,JT Realmuto,Eric Hosmer,Jose Altuve,Mike Moustakas,Alcides Escobar,Bryce Harper,Melky Cabrera,Brandon Moss
Carlos Martinez,Lucas Sims,Yasmani Grandal,Yonder Alonso,Robinson Cano,Kyle Seager,Jean Segura,Bryce Harper,Nelson Cruz,Denard Span
Carlos Martinez,Lucas Sims,Brett Nicholas,Eric Thames,Ben Zobrist,Adrian Beltre,Elvis Andrus,Bryce Harper,Nomar Mazara,Shin-Soo Choo
Carlos Martinez,Lucas Sims,Juan Centeno,Eric Thames,Jose Altuve,Kris Bryant,Adam Rosales,George Springer,Josh Reddick,Carlos Beltran
Carlos Martinez,Lucas Sims,Travis d'Arnaud,Dominic Smith,Asdrubal Cabrera,Kris Bryant,Corey Seager,Bryce Harper,Michael Conforto,Yoenis Cespedes
Aaron Nola,Lucas Sims,Brett Nicholas,Mike Napoli,Rougned Odor,Kris Bryant,Elvis Andrus,Mike Trout,Bryce Harper,Shin-Soo Choo
Jon Lester,Lucas Sims,Yasmani Grandal,Anthony Rizzo,Jose Altuve,Alex Bregman,Marwin Gonzalez,Josh Reddick,Carlos Beltran,Denard Span
Carlos Martinez,Lucas Sims,Mike Zunino,Yonder Alonso,Robinson Cano,Kris Bryant,Jean Segura,Mike Trout,Giancarlo Stanton,Leonys Martin
Carlos Martinez,Lucas Sims,Yasmani Grandal,Buster Posey,Joe Panik,Pablo Sandoval,Corey Seager,Mike Trout,Denard Span,Jarrett Parker
Carlos Martinez,Lucas Sims,Jeff Mathis,Paul Goldschmidt,Brandon Drury,Kris Bryant,Ketel Marte,Bryce Harper,JD Martinez,Denard Span
Jon Lester,Lucas Sims,JT Realmuto,Eric Hosmer,Whit Merrifield,Mike Moustakas,Trevor Story,Mike Trout,Melky Cabrera,Lorenzo Cain
Aaron Nola,Lucas Sims,JT Realmuto,Eric Thames,Ben Zobrist,Travis Shaw,Orlando Arcia,Giancarlo Stanton,Ryan Braun,Domingo Santana
Carlos Martinez,Lucas Sims,Drew Butera,Anthony Rizzo,Ben Zobrist,Mike Moustakas,Alcides Escobar,Bryce Harper,Brandon Moss,Alex Gordon
