"Mike Trout_LAA","Anthony Rizzo_CHC","Kris Bryant_CHC","Willson Contreras_CHC","Tim Beckham_BAL","Manny Machado_BAL","Andrelton Simmons_LAA","Javier Baez_CHC","Ian Happ_CHC","Mark Trumbo_BAL","Kyle Schwarber_CHC","Jonathan Schoop_BAL","Adam Jones_BAL","Ben Revere_LAA","Trey Mancini_BAL","Brandon Belt_SF","Chris Davis_BAL","Welington Castillo_BAL","Albert Pujols_LAA","Cameron Maybin_LAA","CJ Cron_LAA","Ben Zobrist_CHC","Alex Avila_CHC","Seth Smith_BAL","Ruben Tejada_BAL","Hunter Pence_SF","Nick Hundley_SF","Jason Heyward_CHC","Buster Posey_SF","Yunel Escobar_LAA","Jon Jay_CHC","Addison Russell_CHC","Jefry Marte_LAA","Caleb Joseph_BAL","Victor Caratini_CHC","Johnny Giavotella_BAL","Nick Franklin_LAA","Kole Calhoun_LAA","Anthony Santander_BAL","Pablo Sandoval_SF","David Washington_BAL","Joe Panik_SF","Denard Span_SF","Jarrett Parker_SF","Craig Gentry_BAL","Kelby Tomlinson_SF","Albert Almora_CHC","Christian Arroyo_SF","Mark Zagunis_CHC","JJ Hardy_BAL","Brandon Crawford_SF","Mac Williamson_SF","Tommy La Stella_CHC","David Fletcher_LAA","Nolan Fontana_LAA","Aaron Hill_SF","Gorkys Hernandez_SF","Paul Janish_BAL","Martin Maldonado_LAA","Luis Valbuena_LAA","Cliff Pennington_LAA","Francisco Pena_BAL","Ryan Flaherty_BAL","Kaleb Cowart_LAA","Luis Sardinas_BAL","Conor Gillaspie_SF","Juan Graterol_LAA","Carlos Perez_LAA","Justin Ruggiano_SF","Joey Rickard_BAL","Michael Morse_SF","Eric Young_LAA","Shane Robinson_LAA","Ramon Flores_LAA","Chris Marrero_SF","Carlos Moncrief_SF","Tim Federowicz_SF","Austin Slater_SF","Miguel Gomez_SF","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF"
46.8161802355351,0,0,0,0,0,12.4603384452671,0,0,0,0,0,0,19.1481481481481,0,0,0,0,8.2962962962963,12.2674253200569,0,0,0,0,0,0,0,0,0,7.70656565656566,0,0,0,0,0,0,0,3.80505050505051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.72822931785196,-3.92153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66.9262571007785,15.7842490842491,18.6619718309859,0,0,0,5.83276255707763,22.0203619909502,0,9.62867480777929,0,0,0,0,0,0,0,0,0,0,4.93770491803279,0,0,0,0,0,19.6736172080773,0,0,0,6.46538319141059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15.7842490842491,76.5176161061542,2.48375768217735,0,0,0,5.3849104859335,13.8320999074931,0,-1.91666666666667,0,0,0,0,0,0,0,0,0,0,7.71256830601093,0,0,0,0,0,12.9215287200362,0,0,0,10.9843505477308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.6619718309859,2.48375768217735,78.5205479452055,0,0,0,-0.927819988310929,-1.64864864864865,0,-0.263644773358002,0,0,0,0,0,0,0,0,0,0,16.4869565217391,0,0,0,0,0,23.2329411764706,0,0,0,15.7784765897973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,75.1393527107813,0,0,0,9.9982083134257,0,4.22046821305842,-2.19565217391304,0,13.8927738927739,0,-0.214802130898021,4.79431336963097,0,0,0,0,0,18.8396854204477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76948051948052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.4603384452671,0,0,0,0,0,41.2515870052278,0,0,0,0,0,0,1.29166666666667,0,0,0,0,6.21984572230014,15.4526854219949,0,0,0,0,0,0,0,0,0,0.126898734177215,0,0,0,0,0,0,0,5.3155701754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26260504201681,9.36026936026936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.83276255707763,5.3849104859335,-0.927819988310929,0,0,0,69.7556756756757,3.08963414634146,0,8.75581395348837,0,0,0,0,0,0,0,0,0,0,-3.84423076923077,0,0,0,0,0,-3.13484848484848,0,0,0,-7.05387755102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22.0203619909502,13.8320999074931,-1.64864864864865,0,0,0,3.08963414634146,77.2322206095791,0,20.25,0,0,0,0,0,0,0,0,0,0,5.3804347826087,0,0,0,0,0,2.33004926108374,0,0,0,15.5974789915966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9.9982083134257,0,0,0,60.1077850877193,0,1.86845115534203,15.0264300306435,0,17.7616216216216,0,14.352380952381,32.8207792207792,0,0,0,0,0,0.923169993950393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7768361581921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
