Mookie Betts_BOS,Anthony Rizzo_CHC,Kris Bryant_CHC,Lorenzo Cain_KC,Xander Bogaerts_BOS,Yangervis Solarte_SD,Wil Myers_SD,Ian Happ_CHC,Jackie Bradley_BOS,Andrew Benintendi_BOS,Ben Zobrist_CHC,Mike Moustakas_KC,Willson Contreras_CHC,Hunter Renfroe_SD,Whit Merrifield_KC,Eric Hosmer_KC,Dustin Pedroia_BOS,Salvador Perez_KC,Jason Heyward_CHC,Addison Russell_CHC,Jose Pirela_SD,Hanley Ramirez_BOS,Mitch Moreland_BOS,Ryan Schimpf_SD,Javier Baez_CHC,Kyle Schwarber_CHC,Jorge Soler_KC,Jon Jay_CHC,Alex Dickerson_SD,Franchy Cordero_SD,Manuel Margot_SD,Albert Almora_CHC,Chris Young_BOS,Brock Holt_BOS,Jorge Bonifacio_KC,Cheslor Cuthbert_KC,Miguel Montero_CHC,Jeimer Candelario_CHC,Austin Hedges_SD,Mark Zagunis_CHC,Paulo Orlando_KC,Billy Burns_KC,Travis Jankowski_SD,Cory Spangenberg_SD,Pablo Sandoval_BOS,Matt Szczur_SD,Brandon Moss_KC,Alex Gordon_KC,Steve Selsky_BOS,Marco Hernandez_BOS,Chase d'Arnaud_SD,Tommy La Stella_CHC,Allen Cordoba_SD,Alcides Escobar_KC,Ryan O'Hearn_KC,Christian Bethancourt_SD,Jose Rondon_SD,Luis Urias_SD,Sandy Leon_BOS,Deven Marrero_BOS,Terrance Gore_KC,Sam Travis_BOS,Erick Aybar_SD,Christian Vazquez_BOS,Jabari Blash_SD,Carlos Asuaje_SD,Raul Mondesi_KC,Hector Sanchez_SD,Josh Rutledge_BOS,Eloy Jimenez_CHC,Drew Butera_KC,Ramon Torres_KC,Hunter Dozier_KC,Luis Torrens_SD
74.2908653846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.3813530219780255,0.0,0.0,0.0,43.194444444444436,0.0,0.0,0.0,0.0,0.0,0.0,-95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,66.23273657288999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.805872063968016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.626908767838302,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66.40627743634771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.30833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.27773849924585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.268627450980397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,39.044949762030676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,54.53436853002071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.796757164404222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.338461538461535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,45.92705314009664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.536808300395254,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,38.31202046035806,0.0,0.0,0.0,0.0,6.6835038363171355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.31182795698925,0.0,0.0,0.0,0.0,0.0,0.0,-0.19871794871794832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.854220779220775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
