Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,18451,Rob Kelley,RB,WAS,GB,11,41,60,59,5,59,63,34.70,77.3
2,13181,Mario Addison,DE,CAR,NO,11,28,37,0,0,0,0,0,58.9
3,2593,Aaron Rodgers,QB,GB,WAS,11,66,94,5,0,67,67,32.34,44.5
4,16847,David Johnson,RB,ARI,MIN,11,63,85,35,18,46,52,38,44.4
5,12415,Zach Miller,TE,CHI,NYG,11,29,45,0,10,10,10,15.10,41.7
6,16311,Derek Carr,QB,OAK,HOU,11,53,100,4,0,62,62,22.60,40.8
7,14252,Kirk Cousins,QB,WAS,GB,11,68,100,6,0,50,50,30.40,40.3
8,8649,Rashad Jennings,RB,NYG,CHI,11,47,70,45,13,55,57,23.90,40.2
9,12506,James Starks,RB,GB,WAS,11,33,47,27,18,42,46,18.10,39.7
10,16866,Jamison Crowder,WR,WAS,GB,11,41,60,0,7,7,7,22.20,39.5
11,14967,Le'Veon Bell,RB,PIT,CLE,11,69,100,41,13,52,54,37.10,37.8
12,4314,Tom Brady,QB,NE,SF,11,76,100,5,0,58,58,28.40,37.4
13,6739,Alex Smith,QB,KC,TB,11,53,100,4,0,62,62,20.44,36.7
14,12296,LeGarrette Blount,RB,NE,SF,11,34,45,56,0,56,56,15.40,36.5
15,14536,Russell Wilson,QB,SEA,PHI,11,67,100,12,2,60,60,25.28,36.2
16,18055,Dak Prescott,QB,DAL,BAL,11,71,100,3,0,54,54,28.64,36.1
17,4358,Steve Smith,WR,BAL,DAL,11,45,82,0,20,18,20,23.90,35.3
18,16037,Dominique Easley,DT,LA,MIA,11,32,53,0,0,0,0,0,34.4
19,18017,Javon Hargrave,NT,PIT,CLE,11,41,62,0,0,0,0,0,34.1
20,12109,Ted Ginn,WR,CAR,NO,11,35,57,3,11,11,14,14.90,34
21,6767,Pierre Garcon,WR,WAS,GB,11,52,77,0,14,12,14,26.60,33.8
22,8534,Jared Cook,TE,GB,WAS,11,43,61,0,26,14,26,24.50,33.7
23,16159,Stephon Tuitt,DE,PIT,CLE,11,51,77,0,0,0,0,0,33.3
24,11270,Dez Bryant,WR,DAL,BAL,11,62,87,0,13,10,13,26,32.3
25,12247,Jason Pierre-Paul,DE,NYG,CHI,11,59,92,0,0,0,0,0,32.2
26,12668,Rafael Bush,SS,DET,JAX,11,45,68,0,0,0,0,0,32.2
27,16763,Marcus Mariota,QB,TEN,IND,11,71,100,7,0,61,61,22.50,31.7
28,15071,Latavius Murray,RB,OAK,HOU,11,29,55,41,17,59,59,14.20,31.7
29,16771,Todd Gurley,RB,LA,MIA,11,43,69,47,5,47,51,13.60,31.6
30,13443,Colin Kaepernick,QB,SF,NE,11,62,100,7,0,55,55,19.44,31.4
