"Andrew Benintendi_BOS","JD Martinez_DET","Mookie Betts_BOS","Mike Moustakas_KC","Justin Upton_DET","Xander Bogaerts_BOS","Hunter Renfroe_SD","Jackie Bradley_BOS","Dustin Pedroia_BOS","Mitch Moreland_BOS","Alex Avila_DET","Ian Kinsler_DET","Nicholas Castellanos_DET","Salvador Perez_KC","Hanley Ramirez_BOS","Miguel Cabrera_DET","Lorenzo Cain_KC","Eric Hosmer_KC","Whit Merrifield_KC","Victor Martinez_DET","Andrew Romine_DET","Jose Iglesias_DET","Ryan Schimpf_SD","Jorge Bonifacio_KC","Jorge Soler_KC","Wil Myers_SD","Manuel Margot_SD","Brock Holt_BOS","Yangervis Solarte_SD","Alex Dickerson_SD","Cheslor Cuthbert_KC","Pablo Sandoval_BOS","Mikie Mahtook_DET","Paulo Orlando_KC","Billy Burns_KC","Chris Young_BOS","Travis Jankowski_SD","JaCoby Jones_DET","Brandon Moss_KC","Matt Szczur_SD","Austin Hedges_SD","Christian Vazquez_BOS","Dixon Machado_DET","Steve Selsky_BOS","John Hicks_DET","Marco Hernandez_BOS","James McCann_DET","Tyler Collins_DET","Chase d'Arnaud_SD","Ryan O'Hearn_KC","Alex Presley_DET","Erick Aybar_SD","Christian Bethancourt_SD","Terrance Gore_KC","Luis Urias_SD","Jim Adduci_DET","Josh Rutledge_BOS","Sam Travis_BOS","Cory Spangenberg_SD","Allen Cordoba_SD","Sandy Leon_BOS","Alex Gordon_KC","Deven Marrero_BOS","Jabari Blash_SD","Jose Pirela_SD","Franchy Cordero_SD","Raul Mondesi_KC","Carlos Asuaje_SD","Hector Sanchez_SD","Ramon Torres_KC","Jose Rondon_SD","Hunter Dozier_KC","Alcides Escobar_KC","Drew Butera_KC","Luis Torrens_SD"
78.0820408163265,0,30.4042553191489,0,0,18.7869565217391,0,2.07142857142857,14.8923076923077,17.9139685476411,0,0,0,0,4.88076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8292307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.4042553191489,0,77.2735849056604,0,0,18.1772549019608,0,10.1234817813765,11.6820512820513,6.41813135985199,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,53.8730612244898,0,0,0,0,0,0,0,0,0,8.90454545454545,0,0,3.68173758865248,1.90857142857143,7.56330014224751,0,0,0,0,7.39393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0900900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4136363636364,0,0,0,0,0,0,0,0,0,0,-2.11959183673469,0,0
0,0,0,0,64.6449468085106,0,0,0,0,0,0,7.17394957983193,0,0,0,7.30555555555556,0,0,0,-0.357142857142857,10.0184615384615,2.35128205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.7869565217391,0,18.1772549019608,0,0,45.1915535444947,0,9.11538461538461,10.0654338549075,11.6313131313131,0,0,0,0,3.19090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6623931623932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,56.2272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.48353658536585,0,0,-3.53249475890985,-3.51794871794872,0,-5.27171717171717,0,0,0,0,0,0,0,0,0,0,0,-1.63285024154589,0,0,0,0,0,0,0,0,0,0,-2.63399778516058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.07142857142857,0,10.1234817813765,0,0,9.11538461538461,0,64.5121951219512,-4.01851851851852,6.63809523809524,0,0,0,0,-12.7522281639929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.8923076923077,0,11.6820512820513,0,0,10.0654338549075,0,-4.01851851851852,22.3252032520325,0.305120910384068,0,0,0,0,5.52083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7707509881423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.9139685476411,0,6.41813135985199,0,0,11.6313131313131,0,6.63809523809524,0.305120910384068,51.8324829931973,0,0,0,0,1.85357624831309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8907692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.17394957983193,0,0,0,0,0,0,42.1906116642959,0,0,0,9.37179487179487,0,0,0,13.4436507936508,21.5882352941176,-2.29433497536946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1758893280632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8.90454545454545,0,0,0,0,0,0,0,0,0,50.6798642533937,0,0,12.6811764705882,9.29185520361991,0.83072546230441,0,0,0,0,-2.49554367201426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6693548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.324154589372,0,0,0,0,0,0,0,0,0,0,3.18099547511312,0,0
4.88076923076923,0,7.6,0,0,3.19090909090909,0,-12.7522281639929,5.52083333333333,1.85357624831309,0,0,0,0,45.4768115942029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1284584980237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.30555555555556,0,0,0,0,0,0,9.37179487179487,0,0,0,46.4814102564103,0,0,0,3.01428571428571,-6.1304347826087,22.0142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.68173758865248,0,0,0,0,0,0,0,0,0,12.6811764705882,0,0,51.776430976431,8.71784511784512,7.00426829268293,0,0,0,0,-0.599159663865546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74659863945578,0,0,0,0,0,0,0,0,0,0,9.95488215488215,0,0
0,0,0,1.90857142857143,0,0,0,0,0,0,0,0,0,9.29185520361991,0,0,8.71784511784512,35.6453634085213,4.13399778516058,0,0,0,0,4.92867867867868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3130630630631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9094117647059,0,0,0,0,0,0,0,0,0,0,6.74968671679198,0,0
0,0,0,7.56330014224751,0,0,0,0,0,0,0,0,0,0.83072546230441,0,0,7.00426829268293,4.13399778516058,48.7065337763012,0,0,0,0,1.76470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53603603603604,0,0,0,0,0,0,0,0,0,0,4.36655592469546,0,0
0,0,0,0,-0.357142857142857,0,0,0,0,0,0,13.4436507936508,0,0,0,3.01428571428571,0,0,0,40.6053140096618,-0.15,-8.54429429429429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38405797101449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10.0184615384615,0,0,0,0,0,0,21.5882352941176,0,0,0,-6.1304347826087,0,0,0,-0.15,38.9669312169312,-14.3928571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.35128205128205,0,0,0,0,0,0,-2.29433497536946,0,0,0,22.0142857142857,0,0,0,-8.54429429429429,-14.3928571428571,57.4825783972125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6699604743083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-8.48353658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1572535991141,0,0,-5.49651567944251,1.80208333333333,0,0.509291521486643,0,0,0,0,0,0,0,0,0,0,0,-4.23440285204991,0,0,0,0,0,0,0,0,0,0,-6.15165165165165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7.39393939393939,0,0,0,0,0,0,0,0,0,-2.49554367201426,0,0,-0.599159663865546,4.92867867867868,1.76470588235294,0,0,0,0,41.0900900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65367965367965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.70752688172043,0,0,0,0,0,0,0,0,0,0,1.81381381381381,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-3.53249475890985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.49651567944251,0,0,53.5168831168831,11.6640243902439,0,6.8013468013468,0,0,0,0,0,0,0,0,0,0,0,12.6830917874396,0,0,0,0,0,0,0,0,0,0,-0.324473975636766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
