"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Alex Wood",9600,"COL@LAD 10:10PM ET",20.679,"LAD","COL",24.11,20.1,18.15,NA,26.5
"SP","Michael Fulmer",8300,"DET@SD 10:10PM ET",16.646,"DET","SD",22.18,23.5,19.421,NA,26.75
"SP","Seth Lugo",7700,"NYM@SF 10:15PM ET",18.975,"NYM","SF",15.02,14.9,12.42,NA,6.75
"SP","Patrick Corbin",7600,"PHI@ARI 09:40PM ET",11.353,"ARI","PHI",16.36,13.8,17.481,NA,17.6
"SP","Joe Musgrove",7300,"HOU@SEA 10:10PM ET",11.388,"HOU","SEA",NA,13.9,17.086,NA,-10.15
"SP","Kyle Freeland",6400,"COL@LAD 10:10PM ET",13.082,"COL","LAD",13.78,13.3,12.603,NA,1.7
"SP","Felix Hernandez",5900,"HOU@SEA 10:10PM ET",11.52,"SEA","HOU",16.68,12.9,18.941,NA,18.1
"SP","Ty Blach",5700,"NYM@SF 10:15PM ET",6.725,"SF","NYM",NA,15.5,15.837,NA,-14.45
"SP","Luis Perdomo",5600,"DET@SD 10:10PM ET",10.579,"SD","DET",15.41,13.5,14.546,NA,25.3
"RP","Mark Leiter",4200,"PHI@ARI 09:40PM ET",2.646,"PHI","ARI",9.68,35.2,NA,NA,25.1
