"Kris Bryant_CHC","Anthony Rizzo_CHC","Joey Votto_CIN","Kyle Schwarber_CHC","Adrian Beltre_TEX","Billy Hamilton_CIN","Aaron Altherr_PHI","Joey Gallo_TEX","Nomar Mazara_TEX","Mike Napoli_TEX","Shin-Soo Choo_TEX","Cesar Hernandez_PHI","Rougned Odor_TEX","Elvis Andrus_TEX","Maikel Franco_PHI","Carlos Gomez_TEX","Jonathan Lucroy_TEX","Odubel Herrera_PHI","Ben Zobrist_CHC","Adam Duvall_CIN","Ian Happ_CHC","Tommy Joseph_PHI","Zack Cozart_CIN","Addison Russell_CHC","Freddy Galvis_PHI","Eugenio Suarez_CIN","Willson Contreras_CHC","Javier Baez_CHC","Howie Kendrick_PHI","Michael Saunders_PHI","Delino DeShields_TEX","Cameron Rupp_PHI","Jurickson Profar_TEX","Scott Schebler_CIN","Jeimer Candelario_CHC","Robinson Chirinos_TEX","Daniel Nava_PHI","Andrew Knapp_PHI","Jason Heyward_CHC","Scooter Gennett_CIN","Peter O'Brien_CIN","Jose Peraza_CIN","Albert Almora_CHC","Rhys Hoskins_PHI","Miguel Montero_CHC","Jon Jay_CHC","Phillip Ervin_CIN","Pete Kozma_TEX","Brett Nicholas_TEX","Ryan Rua_TEX","Brock Stassi_PHI","Arismendy Alcantara_CIN","Andres Blanco_PHI","Tommy La Stella_CHC","Hanser Alberto_TEX","Jesse Winker_CIN","Tucker Barnhart_CIN","Ty Kelly_PHI","Devin Mesoraco_CIN","Drew Robinson_TEX","Jared Hoying_TEX","Eloy Jimenez_CHC","Patrick Kivlehan_CIN","Stuart Turner_CIN"
64.241935483871,0.735483870967742,0,15.3633004926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6897233201581,0,0,0,0,22.8362068965517,0,0,-4.67099567099567,8.88339920948617,0,0,0,0,0,0,0,0,0,0,4.93297101449275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.735483870967742,57.3449197860963,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84420289855072,0,0,0,0,7.6551724137931,0,0,22.1847826086957,-0.88,0,0,0,0,0,0,0,0,0,0,27.0398550724638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60.2567567567568,0,0,0.60873440285205,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01604278074866,0,0,6.76344086021505,0,0,4.92869875222816,0,0,0,0,0,0,0,-4.2218487394958,0,0,0,0,0,0,0,7.13541666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07833333333333,0,0,0,0,0,0,0
15.3633004926108,6.6,0,36.0957661290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32213438735178,0,0,0,0,13.9259259259259,0,0,0.255411255411255,20.6403162055336,0,0,0,0,0,0,0,0,0,0,9.26449275362319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.60873440285205,0,0,69.3449197860963,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2688172043011,0,0,9.76847290640394,0,0,25.2655913978495,0,0,0,0,0,0,0,-0.15625,0,0,0,0,0,0,0,31.2870967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62055335968379,0,0,0,0,0,0,0
0,0,0,0,0,0,78.0476190476191,0,0,0,0,14.3380952380952,0,0,8.31578947368421,0,0,10.2923976608187,0,0,0,55.2058823529412,0,0,-1.45238095238095,0,0,0,0,1.73333333333333,0,7.81666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,76.036036036036,-8.2,-2.90909090909091,-0.553763440860215,0,1.77102102102102,-0.394444444444444,0,-1.65775401069519,7.99076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-8.2,66.5747899159664,-4.92741935483871,24.4655172413793,0,13.7361344537815,12.1363636363636,0,22.7862903225806,18.8533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00292397660819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-2.90909090909091,-4.92741935483871,62.9611111111111,-19.8712643678161,0,8.19365079365079,-7.63025210084034,0,-4.64393939393939,5.85185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.2943722943723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
