"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Julio Teheran","Francisco Liriano","Gary Sanchez","Jose Abreu","Alen Hanson","Todd Frazier","Addison Russell","Aaron Judge","Avisail Garcia","Melky Cabrera"
"2","Julio Teheran","Edinson Volquez","Gary Sanchez","Justin Smoak","Alen Hanson","Chase Headley","Didi Gregorius","Aaron Judge","Jose Bautista","Tyler Austin"
"3","Julio Teheran","Edinson Volquez","Yan Gomes","Matt Adams","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Brian Goodwin","Jorge Bonifacio"
"4","Julio Teheran","Edinson Volquez","Gary Sanchez","Mike Napoli","Drew Robinson","Manny Machado","Elvis Andrus","Aaron Judge","Shin-Soo Choo","Delino DeShields"
"5","Julio Teheran","Francisco Liriano","Gary Sanchez","Matt Adams","Alen Hanson","Manny Machado","Didi Gregorius","Aaron Judge","Brett Gardner","Aaron Hicks"
"6","Sonny Gray","Tanner Roark","Yan Gomes","Adam Lind","Daniel Murphy","Anthony Rendon","Francisco Lindor","Bryce Harper","Michael Taylor","Jorge Bonifacio"
"7","Jake Odorizzi","Tanner Roark","Gary Sanchez","Kendrys Morales","Alen Hanson","Ronald Torreyes","Addison Russell","Aaron Judge","Brett Gardner","Aaron Hicks"
"8","Francisco Liriano","Josh Tomlin","Gary Sanchez","Ryon Healy","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Steven Souza","Brian Goodwin"
"9","Jake Odorizzi","Josh Tomlin","Gary Sanchez","Justin Bour","Alen Hanson","Chase Headley","Didi Gregorius","Aaron Judge","Mookie Betts","Aaron Hicks"
"10","Tanner Roark","Francisco Liriano","Gary Sanchez","Anthony Rizzo","Ian Happ","Kris Bryant","Addison Russell","Aaron Judge","Jose Bautista","Jon Jay"
"11","Jake Odorizzi","Francisco Liriano","Gary Sanchez","Logan Morrison","Rougned Odor","Adrian Beltre","Elvis Andrus","Aaron Judge","Shin-Soo Choo","Delino DeShields"
"12","Sonny Gray","Francisco Liriano","Gary Sanchez","Joey Votto","Jonathan Schoop","Chase Headley","Didi Gregorius","Aaron Judge","Max Kepler","Tyler Austin"
"13","Julio Teheran","Edinson Volquez","Gary Sanchez","Mitch Moreland","Dustin Pedroia","Deven Marrero","Xander Bogaerts","Aaron Judge","Mookie Betts","Jose Bautista"
"14","Edinson Volquez","Chris Tillman","Gary Sanchez","Adam Lind","Daniel Murphy","Anthony Rendon","Francisco Lindor","Aaron Judge","Bryce Harper","Brian Goodwin"
"15","Julio Teheran","Francisco Liriano","Gary Sanchez","Trey Mancini","Jonathan Schoop","Manny Machado","Addison Russell","Aaron Judge","Adam Jones","Mark Trumbo"
"16","Tanner Roark","Josh Tomlin","Gary Sanchez","Edwin Encarnacion","Jose Ramirez","Chase Headley","Didi Gregorius","Aaron Judge","Bryce Harper","Tyler Austin"
"17","Edinson Volquez","Francisco Liriano","Gary Sanchez","Albert Pujols","Daniel Murphy","Chase Headley","Didi Gregorius","Aaron Judge","Bryce Harper","Aaron Hicks"
"18","Julio Teheran","Francisco Liriano","Gary Sanchez","Logan Morrison","Alen Hanson","Evan Longoria","Addison Russell","Corey Dickerson","Steven Souza","Mallex Smith"
"19","Tanner Roark","Zach Davies","Caleb Joseph","Justin Bour","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Mookie Betts","Brian Goodwin"
"20","Edinson Volquez","Zach Davies","Gary Sanchez","Carlos Santana","Jose Ramirez","Eduardo Escobar","Didi Gregorius","Aaron Judge","Brett Gardner","Aaron Hicks"
"21","Julio Teheran","Edinson Volquez","Jonathan Lucroy","Mike Napoli","Rougned Odor","Adrian Beltre","Trea Turner","Bryce Harper","Carlos Gomez","Jorge Bonifacio"
"22","Julio Teheran","Edinson Volquez","Yan Gomes","Matt Adams","Jason Kipnis","Miguel Sano","Francisco Lindor","Bryce Harper","Bradley Zimmer","Daniel Robertson"
"23","Sonny Gray","Tanner Roark","Gary Sanchez","Logan Morrison","Rougned Odor","Chase Headley","Didi Gregorius","Aaron Judge","Aaron Hicks","Jose Bautista"
"24","Julio Teheran","Edinson Volquez","Gary Sanchez","Jose Abreu","Rougned Odor","Adrian Beltre","Elvis Andrus","Mookie Betts","Carlos Gomez","Shin-Soo Choo"
"25","Jake Odorizzi","Zach Davies","Gary Sanchez","Ryon Healy","Daniel Murphy","Chase Headley","Didi Gregorius","Aaron Judge","Jorge Bonifacio","Tyler Austin"
"26","Julio Teheran","Edinson Volquez","Gary Sanchez","Ryon Healy","Daniel Murphy","Ronald Torreyes","Francisco Lindor","Aaron Judge","Brett Gardner","Aaron Hicks"
"27","Jake Odorizzi","Josh Tomlin","Miguel Montero","Anthony Rizzo","Ian Happ","Kris Bryant","Addison Russell","Aaron Judge","Cameron Maybin","Keon Broxton"
"28","Julio Teheran","Francisco Liriano","Gary Sanchez","Joe Mauer","Brian Dozier","Miguel Sano","Addison Russell","Aaron Judge","Max Kepler","Byron Buxton"
"29","Julio Teheran","Zach Davies","Gary Sanchez","Mike Napoli","Jonathan Schoop","Chase Headley","Didi Gregorius","Aaron Judge","Shin-Soo Choo","Aaron Hicks"
"30","Sonny Gray","Edinson Volquez","Salvador Perez","Eric Hosmer","Daniel Murphy","Cheslor Cuthbert","Trea Turner","Bryce Harper","Lorenzo Cain","Jorge Bonifacio"
"31","Julio Teheran","Edinson Volquez","Christian Vazquez","Hanley Ramirez","Daniel Murphy","Deven Marrero","Trea Turner","Bryce Harper","Mookie Betts","Jackie Bradley"
"32","Jake Odorizzi","Edinson Volquez","Yan Gomes","Logan Morrison","Daniel Murphy","Evan Longoria","Francisco Lindor","Corey Dickerson","Steven Souza","Mallex Smith"
"33","Sonny Gray","Josh Tomlin","Gary Sanchez","Ryon Healy","Jonathan Schoop","Josh Donaldson","Didi Gregorius","Aaron Judge","Brett Gardner","Aaron Hicks"
"34","Jason Hammel","Scott Feldman","Gary Sanchez","Albert Pujols","Brian Dozier","Chase Headley","Didi Gregorius","Aaron Judge","Mookie Betts","Tyler Austin"
"35","Sonny Gray","Julio Teheran","Jonathan Lucroy","Mike Napoli","Drew Robinson","Miguel Sano","Francisco Lindor","Bryce Harper","Shin-Soo Choo","Delino DeShields"
"36","Julio Teheran","Tanner Roark","Miguel Montero","Anthony Rizzo","Ian Happ","Kris Bryant","Addison Russell","Bryce Harper","Steven Souza","Jorge Bonifacio"
"37","Sonny Gray","Francisco Liriano","Gary Sanchez","Mike Napoli","Scooter Gennett","Ronald Torreyes","Elvis Andrus","Aaron Judge","Brett Gardner","Aaron Hicks"
"38","Jake Odorizzi","Edinson Volquez","Yan Gomes","Jose Abreu","Alen Hanson","Todd Frazier","Francisco Lindor","Bryce Harper","Avisail Garcia","Melky Cabrera"
"39","Jake Odorizzi","Francisco Liriano","Manny Pina","Mike Napoli","Drew Robinson","Miguel Sano","Elvis Andrus","Mookie Betts","Shin-Soo Choo","Delino DeShields"
