"Place_lo","Place_hi","Payout"
1st	$10,000.00
2nd	$6,000.00
3rd	$4,000.00
4th	$3,000.00
5th	$2,000.00
6th	$1,500.00
7th	$1,000.00
8th - 10th	$600.00
11th - 20th	$400.00
21st - 40th	$300.00
41st - 65th	$250.00
66th - 95th	$200.00
96th - 125th	$150.00
126th - 175th	$125.00
176th - 250th	$100.00
251st - 380th	$80.00
381st - 710th	$60.00
