"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Julio Urias","Antonio Senzatela","Andrew Knapp","Ryan Zimmerman","Daniel Murphy","Kyle Seager","Trea Turner","Bryce Harper","Mark Trumbo","Jayson Werth"
"2","Carlos Carrasco","Charlie Morton","Andrew Knapp","Adrian Gonzalez","Robinson Cano","Kyle Seager","Jean Segura","Bryce Harper","Nelson Cruz","Ben Gamel"
"3","Jacob deGrom","Julio Urias","Andrew Knapp","Ryan Zimmerman","Whit Merrifield","Nicholas Castellanos","Alcides Escobar","Alex Gordon","Brandon Moss","Jorge Bonifacio"
"4","Carlos Carrasco","Antonio Senzatela","Jonathan Lucroy","Adrian Gonzalez","Rougned Odor","Joey Gallo","Elvis Andrus","Bryce Harper","Mark Trumbo","Delino DeShields"
"5","Jacob deGrom","Blake Snell","Andrew Knapp","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Asdrubal Cabrera","Bryce Harper","Mark Trumbo","Michael Taylor"
"6","Julio Urias","Charlie Morton","Brian McCann","Adrian Gonzalez","Jose Altuve","Kyle Seager","Carlos Correa","Bryce Harper","Carlos Beltran","Josh Reddick"
"7","Jacob deGrom","Nick Martinez","Jason Castro","Ryan Zimmerman","Daniel Murphy","Nicholas Castellanos","Trea Turner","Bryce Harper","Alex Gordon","Jayson Werth"
"8","Carlos Carrasco","Nick Martinez","Andrew Knapp","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Francisco Lindor","Bryce Harper","Odubel Herrera","Jayson Werth"
"9","Jacob deGrom","Julio Urias","Salvador Perez","Eric Hosmer","Devon Travis","Nicholas Castellanos","Trea Turner","Lorenzo Cain","Alex Gordon","Jorge Bonifacio"
"10","Jake Arrieta","Robbie Ray","Salvador Perez","Adrian Gonzalez","Devon Travis","Nicholas Castellanos","Alcides Escobar","Alex Gordon","Brandon Moss","Jorge Bonifacio"
"11","Carlos Carrasco","Julio Urias","Andrew Knapp","Adrian Gonzalez","Brad Miller","Evan Longoria","Tim Beckham","Bryce Harper","Steven Souza","Kevin Kiermaier"
"12","Jacob deGrom","Drew Pomeranz","Andrew Knapp","Danny Valencia","Robinson Cano","Kyle Seager","Trea Turner","Bryce Harper","Nelson Cruz","Guillermo Heredia"
"13","Carlos Carrasco","Jacob deGrom","JT Realmuto","Adrian Gonzalez","Devon Travis","Martin Prado","Adeiny Hechavarria","Bryce Harper","Christian Yelich","Ichiro Suzuki"
"14","Jacob deGrom","Antonio Senzatela","Andrew Knapp","Ryan Zimmerman","Jose Altuve","Jose Reyes","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"15","Julio Urias","Charlie Morton","Andrew Knapp","Ryan Zimmerman","Jose Altuve","Alex Bregman","Trea Turner","George Springer","Josh Reddick","Norichika Aoki"
"16","Carlos Carrasco","Julio Urias","Christian Vazquez","Mitch Moreland","Marco Hernandez","Kyle Seager","Xander Bogaerts","Bryce Harper","Mark Trumbo","Chris Young"
"17","Carlos Carrasco","Jacob deGrom","Martin Maldonado","Adrian Gonzalez","Cliff Pennington","Yunel Escobar","Andrelton Simmons","Bryce Harper","Mark Trumbo","Ben Revere"
"18","Carlos Carrasco","Julio Urias","Caleb Joseph","Adrian Gonzalez","Marco Hernandez","Manny Machado","JJ Hardy","Bryce Harper","Adam Jones","Joey Rickard"
"19","Carlos Carrasco","Gio Gonzalez","Andrew Knapp","Adrian Gonzalez","Whit Merrifield","Mike Moustakas","Alcides Escobar","Bryce Harper","Brandon Moss","Jorge Bonifacio"
"20","Carlos Carrasco","Julio Urias","Austin Hedges","Adrian Gonzalez","Yangervis Solarte","Ryan Schimpf","Erick Aybar","Bryce Harper","Mark Trumbo","Hunter Renfroe"
"21","Carlos Carrasco","Julio Urias","Mike Zunino","Danny Valencia","Devon Travis","Kyle Seager","Trea Turner","Bryce Harper","Jarrod Dyson","Guillermo Heredia"
"22","Gio Gonzalez","Jeff Samardzija","Salvador Perez","Eric Hosmer","Marco Hernandez","Nicholas Castellanos","Xander Bogaerts","Alex Gordon","Brandon Moss","Jorge Bonifacio"
"23","Carlos Carrasco","Julio Urias","Jeff Mathis","Adrian Gonzalez","Brandon Drury","Jake Lamb","Nick Ahmed","Bryce Harper","Mark Trumbo","Yasmany Tomas"
"24","Carlos Carrasco","Charlie Morton","Jason Castro","Adrian Gonzalez","Brian Dozier","Eduardo Escobar","Trea Turner","Bryce Harper","Eddie Rosario","Byron Buxton"
"25","Jacob deGrom","Julio Urias","Mike Zunino","Adrian Gonzalez","Robinson Cano","Nicholas Castellanos","Jean Segura","Bryce Harper","Jarrod Dyson","Ben Gamel"
"26","Julio Urias","Antonio Senzatela","Christian Vazquez","Hanley Ramirez","Dustin Pedroia","Kyle Seager","Trea Turner","Bryce Harper","Mookie Betts","Andrew Benintendi"
"27","Carlos Carrasco","Jacob deGrom","Andrew Knapp","Brock Stassi","Devon Travis","Maikel Franco","Freddy Galvis","Gregory Polanco","Odubel Herrera","Delino DeShields"
"28","Carlos Carrasco","Charlie Morton","Andrew Knapp","Ryan Zimmerman","Alexi Amarista","Nolan Arenado","Trea Turner","Carlos Gonzalez","Ian Desmond","Gerardo Parra"
"29","Carlos Carrasco","Drew Pomeranz","Russell Martin","Kendrys Morales","Ryan Goins","Kyle Seager","Trea Turner","Bryce Harper","Jose Bautista","Kevin Pillar"
"30","Carlos Carrasco","Jacob deGrom","Jesus Sucre","Adrian Gonzalez","Daniel Robertson","Kyle Seager","Tim Beckham","Bryce Harper","Kevin Kiermaier","Peter Bourjos"
"31","Carlos Carrasco","Julio Urias","Omar Narvaez","Cody Asche","Yolmer Sanchez","Kyle Seager","Tim Anderson","Bryce Harper","Mark Trumbo","Melky Cabrera"
"32","Julio Urias","Robbie Ray","Andrew Knapp","Hanley Ramirez","Dustin Pedroia","Nicholas Castellanos","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Alex Gordon"
"33","Carlos Carrasco","Julio Urias","Yan Gomes","Carlos Santana","Jason Kipnis","Kyle Seager","Trea Turner","Bryce Harper","Abraham Almonte","Brandon Guyer"
"34","Jacob deGrom","Robbie Ray","Christian Vazquez","Mitch Moreland","Marco Hernandez","Nicholas Castellanos","Xander Bogaerts","Odubel Herrera","Alex Gordon","Chris Young"
"35","Jacob deGrom","Julio Urias","Andrew Knapp","Miguel Cabrera","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Bryce Harper","Alex Gordon","Jim Adduci"
"36","Gio Gonzalez","Antonio Senzatela","Andrew Knapp","Chris Davis","Jonathan Schoop","Manny Machado","Trea Turner","Bryce Harper","Mark Trumbo","Adam Jones"
"37","Carlos Carrasco","Antonio Senzatela","Devin Mesoraco","Adrian Gonzalez","Jose Peraza","Eugenio Suarez","Trea Turner","Bryce Harper","Adam Duvall","Scott Schebler"
"38","Carlos Carrasco","Antonio Senzatela","Andrew Knapp","Ryan Zimmerman","Brian Dozier","Miguel Sano","Trea Turner","Max Kepler","Eddie Rosario","Byron Buxton"
"39","Jacob deGrom","Julio Urias","Yan Gomes","Carlos Santana","Devon Travis","Nicholas Castellanos","Francisco Lindor","Michael Brantley","Alex Gordon","Abraham Almonte"
"40","Gio Gonzalez","Blake Snell","Russell Martin","Ryan Zimmerman","Daniel Murphy","Justin Turner","Trea Turner","Bryce Harper","Odubel Herrera","Jayson Werth"
"41","Jacob deGrom","Robbie Ray","Brian McCann","Jay Bruce","Jose Altuve","Nicholas Castellanos","Carlos Correa","Carlos Beltran","Josh Reddick","Alex Gordon"
"42","Jacob deGrom","Jeff Samardzija","Andrew Knapp","Ryan Zimmerman","Robinson Cano","Maikel Franco","Jean Segura","Nelson Cruz","Jarrod Dyson","Ben Gamel"
"43","Jacob deGrom","Jeff Samardzija","Andrew Knapp","Ryan Zimmerman","Devon Travis","Evan Longoria","Tim Beckham","Steven Souza","Kevin Kiermaier","Peter Bourjos"
"44","Jacob deGrom","Robbie Ray","Omar Narvaez","Cody Asche","Yolmer Sanchez","Nicholas Castellanos","Tim Anderson","Melky Cabrera","Odubel Herrera","Alex Gordon"
"45","Jacob deGrom","Julio Urias","Elias Diaz","Josh Bell","Devon Travis","Nicholas Castellanos","Jordy Mercer","Andrew McCutchen","Gregory Polanco","Alex Gordon"
"46","Drew Pomeranz","Charlie Morton","Salvador Perez","Ryan Zimmerman","Daniel Murphy","Eduardo Nunez","Trea Turner","Bryce Harper","Billy Hamilton","Jayson Werth"
