"Mike Trout_LAA","Gary Sanchez_NYY","Todd Frazier_CWS","Wil Myers_SD","Corey Seager_LAD","Chris Carter_NYY","Jose Abreu_CWS","Yoenis Cespedes_NYM","Hunter Pence_SF","Evan Longoria_TB","Buster Posey_SF","Matt Holliday_NYY","Brandon Belt_SF","Eduardo Nunez_SF","Melky Cabrera_CWS","Brett Gardner_NYY","Albert Pujols_LAA","Denard Span_SF","Jacoby Ellsbury_NYY","Aaron Judge_NYY","Jose Reyes_NYM","Mallex Smith_TB","Curtis Granderson_NYM","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Joe Panik_SF","Lorenzo Cain_KC","Starlin Castro_NYY","Didi Gregorius_NYY","Tim Anderson_CWS","Brad Miller_TB","Kole Calhoun_LAA","Logan Forsythe_LAD","Joc Pederson_LAD","Eric Hosmer_KC","Brandon Crawford_SF","Greg Bird_NYY","Steven Souza_TB","David Wright_NYM","Asdrubal Cabrera_NYM","Cameron Maybin_LAA","Justin Turner_LAD","Ryan Schimpf_SD","Mike Moustakas_KC","Chase Headley_NYY","Tyler Saladino_CWS","Wilson Ramos_TB","Kevin Kiermaier_TB","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","Luis Valbuena_LAA","Yangervis Solarte_SD","Alex Gordon_KC","Avisail Garcia_CWS","Colby Rasmus_TB","Corey Dickerson_TB","Michael Conforto_NYM","Jefry Marte_LAA","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Manuel Margot_SD","Brandon Moss_KC","Jarrett Parker_SF","Jorge Soler_KC","Logan Morrison_TB","Matt Duffy_TB","Alex Dickerson_SD","Hunter Renfroe_SD","Nick Hundley_SF","Whit Merrifield_KC","Peter O'Brien_KC","Pete Kozma_NYY","Aaron Hicks_NYY","Yunel Escobar_LAA","Ben Revere_LAA","Cody Bellinger_LAD","Scott Van Slyke_LAD","Chris Taylor_LAD","Cory Spangenberg_SD","Salvador Perez_KC","Mac Williamson_SF","Matt Davidson_CWS","Charlie Tilson_CWS","Wilmer Flores_NYM","Andrelton Simmons_LAA","Austin Barnes_LAD","Trayce Thompson_LAD","Andrew Toles_LAD","Kelby Tomlinson_SF","Cheslor Cuthbert_KC","Alcides Escobar_KC","Jake Bauers_TB","Tim Beckham_TB","Danny Espinosa_LAA","Rob Segedin_LAD","Travis Jankowski_SD","Paulo Orlando_KC","Billy Burns_KC","Gleyber Torres_NYY","Travis d'Arnaud_NYM","Andre Ethier_LAD","Gorkys Hernandez_SF","Austin Romine_NYY","Leury Garcia_CWS","Jacob May_CWS","Derek Norris_TB","Peter Bourjos_TB","Brandon Nimmo_NYM","Christian Bethancourt_SD","Austin Hedges_SD","Ryan O'Hearn_KC","Conor Gillaspie_SF","Cody Asche_CWS","Ronald Torreyes_NYY","Curt Casali_TB","Rickie Weeks_TB","Juan Lagares_NYM","Erick Aybar_SD","Terrance Gore_KC","Geovany Soto_CWS","Omar Narvaez_CWS","Jesus Sucre_TB","Daniel Robertson_TB","Luis Sardinas_SD","Allen Cordoba_SD","Christian Colon_KC","Jabari Blash_SD","Martin Maldonado_LAA","Hector Sanchez_SD","Raul Mondesi_KC","Aaron Hill_SF","Rene Rivera_NYM","Carlos Perez_LAA","Chris Marrero_SF","Zack Collins_CWS","Cliff Pennington_LAA","Drew Butera_KC","Luis Torrens_SD"
21.6923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57051282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05128205128205,0,0,0,0,0,0,0,0,5.78205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32051282051282,-0.205128205128205,0,0,0,0,0,0,0,0,0,-3.45512820512821,0,0,0,0,0,0,0,0,17.0961538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83974358974359,0,0,0,0,2.40384615384615,0,0,-5.26923076923077,0,0
0,31.4505494505494,0,0,0,-4.08791208791209,0,0,0,0,0,29.6043956043956,0,0,0,32.9010989010989,0,0,-3.46153846153846,-12.3296703296703,0,0,0,0,0,0,0,-5.34065934065934,0,0,0,0,0,0,0,0,-5.40659340659341,0,0,0,0,0,0,0,-16.5494505494506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07692307692308,-11.6043956043956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.78021978021978,0,0,0,0,0,0,0,0,0,0,-9.75824175824176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18.2545454545455,0,0,0,-2.90909090909091,0,0,0,0,0,0,0,-1.98181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.96363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,25.7454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.29090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.67272727272727,2.71111111111111,0,0,0,0,0,0,0,-1.86666666666667,0,0,0,0,0,0,19.0666666666667,-2.12727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,87.4358974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512820512820513,0,0,0,0,0,0,0,0,0,22.2628205128205,0,0,0,0,0,0,0,0,0,8.90384615384615,0,0,0,0,0,0,22.7884615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,-5.86794871794872,-14.4871794871795,0,0,0,0,0,0,0,-1.43181818181818,0,0,0,0,0,-3.66025641025641,-10.5530303030303,0,1.63888888888889,0,0,0,0,0,0,0,0,0,0,2.03787878787879
0,0,0,0,68.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0641025641026,27.275641025641,0,0,0,0,0,0,0,41.3397435897436,30.3782051282051,0,0,0,0,0,0,0,40.8397435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6923076923077,-1.38461538461538,1.79487179487179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1346153846154,0,0,0,0,0,0,0,0,33.9615384615385,0,10.9679487179487,0,0,0,0,0,0,-3.36538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13.7197802197802,0,0,0,0,0,2.41208791208791,0,0,0,5.36263736263736,0,0,-1.84615384615385,18.6703296703297,0,0,0,0,0,0,0,4.65934065934066,0,0,0,0,0,0,0,0,-5.90659340659341,0,0,0,0,0,0,0,6.48901098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.467948717948718,-6.75824175824176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2032967032967,0,0,0,0,0,0,0,0,0,0,2.7032967032967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18.4181818181818,0,0,0,0,0,0,0,13.9636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.7,0,0,0,0,0,0,0,0,9.70909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34545454545455,-0.666666666666667,0,0,0,0,0,0,0,7.22222222222222,0,0,0,0,0,0,-3.77777777777778,10.4545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,205.016483516484,0,0,0,0,0,0,0,0,0,0,0,0,15.1153846153846,0,33.9725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2032967032967,0,0,0,0,0,0,0,0,72.9450549450549,25.4120879120879,-14.3516483516484,0,0,0,0,0,0,-0.813186813186813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3131868131868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.82967032967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36813186813187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.00549450549451,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32.4615384615385,0,0,0,9.53846153846154,18.2307692307692,0,0,0,-1.84615384615385,0,0,0,0,0,0,0,3.38461538461538,0,0,0,0,0,0,0,0,0,11.9230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84615384615385,0,0,0,0,0,7.23076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53846153846154,0,0,0,0,0,0,0,0,0,-2.76923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,13.3205128205128,0,0,0,0
0,0,0,0,0,0,0,0,0,41.8021978021978,0,0,0,0,0,0,0,0,0,0,0,-4.28571428571429,0,0,0,0,0,0,0,0,11.6593406593407,0,0,0,0,0,0,1.15384615384615,0,0,0,0,0,0,0,0,0,13.2747252747253,0,0,0,0,0,0,0,0,-8.95604395604396,0,0,0,0,0,0,0,0,0,30.5494505494506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.450549450549451,0,0,0,0,0,0,0,0,0,0,0,0,6.59340659340659,8.82692307692308,0,0,0,0,0,0,0,0,15.1794871794872,0,0,0,0,0,-10.9935897435897,-1.40659340659341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
