"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Jeff Samardzija","Ricky Nolasco","Willson Contreras","Ryan Zimmerman","Daniel Murphy","Kris Bryant","Trea Turner","Bryce Harper","Brian Goodwin","Shin-Soo Choo"
"Chris Sale","Ricky Nolasco","Matt Wieters","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Tzu-Wei Lin","Bryce Harper","Jackie Bradley","Tyler Austin"
"Chris Sale","Ricky Nolasco","Matt Wieters","Mitch Moreland","Dustin Pedroia","Ryder Jones","Xander Bogaerts","Bryce Harper","Mookie Betts","Andrew Benintendi"
"Chris Sale","Ricky Nolasco","Gary Sanchez","Jeimer Candelario","Rougned Odor","Chase Headley","Trea Turner","Aaron Judge","Jacoby Ellsbury","Tyler Austin"
"Chris Sale","Ricky Nolasco","Willson Contreras","Jose Abreu","Rougned Odor","Adrian Beltre","Elvis Andrus","Bryce Harper","Nomar Mazara","Shin-Soo Choo"
"Chris Sale","Ricky Nolasco","Sandy Leon","Mitch Moreland","Daniel Murphy","Chase Headley","Trea Turner","Andrew Benintendi","Jackie Bradley","Chris Young"
"Chris Sale","Ricky Nolasco","Willson Contreras","Anthony Rizzo","Ian Happ","Kris Bryant","Tzu-Wei Lin","Bryce Harper","Andrew Benintendi","Mark Zagunis"
"Chris Sale","Ricky Nolasco","Sandy Leon","Carlos Santana","Dustin Pedroia","Kris Bryant","Tzu-Wei Lin","Bryce Harper","Mookie Betts","Jackie Bradley"
"Jeff Samardzija","Ricky Nolasco","Gary Sanchez","Buster Posey","Starlin Castro","Ronald Torreyes","Trea Turner","Aaron Judge","Bryce Harper","Brett Gardner"
"Chris Sale","Jeff Samardzija","Matt Wieters","Mitch Moreland","Rougned Odor","Ronald Torreyes","Xander Bogaerts","Andrew Benintendi","Jackie Bradley","Chris Young"
"Chris Sale","Ricky Nolasco","Jonathan Lucroy","Mike Napoli","Rougned Odor","Adrian Beltre","Trea Turner","Bryce Harper","Carlos Gomez","Tyler Austin"
"Chris Sale","Ricky Nolasco","Austin Romine","Mitch Moreland","Starlin Castro","Ronald Torreyes","Elvis Andrus","Aaron Judge","Mookie Betts","Brett Gardner"
"Chris Sale","Ricky Nolasco","Kevan Smith","Jose Abreu","Daniel Murphy","Kris Bryant","Tim Anderson","Bryce Harper","Melky Cabrera","Adam Engel"
"Rich Hill","Ricky Nolasco","Gary Sanchez","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Tim Anderson","Bryce Harper","Andrew Benintendi","Brian Goodwin"
"Rich Hill","Jordan Montgomery","Austin Romine","Ryan Zimmerman","Daniel Murphy","Ronald Torreyes","Trea Turner","Bryce Harper","Jackie Bradley","Brian Goodwin"
"Jeff Samardzija","Ricky Nolasco","Matt Wieters","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Elvis Andrus","Aaron Judge","Mookie Betts","Michael Taylor"
"Rich Hill","Jeff Samardzija","Chris Gimenez","Kennys Vargas","Daniel Murphy","Miguel Sano","Jorge Polanco","Bryce Harper","Mookie Betts","Robbie Grossman"
"Rich Hill","Jeff Samardzija","Willson Contreras","Mitch Moreland","Dustin Pedroia","Kris Bryant","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Robbie Grossman"
"Chris Sale","Ricky Nolasco","Gary Sanchez","Ryan Zimmerman","Starlin Castro","Ryder Jones","Tim Anderson","Aaron Judge","Brett Gardner","Tyler Austin"
"Chris Sale","Jordan Montgomery","Willson Contreras","Mitch Moreland","Dustin Pedroia","Chase Headley","Xander Bogaerts","Andrew Benintendi","Chris Young","Tyler Austin"
"Chris Sale","Jeff Samardzija","Sandy Leon","Chase Utley","Daniel Murphy","Ryder Jones","Tzu-Wei Lin","Mookie Betts","Jackie Bradley","Chris Young"
"Chris Sale","Jeff Samardzija","Matt Wieters","Jose Abreu","Rougned Odor","Todd Frazier","Tim Anderson","Avisail Garcia","Shin-Soo Choo","Melky Cabrera"
"Chris Sale","Jeff Samardzija","Matt Wieters","Joey Gallo","Dustin Pedroia","Adrian Beltre","Elvis Andrus","Nomar Mazara","Shin-Soo Choo","Albert Almora"
"Rich Hill","Jeff Samardzija","Matt Wieters","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Brandon Crawford","Bryce Harper","Yasiel Puig","Robbie Grossman"
"Rich Hill","Jeff Samardzija","Yasmani Grandal","Cody Bellinger","Brian Dozier","Justin Turner","Tim Anderson","Joc Pederson","Andrew Benintendi","Yasiel Puig"
"Jeff Samardzija","Jordan Montgomery","Gary Sanchez","Mitch Moreland","Starlin Castro","Miguel Sano","Trea Turner","Aaron Judge","Jacoby Ellsbury","Tyler Austin"
"Chris Sale","Ricky Nolasco","Kevan Smith","Matt Davidson","Yolmer Sanchez","Todd Frazier","Trea Turner","Bryce Harper","Avisail Garcia","Tyler Austin"
"Rich Hill","Jeff Samardzija","Gary Sanchez","Cody Bellinger","Brian Dozier","Chase Headley","Tim Anderson","Aaron Judge","Jacoby Ellsbury","Tyler Austin"
"Jeff Samardzija","German Marquez","Gary Sanchez","Mitch Moreland","Dustin Pedroia","Miguel Sano","Xander Bogaerts","Bryce Harper","Andrew Benintendi","Chris Young"
"Chris Sale","Ricky Nolasco","Martin Maldonado","Albert Pujols","Rougned Odor","Yunel Escobar","Andrelton Simmons","Bryce Harper","Mookie Betts","Kole Calhoun"
"Chris Sale","Jeff Samardzija","Jonathan Lucroy","Chase Utley","Rougned Odor","Adrian Beltre","Tim Anderson","Carlos Gomez","Nomar Mazara","Yasiel Puig"
"Chris Sale","David Holmberg","Jonathan Lucroy","Ryan Zimmerman","Daniel Murphy","Ryder Jones","Trea Turner","Bryce Harper","Brian Goodwin","Raimel Tapia"
"Jeff Samardzija","Jordan Montgomery","Yasmani Grandal","Cody Bellinger","Chris Taylor","Justin Turner","Tzu-Wei Lin","Bryce Harper","Joc Pederson","Nomar Mazara"
"Rich Hill","Jeff Samardzija","Willson Contreras","Anthony Rizzo","Ian Happ","Kris Bryant","Trea Turner","Shin-Soo Choo","Robbie Grossman","Mark Zagunis"
"Chris Sale","Ricky Nolasco","Matt Wieters","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Trea Turner","Charlie Blackmon","Shin-Soo Choo","Raimel Tapia"
"Chris Sale","Rich Hill","Sandy Leon","Joey Gallo","Rougned Odor","Kris Bryant","Tzu-Wei Lin","Andrew Benintendi","Jackie Bradley","Chris Young"
"Jeff Samardzija","German Marquez","Austin Romine","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Tzu-Wei Lin","Bryce Harper","Mookie Betts","Brian Goodwin"
"Rich Hill","Jeff Samardzija","Chris Gimenez","Anthony Rizzo","Brian Dozier","Eduardo Escobar","Trea Turner","Bryce Harper","Eddie Rosario","Byron Buxton"
"Rich Hill","Jordan Montgomery","Yasmani Grandal","Mitch Moreland","Daniel Murphy","Kris Bryant","Xander Bogaerts","Andrew Benintendi","Jackie Bradley","Chris Young"
"Chris Sale","Jeff Samardzija","Kevan Smith","Mitch Moreland","Yolmer Sanchez","Justin Turner","Tim Anderson","Aaron Judge","Melky Cabrera","Adam Engel"
