"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Sale","Ricky Nolasco","Willson Contreras","Mitch Moreland","Dustin Pedroia","Chase Headley","Xander Bogaerts","Bryce Harper","Andrew Benintendi","Chris Young"
"2","Jeff Samardzija","Ricky Nolasco","Willson Contreras","Ryan Zimmerman","Daniel Murphy","Kris Bryant","Trea Turner","Bryce Harper","Brian Goodwin","Shin-Soo Choo"
"3","Chris Sale","Ricky Nolasco","Matt Wieters","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Tim Anderson","Bryce Harper","Tyler Austin","Raimel Tapia"
"4","Chris Sale","Ricky Nolasco","Willson Contreras","Mitch Moreland","Rougned Odor","Adrian Beltre","Elvis Andrus","Bryce Harper","Nomar Mazara","Shin-Soo Choo"
"5","Chris Sale","Ricky Nolasco","Sandy Leon","Mitch Moreland","Starlin Castro","Kris Bryant","Trea Turner","Andrew Benintendi","Jackie Bradley","Chris Young"
"6","Chris Sale","Ricky Nolasco","Austin Romine","Mitch Moreland","Starlin Castro","Ronald Torreyes","Trea Turner","Aaron Judge","Brett Gardner","Shin-Soo Choo"
"7","Chris Sale","Ricky Nolasco","Gary Sanchez","Jeimer Candelario","Rougned Odor","Chase Headley","Trea Turner","Aaron Judge","Jacoby Ellsbury","Tyler Austin"
"8","Chris Sale","Jeff Samardzija","Matt Wieters","Mitch Moreland","Rougned Odor","Ronald Torreyes","Xander Bogaerts","Andrew Benintendi","Jackie Bradley","Chris Young"
"9","Chris Sale","Ricky Nolasco","Sandy Leon","Carlos Santana","Dustin Pedroia","Kris Bryant","Tzu-Wei Lin","Bryce Harper","Mookie Betts","Jackie Bradley"
"10","Chris Sale","Ricky Nolasco","Jonathan Lucroy","Mike Napoli","Rougned Odor","Adrian Beltre","Trea Turner","Bryce Harper","Carlos Gomez","Tyler Austin"
"11","Chris Sale","Ricky Nolasco","Willson Contreras","Anthony Rizzo","Ian Happ","Kris Bryant","Trea Turner","Tyler Austin","Mark Zagunis","Raimel Tapia"
"12","Chris Sale","Ricky Nolasco","Willson Contreras","Jose Abreu","Starlin Castro","Todd Frazier","Tim Anderson","Bryce Harper","Avisail Garcia","Melky Cabrera"
"13","Jeff Samardzija","Jordan Montgomery","Matt Wieters","Mitch Moreland","Dustin Pedroia","Miguel Sano","Xander Bogaerts","Bryce Harper","Mookie Betts","Andrew Benintendi"
"14","Chris Sale","Jeff Samardzija","Matt Wieters","Joey Gallo","Dustin Pedroia","Adrian Beltre","Elvis Andrus","Nomar Mazara","Shin-Soo Choo","Albert Almora"
"15","Chris Sale","Jeff Samardzija","Sandy Leon","Jose Abreu","Rougned Odor","Chase Headley","Tzu-Wei Lin","Mookie Betts","Jackie Bradley","Chris Young"
"16","Jeff Samardzija","Ricky Nolasco","Gary Sanchez","Jose Abreu","Starlin Castro","Kris Bryant","Trea Turner","Aaron Judge","Brett Gardner","Tyler Austin"
"17","Rich Hill","Jeff Samardzija","Chris Gimenez","Kennys Vargas","Daniel Murphy","Miguel Sano","Jorge Polanco","Bryce Harper","Mookie Betts","Robbie Grossman"
"18","Chris Sale","Jeff Samardzija","Jonathan Lucroy","Mitch Moreland","Rougned Odor","Adrian Beltre","Tim Anderson","Carlos Gomez","Nomar Mazara","Denard Span"
